"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.gpu","StudyAbroadGPT-7B-continued - system/gpu.0.gpu__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.gpu__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.gpu","StudyAbroadGPT-7B-continued - system/gpu.1.gpu__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.gpu__MAX"
"7265.268025972","100","100","100","0","0","0"
"7275.266990506","100","100","100","0","0","0"
"7285.268288821","100","100","100","0","0","0"
"7295.271218815","100","100","100","0","0","0"
"7305.267316563","100","100","100","0","0","0"
"7315.275952994","100","100","100","0","0","0"
"7325.276754874","100","100","100","0","0","0"
"7335.26584027","100","100","100","0","0","0"
"7345.26973949","100","100","100","0","0","0"
"7355.267208853","100","100","100","0","0","0"
"7365.272405433","100","100","100","0","0","0"
"7375.267501486","100","100","100","0","0","0"
"7385.267184918","100","100","100","0","0","0"
"7395.268658993","100","100","100","0","0","0"
"7405.268187202","100","100","100","0","0","0"
"7415.271778622","100","100","100","0","0","0"
"7425.269521687","100","100","100","0","0","0"
"7435.267732106","100","100","100","0","0","0"
"7445.269841448","100","100","100","0","0","0"
"7455.268043542","100","100","100","0","0","0"
"7465.267290735","100","100","100","0","0","0"
"7475.265605866","100","100","100","0","0","0"
"7485.275522122","100","100","100","0","0","0"
"7495.267926875","100","100","100","0","0","0"
"7505.268156785","100","100","100","0","0","0"
"7515.267006019","100","100","100","0","0","0"
"7525.265817928","100","100","100","0","0","0"
"7535.269340155","100","100","100","0","0","0"
"7545.267848139","100","100","100","0","0","0"
"7555.26651911","100","100","100","0","0","0"
"7565.266729548","100","100","100","0","0","0"
"7575.268433576","100","100","100","0","0","0"
"7585.268014819","100","100","100","0","0","0"
"7595.266647835","100","100","100","0","0","0"
"7605.269019198","100","100","100","0","0","0"
"7615.275087414","100","100","100","0","0","0"
"7625.269495016","100","100","100","0","0","0"
"7635.266044262","100","100","100","0","0","0"
"7645.265143907","100","100","100","0","0","0"
"7655.277921309","100","100","100","0","0","0"
"7665.266522874","100","100","100","0","0","0"
"7675.267885473","100","100","100","0","0","0"
"7685.275161061","100","100","100","0","0","0"
"7695.271766802","100","100","100","0","0","0"
"7705.266417373","100","100","100","0","0","0"
"7715.275600026","99","99","99","0","0","0"
"7725.267828934","100","100","100","0","0","0"
"7735.266397064","100","100","100","0","0","0"
"7745.266627238","100","100","100","0","0","0"
"7755.267746496","100","100","100","0","0","0"
"7765.268902114","100","100","100","0","0","0"
"7775.275217284","100","100","100","0","0","0"
"7785.266388161","100","100","100","0","0","0"
"7795.275377311","100","100","100","0","0","0"
"7805.268452872","100","100","100","0","0","0"
"7815.267062358","100","100","100","0","0","0"
"7825.266807005","100","100","100","0","0","0"
"7835.265294444","100","100","100","0","0","0"
"7845.267664299","100","100","100","0","0","0"
"7855.272770023","100","100","100","0","0","0"
"7865.269935167","100","100","100","0","0","0"
"7875.266498156","100","100","100","0","0","0"
"7885.265273881","100","100","100","0","0","0"
"7895.27022877","100","100","100","0","0","0"
"7905.266345841","100","100","100","0","0","0"
"7915.276220111","100","100","100","0","0","0"
"7925.272496546","100","100","100","0","0","0"
"7935.26792506","100","100","100","0","0","0"
"7945.272976741","100","100","100","0","0","0"
"7955.265820771","100","100","100","0","0","0"
"7965.268185421","100","100","100","0","0","0"
"7975.26763435","100","100","100","0","0","0"
"7985.267074625","100","100","100","0","0","0"
"7995.277509251","100","100","100","0","0","0"
"8005.266427183","100","100","100","0","0","0"
"8015.269814234","100","100","100","0","0","0"
"8025.27158616","100","100","100","0","0","0"
"8035.275325862","100","100","100","0","0","0"
"8045.268843485","100","100","100","0","0","0"
"8055.266481915","100","100","100","0","0","0"
"8065.267674196","100","100","100","0","0","0"
"8075.268127008","100","100","100","0","0","0"
"8085.266431397","100","100","100","0","0","0"
"8095.27480162","100","100","100","0","0","0"
"8105.273339241","100","100","100","0","0","0"
"8115.269563651","100","100","100","0","0","0"
"8125.267104395","100","100","100","0","0","0"
"8135.2686717","100","100","100","0","0","0"
"8145.269789294","100","100","100","0","0","0"
"8155.266340802","100","100","100","0","0","0"
"8165.267592278","100","100","100","0","0","0"
"8175.271068852","95","95","95","0","0","0"
"8185.276717066","100","100","100","0","0","0"
"8195.268802094","100","100","100","0","0","0"
"8205.267729504","100","100","100","0","0","0"
"8215.268193634","100","100","100","0","0","0"
"8225.270518576","100","100","100","0","0","0"
"8235.267365274","100","100","100","0","0","0"
"8245.274156326","100","100","100","0","0","0"
"8255.273009137","100","100","100","0","0","0"
"8265.274999011","100","100","100","0","0","0"
"8275.265605066","100","100","100","0","0","0"
"8285.268252333","100","100","100","0","0","0"
"8295.269829436","100","100","100","0","0","0"
"8305.266998827","100","100","100","0","0","0"
"8315.265139827","100","100","100","0","0","0"
"8325.269405514","100","100","100","0","0","0"
"8335.274539372","100","100","100","0","0","0"
"8345.265611752","100","100","100","0","0","0"
"8355.267793384","100","100","100","0","0","0"
"8365.268409953","100","100","100","0","0","0"
"8375.276332272","100","100","100","0","0","0"
"8385.266576488","100","100","100","0","0","0"
"8395.266200728","100","100","100","0","0","0"
"8405.268607634","100","100","100","0","0","0"
"8415.276418391","100","100","100","0","0","0"
"8425.265950247","100","100","100","0","0","0"
"8435.272815348","91","91","91","0","0","0"
"8445.270626781","100","100","100","0","0","0"
"8455.267598784","100","100","100","0","0","0"
"8465.266206648","100","100","100","0","0","0"
"8475.268470184","100","100","100","0","0","0"
"8485.266612965","100","100","100","0","0","0"
"8495.26869236","100","100","100","0","0","0"
"8505.268440931","100","100","100","0","0","0"
"8515.27836093","100","100","100","0","0","0"
"8525.269459114","100","100","100","0","0","0"
"8535.267885106","100","100","100","0","0","0"
"8545.267454357","100","100","100","0","0","0"
"8555.26898574","100","100","100","0","0","0"
"8565.267413992","100","100","100","0","0","0"
"8575.276947969","100","100","100","0","0","0"
"8585.26742504","100","100","100","0","0","0"
"8595.267452625","100","100","100","0","0","0"
"8605.26826857","100","100","100","0","0","0"
"8615.265246389","100","100","100","0","0","0"
"8625.267366157","100","100","100","0","0","0"
"8635.265257041","100","100","100","0","0","0"
"8645.26585124","100","100","100","0","0","0"
"8655.273018165","100","100","100","0","0","0"
"8665.271073848","100","100","100","0","0","0"
"8675.268754561","100","100","100","0","0","0"
"8685.276414871","100","100","100","0","0","0"
"8695.268722379","100","100","100","0","0","0"
"8705.266311138","100","100","100","0","0","0"
"8715.276038951","100","100","100","0","0","0"
"8725.273343637","100","100","100","0","0","0"
"8735.265695031","100","100","100","0","0","0"
"8745.267935587","100","100","100","0","0","0"
"8755.269133347","100","100","100","0","0","0"
"8765.2715031","100","100","100","0","0","0"
"8775.270426213","100","100","100","0","0","0"
"8785.268191937","100","100","100","0","0","0"
"8795.265617615","100","100","100","0","0","0"
"8805.267776307","100","100","100","0","0","0"
"8815.274644143","100","100","100","0","0","0"
"8825.274660978","100","100","100","0","0","0"
"8835.278396458","100","100","100","0","0","0"
"8845.2654304","100","100","100","0","0","0"
"8855.267890467","100","100","100","0","0","0"
"8865.266228091","100","100","100","0","0","0"
"8875.269123862","100","100","100","0","0","0"
"8885.269069715","100","100","100","0","0","0"
"8895.267536322","100","100","100","0","0","0"
"8905.265244871","100","100","100","0","0","0"
"8915.271250323","100","100","100","0","0","0"
"8925.276096093","100","100","100","0","0","0"
"8935.276339074","100","100","100","0","0","0"
"8945.272748088","100","100","100","0","0","0"
"8955.269456822","100","100","100","0","0","0"
"8965.265281538","100","100","100","0","0","0"
"8975.271515029","100","100","100","0","0","0"
"8985.269014141","100","100","100","0","0","0"
"8995.265411324","100","100","100","0","0","0"
"9005.268323305","100","100","100","0","0","0"
"9015.265721188","100","100","100","0","0","0"
"9025.268935439","100","100","100","0","0","0"
"9035.266917739","100","100","100","0","0","0"
"9045.2719885","100","100","100","0","0","0"
"9055.274689111","100","100","100","0","0","0"
"9065.266909936","100","100","100","0","0","0"
"9075.270381377","100","100","100","0","0","0"
"9085.273346033","100","100","100","0","0","0"
"9095.269162505","100","100","100","0","0","0"
"9105.277780919","100","100","100","0","0","0"
"9115.277108299","100","100","100","0","0","0"
"9125.274484144","100","100","100","0","0","0"
"9135.271302515","100","100","100","0","0","0"
"9145.267071038","100","100","100","0","0","0"
"9155.266665828","100","100","100","0","0","0"
"9165.27909498","100","100","100","0","0","0"
"9175.266830065","100","100","100","0","0","0"
"9185.265888464","100","100","100","0","0","0"
"9195.274581797","100","100","100","0","0","0"
"9205.26662533","100","100","100","0","0","0"
"9215.267609008","100","100","100","0","0","0"
"9225.267113125","100","100","100","0","0","0"
"9235.26572732","100","100","100","0","0","0"
"9245.267498435","100","100","100","0","0","0"
"9255.26835974","100","100","100","0","0","0"
"9265.268277893","100","100","100","0","0","0"
"9275.270864159","100","100","100","0","0","0"
"9285.266752477","100","100","100","0","0","0"
"9295.273911527","100","100","100","0","0","0"
"9305.278531191","100","100","100","0","0","0"
"9315.270658917","100","100","100","0","0","0"
"9325.269537607","100","100","100","0","0","0"
"9335.265170431","100","100","100","0","0","0"
"9345.266301986","100","100","100","0","0","0"
"9355.266016364","100","100","100","0","0","0"
"9365.269590554","100","100","100","0","0","0"
"9375.267738864","100","100","100","0","0","0"
"9385.265588342","100","100","100","0","0","0"
"9395.265890702","100","100","100","0","0","0"
"9405.265575858","100","100","100","0","0","0"
"9415.267240293","100","100","100","0","0","0"
"9425.266128459","100","100","100","0","0","0"
"9435.268379195","100","100","100","0","0","0"
"9445.271881495","100","100","100","0","0","0"
"9455.266401686","100","100","100","0","0","0"
"9465.267981138","100","100","100","0","0","0"
"9475.273011463","100","100","100","0","0","0"
"9485.266715943","100","100","100","0","0","0"
"9495.269697907","100","100","100","0","0","0"
"9505.265893114","100","100","100","0","0","0"
"9515.272278192","100","100","100","0","0","0"
"9525.270337106","100","100","100","0","0","0"
"9535.268401599","100","100","100","0","0","0"
"9545.265462722","100","100","100","0","0","0"
"9555.267834371","100","100","100","0","0","0"
"9565.267606317","100","100","100","0","0","0"
"9575.267019192","100","100","100","0","0","0"
"9585.270231227","100","100","100","0","0","0"
"9595.26696636","100","100","100","0","0","0"
"9605.265903156","100","100","100","0","0","0"
"9615.26774542","100","100","100","0","0","0"
"9625.269185254","100","100","100","0","0","0"
"9635.267727176","100","100","100","0","0","0"
"9645.266396759","100","100","100","0","0","0"
"9655.272515105","100","100","100","0","0","0"
"9665.268029718","100","100","100","0","0","0"
"9675.269545992","100","100","100","0","0","0"
"9685.266314763","100","100","100","0","0","0"
"9695.269770489","100","100","100","0","0","0"
"9705.273319382","100","100","100","0","0","0"
"9715.275284489","100","100","100","0","0","0"
"9725.275064875","100","100","100","0","0","0"
"9735.26697469","100","100","100","0","0","0"
"9745.26799186","100","100","100","0","0","0"
"9755.26767202","100","100","100","0","0","0"
"9765.268969869","100","100","100","0","0","0"
"9775.269105248","100","100","100","0","0","0"
"9785.26546911","100","100","100","0","0","0"
"9795.267035891","100","100","100","0","0","0"
"9805.267757588","100","100","100","0","0","0"
"9815.267301091","100","100","100","0","0","0"
"9825.268523093","100","100","100","0","0","0"
"9835.266586706","100","100","100","0","0","0"
"9845.267572181","100","100","100","0","0","0"
"9855.269326867","100","100","100","0","0","0"
"9865.26583842","100","100","100","0","0","0"
"9875.2674505","100","100","100","0","0","0"
"9885.277146634","100","100","100","0","0","0"
"9895.276915435","100","100","100","0","0","0"
"9905.268414401","100","100","100","0","0","0"
"9915.268494173","100","100","100","0","0","0"
"9925.268094982","100","100","100","0","0","0"
"9935.267883178","100","100","100","0","0","0"
"9945.267173253","100","100","100","0","0","0"
"9955.266417081","100","100","100","0","0","0"
"9965.268176628","99","99","99","0","0","0"
"9975.27028202","100","100","100","0","0","0"
"9985.275231515","100","100","100","0","0","0"
"9995.26710852","100","100","100","0","0","0"
"10005.266592913","100","100","100","0","0","0"
"10015.265942395","100","100","100","0","0","0"
"10025.266882367","100","100","100","0","0","0"
"10035.274240376","100","100","100","0","0","0"
"10045.266489421","100","100","100","0","0","0"
"10055.265271964","100","100","100","0","0","0"
"10065.266477145","100","100","100","0","0","0"
"10075.274032717","100","100","100","0","0","0"
"10085.270606121","100","100","100","0","0","0"
"10095.26805613","100","100","100","0","0","0"
"10105.266613224","100","100","100","0","0","0"
"10115.27366137","100","100","100","0","0","0"
"10125.267492647","100","100","100","0","0","0"
"10135.26632014","100","100","100","0","0","0"
"10145.275637772","100","100","100","0","0","0"
"10155.274389073","100","100","100","0","0","0"
"10165.271681037","100","100","100","0","0","0"
"10175.266929476","99","99","99","0","0","0"
"10185.27601364","100","100","100","0","0","0"
"10195.273921894","100","100","100","0","0","0"
"10205.266713278","100","100","100","0","0","0"
"10215.267529133","100","100","100","0","0","0"
"10225.267328462","100","100","100","0","0","0"
"10235.27131089","100","100","100","0","0","0"
"10245.273430352","100","100","100","0","0","0"
"10255.267188324","100","100","100","0","0","0"
"10265.270369132","100","100","100","0","0","0"
"10275.270676559","100","100","100","0","0","0"
"10285.268403167","100","100","100","0","0","0"
"10295.265949616","100","100","100","0","0","0"
"10305.268664659","100","100","100","0","0","0"
"10315.276636771","100","100","100","0","0","0"
"10325.265237176","100","100","100","0","0","0"
"10335.266270359","100","100","100","0","0","0"
"10345.266861708","100","100","100","0","0","0"
"10355.267100542","100","100","100","0","0","0"
"10365.275138559","100","100","100","0","0","0"
"10375.268321371","100","100","100","0","0","0"
"10385.272617733","100","100","100","0","0","0"
"10395.269447646","100","100","100","0","0","0"
"10405.268120934","100","100","100","0","0","0"
"10415.266327655","100","100","100","0","0","0"
"10425.268122194","100","100","100","0","0","0"
"10435.265821154","92","92","92","0","0","0"
"10445.268195629","100","100","100","0","0","0"
"10455.268367537","100","100","100","0","0","0"
"10465.273575112","100","100","100","0","0","0"
"10475.270161828","100","100","100","0","0","0"
"10485.268941863","100","100","100","0","0","0"
"10495.270851705","100","100","100","0","0","0"
"10505.267744754","100","100","100","0","0","0"
"10515.266745681","100","100","100","0","0","0"
"10525.27314148","100","100","100","0","0","0"
"10535.272423582","100","100","100","0","0","0"
"10545.277069862","100","100","100","0","0","0"
"10555.266217128","100","100","100","0","0","0"
"10565.267360402","99","99","99","0","0","0"
"10575.269752817","100","100","100","0","0","0"
"10585.26718195","100","100","100","0","0","0"
"10595.271510357","100","100","100","0","0","0"
"10605.270729018","100","100","100","0","0","0"
"10615.268672148","100","100","100","0","0","0"
"10625.269184481","100","100","100","0","0","0"
"10635.2742625","100","100","100","0","0","0"
"10645.268982781","100","100","100","0","0","0"
"10655.267762667","100","100","100","0","0","0"
"10665.266145121","100","100","100","0","0","0"
"10675.269845119","100","100","100","0","0","0"
"10685.267648117","100","100","100","0","0","0"
"10695.265595034","100","100","100","0","0","0"
"10705.267160422","100","100","100","0","0","0"
"10715.277297908","100","100","100","0","0","0"
"10725.269593704","100","100","100","0","0","0"
"10735.265542756","100","100","100","0","0","0"
"10745.275053239","100","100","100","0","0","0"
"10755.266120147","100","100","100","0","0","0"
"10765.266424015","100","100","100","0","0","0"
"10775.269341847","100","100","100","0","0","0"
"10785.26654148","100","100","100","0","0","0"
"10795.267407098","100","100","100","0","0","0"
"10805.268069518","100","100","100","0","0","0"
"10815.275896005","100","100","100","0","0","0"
"10825.27051549","100","100","100","0","0","0"
"10835.267405828","100","100","100","0","0","0"
"10845.268449971","100","100","100","0","0","0"
"10855.266159456","100","100","100","0","0","0"
"10865.267026153","100","100","100","0","0","0"
"10875.269204538","100","100","100","0","0","0"
"10885.267271872","100","100","100","0","0","0"
"10895.268760155","100","100","100","0","0","0"
"10905.266133112","100","100","100","0","0","0"
"10915.266576658","100","100","100","0","0","0"
"10925.273243576","100","100","100","0","0","0"
"10935.276969204","100","100","100","0","0","0"
"10945.269022399","100","100","100","0","0","0"
"10955.265258336","100","100","100","0","0","0"
"10965.267129206","100","100","100","0","0","0"
"10975.265564529","100","100","100","0","0","0"
"10985.270181721","100","100","100","0","0","0"
"10995.267611034","100","100","100","0","0","0"
"11005.271347643","100","100","100","0","0","0"
"11015.265777065","100","100","100","0","0","0"
"11025.267009504","100","100","100","0","0","0"
"11035.268057168","100","100","100","0","0","0"
"11045.271569455","100","100","100","0","0","0"
"11055.266576665","100","100","100","0","0","0"
"11065.266721744","100","100","100","0","0","0"
"11075.265969225","100","100","100","0","0","0"
"11085.268079755","100","100","100","0","0","0"
"11095.267429576","100","100","100","0","0","0"
"11105.269010686","100","100","100","0","0","0"
"11115.265910048","100","100","100","0","0","0"
"11125.268098988","100","100","100","0","0","0"
"11135.265105005","100","100","100","0","0","0"
"11145.281379656","100","100","100","0","0","0"
"11155.267441517","100","100","100","0","0","0"
"11165.267428142","100","100","100","0","0","0"
"11175.268502918","100","100","100","0","0","0"
"11185.265655758","100","100","100","0","0","0"
"11195.267227589","100","100","100","0","0","0"
"11205.270754276","100","100","100","0","0","0"
"11215.270189063","100","100","100","0","0","0"
"11225.266849414","100","100","100","0","0","0"
"11235.269388101","100","100","100","0","0","0"
"11245.269857195","100","100","100","0","0","0"
"11255.266106521","100","100","100","0","0","0"
"11265.269849527","100","100","100","0","0","0"
"11275.265838888","100","100","100","0","0","0"
"11285.279343117","100","100","100","0","0","0"
"11295.266258346","100","100","100","0","0","0"
"11305.274984812","100","100","100","0","0","0"
"11315.269899843","100","100","100","0","0","0"
"11325.266134502","100","100","100","0","0","0"
"11335.269309369","100","100","100","0","0","0"
"11345.268794346","100","100","100","0","0","0"
"11355.268207606","100","100","100","0","0","0"
"11365.276864589","100","100","100","0","0","0"
"11375.267108886","100","100","100","0","0","0"
"11385.26631145","100","100","100","0","0","0"
"11395.265792404","100","100","100","0","0","0"
"11405.26562448","100","100","100","0","0","0"
"11415.269370685","100","100","100","0","0","0"
"11425.266978692","100","100","100","0","0","0"
"11435.268469647","100","100","100","0","0","0"
"11445.269196826","100","100","100","0","0","0"
"11455.26861219","100","100","100","0","0","0"
"11465.269520704","100","100","100","0","0","0"
"11475.271248197","100","100","100","0","0","0"
"11485.271791869","100","100","100","0","0","0"
"11495.270200963","100","100","100","0","0","0"
"11505.275170661","100","100","100","0","0","0"
"11515.275757952","100","100","100","0","0","0"
"11525.27374778","100","100","100","0","0","0"
"11535.271108855","100","100","100","0","0","0"
"11545.275835937","100","100","100","0","0","0"
"11555.272683491","100","100","100","0","0","0"
"11565.275117109","100","100","100","0","0","0"
"11575.265494234","100","100","100","0","0","0"
"11585.265688503","100","100","100","0","0","0"
"11595.275947864","100","100","100","0","0","0"
"11605.276168739","100","100","100","0","0","0"
"11615.266974412","100","100","100","0","0","0"
"11625.269454221","100","100","100","0","0","0"
"11635.267408474","100","100","100","0","0","0"
"11645.271363075","100","100","100","0","0","0"
"11655.271374483","100","100","100","0","0","0"
"11665.265630965","100","100","100","0","0","0"
"11675.274043697","100","100","100","0","0","0"
"11685.269174239","100","100","100","0","0","0"
"11695.2754325","100","100","100","0","0","0"
"11705.270687622","100","100","100","0","0","0"
"11715.268272857","100","100","100","0","0","0"
"11725.266327501","100","100","100","0","0","0"
"11735.267466078","100","100","100","0","0","0"
"11745.266788337","100","100","100","0","0","0"
"11755.269390328","100","100","100","0","0","0"
"11765.268177158","100","100","100","0","0","0"
"11775.268597701","100","100","100","0","0","0"
"11785.269040545","100","100","100","0","0","0"
"11795.265701444","100","100","100","0","0","0"
"11805.267634503","100","100","100","0","0","0"
"11815.267393265","100","100","100","0","0","0"
"11825.265837074","100","100","100","0","0","0"
"11835.266121312","100","100","100","0","0","0"
"11845.27008683","100","100","100","0","0","0"
"11855.267172017","100","100","100","0","0","0"
"11865.269616657","100","100","100","0","0","0"
"11875.267773727","100","100","100","0","0","0"
"11885.274528276","100","100","100","0","0","0"
"11895.273283695","100","100","100","0","0","0"
"11905.267725231","100","100","100","0","0","0"
"11915.271377549","100","100","100","0","0","0"
"11925.273590003","100","100","100","0","0","0"
"11935.271757615","100","100","100","0","0","0"
"11945.267005046","100","100","100","0","0","0"
"11955.268064745","100","100","100","0","0","0"
"11965.275713815","99","99","99","0","0","0"
"11975.270746359","100","100","100","0","0","0"
"11985.266436403","100","100","100","0","0","0"
"11995.275325648","100","100","100","0","0","0"
"12005.266862467","100","100","100","0","0","0"
"12015.267884114","100","100","100","0","0","0"
"12025.27071965","100","100","100","0","0","0"
"12035.265251765","100","100","100","0","0","0"
"12045.269853346","100","100","100","0","0","0"
"12055.267491079","100","100","100","0","0","0"
"12065.267327754","100","100","100","0","0","0"
"12075.274363218","100","100","100","0","0","0"
"12085.268323544","100","100","100","0","0","0"
"12095.271937996","100","100","100","0","0","0"
"12105.271363841","100","100","100","0","0","0"
"12115.267397436","100","100","100","0","0","0"
"12125.274496153","100","100","100","0","0","0"
"12135.267907072","100","100","100","0","0","0"
"12145.267700611","100","100","100","0","0","0"
"12155.266227418","100","100","100","0","0","0"
"12165.266290599","100","100","100","0","0","0"
"12175.265630587","100","100","100","0","0","0"
"12185.266845295","100","100","100","0","0","0"
"12195.274661728","100","100","100","0","0","0"
"12205.271740414","100","100","100","0","0","0"
"12215.271000064","100","100","100","0","0","0"
"12225.276562369","100","100","100","0","0","0"
"12235.265264339","100","100","100","0","0","0"
"12245.266400752","100","100","100","0","0","0"
"12255.269627388","100","100","100","0","0","0"
"12265.272898991","100","100","100","0","0","0"
"12275.272731171","100","100","100","0","0","0"
"12285.272573181","100","100","100","0","0","0"
"12295.266767254","100","100","100","0","0","0"
"12305.267928064","100","100","100","0","0","0"
"12315.266969221","100","100","100","0","0","0"
"12325.268725579","100","100","100","0","0","0"
"12335.268846955","100","100","100","0","0","0"
"12345.265592148","100","100","100","0","0","0"
"12355.269216502","100","100","100","0","0","0"
"12365.272045079","100","100","100","0","0","0"
"12375.269285387","100","100","100","0","0","0"
"12385.272099657","100","100","100","0","0","0"
"12395.280495319","100","100","100","0","0","0"
"12405.267933802","100","100","100","0","0","0"
"12415.267278289","100","100","100","0","0","0"
"12425.266731581","100","100","100","0","0","0"
"12435.279259321","100","100","100","0","0","0"
"12445.272354694","100","100","100","0","0","0"
"12455.265696145","100","100","100","0","0","0"
"12465.274214987","100","100","100","0","0","0"
"12475.268474355","100","100","100","0","0","0"
"12485.26626747","100","100","100","0","0","0"
"12495.266951018","100","100","100","0","0","0"
"12505.268865841","100","100","100","0","0","0"
"12515.265760342","100","100","100","0","0","0"
"12525.26939346","100","100","100","0","0","0"
"12535.276647872","100","100","100","0","0","0"
"12545.267361241","100","100","100","0","0","0"
"12555.266749886","100","100","100","0","0","0"
"12565.276502009","100","100","100","0","0","0"
"12575.266539019","100","100","100","0","0","0"
"12585.269629984","100","100","100","0","0","0"
"12595.27073349","100","100","100","0","0","0"
"12605.274351484","100","100","100","0","0","0"
"12615.268866744","100","100","100","0","0","0"
"12625.265510852","100","100","100","0","0","0"
"12635.266951617","100","100","100","0","0","0"
"12645.269524736","100","100","100","0","0","0"
"12655.266093784","100","100","100","0","0","0"
"12665.267245065","100","100","100","0","0","0"
"12675.273632815","100","100","100","0","0","0"
"12685.266992428","100","100","100","0","0","0"
"12695.26689422","100","100","100","0","0","0"
"12705.268311872","100","100","100","0","0","0"
"12715.265901968","100","100","100","0","0","0"
"12725.265735418","100","100","100","0","0","0"
"12735.268173582","100","100","100","0","0","0"
"12745.265150377","100","100","100","0","0","0"
"12755.265354609","100","100","100","0","0","0"
"12765.266105652","100","100","100","0","0","0"
"12775.271698672","100","100","100","0","0","0"
"12785.265342144","100","100","100","0","0","0"
"12795.270426017","100","100","100","0","0","0"
"12805.269276446","100","100","100","0","0","0"
"12815.267384355","100","100","100","0","0","0"
"12825.269622485","100","100","100","0","0","0"
"12835.276390595","100","100","100","0","0","0"
"12845.269732581","100","100","100","0","0","0"
"12855.269584015","100","100","100","0","0","0"
"12865.269063744","100","100","100","0","0","0"
"12875.268205567","99","99","99","0","0","0"
"12885.266551482","100","100","100","0","0","0"
"12895.268356317","100","100","100","0","0","0"
"12905.267753647","100","100","100","0","0","0"
"12915.276278731","100","100","100","0","0","0"
"12925.266310371","100","100","100","0","0","0"
"12935.269160322","100","100","100","0","0","0"
"12945.272159906","100","100","100","0","0","0"
"12955.275733197","100","100","100","0","0","0"
"12965.270380553","100","100","100","0","0","0"
"12975.271294877","100","100","100","0","0","0"
"12985.267631093","100","100","100","0","0","0"
"12995.26563779","100","100","100","0","0","0"
"13005.266320517","100","100","100","0","0","0"
"13015.267496005","100","100","100","0","0","0"
"13025.275591635","100","100","100","0","0","0"
"13035.268013426","100","100","100","0","0","0"
"13045.2736964","100","100","100","0","0","0"
"13055.267475757","100","100","100","0","0","0"
"13065.266218994","100","100","100","0","0","0"
"13075.269669946","100","100","100","0","0","0"
"13085.268362479","100","100","100","0","0","0"
"13095.266070308","100","100","100","0","0","0"
"13105.269353336","99","99","99","0","0","0"
"13115.277540591","100","100","100","0","0","0"
"13125.277641284","100","100","100","0","0","0"
"13135.267784994","100","100","100","0","0","0"
"13145.276122155","100","100","100","0","0","0"
"13155.27359626","100","100","100","0","0","0"
"13165.26846478","90","90","90","0","0","0"
"13175.268964853","100","100","100","0","0","0"
"13185.277128387","100","100","100","0","0","0"
"13195.267379563","100","100","100","0","0","0"
"13205.265400955","100","100","100","0","0","0"
"13215.26740156","100","100","100","0","0","0"
"13225.267285194","100","100","100","0","0","0"
"13235.268127691","100","100","100","0","0","0"
"13245.266620334","100","100","100","0","0","0"
"13255.272848807","100","100","100","0","0","0"
"13265.26826921","100","100","100","0","0","0"
"13275.280801906","100","100","100","0","0","0"
"13285.268534915","100","100","100","0","0","0"
"13295.269740741","100","100","100","0","0","0"
"13305.269088486","100","100","100","0","0","0"
"13315.267522259","100","100","100","0","0","0"
"13325.267215017","100","100","100","0","0","0"
"13335.268073319","99","99","99","0","0","0"
"13345.26564311","100","100","100","0","0","0"
"13355.272553054","100","100","100","0","0","0"
"13365.266792107","100","100","100","0","0","0"
"13375.273049343","100","100","100","0","0","0"
"13385.267999428","100","100","100","0","0","0"
"13395.267425644","100","100","100","0","0","0"
"13405.267124142","100","100","100","0","0","0"
"13415.265516166","100","100","100","0","0","0"
"13425.271498278","100","100","100","0","0","0"
"13435.273240948","100","100","100","0","0","0"
"13445.276299375","100","100","100","0","0","0"
"13455.270926914","100","100","100","0","0","0"
"13465.269596076","100","100","100","0","0","0"
"13475.277436541","100","100","100","0","0","0"
"13485.269702326","100","100","100","0","0","0"
"13495.26575536","100","100","100","0","0","0"
"13505.26765581","100","100","100","0","0","0"
"13515.276295325","100","100","100","0","0","0"
"13525.276022136","100","100","100","0","0","0"
"13535.27627935","100","100","100","0","0","0"
"13545.267688516","100","100","100","0","0","0"
"13555.266298328","100","100","100","0","0","0"
"13565.276373667","100","100","100","0","0","0"
"13575.266317798","100","100","100","0","0","0"
"13585.265857983","100","100","100","0","0","0"
"13595.271291391","100","100","100","0","0","0"
"13605.269277043","100","100","100","0","0","0"
"13615.270262396","100","100","100","0","0","0"
"13625.273849432","100","100","100","0","0","0"
"13635.267313588","100","100","100","0","0","0"
"13645.266825115","100","100","100","0","0","0"
"13655.265170602","100","100","100","0","0","0"
"13665.266173332","100","100","100","0","0","0"
"13675.267185317","100","100","100","0","0","0"
"13685.266664427","100","100","100","0","0","0"
"13695.269700089","100","100","100","0","0","0"
"13705.272052584","100","100","100","0","0","0"
"13715.266624303","100","100","100","0","0","0"
"13725.266326191","100","100","100","0","0","0"
"13735.268025369","100","100","100","0","0","0"
"13745.27085077","100","100","100","0","0","0"
"13755.271365516","100","100","100","0","0","0"
"13765.276503647","100","100","100","0","0","0"
"13775.268787699","100","100","100","0","0","0"
"13785.265842741","100","100","100","0","0","0"
"13795.265196294","100","100","100","0","0","0"
"13805.26651527","100","100","100","0","0","0"
"13815.265840167","100","100","100","0","0","0"
"13825.266013531","100","100","100","0","0","0"
