"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.memory","StudyAbroadGPT-7B-continued - system/gpu.0.memory__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.memory__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.memory","StudyAbroadGPT-7B-continued - system/gpu.1.memory__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.memory__MAX"
"7275.266990506","50","50","50","0","0","0"
"7285.268288821","49","49","49","0","0","0"
"7295.271218815","35","35","35","0","0","0"
"7305.267316563","49","49","49","0","0","0"
"7315.275952994","43","43","43","0","0","0"
"7325.276754874","54","54","54","0","0","0"
"7335.26584027","54","54","54","0","0","0"
"7345.26973949","36","36","36","0","0","0"
"7355.267208853","42","42","42","0","0","0"
"7365.272405433","57","57","57","0","0","0"
"7375.267501486","37","37","37","0","0","0"
"7385.267184918","37","37","37","0","0","0"
"7395.268658993","35","35","35","0","0","0"
"7405.268187202","56","56","56","0","0","0"
"7415.271778622","46","46","46","0","0","0"
"7425.269521687","37","37","37","0","0","0"
"7435.267732106","44","44","44","0","0","0"
"7445.269841448","35","35","35","0","0","0"
"7455.268043542","47","47","47","0","0","0"
"7465.267290735","62","62","62","0","0","0"
"7475.265605866","35","35","35","0","0","0"
"7485.275522122","55","55","55","0","0","0"
"7495.267926875","53","53","53","0","0","0"
"7505.268156785","46","46","46","0","0","0"
"7515.267006019","51","51","51","0","0","0"
"7525.265817928","52","52","52","0","0","0"
"7535.269340155","53","53","53","0","0","0"
"7545.267848139","36","36","36","0","0","0"
"7555.26651911","40","40","40","0","0","0"
"7565.266729548","48","48","48","0","0","0"
"7575.268433576","52","52","52","0","0","0"
"7585.268014819","46","46","46","0","0","0"
"7595.266647835","49","49","49","0","0","0"
"7605.269019198","35","35","35","0","0","0"
"7615.275087414","44","44","44","0","0","0"
"7625.269495016","45","45","45","0","0","0"
"7635.266044262","37","37","37","0","0","0"
"7645.265143907","34","34","34","0","0","0"
"7655.277921309","55","55","55","0","0","0"
"7665.266522874","45","45","45","0","0","0"
"7675.267885473","33","33","33","0","0","0"
"7685.275161061","56","56","56","0","0","0"
"7695.271766802","40","40","40","0","0","0"
"7705.266417373","52","52","52","0","0","0"
"7715.275600026","36","36","36","0","0","0"
"7725.267828934","57","57","57","0","0","0"
"7735.266397064","45","45","45","0","0","0"
"7745.266627238","35","35","35","0","0","0"
"7755.267746496","51","51","51","0","0","0"
"7765.268902114","49","49","49","0","0","0"
"7775.275217284","35","35","35","0","0","0"
"7785.266388161","47","47","47","0","0","0"
"7795.275377311","42","42","42","0","0","0"
"7805.268452872","35","35","35","0","0","0"
"7815.267062358","40","40","40","0","0","0"
"7825.266807005","34","34","34","0","0","0"
"7835.265294444","58","58","58","0","0","0"
"7845.267664299","50","50","50","0","0","0"
"7855.272770023","37","37","37","0","0","0"
"7865.269935167","45","45","45","0","0","0"
"7875.266498156","35","35","35","0","0","0"
"7885.265273881","38","38","38","0","0","0"
"7895.27022877","45","45","45","0","0","0"
"7905.266345841","59","59","59","0","0","0"
"7915.276220111","51","51","51","0","0","0"
"7925.272496546","34","34","34","0","0","0"
"7935.26792506","40","40","40","0","0","0"
"7945.272976741","43","43","43","0","0","0"
"7955.265820771","34","34","34","0","0","0"
"7965.268185421","48","48","48","0","0","0"
"7975.26763435","67","67","67","0","0","0"
"7985.267074625","37","37","37","0","0","0"
"7995.277509251","41","41","41","0","0","0"
"8005.266427183","39","39","39","0","0","0"
"8015.269814234","61","61","61","0","0","0"
"8025.27158616","43","43","43","0","0","0"
"8035.275325862","57","57","57","0","0","0"
"8045.268843485","58","58","58","0","0","0"
"8055.266481915","36","36","36","0","0","0"
"8065.267674196","48","48","48","0","0","0"
"8075.268127008","45","45","45","0","0","0"
"8085.266431397","34","34","34","0","0","0"
"8095.27480162","37","37","37","0","0","0"
"8105.273339241","41","41","41","0","0","0"
"8115.269563651","36","36","36","0","0","0"
"8125.267104395","51","51","51","0","0","0"
"8135.2686717","38","38","38","0","0","0"
"8145.269789294","37","37","37","0","0","0"
"8155.266340802","55","55","55","0","0","0"
"8165.267592278","36","36","36","0","0","0"
"8175.271068852","49","49","49","0","0","0"
"8185.276717066","41","41","41","0","0","0"
"8195.268802094","35","35","35","0","0","0"
"8205.267729504","49","49","49","0","0","0"
"8215.268193634","37","37","37","0","0","0"
"8225.270518576","50","50","50","0","0","0"
"8235.267365274","45","45","45","0","0","0"
"8245.274156326","48","48","48","0","0","0"
"8255.273009137","53","53","53","0","0","0"
"8265.274999011","34","34","34","0","0","0"
"8275.265605066","51","51","51","0","0","0"
"8285.268252333","49","49","49","0","0","0"
"8295.269829436","40","40","40","0","0","0"
"8305.266998827","43","43","43","0","0","0"
"8315.265139827","73","73","73","0","0","0"
"8325.269405514","56","56","56","0","0","0"
"8335.274539372","59","59","59","0","0","0"
"8345.265611752","34","34","34","0","0","0"
"8355.267793384","41","41","41","0","0","0"
"8365.268409953","37","37","37","0","0","0"
"8375.276332272","49","49","49","0","0","0"
"8385.266576488","36","36","36","0","0","0"
"8395.266200728","47","47","47","0","0","0"
"8405.268607634","54","54","54","0","0","0"
"8415.276418391","53","53","53","0","0","0"
"8425.265950247","63","63","63","0","0","0"
"8435.272815348","46","46","46","0","0","0"
"8445.270626781","62","62","62","0","0","0"
"8455.267598784","36","36","36","0","0","0"
"8465.266206648","49","49","49","0","0","0"
"8475.268470184","60","60","60","0","0","0"
"8485.266612965","36","36","36","0","0","0"
"8495.26869236","49","49","49","0","0","0"
"8505.268440931","35","35","35","0","0","0"
"8515.27836093","62","62","62","0","0","0"
"8525.269459114","48","48","48","0","0","0"
"8535.267885106","44","44","44","0","0","0"
"8545.267454357","50","50","50","0","0","0"
"8555.26898574","37","37","37","0","0","0"
"8565.267413992","48","48","48","0","0","0"
"8575.276947969","48","48","48","0","0","0"
"8585.26742504","35","35","35","0","0","0"
"8595.267452625","58","58","58","0","0","0"
"8605.26826857","36","36","36","0","0","0"
"8615.265246389","39","39","39","0","0","0"
"8625.267366157","42","42","42","0","0","0"
"8635.265257041","36","36","36","0","0","0"
"8645.26585124","38","38","38","0","0","0"
"8655.273018165","44","44","44","0","0","0"
"8665.271073848","33","33","33","0","0","0"
"8675.268754561","68","68","68","0","0","0"
"8685.276414871","53","53","53","0","0","0"
"8695.268722379","36","36","36","0","0","0"
"8705.266311138","44","44","44","0","0","0"
"8715.276038951","60","60","60","0","0","0"
"8725.273343637","40","40","40","0","0","0"
"8735.265695031","63","63","63","0","0","0"
"8745.267935587","35","35","35","0","0","0"
"8755.269133347","53","53","53","0","0","0"
"8765.2715031","55","55","55","0","0","0"
"8775.270426213","40","40","40","0","0","0"
"8785.268191937","64","64","64","0","0","0"
"8795.265617615","33","33","33","0","0","0"
"8805.267776307","53","53","53","0","0","0"
"8815.274644143","61","61","61","0","0","0"
"8825.274660978","32","32","32","0","0","0"
"8835.278396458","45","45","45","0","0","0"
"8845.2654304","37","37","37","0","0","0"
"8855.267890467","49","49","49","0","0","0"
"8865.266228091","35","35","35","0","0","0"
"8875.269123862","46","46","46","0","0","0"
"8885.269069715","45","45","45","0","0","0"
"8895.267536322","35","35","35","0","0","0"
"8905.265244871","41","41","41","0","0","0"
"8915.271250323","35","35","35","0","0","0"
"8925.276096093","53","53","53","0","0","0"
"8935.276339074","71","71","71","0","0","0"
"8945.272748088","53","53","53","0","0","0"
"8955.269456822","47","47","47","0","0","0"
"8965.265281538","41","41","41","0","0","0"
"8975.271515029","56","56","56","0","0","0"
"8985.269014141","64","64","64","0","0","0"
"8995.265411324","41","41","41","0","0","0"
"9005.268323305","44","44","44","0","0","0"
"9015.265721188","44","44","44","0","0","0"
"9025.268935439","37","37","37","0","0","0"
"9035.266917739","48","48","48","0","0","0"
"9045.2719885","35","35","35","0","0","0"
"9055.274689111","41","41","41","0","0","0"
"9065.266909936","47","47","47","0","0","0"
"9075.270381377","34","34","34","0","0","0"
"9085.273346033","35","35","35","0","0","0"
"9095.269162505","34","34","34","0","0","0"
"9105.277780919","45","45","45","0","0","0"
"9115.277108299","52","52","52","0","0","0"
"9125.274484144","67","67","67","0","0","0"
"9135.271302515","47","47","47","0","0","0"
"9145.267071038","50","50","50","0","0","0"
"9155.266665828","36","36","36","0","0","0"
"9165.27909498","59","59","59","0","0","0"
"9175.266830065","32","32","32","0","0","0"
"9185.265888464","52","52","52","0","0","0"
"9195.274581797","44","44","44","0","0","0"
"9205.26662533","60","60","60","0","0","0"
"9215.267609008","33","33","33","0","0","0"
"9225.267113125","44","44","44","0","0","0"
"9235.26572732","40","40","40","0","0","0"
"9245.267498435","45","45","45","0","0","0"
"9255.26835974","42","42","42","0","0","0"
"9265.268277893","34","34","34","0","0","0"
"9275.270864159","42","42","42","0","0","0"
"9285.266752477","47","47","47","0","0","0"
"9295.273911527","46","46","46","0","0","0"
"9305.278531191","58","58","58","0","0","0"
"9315.270658917","36","36","36","0","0","0"
"9325.269537607","61","61","61","0","0","0"
"9335.265170431","47","47","47","0","0","0"
"9345.266301986","64","64","64","0","0","0"
"9355.266016364","48","48","48","0","0","0"
"9365.269590554","38","38","38","0","0","0"
"9375.267738864","46","46","46","0","0","0"
"9385.265588342","59","59","59","0","0","0"
"9395.265890702","58","58","58","0","0","0"
"9405.265575858","48","48","48","0","0","0"
"9415.267240293","54","54","54","0","0","0"
"9425.266128459","43","43","43","0","0","0"
"9435.268379195","42","42","42","0","0","0"
"9445.271881495","61","61","61","0","0","0"
"9455.266401686","48","48","48","0","0","0"
"9465.267981138","63","63","63","0","0","0"
"9475.273011463","39","39","39","0","0","0"
"9485.266715943","36","36","36","0","0","0"
"9495.269697907","52","52","52","0","0","0"
"9505.265893114","35","35","35","0","0","0"
"9515.272278192","49","49","49","0","0","0"
"9525.270337106","37","37","37","0","0","0"
"9535.268401599","52","52","52","0","0","0"
"9545.265462722","54","54","54","0","0","0"
"9555.267834371","37","37","37","0","0","0"
"9565.267606317","62","62","62","0","0","0"
"9575.267019192","50","50","50","0","0","0"
"9585.270231227","36","36","36","0","0","0"
"9595.26696636","63","63","63","0","0","0"
"9605.265903156","36","36","36","0","0","0"
"9615.26774542","36","36","36","0","0","0"
"9625.269185254","58","58","58","0","0","0"
"9635.267727176","47","47","47","0","0","0"
"9645.266396759","57","57","57","0","0","0"
"9655.272515105","58","58","58","0","0","0"
"9665.268029718","54","54","54","0","0","0"
"9675.269545992","36","36","36","0","0","0"
"9685.266314763","62","62","62","0","0","0"
"9695.269770489","36","36","36","0","0","0"
"9705.273319382","47","47","47","0","0","0"
"9715.275284489","46","46","46","0","0","0"
"9725.275064875","39","39","39","0","0","0"
"9735.26697469","35","35","35","0","0","0"
"9745.26799186","43","43","43","0","0","0"
"9755.26767202","35","35","35","0","0","0"
"9765.268969869","38","38","38","0","0","0"
"9775.269105248","48","48","48","0","0","0"
"9785.26546911","40","40","40","0","0","0"
"9795.267035891","42","42","42","0","0","0"
"9805.267757588","39","39","39","0","0","0"
"9815.267301091","50","50","50","0","0","0"
"9825.268523093","48","48","48","0","0","0"
"9835.266586706","50","50","50","0","0","0"
"9845.267572181","35","35","35","0","0","0"
"9855.269326867","46","46","46","0","0","0"
"9865.26583842","58","58","58","0","0","0"
"9875.2674505","35","35","35","0","0","0"
"9885.277146634","41","41","41","0","0","0"
"9895.276915435","38","38","38","0","0","0"
"9905.268414401","41","41","41","0","0","0"
"9915.268494173","63","63","63","0","0","0"
"9925.268094982","36","36","36","0","0","0"
"9935.267883178","48","48","48","0","0","0"
"9945.267173253","35","35","35","0","0","0"
"9955.266417081","45","45","45","0","0","0"
"9965.268176628","32","32","32","0","0","0"
"9975.27028202","50","50","50","0","0","0"
"9985.275231515","41","41","41","0","0","0"
"9995.26710852","37","37","37","0","0","0"
"10005.266592913","46","46","46","0","0","0"
"10015.265942395","39","39","39","0","0","0"
"10025.266882367","43","43","43","0","0","0"
"10035.274240376","53","53","53","0","0","0"
"10045.266489421","44","44","44","0","0","0"
"10055.265271964","37","37","37","0","0","0"
"10065.266477145","53","53","53","0","0","0"
"10075.274032717","46","46","46","0","0","0"
"10085.270606121","54","54","54","0","0","0"
"10095.26805613","48","48","48","0","0","0"
"10105.266613224","42","42","42","0","0","0"
"10115.27366137","46","46","46","0","0","0"
"10125.267492647","41","41","41","0","0","0"
"10135.26632014","45","45","45","0","0","0"
"10145.275637772","61","61","61","0","0","0"
"10155.274389073","35","35","35","0","0","0"
"10165.271681037","51","51","51","0","0","0"
"10175.266929476","32","32","32","0","0","0"
"10185.27601364","59","59","59","0","0","0"
"10195.273921894","56","56","56","0","0","0"
"10205.266713278","34","34","34","0","0","0"
"10215.267529133","58","58","58","0","0","0"
"10225.267328462","34","34","34","0","0","0"
"10235.27131089","41","41","41","0","0","0"
"10245.273430352","51","51","51","0","0","0"
"10255.267188324","52","52","52","0","0","0"
"10265.270369132","38","38","38","0","0","0"
"10275.270676559","35","35","35","0","0","0"
"10285.268403167","34","34","34","0","0","0"
"10295.265949616","36","36","36","0","0","0"
"10305.268664659","48","48","48","0","0","0"
"10315.276636771","52","52","52","0","0","0"
"10325.265237176","49","49","49","0","0","0"
"10335.266270359","43","43","43","0","0","0"
"10345.266861708","39","39","39","0","0","0"
"10355.267100542","56","56","56","0","0","0"
"10365.275138559","36","36","36","0","0","0"
"10375.268321371","46","46","46","0","0","0"
"10385.272617733","50","50","50","0","0","0"
"10395.269447646","37","37","37","0","0","0"
"10405.268120934","50","50","50","0","0","0"
"10415.266327655","53","53","53","0","0","0"
"10425.268122194","37","37","37","0","0","0"
"10435.265821154","41","41","41","0","0","0"
"10445.268195629","43","43","43","0","0","0"
"10455.268367537","43","43","43","0","0","0"
"10465.273575112","46","46","46","0","0","0"
"10475.270161828","70","70","70","0","0","0"
"10485.268941863","42","42","42","0","0","0"
"10495.270851705","48","48","48","0","0","0"
"10505.267744754","42","42","42","0","0","0"
"10515.266745681","45","45","45","0","0","0"
"10525.27314148","46","46","46","0","0","0"
"10535.272423582","57","57","57","0","0","0"
"10545.277069862","59","59","59","0","0","0"
"10555.266217128","39","39","39","0","0","0"
"10565.267360402","33","33","33","0","0","0"
"10575.269752817","52","52","52","0","0","0"
"10585.26718195","41","41","41","0","0","0"
"10595.271510357","48","48","48","0","0","0"
"10605.270729018","54","54","54","0","0","0"
"10615.268672148","50","50","50","0","0","0"
"10625.269184481","41","41","41","0","0","0"
"10635.2742625","39","39","39","0","0","0"
"10645.268982781","42","42","42","0","0","0"
"10655.267762667","35","35","35","0","0","0"
"10665.266145121","44","44","44","0","0","0"
"10675.269845119","34","34","34","0","0","0"
"10685.267648117","61","61","61","0","0","0"
"10695.265595034","50","50","50","0","0","0"
"10705.267160422","46","46","46","0","0","0"
"10715.277297908","55","55","55","0","0","0"
"10725.269593704","35","35","35","0","0","0"
"10735.265542756","49","49","49","0","0","0"
"10745.275053239","48","48","48","0","0","0"
"10755.266120147","37","37","37","0","0","0"
"10765.266424015","49","49","49","0","0","0"
"10775.269341847","50","50","50","0","0","0"
"10785.26654148","40","40","40","0","0","0"
"10795.267407098","47","47","47","0","0","0"
"10805.268069518","63","63","63","0","0","0"
"10815.275896005","56","56","56","0","0","0"
"10825.27051549","47","47","47","0","0","0"
"10835.267405828","44","44","44","0","0","0"
"10845.268449971","38","38","38","0","0","0"
"10855.266159456","51","51","51","0","0","0"
"10865.267026153","60","60","60","0","0","0"
"10875.269204538","54","54","54","0","0","0"
"10885.267271872","45","45","45","0","0","0"
"10895.268760155","36","36","36","0","0","0"
"10905.266133112","44","44","44","0","0","0"
"10915.266576658","59","59","59","0","0","0"
"10925.273243576","35","35","35","0","0","0"
"10935.276969204","38","38","38","0","0","0"
"10945.269022399","45","45","45","0","0","0"
"10955.265258336","34","34","34","0","0","0"
"10965.267129206","47","47","47","0","0","0"
"10975.265564529","48","48","48","0","0","0"
"10985.270181721","34","34","34","0","0","0"
"10995.267611034","50","50","50","0","0","0"
"11005.271347643","34","34","34","0","0","0"
"11015.265777065","44","44","44","0","0","0"
"11025.267009504","44","44","44","0","0","0"
"11035.268057168","33","33","33","0","0","0"
"11045.271569455","48","48","48","0","0","0"
"11055.266576665","59","59","59","0","0","0"
"11065.266721744","34","34","34","0","0","0"
"11075.265969225","55","55","55","0","0","0"
"11085.268079755","47","47","47","0","0","0"
"11095.267429576","36","36","36","0","0","0"
"11105.269010686","55","55","55","0","0","0"
"11115.265910048","34","34","34","0","0","0"
"11125.268098988","49","49","49","0","0","0"
"11135.265105005","46","46","46","0","0","0"
"11145.281379656","40","40","40","0","0","0"
"11155.267441517","40","40","40","0","0","0"
"11165.267428142","40","40","40","0","0","0"
"11175.268502918","54","54","54","0","0","0"
"11185.265655758","39","39","39","0","0","0"
"11195.267227589","47","47","47","0","0","0"
"11205.270754276","42","42","42","0","0","0"
"11215.270189063","46","46","46","0","0","0"
"11225.266849414","44","44","44","0","0","0"
"11235.269388101","35","35","35","0","0","0"
"11245.269857195","45","45","45","0","0","0"
"11255.266106521","45","45","45","0","0","0"
"11265.269849527","36","36","36","0","0","0"
"11275.265838888","58","58","58","0","0","0"
"11285.279343117","45","45","45","0","0","0"
"11295.266258346","49","49","49","0","0","0"
"11305.274984812","41","41","41","0","0","0"
"11315.269899843","34","34","34","0","0","0"
"11325.266134502","53","53","53","0","0","0"
"11335.269309369","68","68","68","0","0","0"
"11345.268794346","33","33","33","0","0","0"
"11355.268207606","51","51","51","0","0","0"
"11365.276864589","35","35","35","0","0","0"
"11375.267108886","48","48","48","0","0","0"
"11385.26631145","53","53","53","0","0","0"
"11395.265792404","47","47","47","0","0","0"
"11405.26562448","41","41","41","0","0","0"
"11415.269370685","42","42","42","0","0","0"
"11425.266978692","50","50","50","0","0","0"
"11435.268469647","50","50","50","0","0","0"
"11445.269196826","56","56","56","0","0","0"
"11455.26861219","37","37","37","0","0","0"
"11465.269520704","36","36","36","0","0","0"
"11475.271248197","47","47","47","0","0","0"
"11485.271791869","42","42","42","0","0","0"
"11495.270200963","57","57","57","0","0","0"
"11505.275170661","41","41","41","0","0","0"
"11515.275757952","47","47","47","0","0","0"
"11525.27374778","35","35","35","0","0","0"
"11535.271108855","41","41","41","0","0","0"
"11545.275835937","57","57","57","0","0","0"
"11555.272683491","59","59","59","0","0","0"
"11565.275117109","41","41","41","0","0","0"
"11575.265494234","35","35","35","0","0","0"
"11585.265688503","51","51","51","0","0","0"
"11595.275947864","58","58","58","0","0","0"
"11605.276168739","53","53","53","0","0","0"
"11615.266974412","33","33","33","0","0","0"
"11625.269454221","58","58","58","0","0","0"
"11635.267408474","57","57","57","0","0","0"
"11645.271363075","61","61","61","0","0","0"
"11655.271374483","51","51","51","0","0","0"
"11665.265630965","36","36","36","0","0","0"
"11675.274043697","47","47","47","0","0","0"
"11685.269174239","35","35","35","0","0","0"
"11695.2754325","51","51","51","0","0","0"
"11705.270687622","56","56","56","0","0","0"
"11715.268272857","35","35","35","0","0","0"
"11725.266327501","55","55","55","0","0","0"
"11735.267466078","35","35","35","0","0","0"
"11745.266788337","50","50","50","0","0","0"
"11755.269390328","65","65","65","0","0","0"
"11765.268177158","41","41","41","0","0","0"
"11775.268597701","46","46","46","0","0","0"
"11785.269040545","42","42","42","0","0","0"
"11795.265701444","52","52","52","0","0","0"
"11805.267634503","35","35","35","0","0","0"
"11815.267393265","47","47","47","0","0","0"
"11825.265837074","34","34","34","0","0","0"
"11835.266121312","49","49","49","0","0","0"
"11845.27008683","47","47","47","0","0","0"
"11855.267172017","49","49","49","0","0","0"
"11865.269616657","34","34","34","0","0","0"
"11875.267773727","45","45","45","0","0","0"
"11885.274528276","49","49","49","0","0","0"
"11895.273283695","36","36","36","0","0","0"
"11905.267725231","41","41","41","0","0","0"
"11915.271377549","35","35","35","0","0","0"
"11925.273590003","49","49","49","0","0","0"
"11935.271757615","44","44","44","0","0","0"
"11945.267005046","37","37","37","0","0","0"
"11955.268064745","47","47","47","0","0","0"
"11965.275713815","35","35","35","0","0","0"
"11975.270746359","50","50","50","0","0","0"
"11985.266436403","51","51","51","0","0","0"
"11995.275325648","33","33","33","0","0","0"
"12005.266862467","54","54","54","0","0","0"
"12015.267884114","58","58","58","0","0","0"
"12025.27071965","37","37","37","0","0","0"
"12035.265251765","44","44","44","0","0","0"
"12045.269853346","37","37","37","0","0","0"
"12055.267491079","43","43","43","0","0","0"
"12065.267327754","50","50","50","0","0","0"
"12075.274363218","37","37","37","0","0","0"
"12085.268323544","52","52","52","0","0","0"
"12095.271937996","35","35","35","0","0","0"
"12105.271363841","41","41","41","0","0","0"
"12115.267397436","36","36","36","0","0","0"
"12125.274496153","40","40","40","0","0","0"
"12135.267907072","40","40","40","0","0","0"
"12145.267700611","33","33","33","0","0","0"
"12155.266227418","47","47","47","0","0","0"
"12165.266290599","34","34","34","0","0","0"
"12175.265630587","58","58","58","0","0","0"
"12185.266845295","34","34","34","0","0","0"
"12195.274661728","46","46","46","0","0","0"
"12205.271740414","46","46","46","0","0","0"
"12215.271000064","33","33","33","0","0","0"
"12225.276562369","55","55","55","0","0","0"
"12235.265264339","35","35","35","0","0","0"
"12245.266400752","47","47","47","0","0","0"
"12255.269627388","54","54","54","0","0","0"
"12265.272898991","36","36","36","0","0","0"
"12275.272731171","49","49","49","0","0","0"
"12285.272573181","45","45","45","0","0","0"
"12295.266767254","40","40","40","0","0","0"
"12305.267928064","53","53","53","0","0","0"
"12315.266969221","36","36","36","0","0","0"
"12325.268725579","60","60","60","0","0","0"
"12335.268846955","49","49","49","0","0","0"
"12345.265592148","34","34","34","0","0","0"
"12355.269216502","49","49","49","0","0","0"
"12365.272045079","42","42","42","0","0","0"
"12375.269285387","35","35","35","0","0","0"
"12385.272099657","51","51","51","0","0","0"
"12395.280495319","45","45","45","0","0","0"
"12405.267933802","51","51","51","0","0","0"
"12415.267278289","60","60","60","0","0","0"
"12425.266731581","35","35","35","0","0","0"
"12435.279259321","43","43","43","0","0","0"
"12445.272354694","42","42","42","0","0","0"
"12455.265696145","41","41","41","0","0","0"
"12465.274214987","44","44","44","0","0","0"
"12475.268474355","50","50","50","0","0","0"
"12485.26626747","58","58","58","0","0","0"
"12495.266951018","37","37","37","0","0","0"
"12505.268865841","44","44","44","0","0","0"
"12515.265760342","36","36","36","0","0","0"
"12525.26939346","51","51","51","0","0","0"
"12535.276647872","46","46","46","0","0","0"
"12545.267361241","37","37","37","0","0","0"
"12555.266749886","42","42","42","0","0","0"
"12565.276502009","57","57","57","0","0","0"
"12575.266539019","49","49","49","0","0","0"
"12585.269629984","37","37","37","0","0","0"
"12595.27073349","50","50","50","0","0","0"
"12605.274351484","45","45","45","0","0","0"
"12615.268866744","36","36","36","0","0","0"
"12625.265510852","48","48","48","0","0","0"
"12635.266951617","60","60","60","0","0","0"
"12645.269524736","36","36","36","0","0","0"
"12655.266093784","51","51","51","0","0","0"
"12665.267245065","55","55","55","0","0","0"
"12675.273632815","59","59","59","0","0","0"
"12685.266992428","42","42","42","0","0","0"
"12695.26689422","33","33","33","0","0","0"
"12705.268311872","52","52","52","0","0","0"
"12715.265901968","50","50","50","0","0","0"
"12725.265735418","39","39","39","0","0","0"
"12735.268173582","49","49","49","0","0","0"
"12745.265150377","47","47","47","0","0","0"
"12755.265354609","52","52","52","0","0","0"
"12765.266105652","44","44","44","0","0","0"
"12775.271698672","39","39","39","0","0","0"
"12785.265342144","36","36","36","0","0","0"
"12795.270426017","63","63","63","0","0","0"
"12805.269276446","37","37","37","0","0","0"
"12815.267384355","54","54","54","0","0","0"
"12825.269622485","47","47","47","0","0","0"
"12835.276390595","53","53","53","0","0","0"
"12845.269732581","47","47","47","0","0","0"
"12855.269584015","35","35","35","0","0","0"
"12865.269063744","55","55","55","0","0","0"
"12875.268205567","35","35","35","0","0","0"
"12885.266551482","47","47","47","0","0","0"
"12895.268356317","50","50","50","0","0","0"
"12905.267753647","35","35","35","0","0","0"
"12915.276278731","49","49","49","0","0","0"
"12925.266310371","35","35","35","0","0","0"
"12935.269160322","51","51","51","0","0","0"
"12945.272159906","53","53","53","0","0","0"
"12955.275733197","34","34","34","0","0","0"
"12965.270380553","48","48","48","0","0","0"
"12975.271294877","42","42","42","0","0","0"
"12985.267631093","45","45","45","0","0","0"
"12995.26563779","52","52","52","0","0","0"
"13005.266320517","40","40","40","0","0","0"
"13015.267496005","50","50","50","0","0","0"
"13025.275591635","50","50","50","0","0","0"
"13035.268013426","36","36","36","0","0","0"
"13045.2736964","41","41","41","0","0","0"
"13055.267475757","35","35","35","0","0","0"
"13065.266218994","46","46","46","0","0","0"
"13075.269669946","49","49","49","0","0","0"
"13085.268362479","38","38","38","0","0","0"
"13095.266070308","49","49","49","0","0","0"
"13105.269353336","32","32","32","0","0","0"
"13115.277540591","36","36","36","0","0","0"
"13125.277641284","52","52","52","0","0","0"
"13135.267784994","37","37","37","0","0","0"
"13145.276122155","51","51","51","0","0","0"
"13155.27359626","53","53","53","0","0","0"
"13165.26846478","44","44","44","0","0","0"
"13175.268964853","47","47","47","0","0","0"
"13185.277128387","34","34","34","0","0","0"
"13195.267379563","42","42","42","0","0","0"
"13205.265400955","45","45","45","0","0","0"
"13215.26740156","34","34","34","0","0","0"
"13225.267285194","58","58","58","0","0","0"
"13235.268127691","43","43","43","0","0","0"
"13245.266620334","49","49","49","0","0","0"
"13255.272848807","38","38","38","0","0","0"
"13265.26826921","40","40","40","0","0","0"
"13275.280801906","42","42","42","0","0","0"
"13285.268534915","33","33","33","0","0","0"
"13295.269740741","49","49","49","0","0","0"
"13305.269088486","47","47","47","0","0","0"
"13315.267522259","39","39","39","0","0","0"
"13325.267215017","48","48","48","0","0","0"
"13335.268073319","38","38","38","0","0","0"
"13345.26564311","37","37","37","0","0","0"
"13355.272553054","44","44","44","0","0","0"
"13365.266792107","38","38","38","0","0","0"
"13375.273049343","52","52","52","0","0","0"
"13385.267999428","35","35","35","0","0","0"
"13395.267425644","49","49","49","0","0","0"
"13405.267124142","41","41","41","0","0","0"
"13415.265516166","33","33","33","0","0","0"
"13425.271498278","48","48","48","0","0","0"
"13435.273240948","55","55","55","0","0","0"
"13445.276299375","52","52","52","0","0","0"
"13455.270926914","54","54","54","0","0","0"
"13465.269596076","34","34","34","0","0","0"
"13475.277436541","44","44","44","0","0","0"
"13485.269702326","34","34","34","0","0","0"
"13495.26575536","50","50","50","0","0","0"
"13505.26765581","45","45","45","0","0","0"
"13515.276295325","37","37","37","0","0","0"
"13525.276022136","40","40","40","0","0","0"
"13535.27627935","35","35","35","0","0","0"
"13545.267688516","39","39","39","0","0","0"
"13555.266298328","33","33","33","0","0","0"
"13565.276373667","57","57","57","0","0","0"
"13575.266317798","49","49","49","0","0","0"
"13585.265857983","40","40","40","0","0","0"
"13595.271291391","41","41","41","0","0","0"
"13605.269277043","50","50","50","0","0","0"
"13615.270262396","49","49","49","0","0","0"
"13625.273849432","49","49","49","0","0","0"
"13635.267313588","52","52","52","0","0","0"
"13645.266825115","42","42","42","0","0","0"
"13655.265170602","40","40","40","0","0","0"
"13665.266173332","48","48","48","0","0","0"
"13675.267185317","42","42","42","0","0","0"
"13685.266664427","42","42","42","0","0","0"
"13695.269700089","61","61","61","0","0","0"
"13705.272052584","44","44","44","0","0","0"
"13715.266624303","58","58","58","0","0","0"
"13725.266326191","61","61","61","0","0","0"
"13735.268025369","35","35","35","0","0","0"
"13745.27085077","56","56","56","0","0","0"
"13755.271365516","35","35","35","0","0","0"
"13765.276503647","48","48","48","0","0","0"
"13775.268787699","43","43","43","0","0","0"
"13785.265842741","33","33","33","0","0","0"
"13795.265196294","45","45","45","0","0","0"
"13805.26651527","45","45","45","0","0","0"
"13815.265840167","52","52","52","0","0","0"
"13825.266013531","59","59","59","0","0","0"
"13835.270484096","60","60","60","0","0","0"
