"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/proc.cpu.threads","StudyAbroadGPT-7B-continued - system/proc.cpu.threads__MIN","StudyAbroadGPT-7B-continued - system/proc.cpu.threads__MAX"
"9985.256114247","31","31","31"
"9995.256395536","31","31","31"
"10005.257424332","31","31","31"
"10015.256550449","31","31","31"
"10025.256428773","31","31","31"
"10035.256076226","31","31","31"
"10045.256486973","31","31","31"
"10055.256272086","31","31","31"
"10065.256184914","31","31","31"
"10075.256402162","31","31","31"
"10085.256505484","31","31","31"
"10095.257124793","31","31","31"
"10105.256045108","31","31","31"
"10115.256534801","31","31","31"
"10125.256643215","31","31","31"
"10135.25621816","31","31","31"
"10145.257056064","31","31","31"
"10155.257405087","31","31","31"
"10165.25644205","31","31","31"
"10175.25635442","31","31","31"
"10185.257545163","31","31","31"
"10195.256401801","31","31","31"
"10205.256314922","31","31","31"
"10215.256588344","31","31","31"
"10225.25707016","31","31","31"
"10235.25664681","31","31","31"
"10245.256555956","31","31","31"
"10255.256473347","31","31","31"
"10265.25688277","31","31","31"
"10275.256809696","31","31","31"
"10285.257400269","31","31","31"
"10295.256830222","31","31","31"
"10305.256763811","31","31","31"
"10315.256904875","31","31","31"
"10325.256132964","31","31","31"
"10335.256405461","31","31","31"
"10345.256482331","31","31","31"
"10355.256800825","31","31","31"
"10365.255950963","31","31","31"
"10375.256347197","31","31","31"
"10385.256655537","31","31","31"
"10395.256647775","31","31","31"
"10405.257336146","31","31","31"
"10415.256293727","31","31","31"
"10425.257329488","31","31","31"
"10435.257019997","31","31","31"
"10445.256697437","31","31","31"
"10455.256977676","31","31","31"
"10465.256546499","31","31","31"
"10475.256554906","31","31","31"
"10485.256167836","31","31","31"
"10495.25695082","31","31","31"
"10505.257010521","31","31","31"
"10515.256924431","31","31","31"
"10525.256560519","31","31","31"
"10535.256414165","31","31","31"
"10545.256655904","31","31","31"
"10555.257187633","31","31","31"
"10565.257085126","31","31","31"
"10575.25659602","31","31","31"
"10585.256354893","31","31","31"
"10595.256384334","31","31","31"
"10605.25595868","33","33","33"
"10615.256576257","33","33","33"
"10625.256524923","33","33","33"
"10635.257096641","33","33","33"
"10645.256596931","33","33","33"
"10655.25669824","33","33","33"
"10665.256586406","33","33","33"
"10675.256742688","33","33","33"
"10685.256783696","33","33","33"
"10695.25630078","33","33","33"
"10705.256686764","33","33","33"
"10715.256940188","33","33","33"
"10725.256338384","33","33","33"
"10735.256285756","33","33","33"
"10745.256976141","33","33","33"
"10755.256350104","33","33","33"
"10765.256475114","33","33","33"
"10775.257124391","33","33","33"
"10785.257043276","33","33","33"
"10795.255895555","33","33","33"
"10805.25696399","33","33","33"
"10815.256902493","33","33","33"
"10825.257117246","33","33","33"
"10835.256606894","33","33","33"
"10845.256637174","33","33","33"
"10855.256533924","33","33","33"
"10865.25686938","33","33","33"
"10875.257360597","33","33","33"
"10885.256458391","33","33","33"
"10895.256498608","33","33","33"
"10905.257031365","33","33","33"
"10915.256802435","33","33","33"
"10925.256831605","33","33","33"
"10935.257447632","33","33","33"
"10945.257136316","33","33","33"
"10955.256198676","33","33","33"
"10965.257098893","33","33","33"
"10975.256640905","33","33","33"
"10985.256844843","33","33","33"
"10995.256491534","33","33","33"
"11005.256081723","33","33","33"
"11015.256529374","33","33","33"
"11025.255876616","33","33","33"
"11035.256601362","33","33","33"
"11045.256534559","33","33","33"
"11055.256861822","33","33","33"
"11065.256491844","33","33","33"
"11075.256789813","33","33","33"
"11085.256849013","33","33","33"
"11095.256636912","33","33","33"
"11105.256589821","33","33","33"
"11115.25621117","33","33","33"
"11125.257116307","33","33","33"
"11135.256211418","33","33","33"
"11145.256461193","33","33","33"
"11155.256953074","33","33","33"
"11165.256774969","33","33","33"
"11175.256822272","33","33","33"
"11185.256618049","33","33","33"
"11195.256938279","33","33","33"
"11205.25724199","33","33","33"
"11215.256452147","33","33","33"
"11225.25666038","33","33","33"
"11235.256749596","33","33","33"
"11245.256813003","33","33","33"
"11255.256808618","33","33","33"
"11265.256046669","33","33","33"
"11275.256851463","33","33","33"
"11285.256999285","33","33","33"
"11295.256931365","33","33","33"
"11305.256341434","33","33","33"
"11315.25664644","33","33","33"
"11325.256299194","33","33","33"
"11335.256047609","33","33","33"
"11345.256923267","33","33","33"
"11355.256821969","33","33","33"
"11365.256667101","33","33","33"
"11375.256957326","33","33","33"
"11385.25670438","33","33","33"
"11395.256543001","33","33","33"
"11405.255843964","33","33","33"
"11415.256047317","33","33","33"
"11425.256229525","33","33","33"
"11435.256440518","33","33","33"
"11445.256346085","33","33","33"
"11455.25701379","33","33","33"
"11465.256781818","33","33","33"
"11475.256049395","33","33","33"
"11485.255950097","33","33","33"
"11495.256448683","33","33","33"
"11505.257151317","33","33","33"
"11515.25691295","33","33","33"
"11525.256989595","33","33","33"
"11535.257000986","33","33","33"
"11545.256933774","33","33","33"
"11555.256555806","33","33","33"
"11565.257053338","33","33","33"
"11575.256590342","33","33","33"
"11585.256871044","33","33","33"
"11595.25619844","33","33","33"
"11605.25662584","33","33","33"
"11615.256901733","33","33","33"
"11625.25724182","33","33","33"
"11635.256798901","33","33","33"
"11645.256533488","33","33","33"
"11655.257435332","31","31","31"
"11665.256813861","31","31","31"
"11675.256530903","31","31","31"
"11685.256751217","31","31","31"
"11695.256544256","31","31","31"
"11705.256376271","31","31","31"
"11715.256608645","31","31","31"
"11725.256179131","31","31","31"
"11735.257136849","31","31","31"
"11745.256641384","31","31","31"
"11755.256970524","31","31","31"
"11765.256800085","31","31","31"
"11775.256119018","31","31","31"
"11785.256864896","31","31","31"
"11795.256613975","31","31","31"
"11805.256582195","31","31","31"
"11815.256657919","31","31","31"
"11825.257036439","31","31","31"
"11835.256526409","31","31","31"
"11845.256812267","31","31","31"
"11855.256307127","31","31","31"
"11865.256133946","31","31","31"
"11875.256653543","31","31","31"
"11885.255958401","31","31","31"
"11895.256221267","31","31","31"
"11905.256389351","31","31","31"
"11915.256695425","31","31","31"
"11925.256925786","31","31","31"
"11935.257075128","31","31","31"
"11945.256226713","31","31","31"
"11955.257632715","31","31","31"
"11965.256492368","31","31","31"
"11975.257146527","31","31","31"
"11985.256864567","31","31","31"
"11995.256154526","31","31","31"
"12005.256423352","31","31","31"
"12015.257288096","31","31","31"
"12025.255855685","31","31","31"
"12035.256281849","31","31","31"
"12045.256654668","31","31","31"
"12055.256510788","31","31","31"
"12065.256910127","31","31","31"
"12075.256452423","31","31","31"
"12085.256571527","31","31","31"
"12095.256766313","31","31","31"
"12105.257067388","31","31","31"
"12115.257091781","31","31","31"
"12125.255930435","31","31","31"
"12135.256033752","31","31","31"
"12145.256516334","31","31","31"
"12155.255939503","31","31","31"
"12165.256165441","31","31","31"
"12175.256532399","31","31","31"
"12185.256865226","31","31","31"
"12195.256259983","31","31","31"
"12205.256075415","31","31","31"
"12215.256259145","31","31","31"
"12225.257711658","31","31","31"
"12235.25666099","31","31","31"
"12245.256683826","31","31","31"
"12255.258674289","31","31","31"
"12265.256313191","31","31","31"
"12275.256337326","31","31","31"
"12285.256034541","31","31","31"
"12295.256798606","31","31","31"
"12305.256925223","31","31","31"
"12315.256792297","31","31","31"
"12325.256424756","31","31","31"
"12335.256716234","31","31","31"
"12345.257189307","31","31","31"
"12355.25679363","31","31","31"
"12365.256589679","31","31","31"
"12375.256076955","31","31","31"
"12385.25648062","31","31","31"
"12395.256936839","31","31","31"
"12405.257181336","31","31","31"
"12415.256568383","31","31","31"
"12425.256005636","31","31","31"
"12435.25684645","31","31","31"
"12445.257246573","31","31","31"
"12455.256564195","31","31","31"
"12465.256610933","31","31","31"
"12475.256430714","31","31","31"
"12485.257095405","31","31","31"
"12495.25627129","31","31","31"
"12505.256332612","31","31","31"
"12515.256335105","31","31","31"
"12525.256023463","31","31","31"
"12535.256273829","31","31","31"
"12545.256456957","31","31","31"
"12555.256695577","31","31","31"
"12565.257160685","31","31","31"
"12575.256165395","31","31","31"
"12585.256362549","31","31","31"
"12595.256964327","31","31","31"
"12605.25711497","31","31","31"
"12615.258610609","31","31","31"
"12625.256393567","31","31","31"
"12635.256386496","31","31","31"
"12645.256965547","31","31","31"
"12655.257066375","31","31","31"
"12665.256125812","31","31","31"
"12675.256254163","31","31","31"
"12685.256450376","31","31","31"
"12695.258182555","31","31","31"
"12705.257813533","31","31","31"
"12715.256819507","31","31","31"
"12725.256480319","31","31","31"
"12735.25635365","31","31","31"
"12745.256153102","31","31","31"
"12755.256471469","31","31","31"
"12765.257016466","31","31","31"
"12775.257522188","31","31","31"
"12785.256604553","31","31","31"
"12795.256763919","31","31","31"
"12805.25690039","31","31","31"
"12815.256523584","31","31","31"
"12825.257302811","31","31","31"
"12835.256667458","31","31","31"
"12845.257148189","31","31","31"
"12855.256249279","31","31","31"
"12865.256674686","31","31","31"
"12875.256658485","31","31","31"
"12885.25743778","31","31","31"
"12895.256784548","31","31","31"
"12905.256478797","31","31","31"
"12915.256314943","31","31","31"
"12925.256278473","31","31","31"
"12935.256100971","31","31","31"
"12945.256491403","31","31","31"
"12955.256688393","31","31","31"
"12965.256928486","31","31","31"
"12975.256204691","31","31","31"
"12985.256807004","31","31","31"
"12995.256558982","31","31","31"
"13005.256661103","31","31","31"
"13015.257059579","31","31","31"
"13025.257133121","31","31","31"
"13035.257038424","31","31","31"
"13045.25660635","31","31","31"
"13055.256500484","31","31","31"
"13065.256455689","31","31","31"
"13075.256004316","31","31","31"
"13085.256852339","31","31","31"
"13095.256285928","31","31","31"
"13105.256700853","31","31","31"
"13115.256228992","31","31","31"
"13125.256935464","31","31","31"
"13135.256765999","31","31","31"
"13145.256602996","31","31","31"
"13155.257121233","31","31","31"
"13165.256749776","31","31","31"
"13175.257089028","31","31","31"
"13185.256736786","31","31","31"
"13195.256806369","31","31","31"
"13205.256130901","31","31","31"
"13215.256343091","31","31","31"
"13225.256586092","31","31","31"
"13235.256849038","31","31","31"
"13245.256305897","31","31","31"
"13255.257143758","31","31","31"
"13265.256500738","31","31","31"
"13275.256790126","31","31","31"
"13285.255930575","31","31","31"
"13295.255891162","31","31","31"
"13305.256693978","31","31","31"
"13315.256496581","31","31","31"
"13325.256374261","31","31","31"
"13335.257397643","31","31","31"
"13345.256421337","31","31","31"
"13355.256993813","31","31","31"
"13365.256585708","31","31","31"
"13375.256390683","31","31","31"
"13385.257022063","31","31","31"
"13395.256126478","31","31","31"
"13405.256644032","31","31","31"
"13415.256769731","31","31","31"
"13425.256040544","31","31","31"
"13435.257024766","31","31","31"
"13445.256942616","31","31","31"
"13455.257196787","31","31","31"
"13465.256320958","31","31","31"
"13475.256513095","31","31","31"
"13485.256524513","31","31","31"
"13495.256622597","31","31","31"
"13505.256997267","31","31","31"
"13515.257368282","31","31","31"
"13525.256501346","31","31","31"
"13535.256614627","31","31","31"
"13545.257656068","31","31","31"
"13555.256358682","31","31","31"
"13565.256484486","31","31","31"
"13575.256508189","31","31","31"
"13585.256590504","31","31","31"
"13595.257027917","31","31","31"
"13605.256657642","31","31","31"
"13615.256663397","31","31","31"
"13625.256732935","31","31","31"
"13635.256281773","31","31","31"
"13645.25727933","31","31","31"
"13655.256120476","31","31","31"
"13665.25646901","31","31","31"
"13675.256481207","31","31","31"
"13685.256826363","31","31","31"
"13695.256852347","31","31","31"
"13705.256848898","31","31","31"
"13715.257152591","31","31","31"
"13725.256611139","31","31","31"
"13735.25701955","31","31","31"
"13745.257041217","31","31","31"
"13755.256851","31","31","31"
"13765.257004733","31","31","31"
"13775.256955222","31","31","31"
"13785.256287794","31","31","31"
"13795.255997115","31","31","31"
"13805.256856916","31","31","31"
"13815.256265557","31","31","31"
"13825.257008692","31","31","31"
"13835.256845016","31","31","31"
"13845.257248538","31","31","31"
"13855.257193375","31","31","31"
"13865.256861778","31","31","31"
"13875.257121298","31","31","31"
"13885.257054803","31","31","31"
"13895.257482686","31","31","31"
"13905.256386734","31","31","31"
"13915.256918955","31","31","31"
"13925.256777288","31","31","31"
"13935.256200425","31","31","31"
"13945.256815415","31","31","31"
"13955.25662001","31","31","31"
"13965.25684294","31","31","31"
"13975.256821692","31","31","31"
"13985.256465294","31","31","31"
"13995.256077643","31","31","31"
"14005.256700622","31","31","31"
"14015.257356339","31","31","31"
"14025.256934773","31","31","31"
"14035.257266263","31","31","31"
"14045.257014464","31","31","31"
"14055.256500549","31","31","31"
"14065.256439465","31","31","31"
"14075.256628271","31","31","31"
"14085.256429685","31","31","31"
"14095.256812075","31","31","31"
"14105.256376038","31","31","31"
"14115.256067533","31","31","31"
"14125.256473621","31","31","31"
"14135.256554863","31","31","31"
"14145.256879406","31","31","31"
"14155.256009305","31","31","31"
"14165.25714357","31","31","31"
"14175.256012679","31","31","31"
"14185.256316744","31","31","31"
"14195.256698055","31","31","31"
"14205.257035437","31","31","31"
"14215.256928566","31","31","31"
"14225.25640323","31","31","31"
"14235.256212669","31","31","31"
"14245.257111984","31","31","31"
"14255.256718729","31","31","31"
"14265.256648534","31","31","31"
"14275.256659932","31","31","31"
"14285.256572269","31","31","31"
"14295.256909539","31","31","31"
"14305.257885358","31","31","31"
"14315.256421987","31","31","31"
"14325.256434891","31","31","31"
"14335.257607175","31","31","31"
"14345.25653955","31","31","31"
"14355.257246954","31","31","31"
"14365.25619601","31","31","31"
"14375.256538181","31","31","31"
"14385.256155947","31","31","31"
"14395.256194763","31","31","31"
"14405.256839455","31","31","31"
"14415.25596953","31","31","31"
"14425.256047026","31","31","31"
"14435.257180106","31","31","31"
"14445.257831667","31","31","31"
"14455.257074679","31","31","31"
"14465.256738383","35","35","35"
"14475.256011886","35","35","35"
"14485.25640802","35","35","35"
"14495.2567391","35","35","35"
"14505.256447911","35","35","35"
"14515.257016227","35","35","35"
"14525.256844573","35","35","35"
"14535.256001973","35","35","35"
"14545.256361405","35","35","35"
"14555.256698446","35","35","35"
"14565.256028083","35","35","35"
"14575.256603691","35","35","35"
"14585.257110857","35","35","35"
"14595.256888492","35","35","35"
"14605.256321157","35","35","35"
"14615.256651666","35","35","35"
"14625.256570406","35","35","35"
"14635.256598047","35","35","35"
"14645.256501588","35","35","35"
"14655.256402089","35","35","35"
"14665.256356076","35","35","35"
"14675.256971201","35","35","35"
"14685.257095933","35","35","35"
"14695.256404038","35","35","35"
"14705.256986232","35","35","35"
"14715.256441707","35","35","35"
"14725.257076384","35","35","35"
"14735.256842266","35","35","35"
"14745.256970751","35","35","35"
"14755.25676263","35","35","35"
"14765.256646533","35","35","35"
"14775.257337111","35","35","35"
"14785.257116004","35","35","35"
"14795.256261272","35","35","35"
"14805.25765181","35","35","35"
"14815.257507078","35","35","35"
"14825.257042863","35","35","35"
"14835.257926274","35","35","35"
"14845.256252859","35","35","35"
"14855.256806567","35","35","35"
"14865.256552827","35","35","35"
"14875.256749957","35","35","35"
"14885.25630328","35","35","35"
"14895.256240855","35","35","35"
"14905.256652593","35","35","35"
"14915.256513917","35","35","35"
"14925.257513278","35","35","35"
"14935.256570158","35","35","35"
"14945.256730925","35","35","35"
"14955.258169467","35","35","35"
"14965.256523816","35","35","35"
"14975.256363208","35","35","35"
"14985.257296241","35","35","35"
"14995.256396626","35","35","35"
"15005.25712616","35","35","35"
"15015.256707113","35","35","35"
"15025.256438259","35","35","35"
"15035.257259302","35","35","35"
"15045.257310995","35","35","35"
"15055.256048466","35","35","35"
"15065.256652969","35","35","35"
"15075.25603468","35","35","35"
"15085.256911744","35","35","35"
"15095.25627802","35","35","35"
"15105.257123498","35","35","35"
"15115.256720529","35","35","35"
"15125.256713146","35","35","35"
"15135.256709701","35","35","35"
"15145.256535786","35","35","35"
"15155.257332463","35","35","35"
"15165.255840725","35","35","35"
"15175.257823301","35","35","35"
"15185.256413552","35","35","35"
"15195.2567616","35","35","35"
"15205.256803248","35","35","35"
"15215.256517715","35","35","35"
"15225.256384738","35","35","35"
"15235.256451572","35","35","35"
"15245.256403157","35","35","35"
"15255.257778127","35","35","35"
"15265.256188513","35","35","35"
"15275.256517471","35","35","35"
"15285.256834286","35","35","35"
"15295.256906533","35","35","35"
"15305.256773906","35","35","35"
"15315.256675227","35","35","35"
"15325.256108438","35","35","35"
"15335.257195532","35","35","35"
"15345.256872091","35","35","35"
"15355.256462273","35","35","35"
"15365.256300451","35","35","35"
"15375.256397396","35","35","35"
"15385.256939041","35","35","35"
"15395.256800041","35","35","35"
"15405.256944859","35","35","35"
"15415.257138413","35","35","35"
"15425.25631514","35","35","35"
"15435.256212955","35","35","35"
"15445.256857337","35","35","35"
"15455.256858825","35","35","35"
"15465.256970811","35","35","35"
"15475.256733336","35","35","35"
"15485.256908764","35","35","35"
"15495.258191576","35","35","35"
"15505.25617041","35","35","35"
"15515.256916989","35","35","35"
"15525.256495082","35","35","35"
"15535.256697139","35","35","35"
"15545.256518484","35","35","35"
"15555.257225991","35","35","35"
"15565.256177026","35","35","35"
"15575.256083913","35","35","35"
"15585.256251413","35","35","35"
"15595.257322817","35","35","35"
"15605.256435785","35","35","35"
"15615.256699002","35","35","35"
"15625.256808059","35","35","35"
"15635.256714033","35","35","35"
"15645.256863935","35","35","35"
"15655.256523307","35","35","35"
"15665.256212632","35","35","35"
"15675.256572416","35","35","35"
"15685.25635853","35","35","35"
"15695.257013194","35","35","35"
"15705.256907331","35","35","35"
"15715.256243634","35","35","35"
"15725.256679072","35","35","35"
"15735.256123201","35","35","35"
"15745.256098434","35","35","35"
"15755.255908947","35","35","35"
"15765.256080803","35","35","35"
"15775.256552138","35","35","35"
"15785.257020905","35","35","35"
"15795.257082899","35","35","35"
"15805.256792351","35","35","35"
"15815.256431302","35","35","35"
"15825.256682939","35","35","35"
"15835.25669123","35","35","35"
"15845.256894168","35","35","35"
"15855.257560873","35","35","35"
"15865.257113808","35","35","35"
"15875.256982921","35","35","35"
"15885.256658465","35","35","35"
"15895.256652004","35","35","35"
"15905.256301652","35","35","35"
"15915.256447118","35","35","35"
"15925.256699034","35","35","35"
"15935.256383529","35","35","35"
"15945.256847404","35","35","35"
"15955.257150816","35","35","35"
"15965.256865661","35","35","35"
"15975.256562226","35","35","35"
"15985.256819232","35","35","35"
"15995.255946325","35","35","35"
"16005.257434969","35","35","35"
"16015.256820384","35","35","35"
"16025.25603294","35","35","35"
"16035.256590912","35","35","35"
"16045.256898383","35","35","35"
"16055.256802634","35","35","35"
"16065.256974979","35","35","35"
"16075.256929297","35","35","35"
"16085.256396121","35","35","35"
"16095.257506903","35","35","35"
"16105.256322532","35","35","35"
"16115.25678676","35","35","35"
"16125.256600283","35","35","35"
"16135.257190914","35","35","35"
"16145.256626717","35","35","35"
"16155.256712476","35","35","35"
"16165.256379613","35","35","35"
"16175.256522573","35","35","35"
"16185.257160013","35","35","35"
"16195.257055556","35","35","35"
"16205.256229877","35","35","35"
"16215.258045317","35","35","35"
"16225.256815338","35","35","35"
"16235.257287678","35","35","35"
"16245.257844658","35","35","35"
"16255.257232521","35","35","35"
"16265.256540612","35","35","35"
"16275.256869534","35","35","35"
"16285.256771802","35","35","35"
"16295.257322956","35","35","35"
"16305.256796615","35","35","35"
"16315.256723229","35","35","35"
"16325.257090107","35","35","35"
"16335.257024071","35","35","35"
"16345.256549862","35","35","35"
"16355.255968231","35","35","35"
"16365.256497945","35","35","35"
"16375.257095816","35","35","35"
"16385.256798056","35","35","35"
"16395.257006887","35","35","35"
"16405.256160772","35","35","35"
"16415.256183794","35","35","35"
"16425.257305483","35","35","35"
"16435.256807787","35","35","35"
"16445.256633569","35","35","35"
"16455.256814087","35","35","35"
"16465.256726701","35","35","35"
"16475.256929103","35","35","35"
"16485.256121641","35","35","35"
"16495.256953783","35","35","35"
"16505.255981389","35","35","35"
"16515.257163043","35","35","35"
"16525.256206027","35","35","35"
"16535.256765424","35","35","35"
"16545.256232679","35","35","35"
"16555.257044712","35","35","35"
"16565.256755761","35","35","35"
"16575.25699207","35","35","35"
"16585.257006527","35","35","35"
"16595.256823532","35","35","35"
"16605.256552054","35","35","35"
"16615.256794018","35","35","35"
"16625.256418636","35","35","35"
"16635.256556659","35","35","35"
"16645.256114254","35","35","35"
"16655.256675448","35","35","35"
"16665.256998161","35","35","35"
"16675.256555451","35","35","35"
"16685.256587303","35","35","35"
"16695.256766344","35","35","35"
"16705.256643981","35","35","35"
"16715.256475439","35","35","35"
"16725.256630003","35","35","35"
"16735.25648192","35","35","35"
"16745.257085053","35","35","35"
"16755.257271403","35","35","35"
"16765.257293866","35","35","35"
"16775.25645572","35","35","35"
"16785.257411556","35","35","35"
"16795.256768143","35","35","35"
"16805.256951348","35","35","35"
"16815.256651866","35","35","35"
"16825.256830271","35","35","35"
"16835.256392593","35","35","35"
"16845.256271564","35","35","35"
"16855.256651462","35","35","35"
"16865.256546274","35","35","35"
"16875.255997201","35","35","35"
"16885.256340105","35","35","35"
"16895.256537923","35","35","35"
"16905.256599821","35","35","35"
"16915.25670217","35","35","35"
"16925.256595333","35","35","35"
"16935.257490258","35","35","35"
"16945.255927915","35","35","35"
"16955.256274773","35","35","35"
"16965.257559651","35","35","35"
"16975.256545994","35","35","35"
"16985.256842136","35","35","35"
"16995.257588866","35","35","35"
"17005.257239469","35","35","35"
"17015.256620833","35","35","35"
"17025.257557566","35","35","35"
"17035.257945226","35","35","35"
"17045.256230989","35","35","35"
"17055.256713953","35","35","35"
"17065.256755001","35","35","35"
"17075.256534368","35","35","35"
"17085.256669519","35","35","35"
"17095.256407124","35","35","35"
"17105.256555356","35","35","35"
"17115.257111204","35","35","35"
"17125.256316768","35","35","35"
"17135.256355036","35","35","35"
"17145.257392763","35","35","35"
"17155.256467421","35","35","35"
"17165.256536324","35","35","35"
"17175.256441897","35","35","35"
"17185.256794423","35","35","35"
"17195.256208493","35","35","35"
"17205.256914164","35","35","35"
"17215.256918386","35","35","35"
"17225.257033761","35","35","35"
"17235.257215499","35","35","35"
"17245.256327247","35","35","35"
"17255.256220883","35","35","35"
"17265.256228228","35","35","35"
"17275.256669335","35","35","35"
"17285.257006034","35","35","35"
"17295.256423285","35","35","35"
"17305.256891546","35","35","35"
"17315.256836925","35","35","35"
"17325.256164716","35","35","35"
"17335.25640729","35","35","35"
"17345.256702801","35","35","35"
"17355.256781212","35","35","35"
"17365.256649338","35","35","35"
"17375.256102275","35","35","35"
"17385.25743451","35","35","35"
"17395.256706053","35","35","35"
"17405.256482018","35","35","35"
"17415.257953545","35","35","35"
"17425.256803021","35","35","35"
"17435.256198308","35","35","35"
"17445.256063062","35","35","35"
"17455.256964565","35","35","35"
"17465.256487684","35","35","35"
"17475.25653337","35","35","35"
"17485.256535877","35","35","35"
"17495.256660543","35","35","35"
"17505.256184394","35","35","35"
"17515.256258329","35","35","35"
"17525.256616121","35","35","35"
"17535.257386915","35","35","35"
"17545.257252433","35","35","35"
"17555.257152164","35","35","35"
"17565.256489018","35","35","35"
"17575.256848108","35","35","35"
"17585.256140593","35","35","35"
"17595.257001631","35","35","35"
"17605.256803908","35","35","35"
"17615.256191768","35","35","35"
"17625.257607289","35","35","35"
"17635.2566518","35","35","35"
"17645.256327966","35","35","35"
"17655.255926319","35","35","35"
"17665.256213355","35","35","35"
"17675.256361274","35","35","35"
"17685.256854993","35","35","35"
"17695.256569598","35","35","35"
"17705.256803643","35","35","35"
"17715.256477848","35","35","35"
"17725.257000894","35","35","35"
"17735.256718542","35","35","35"
"17745.257227162","35","35","35"
"17755.256846798","35","35","35"
"17765.256901848","35","35","35"
"17775.256808627","35","35","35"
"17785.256522456","35","35","35"
"17795.256615031","35","35","35"
"17805.257770399","35","35","35"
"17815.256620537","35","35","35"
"17825.256503238","35","35","35"
"17835.256232983","35","35","35"
"17845.256572506","35","35","35"
"17855.257314026","35","35","35"
"17865.256183938","35","35","35"
"17875.256639516","35","35","35"
"17885.256620961","35","35","35"
"17895.25772227","35","35","35"
"17905.256319202","35","35","35"
"17915.256699331","35","35","35"
"17925.257618388","35","35","35"
"17935.256303289","35","35","35"
"17945.257198479","35","35","35"
"17955.256726309","35","35","35"
"17965.257439347","35","35","35"
"17975.256996872","35","35","35"
"17985.257032867","35","35","35"
"17995.256962324","35","35","35"
"18005.257084098","35","35","35"
"18015.258092527","35","35","35"
"18025.256835619","35","35","35"
"18035.256190437","35","35","35"
"18045.257243056","35","35","35"
"18055.257008777","35","35","35"
"18065.256950218","35","35","35"
"18075.256960159","35","35","35"
"18085.25596532","35","35","35"
"18095.256186501","35","35","35"
"18105.256670791","35","35","35"
"18115.256519215","35","35","35"
"18125.256518606","35","35","35"
"18135.257160619","35","35","35"
"18145.256976871","35","35","35"
"18155.256847418","35","35","35"
"18165.256023449","35","35","35"
"18175.257027121","35","35","35"
"18185.257023203","35","35","35"
"18195.256544172","35","35","35"
"18205.256661839","35","35","35"
"18215.257069052","35","35","35"
"18225.256933982","35","35","35"
"18235.256322109","35","35","35"
"18245.256384516","35","35","35"
"18255.257424048","35","35","35"
"18265.256999875","35","35","35"
"18275.256954632","35","35","35"
"18285.256036815","35","35","35"
"18295.256372058","35","35","35"
"18305.256313876","35","35","35"
"18315.257165402","35","35","35"
"18325.256182133","35","35","35"
"18335.256197339","35","35","35"
"18345.257145346","35","35","35"
"18355.256470823","35","35","35"
"18365.256805338","35","35","35"
"18375.25670744","35","35","35"
"18385.256904184","35","35","35"
"18395.256572241","35","35","35"
"18405.25671703","35","35","35"
"18415.256333221","35","35","35"
"18425.257026278","35","35","35"
"18435.257127244","35","35","35"
"18445.256632194","35","35","35"
"18455.256248953","35","35","35"
"18465.256530748","35","35","35"
"18475.256362748","35","35","35"
"18485.256320536","35","35","35"
"18495.256514946","35","35","35"
"18505.256471928","35","35","35"
"18515.256533415","35","35","35"
"18525.257005137","35","35","35"
"18535.256603396","35","35","35"
"18545.256502166","35","35","35"
"18555.256433051","35","35","35"
"18565.256782129","35","35","35"
"18575.25670489","35","35","35"
"18585.25614742","35","35","35"
"18595.256948044","35","35","35"
"18605.256552873","35","35","35"
"18615.256434191","35","35","35"
"18625.25630546","35","35","35"
"18635.256504578","35","35","35"
"18645.256232976","35","35","35"
"18655.25693102","35","35","35"
"18665.256274042","35","35","35"
"18675.257377022","35","35","35"
"18685.256362688","35","35","35"
"18695.256297812","35","35","35"
"18705.25620393","35","35","35"
"18715.257318608","35","35","35"
"18725.257008023","35","35","35"
"18735.257145132","35","35","35"
"18745.256797568","35","35","35"
"18755.256163561","35","35","35"
"18765.256269186","35","35","35"
"18775.257173962","35","35","35"
"18785.256845344","35","35","35"
"18795.256433878","35","35","35"
"18805.256337725","35","35","35"
"18815.256851263","35","35","35"
"18825.256311307","35","35","35"
"18835.256000849","35","35","35"
"18845.256122118","35","35","35"
"18855.25619655","35","35","35"
"18865.256625671","35","35","35"
"18875.257072675","35","35","35"
"18885.256945377","35","35","35"
"18895.256185145","35","35","35"
"18905.25652442","35","35","35"
"18915.2559549","35","35","35"
"18925.257008833","35","35","35"
"18935.257045431","35","35","35"
"18945.256597643","35","35","35"
"18955.255908452","35","35","35"
"18965.256224559","35","35","35"
"18975.256408057","35","35","35"
"18985.256801377","35","35","35"
"18995.256793884","35","35","35"
"19005.256606586","35","35","35"
"19015.257082611","35","35","35"
"19025.256641852","35","35","35"
"19035.256308359","35","35","35"
"19045.256743396","35","35","35"
"19055.256294945","35","35","35"
"19065.257378098","35","35","35"
"19075.256509853","35","35","35"
"19085.257166352","35","35","35"
"19095.256665132","35","35","35"
"19105.256835859","35","35","35"
"19115.256948354","35","35","35"
"19125.256957629","35","35","35"
"19135.256459331","35","35","35"
"19145.257061642","35","35","35"
"19155.256413102","35","35","35"
"19165.256557435","35","35","35"
"19175.256411832","35","35","35"
"19185.25670703","35","35","35"
"19195.257085617","35","35","35"
"19205.256761223","35","35","35"
"19215.256619551","35","35","35"
"19225.256397174","35","35","35"
"19235.256062223","35","35","35"
