"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/proc.memory.rssMB","StudyAbroadGPT-7B-continued - system/proc.memory.rssMB__MIN","StudyAbroadGPT-7B-continued - system/proc.memory.rssMB__MAX"
"5385.255971811","5434.3359375","5434.3359375","5434.3359375"
"5395.256337372","5434.3359375","5434.3359375","5434.3359375"
"5405.256714026","5434.3359375","5434.3359375","5434.3359375"
"5415.256613969","5434.3359375","5434.3359375","5434.3359375"
"5425.256083198","5434.3359375","5434.3359375","5434.3359375"
"5435.255554553","5434.3359375","5434.3359375","5434.3359375"
"5445.255699355","5434.3359375","5434.3359375","5434.3359375"
"5455.256369472","5434.3359375","5434.3359375","5434.3359375"
"5465.255993687","5434.3359375","5434.3359375","5434.3359375"
"5475.25579652","5434.3359375","5434.3359375","5434.3359375"
"5485.256162842","5434.3359375","5434.3359375","5434.3359375"
"5495.255782737","5434.3359375","5434.3359375","5434.3359375"
"5505.256399406","5434.3359375","5434.3359375","5434.3359375"
"5515.255735583","5434.3359375","5434.3359375","5434.3359375"
"5525.25626941","5434.3359375","5434.3359375","5434.3359375"
"5535.255762436","5434.3359375","5434.3359375","5434.3359375"
"5545.256141939","5434.3359375","5434.3359375","5434.3359375"
"5555.255760087","5434.3359375","5434.3359375","5434.3359375"
"5565.255505023","5434.3359375","5434.3359375","5434.3359375"
"5575.256682584","5434.3359375","5434.3359375","5434.3359375"
"5585.255677928","5434.3359375","5434.3359375","5434.3359375"
"5595.2558023","5434.3359375","5434.3359375","5434.3359375"
"5605.25611566","5434.3359375","5434.3359375","5434.3359375"
"5615.256784287","5434.3359375","5434.3359375","5434.3359375"
"5625.256332794","5434.3359375","5434.3359375","5434.3359375"
"5635.25586626","5434.3359375","5434.3359375","5434.3359375"
"5645.256081579","5434.3359375","5434.3359375","5434.3359375"
"5655.255953888","5434.3359375","5434.3359375","5434.3359375"
"5665.255577093","5434.3359375","5434.3359375","5434.3359375"
"5675.256302917","5434.3359375","5434.3359375","5434.3359375"
"5685.255542185","5434.3359375","5434.3359375","5434.3359375"
"5695.256080065","5434.3359375","5434.3359375","5434.3359375"
"5705.256516808","5434.3359375","5434.3359375","5434.3359375"
"5715.256564801","5434.3359375","5434.3359375","5434.3359375"
"5725.255972928","5434.3359375","5434.3359375","5434.3359375"
"5735.256359739","5434.3359375","5434.3359375","5434.3359375"
"5745.255945984","5434.3359375","5434.3359375","5434.3359375"
"5755.256381601","5434.3359375","5434.3359375","5434.3359375"
"5765.256076234","5434.3359375","5434.3359375","5434.3359375"
"5775.25696425","5434.3359375","5434.3359375","5434.3359375"
"5785.256332199","5434.3359375","5434.3359375","5434.3359375"
"5795.256295803","5434.3359375","5434.3359375","5434.3359375"
"5805.255743999","5434.3359375","5434.3359375","5434.3359375"
"5815.256635129","5434.3359375","5434.3359375","5434.3359375"
"5825.255703438","5434.3359375","5434.3359375","5434.3359375"
"5835.256352305","5434.3359375","5434.3359375","5434.3359375"
"5845.256139552","5434.3359375","5434.3359375","5434.3359375"
"5855.256553558","5434.3359375","5434.3359375","5434.3359375"
"5865.255510887","5434.3359375","5434.3359375","5434.3359375"
"5875.256534099","5434.3359375","5434.3359375","5434.3359375"
"5885.255559594","5434.3359375","5434.3359375","5434.3359375"
"5895.256753656","5434.3359375","5434.3359375","5434.3359375"
"5905.255549449","5434.3359375","5434.3359375","5434.3359375"
"5915.256512152","5434.3359375","5434.3359375","5434.3359375"
"5925.255531564","5434.3359375","5434.3359375","5434.3359375"
"5935.255742058","5434.3359375","5434.3359375","5434.3359375"
"5945.256277318","5434.3359375","5434.3359375","5434.3359375"
"5955.256651279","5434.3359375","5434.3359375","5434.3359375"
"5965.256079402","5434.3359375","5434.3359375","5434.3359375"
"5975.255961372","5434.3359375","5434.3359375","5434.3359375"
"5985.255995057","5434.3359375","5434.3359375","5434.3359375"
"5995.255828741","5434.3359375","5434.3359375","5434.3359375"
"6005.255661566","5434.3359375","5434.3359375","5434.3359375"
"6015.257355691","5434.3359375","5434.3359375","5434.3359375"
"6025.255727926","5434.3359375","5434.3359375","5434.3359375"
"6035.256429433","5434.3359375","5434.3359375","5434.3359375"
"6045.256255453","5434.3359375","5434.3359375","5434.3359375"
"6055.256249095","5434.3359375","5434.3359375","5434.3359375"
"6065.256418909","5434.3359375","5434.3359375","5434.3359375"
"6075.255990213","5434.3359375","5434.3359375","5434.3359375"
"6085.25575485","5434.3359375","5434.3359375","5434.3359375"
"6095.256027806","5434.3359375","5434.3359375","5434.3359375"
"6105.257017645","5434.3359375","5434.3359375","5434.3359375"
"6115.256072607","5434.3359375","5434.3359375","5434.3359375"
"6125.256489894","5434.3359375","5434.3359375","5434.3359375"
"6135.256277338","5434.3359375","5434.3359375","5434.3359375"
"6145.255801766","5434.3359375","5434.3359375","5434.3359375"
"6155.256386495","5434.3359375","5434.3359375","5434.3359375"
"6165.255751646","5434.3359375","5434.3359375","5434.3359375"
"6175.256084849","5434.3359375","5434.3359375","5434.3359375"
"6185.256200731","5434.3359375","5434.3359375","5434.3359375"
"6195.256354617","5434.3359375","5434.3359375","5434.3359375"
"6205.256198968","5434.3359375","5434.3359375","5434.3359375"
"6215.256123555","5434.3359375","5434.3359375","5434.3359375"
"6225.255991541","5434.3359375","5434.3359375","5434.3359375"
"6235.256017083","5434.3359375","5434.3359375","5434.3359375"
"6245.25706806","5434.3359375","5434.3359375","5434.3359375"
"6255.256656001","5434.3359375","5434.3359375","5434.3359375"
"6265.255525281","5434.3359375","5434.3359375","5434.3359375"
"6275.255763049","5434.3359375","5434.3359375","5434.3359375"
"6285.256083325","5434.3359375","5434.3359375","5434.3359375"
"6295.256271397","5434.3359375","5434.3359375","5434.3359375"
"6305.256373658","5434.3359375","5434.3359375","5434.3359375"
"6315.255639946","5434.3359375","5434.3359375","5434.3359375"
"6325.256132694","5434.3359375","5434.3359375","5434.3359375"
"6335.25575849","5434.3359375","5434.3359375","5434.3359375"
"6345.256173797","5434.3359375","5434.3359375","5434.3359375"
"6355.256612746","5434.3359375","5434.3359375","5434.3359375"
"6365.256017467","5434.3359375","5434.3359375","5434.3359375"
"6375.255931723","5434.3359375","5434.3359375","5434.3359375"
"6385.256465577","5434.3359375","5434.3359375","5434.3359375"
"6395.255859989","5434.3359375","5434.3359375","5434.3359375"
"6405.255686109","5434.3359375","5434.3359375","5434.3359375"
"6415.255614949","5434.3359375","5434.3359375","5434.3359375"
"6425.25608813","5434.3359375","5434.3359375","5434.3359375"
"6435.256419975","5434.3359375","5434.3359375","5434.3359375"
"6445.255981391","5434.3359375","5434.3359375","5434.3359375"
"6455.256518934","5434.3359375","5434.3359375","5434.3359375"
"6465.255731437","5434.3359375","5434.3359375","5434.3359375"
"6475.256236769","5434.3359375","5434.3359375","5434.3359375"
"6485.257308954","5434.3359375","5434.3359375","5434.3359375"
"6495.257084316","5434.3359375","5434.3359375","5434.3359375"
"6505.256457182","5434.3359375","5434.3359375","5434.3359375"
"6515.256257537","5434.3359375","5434.3359375","5434.3359375"
"6525.256337738","5434.3359375","5434.3359375","5434.3359375"
"6535.256155721","5434.3359375","5434.3359375","5434.3359375"
"6545.256007635","5434.3359375","5434.3359375","5434.3359375"
"6555.256480767","5434.3359375","5434.3359375","5434.3359375"
"6565.256558089","5434.3359375","5434.3359375","5434.3359375"
"6575.256129228","5434.3359375","5434.3359375","5434.3359375"
"6585.256154607","5434.3359375","5434.3359375","5434.3359375"
"6595.256227632","5434.3359375","5434.3359375","5434.3359375"
"6605.256424797","5434.3359375","5434.3359375","5434.3359375"
"6615.256604885","5434.3359375","5434.3359375","5434.3359375"
"6625.256778238","5434.3359375","5434.3359375","5434.3359375"
"6635.256074109","5434.3359375","5434.3359375","5434.3359375"
"6645.255645806","5434.3359375","5434.3359375","5434.3359375"
"6655.25556907","5434.3359375","5434.3359375","5434.3359375"
"6665.256491268","5434.3359375","5434.3359375","5434.3359375"
"6675.256310717","5434.3359375","5434.3359375","5434.3359375"
"6685.256506647","5434.3359375","5434.3359375","5434.3359375"
"6695.255826895","5434.3359375","5434.3359375","5434.3359375"
"6705.256220404","5434.3359375","5434.3359375","5434.3359375"
"6715.255709435","5434.3359375","5434.3359375","5434.3359375"
"6725.256106142","5434.3359375","5434.3359375","5434.3359375"
"6735.256689105","5434.3359375","5434.3359375","5434.3359375"
"6745.256457781","5434.3359375","5434.3359375","5434.3359375"
"6755.256110362","5434.3359375","5434.3359375","5434.3359375"
"6765.25678992","5434.3359375","5434.3359375","5434.3359375"
"6775.256318486","5434.3359375","5434.3359375","5434.3359375"
"6785.255952462","5434.3359375","5434.3359375","5434.3359375"
"6795.256566248","5434.3359375","5434.3359375","5434.3359375"
"6805.256421299","5434.3359375","5434.3359375","5434.3359375"
"6815.256169597","5434.3359375","5434.3359375","5434.3359375"
"6825.256407914","5434.3359375","5434.3359375","5434.3359375"
"6835.255889163","5434.3359375","5434.3359375","5434.3359375"
"6845.256240828","5434.3359375","5434.3359375","5434.3359375"
"6855.255552825","5434.3359375","5434.3359375","5434.3359375"
"6865.256397308","5434.3359375","5434.3359375","5434.3359375"
"6875.256098166","5434.3359375","5434.3359375","5434.3359375"
"6885.255640752","5434.3359375","5434.3359375","5434.3359375"
"6895.256560683","5434.3359375","5434.3359375","5434.3359375"
"6905.255971335","5434.3359375","5434.3359375","5434.3359375"
"6915.256853036","5434.3359375","5434.3359375","5434.3359375"
"6925.256586498","5434.3359375","5434.3359375","5434.3359375"
"6935.256352288","5434.3359375","5434.3359375","5434.3359375"
"6945.255681084","5434.3359375","5434.3359375","5434.3359375"
"6955.256239377","5434.3359375","5434.3359375","5434.3359375"
"6965.256510148","5434.3359375","5434.3359375","5434.3359375"
"6975.25661414","5434.3359375","5434.3359375","5434.3359375"
"6985.256114029","5434.3359375","5434.3359375","5434.3359375"
"6995.256282352","5434.3359375","5434.3359375","5434.3359375"
"7005.256130895","5434.3359375","5434.3359375","5434.3359375"
"7015.256141234","5434.3359375","5434.3359375","5434.3359375"
"7025.25618843","5434.3359375","5434.3359375","5434.3359375"
"7035.255741238","5434.3359375","5434.3359375","5434.3359375"
"7045.256099557","5434.3359375","5434.3359375","5434.3359375"
"7055.256462835","5434.3359375","5434.3359375","5434.3359375"
"7065.256431975","5434.3359375","5434.3359375","5434.3359375"
"7075.255724929","5434.3359375","5434.3359375","5434.3359375"
"7085.255833727","5434.3359375","5434.3359375","5434.3359375"
"7095.255730401","5434.3359375","5434.3359375","5434.3359375"
"7105.256047969","5434.3359375","5434.3359375","5434.3359375"
"7115.255722138","5434.3359375","5434.3359375","5434.3359375"
"7125.255989044","5434.3359375","5434.3359375","5434.3359375"
"7135.256460507","5434.3359375","5434.3359375","5434.3359375"
"7145.256259898","5434.3359375","5434.3359375","5434.3359375"
"7155.256139969","5434.3359375","5434.3359375","5434.3359375"
"7165.256089821","5434.3359375","5434.3359375","5434.3359375"
"7175.256109363","5434.3359375","5434.3359375","5434.3359375"
"7185.256482694","5434.3359375","5434.3359375","5434.3359375"
"7195.256494841","5434.3359375","5434.3359375","5434.3359375"
"7205.256496318","5434.3359375","5434.3359375","5434.3359375"
"7215.255989673","5434.3359375","5434.3359375","5434.3359375"
"7225.256061915","5434.3359375","5434.3359375","5434.3359375"
"7235.256220129","5434.3359375","5434.3359375","5434.3359375"
"7245.257118252","5434.3359375","5434.3359375","5434.3359375"
"7255.256394655","5434.3359375","5434.3359375","5434.3359375"
"7265.255804145","5434.3359375","5434.3359375","5434.3359375"
"7275.255787341","5434.3359375","5434.3359375","5434.3359375"
"7285.256503467","5434.3359375","5434.3359375","5434.3359375"
"7295.256493903","5434.3359375","5434.3359375","5434.3359375"
"7305.255695952","5434.3359375","5434.3359375","5434.3359375"
"7315.256462065","5434.3359375","5434.3359375","5434.3359375"
"7325.25640917","5434.3359375","5434.3359375","5434.3359375"
"7335.256094884","5434.3359375","5434.3359375","5434.3359375"
"7345.25649303","5434.3359375","5434.3359375","5434.3359375"
"7355.256304274","5434.3359375","5434.3359375","5434.3359375"
"7365.255637228","5434.3359375","5434.3359375","5434.3359375"
"7375.256229052","5434.3359375","5434.3359375","5434.3359375"
"7385.256383799","5434.3359375","5434.3359375","5434.3359375"
"7395.256557027","5434.3359375","5434.3359375","5434.3359375"
"7405.256458169","5434.3359375","5434.3359375","5434.3359375"
"7415.256287552","5434.3359375","5434.3359375","5434.3359375"
"7425.257551591","5434.3359375","5434.3359375","5434.3359375"
"7435.255802983","5434.3359375","5434.3359375","5434.3359375"
"7445.256029491","5434.3359375","5434.3359375","5434.3359375"
"7455.256566136","5434.3359375","5434.3359375","5434.3359375"
"7465.256615049","5434.3359375","5434.3359375","5434.3359375"
"7475.256282053","5434.3359375","5434.3359375","5434.3359375"
"7485.257034505","5434.3359375","5434.3359375","5434.3359375"
"7495.255968096","5434.3359375","5434.3359375","5434.3359375"
"7505.256485796","5434.3359375","5434.3359375","5434.3359375"
"7515.256624015","5434.3359375","5434.3359375","5434.3359375"
"7525.255922834","5434.3359375","5434.3359375","5434.3359375"
"7535.257503317","5434.3359375","5434.3359375","5434.3359375"
"7545.256274072","5434.3359375","5434.3359375","5434.3359375"
"7555.255766737","5434.3359375","5434.3359375","5434.3359375"
"7565.2558849","5434.3359375","5434.3359375","5434.3359375"
"7575.255652323","5434.3359375","5434.3359375","5434.3359375"
"7585.256394228","5434.3359375","5434.3359375","5434.3359375"
"7595.256411447","5434.3359375","5434.3359375","5434.3359375"
"7605.255777894","5434.3359375","5434.3359375","5434.3359375"
"7615.255724731","5434.3359375","5434.3359375","5434.3359375"
"7625.255695787","5434.3359375","5434.3359375","5434.3359375"
"7635.25579484","5434.3359375","5434.3359375","5434.3359375"
"7645.25569647","5434.3359375","5434.3359375","5434.3359375"
"7655.256502655","5434.3359375","5434.3359375","5434.3359375"
"7665.256137171","5434.3359375","5434.3359375","5434.3359375"
"7675.256106073","5434.3359375","5434.3359375","5434.3359375"
"7685.25625607","5434.3359375","5434.3359375","5434.3359375"
"7695.257084511","5434.3359375","5434.3359375","5434.3359375"
"7705.256244851","5434.3359375","5434.3359375","5434.3359375"
"7715.255556192","5434.3359375","5434.3359375","5434.3359375"
"7725.256826392","5434.3359375","5434.3359375","5434.3359375"
"7735.255802636","5434.3359375","5434.3359375","5434.3359375"
"7745.256513602","5434.3359375","5434.3359375","5434.3359375"
"7755.256194049","5434.3359375","5434.3359375","5434.3359375"
"7765.256390214","5434.3359375","5434.3359375","5434.3359375"
"7775.256377313","5434.3359375","5434.3359375","5434.3359375"
"7785.255746189","5434.3359375","5434.3359375","5434.3359375"
"7795.256156999","5434.3359375","5434.3359375","5434.3359375"
"7805.256509318","5434.3359375","5434.3359375","5434.3359375"
"7815.255771696","5434.3359375","5434.3359375","5434.3359375"
"7825.256105673","5434.3359375","5434.3359375","5434.3359375"
"7835.256083969","5434.3359375","5434.3359375","5434.3359375"
"7845.256045413","5434.3359375","5434.3359375","5434.3359375"
"7855.25662381","5434.3359375","5434.3359375","5434.3359375"
"7865.255532975","5434.3359375","5434.3359375","5434.3359375"
"7875.255978583","5434.3359375","5434.3359375","5434.3359375"
"7885.256058185","5434.3359375","5434.3359375","5434.3359375"
"7895.256067694","5434.3359375","5434.3359375","5434.3359375"
"7905.256337669","5434.3359375","5434.3359375","5434.3359375"
"7915.256388139","5434.3359375","5434.3359375","5434.3359375"
"7925.25576292","5434.3359375","5434.3359375","5434.3359375"
"7935.255962976","5434.3359375","5434.3359375","5434.3359375"
"7945.256433076","5434.3359375","5434.3359375","5434.3359375"
"7955.255795922","5434.3359375","5434.3359375","5434.3359375"
"7965.255795181","5434.3359375","5434.3359375","5434.3359375"
"7975.255836092","5434.3359375","5434.3359375","5434.3359375"
"7985.256001097","5434.3359375","5434.3359375","5434.3359375"
"7995.256428285","5434.3359375","5434.3359375","5434.3359375"
"8005.256526785","5434.3359375","5434.3359375","5434.3359375"
"8015.256467954","5434.3359375","5434.3359375","5434.3359375"
"8025.25705286","5434.3359375","5434.3359375","5434.3359375"
"8035.255915463","5434.3359375","5434.3359375","5434.3359375"
"8045.255965658","5434.3359375","5434.3359375","5434.3359375"
"8055.256317386","5434.3359375","5434.3359375","5434.3359375"
"8065.256583439","5434.3359375","5434.3359375","5434.3359375"
"8075.256661327","5434.3359375","5434.3359375","5434.3359375"
"8085.256707739","5434.3359375","5434.3359375","5434.3359375"
"8095.256062704","5434.3359375","5434.3359375","5434.3359375"
"8105.256067548","5434.3359375","5434.3359375","5434.3359375"
"8115.256306077","5434.3359375","5434.3359375","5434.3359375"
"8125.256169032","5434.3359375","5434.3359375","5434.3359375"
"8135.255613446","5434.3359375","5434.3359375","5434.3359375"
"8145.256821558","5434.3359375","5434.3359375","5434.3359375"
"8155.255794506","5434.3359375","5434.3359375","5434.3359375"
"8165.256024186","5434.3359375","5434.3359375","5434.3359375"
"8175.257091826","5434.3359375","5434.3359375","5434.3359375"
"8185.256269293","5434.3359375","5434.3359375","5434.3359375"
"8195.25625419","5434.3359375","5434.3359375","5434.3359375"
"8205.256750035","5434.3359375","5434.3359375","5434.3359375"
"8215.256630072","5434.3359375","5434.3359375","5434.3359375"
"8225.256252421","5434.3359375","5434.3359375","5434.3359375"
"8235.25660529","5434.3359375","5434.3359375","5434.3359375"
"8245.256369932","5434.3359375","5434.3359375","5434.3359375"
"8255.25628508","5434.3359375","5434.3359375","5434.3359375"
"8265.256918386","5434.3359375","5434.3359375","5434.3359375"
"8275.256383388","5434.3359375","5434.3359375","5434.3359375"
"8285.256497612","5434.3359375","5434.3359375","5434.3359375"
"8295.255745292","5434.3359375","5434.3359375","5434.3359375"
"8305.256059919","5434.3359375","5434.3359375","5434.3359375"
"8315.255693364","5434.3359375","5434.3359375","5434.3359375"
"8325.256194899","5434.3359375","5434.3359375","5434.3359375"
"8335.256487205","5434.3359375","5434.3359375","5434.3359375"
"8345.256200302","5434.3359375","5434.3359375","5434.3359375"
"8355.256560507","5434.3359375","5434.3359375","5434.3359375"
"8365.255741753","5434.3359375","5434.3359375","5434.3359375"
"8375.2564362","5434.3359375","5434.3359375","5434.3359375"
"8385.25624313","5434.3359375","5434.3359375","5434.3359375"
"8395.255997772","5434.3359375","5434.3359375","5434.3359375"
"8405.256867208","5434.3359375","5434.3359375","5434.3359375"
"8415.256151481","5434.3359375","5434.3359375","5434.3359375"
"8425.256486933","5434.3359375","5434.3359375","5434.3359375"
"8435.256431153","5434.3359375","5434.3359375","5434.3359375"
"8445.256107357","5434.3359375","5434.3359375","5434.3359375"
"8455.25569824","5434.3359375","5434.3359375","5434.3359375"
"8465.256202841","5434.3359375","5434.3359375","5434.3359375"
"8475.255504515","5434.3359375","5434.3359375","5434.3359375"
"8485.255666283","5434.3359375","5434.3359375","5434.3359375"
"8495.256440423","5434.3359375","5434.3359375","5434.3359375"
"8505.25655009","5434.3359375","5434.3359375","5434.3359375"
"8515.255922586","5434.3359375","5434.3359375","5434.3359375"
"8525.255683792","5434.3359375","5434.3359375","5434.3359375"
"8535.255753426","5434.3359375","5434.3359375","5434.3359375"
"8545.256346567","5434.3359375","5434.3359375","5434.3359375"
"8555.256409253","5434.3359375","5434.3359375","5434.3359375"
"8565.25582163","5434.3359375","5434.3359375","5434.3359375"
"8575.25659715","5434.3359375","5434.3359375","5434.3359375"
"8585.257035428","5434.3359375","5434.3359375","5434.3359375"
"8595.255722942","5434.3359375","5434.3359375","5434.3359375"
"8605.255857989","5434.3359375","5434.3359375","5434.3359375"
"8615.256170906","5434.3359375","5434.3359375","5434.3359375"
"8625.256315185","5434.3359375","5434.3359375","5434.3359375"
"8635.25559189","5434.3359375","5434.3359375","5434.3359375"
"8645.256540742","5434.3359375","5434.3359375","5434.3359375"
"8655.256729163","5434.3359375","5434.3359375","5434.3359375"
"8665.255774462","5434.3359375","5434.3359375","5434.3359375"
"8675.255731334","5434.3359375","5434.3359375","5434.3359375"
"8685.257279938","5434.3359375","5434.3359375","5434.3359375"
"8695.256014479","5434.3359375","5434.3359375","5434.3359375"
"8705.256539331","5434.3359375","5434.3359375","5434.3359375"
"8715.256975857","5434.3359375","5434.3359375","5434.3359375"
"8725.256433024","5434.3359375","5434.3359375","5434.3359375"
"8735.256178102","5434.3359375","5434.3359375","5434.3359375"
"8745.256486656","5434.3359375","5434.3359375","5434.3359375"
"8755.256257718","5434.3359375","5434.3359375","5434.3359375"
"8765.255969452","5434.3359375","5434.3359375","5434.3359375"
"8775.255844211","5434.3359375","5434.3359375","5434.3359375"
"8785.256453104","5434.3359375","5434.3359375","5434.3359375"
"8795.256060975","5434.3359375","5434.3359375","5434.3359375"
"8805.256735055","5434.3359375","5434.3359375","5434.3359375"
"8815.256332199","5434.3359375","5434.3359375","5434.3359375"
"8825.256737512","5434.3359375","5434.3359375","5434.3359375"
"8835.256456066","5434.3359375","5434.3359375","5434.3359375"
"8845.256110323","5434.3359375","5434.3359375","5434.3359375"
"8855.256317699","5434.3359375","5434.3359375","5434.3359375"
"8865.256466362","5434.3359375","5434.3359375","5434.3359375"
"8875.256545123","5434.3359375","5434.3359375","5434.3359375"
"8885.256304231","5434.3359375","5434.3359375","5434.3359375"
"8895.256053004","5434.3359375","5434.3359375","5434.3359375"
"8905.255989458","5434.3359375","5434.3359375","5434.3359375"
"8915.255654474","5434.3359375","5434.3359375","5434.3359375"
"8925.256017711","5434.3359375","5434.3359375","5434.3359375"
"8935.256052629","5434.3359375","5434.3359375","5434.3359375"
"8945.255760232","5434.3359375","5434.3359375","5434.3359375"
"8955.25621067","5434.3359375","5434.3359375","5434.3359375"
"8965.256036151","5434.3359375","5434.3359375","5434.3359375"
"8975.256120418","5434.3359375","5434.3359375","5434.3359375"
"8985.257070348","5434.3359375","5434.3359375","5434.3359375"
"8995.255707472","5434.3359375","5434.3359375","5434.3359375"
"9005.255716462","5434.3359375","5434.3359375","5434.3359375"
"9015.255572465","5434.3359375","5434.3359375","5434.3359375"
"9025.256226169","5434.3359375","5434.3359375","5434.3359375"
"9035.256054274","5434.3359375","5434.3359375","5434.3359375"
"9045.256355295","5434.3359375","5434.3359375","5434.3359375"
"9055.258942187","5434.3359375","5434.3359375","5434.3359375"
"9065.256468275","5434.3359375","5434.3359375","5434.3359375"
"9075.255613245","5434.3359375","5434.3359375","5434.3359375"
"9085.256957309","5434.3359375","5434.3359375","5434.3359375"
"9095.255772883","5434.3359375","5434.3359375","5434.3359375"
"9105.25664859","5434.3359375","5434.3359375","5434.3359375"
"9115.256446958","5434.3359375","5434.3359375","5434.3359375"
"9125.255830001","5434.3359375","5434.3359375","5434.3359375"
"9135.256023743","5434.3359375","5434.3359375","5434.3359375"
"9145.256246223","5434.3359375","5434.3359375","5434.3359375"
"9155.256219123","5434.3359375","5434.3359375","5434.3359375"
"9165.256111038","5434.3359375","5434.3359375","5434.3359375"
"9175.256568569","5434.3359375","5434.3359375","5434.3359375"
"9185.256017234","5434.3359375","5434.3359375","5434.3359375"
"9195.25632209","5434.3359375","5434.3359375","5434.3359375"
"9205.255986485","5434.3359375","5434.3359375","5434.3359375"
"9215.256622912","5434.3359375","5434.3359375","5434.3359375"
"9225.255700324","5434.3359375","5434.3359375","5434.3359375"
"9235.255562919","5434.3359375","5434.3359375","5434.3359375"
"9245.256220035","5434.3359375","5434.3359375","5434.3359375"
"9255.255701199","5434.3359375","5434.3359375","5434.3359375"
"9265.256566797","5434.3359375","5434.3359375","5434.3359375"
"9275.256815012","5434.3359375","5434.3359375","5434.3359375"
"9285.255675067","5434.3359375","5434.3359375","5434.3359375"
"9295.255607977","5434.3359375","5434.3359375","5434.3359375"
"9305.256578808","5434.3359375","5434.3359375","5434.3359375"
"9315.25644256","5434.3359375","5434.3359375","5434.3359375"
"9325.256545136","5434.3359375","5434.3359375","5434.3359375"
"9335.255767537","5434.3359375","5434.3359375","5434.3359375"
"9345.256148029","5434.3359375","5434.3359375","5434.3359375"
"9355.256391976","5434.3359375","5434.3359375","5434.3359375"
"9365.255847053","5434.3359375","5434.3359375","5434.3359375"
"9375.256294298","5434.3359375","5434.3359375","5434.3359375"
"9385.256088201","5434.3359375","5434.3359375","5434.3359375"
"9395.256419304","5434.3359375","5434.3359375","5434.3359375"
"9405.255736593","5434.3359375","5434.3359375","5434.3359375"
"9415.256765449","5434.3359375","5434.3359375","5434.3359375"
"9425.256214407","5434.3359375","5434.3359375","5434.3359375"
"9435.25648556","5434.3359375","5434.3359375","5434.3359375"
"9445.256375263","5434.3359375","5434.3359375","5434.3359375"
"9455.256835935","5434.3359375","5434.3359375","5434.3359375"
"9465.25679281","5434.3359375","5434.3359375","5434.3359375"
"9475.255614976","5434.3359375","5434.3359375","5434.3359375"
"9485.256579734","5434.3359375","5434.3359375","5434.3359375"
"9495.255977445","5434.3359375","5434.3359375","5434.3359375"
"9505.255537663","5434.3359375","5434.3359375","5434.3359375"
"9515.25607029","5434.3359375","5434.3359375","5434.3359375"
"9525.256332303","5434.3359375","5434.3359375","5434.3359375"
"9535.256039906","5434.3359375","5434.3359375","5434.3359375"
"9545.256149245","5434.3359375","5434.3359375","5434.3359375"
"9555.256145644","5434.3359375","5434.3359375","5434.3359375"
"9565.256268249","5434.3359375","5434.3359375","5434.3359375"
"9575.256107731","5434.3359375","5434.3359375","5434.3359375"
"9585.255996914","5434.3359375","5434.3359375","5434.3359375"
"9595.256511211","5434.3359375","5434.3359375","5434.3359375"
"9605.256536665","5434.3359375","5434.3359375","5434.3359375"
"9615.256770248","5434.3359375","5434.3359375","5434.3359375"
"9625.256310258","5434.3359375","5434.3359375","5434.3359375"
"9635.255982576","5434.3359375","5434.3359375","5434.3359375"
"9645.256394355","5434.3359375","5434.3359375","5434.3359375"
"9655.256510851","5434.3359375","5434.3359375","5434.3359375"
"9665.256584547","5434.3359375","5434.3359375","5434.3359375"
"9675.256188387","5434.3359375","5434.3359375","5434.3359375"
"9685.255828534","5434.3359375","5434.3359375","5434.3359375"
"9695.255537201","5434.3359375","5434.3359375","5434.3359375"
"9705.255619811","5434.3359375","5434.3359375","5434.3359375"
"9715.25604101","5434.3359375","5434.3359375","5434.3359375"
"9725.255791757","5434.3359375","5434.3359375","5434.3359375"
"9735.256490281","5434.3359375","5434.3359375","5434.3359375"
"9745.256363515","5434.3359375","5434.3359375","5434.3359375"
"9755.256141225","5434.3359375","5434.3359375","5434.3359375"
"9765.256195651","5434.3359375","5434.3359375","5434.3359375"
"9775.256091358","5434.3359375","5434.3359375","5434.3359375"
"9785.256052811","5434.3359375","5434.3359375","5434.3359375"
"9795.256533655","5434.3359375","5434.3359375","5434.3359375"
"9805.255594739","5434.3359375","5434.3359375","5434.3359375"
"9815.256499033","5434.3359375","5434.3359375","5434.3359375"
"9825.256216237","5434.3359375","5434.3359375","5434.3359375"
"9835.255761165","5434.3359375","5434.3359375","5434.3359375"
"9845.256614003","5434.3359375","5434.3359375","5434.3359375"
"9855.256473328","5434.3359375","5434.3359375","5434.3359375"
"9865.256053682","5434.3359375","5434.3359375","5434.3359375"
"9875.256549061","5434.3359375","5434.3359375","5434.3359375"
"9885.255833208","5434.3359375","5434.3359375","5434.3359375"
"9895.255750385","5434.3359375","5434.3359375","5434.3359375"
"9905.255981751","5434.3359375","5434.3359375","5434.3359375"
"9915.25655588","5434.3359375","5434.3359375","5434.3359375"
"9925.256738455","5434.3359375","5434.3359375","5434.3359375"
"9935.256371523","5434.3359375","5434.3359375","5434.3359375"
"9945.256518186","5434.3359375","5434.3359375","5434.3359375"
"9955.256317201","5434.3359375","5434.3359375","5434.3359375"
"9965.256485409","5434.3359375","5434.3359375","5434.3359375"
"9975.255854968","5434.3359375","5434.3359375","5434.3359375"
"9985.255562283","5434.3359375","5434.3359375","5434.3359375"
"9995.256185604","5434.3359375","5434.3359375","5434.3359375"
"10005.256955405","5434.3359375","5434.3359375","5434.3359375"
