"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MAX"
"4895.268693889","51.063","51.063","51.063","26.176","26.176","26.176"
"4905.275992369","66.603","66.603","66.603","26.176","26.176","26.176"
"4915.268371933","51.553","51.553","51.553","26.176","26.176","26.176"
"4925.267113892","70.075","70.075","70.075","26.176","26.176","26.176"
"4935.27919284","74.18","74.18","74.18","26.176","26.176","26.176"
"4945.266736385","65.275","65.275","65.275","26.176","26.176","26.176"
"4955.264933407","70.27","70.27","70.27","26.176","26.176","26.176"
"4965.267596265","64.298","64.298","64.298","26.176","26.176","26.176"
"4975.267483481","71.344","71.344","71.344","26.176","26.176","26.176"
"4985.266788367","64.298","64.298","64.298","26.176","26.176","26.176"
"4995.267532653","63.066","63.066","63.066","26.176","26.176","26.176"
"5005.265115437","69.685","69.685","69.685","26.176","26.176","26.176"
"5015.27153468","70.466","70.466","70.466","26.176","26.176","26.176"
"5025.272049529","51.259","51.259","51.259","26.176","26.176","26.176"
"5035.268537376","66.993","66.993","66.993","26.176","26.176","26.176"
"5045.26741715","72.08","72.08","72.08","26.176","26.176","26.176"
"5055.267841617","51.651","51.651","51.651","26.176","26.176","26.176"
"5065.26559602","69.099","69.099","69.099","26.176","26.176","26.176"
"5075.267271604","69.099","69.099","69.099","26.176","26.176","26.176"
"5085.269293544","62.088","62.088","62.088","26.176","26.176","26.176"
"5095.267006693","70.856","70.856","70.856","26.176","26.176","26.176"
"5105.267314922","70.368","70.368","70.368","26.176","26.176","26.176"
"5115.266291201","65.569","65.569","65.569","26.176","26.176","26.176"
"5125.265724615","65.862","65.862","65.862","26.176","26.176","26.176"
"5135.266187905","67.677","67.677","67.677","26.275","26.275","26.275"
"5145.267763353","67.579","67.579","67.579","26.176","26.176","26.176"
"5155.273462842","67.97","67.97","67.97","26.176","26.176","26.176"
"5165.276403101","65.373","65.373","65.373","26.176","26.176","26.176"
"5175.271563312","78.225","78.225","78.225","26.176","26.176","26.176"
"5185.267206336","67.677","67.677","67.677","26.176","26.176","26.176"
"5195.265589683","65.569","65.569","65.569","26.176","26.176","26.176"
"5205.267792648","73.348","73.348","73.348","26.077","26.077","26.077"
"5215.270969732","69.099","69.099","69.099","26.176","26.176","26.176"
"5225.268759099","67.579","67.579","67.579","26.176","26.176","26.176"
"5235.265610403","71.007","71.007","71.007","26.176","26.176","26.176"
"5245.271084424","66.993","66.993","66.993","26.176","26.176","26.176"
"5255.269715935","70.661","70.661","70.661","26.176","26.176","26.176"
"5265.27437571","67.775","67.775","67.775","26.176","26.176","26.176"
"5275.268382728","65.821","65.821","65.821","26.176","26.176","26.176"
"5285.267564397","71.495","71.495","71.495","26.176","26.176","26.176"
"5295.276783446","67.579","67.579","67.579","26.176","26.176","26.176"
"5305.269612032","72.568","72.568","72.568","26.176","26.176","26.176"
"5315.274516796","68.654","68.654","68.654","26.176","26.176","26.176"
"5325.284928808","63.516","63.516","63.516","26.176","26.176","26.176"
"5335.265507851","57.562","57.562","57.562","26.275","26.275","26.275"
"5345.267073313","66.212","66.212","66.212","26.176","26.176","26.176"
"5355.266314418","66.114","66.114","66.114","26.176","26.176","26.176"
"5365.267197447","68.123","68.123","68.123","26.176","26.176","26.176"
"5375.266294043","60.719","60.719","60.719","26.176","26.176","26.176"
"5385.266353087","67.091","67.091","67.091","26.176","26.176","26.176"
"5395.267773171","73.055","73.055","73.055","26.275","26.275","26.275"
"5405.265548585","68.026","68.026","68.026","26.176","26.176","26.176"
"5415.268658984","69.099","69.099","69.099","26.176","26.176","26.176"
"5425.26856957","67.83","67.83","67.83","26.176","26.176","26.176"
"5435.265833728","70.27","70.27","70.27","26.176","26.176","26.176"
"5445.266763277","69.099","69.099","69.099","26.176","26.176","26.176"
"5455.267821483","65.431","65.431","65.431","26.176","26.176","26.176"
"5465.265281319","66.505","66.505","66.505","26.176","26.176","26.176"
"5475.269933096","80.268","80.268","80.268","26.176","26.176","26.176"
"5485.275016494","65.275","65.275","65.275","26.176","26.176","26.176"
"5495.275487052","74.811","74.811","74.811","26.176","26.176","26.176"
"5505.275937652","66.31","66.31","66.31","26.176","26.176","26.176"
"5515.27613732","61.795","61.795","61.795","26.176","26.176","26.176"
"5525.268709063","67.928","67.928","67.928","26.176","26.176","26.176"
"5535.265588392","65.275","65.275","65.275","26.176","26.176","26.176"
"5545.266375728","67.342","67.342","67.342","26.176","26.176","26.176"
"5555.274225934","67.384","67.384","67.384","26.176","26.176","26.176"
"5565.266261212","66.269","66.269","66.269","26.176","26.176","26.176"
"5575.268900167","68.068","68.068","68.068","26.176","26.176","26.176"
"5585.264945965","65.08","65.08","65.08","26.176","26.176","26.176"
"5595.265300676","64.396","64.396","64.396","26.176","26.176","26.176"
"5605.267850455","53.416","53.416","53.416","26.077","26.077","26.077"
"5615.267553434","70.173","70.173","70.173","26.176","26.176","26.176"
"5625.270299357","66.798","66.798","66.798","26.176","26.176","26.176"
"5635.267216317","66.896","66.896","66.896","26.176","26.176","26.176"
"5645.267517139","51.749","51.749","51.749","26.176","26.176","26.176"
"5655.268127221","67.677","67.677","67.677","26.176","26.176","26.176"
"5665.274790712","65.08","65.08","65.08","26.176","26.176","26.176"
"5675.26996395","69.099","69.099","69.099","26.176","26.176","26.176"
"5685.26583713","60.365","60.365","60.365","26.176","26.176","26.176"
"5695.268494597","64.396","64.396","64.396","26.176","26.176","26.176"
"5705.26754324","48.641","48.641","48.641","26.176","26.176","26.176"
"5715.266630139","70.075","70.075","70.075","26.176","26.176","26.176"
"5725.266980088","66.7","66.7","66.7","26.176","26.176","26.176"
"5735.267281439","65.626","65.626","65.626","26.176","26.176","26.176"
"5745.266848198","59.876","59.876","59.876","26.176","26.176","26.176"
"5755.269077492","66.896","66.896","66.896","26.176","26.176","26.176"
"5765.266697905","66.603","66.603","66.603","26.176","26.176","26.176"
"5775.267668704","82.213","82.213","82.213","26.176","26.176","26.176"
"5785.268586364","73.985","73.985","73.985","26.176","26.176","26.176"
"5795.274239431","67.189","67.189","67.189","26.176","26.176","26.176"
"5805.272994608","56.877","56.877","56.877","26.176","26.176","26.176"
"5815.268130037","70.173","70.173","70.173","26.176","26.176","26.176"
"5825.267222938","69.49","69.49","69.49","26.176","26.176","26.176"
"5835.266150224","70.466","70.466","70.466","26.176","26.176","26.176"
"5845.266233999","71.69","71.69","71.69","26.176","26.176","26.176"
"5855.26735575","66.212","66.212","66.212","26.176","26.176","26.176"
"5865.265848487","68.904","68.904","68.904","26.176","26.176","26.176"
"5875.268683511","68.263","68.263","68.263","26.176","26.176","26.176"
"5885.266616603","67.97","67.97","67.97","26.176","26.176","26.176"
"5895.26607862","66.798","66.798","66.798","26.176","26.176","26.176"
"5905.266242639","72.568","72.568","72.568","26.176","26.176","26.176"
"5915.267273191","70.856","70.856","70.856","26.176","26.176","26.176"
"5925.268047209","72.47","72.47","72.47","26.176","26.176","26.176"
"5935.273666155","70.075","70.075","70.075","26.176","26.176","26.176"
"5945.274342229","68.361","68.361","68.361","26.176","26.176","26.176"
"5955.268847884","65.569","65.569","65.569","26.176","26.176","26.176"
"5965.271374737","59.191","59.191","59.191","26.176","26.176","26.176"
"5975.271199327","49.818","49.818","49.818","26.176","26.176","26.176"
"5985.267929389","69.099","69.099","69.099","26.176","26.176","26.176"
"5995.265582978","64.103","64.103","64.103","26.176","26.176","26.176"
"6005.265023539","68.026","68.026","68.026","26.176","26.176","26.176"
"6015.271016868","65.275","65.275","65.275","26.176","26.176","26.176"
"6025.275186198","72.763","72.763","72.763","26.176","26.176","26.176"
"6035.267221564","66.603","66.603","66.603","26.176","26.176","26.176"
"6045.276702736","68.026","68.026","68.026","26.176","26.176","26.176"
"6055.275606555","65.471","65.471","65.471","26.176","26.176","26.176"
"6065.265721934","71.495","71.495","71.495","26.176","26.176","26.176"
"6075.267693803","70.715","70.715","70.715","26.176","26.176","26.176"
"6085.271742501","69.49","69.49","69.49","26.176","26.176","26.176"
"6095.275981395","66.31","66.31","66.31","26.176","26.176","26.176"
"6105.274769634","51.651","51.651","51.651","26.176","26.176","26.176"
"6115.267056885","53.384","53.384","53.384","26.176","26.176","26.176"
"6125.268451437","69.294","69.294","69.294","26.176","26.176","26.176"
"6135.268369822","67.482","67.482","67.482","26.176","26.176","26.176"
"6145.267553346","63.81","63.81","63.81","26.176","26.176","26.176"
"6155.269519362","68.709","68.709","68.709","26.176","26.176","26.176"
"6165.277378796","64.005","64.005","64.005","26.176","26.176","26.176"
"6175.26903679","52.436","52.436","52.436","26.176","26.176","26.176"
"6185.265467123","69.978","69.978","69.978","26.176","26.176","26.176"
"6195.274305167","70.173","70.173","70.173","26.176","26.176","26.176"
"6205.268079926","75.692","75.692","75.692","26.176","26.176","26.176"
"6215.268737001","73.79","73.79","73.79","26.077","26.077","26.077"
"6225.2660367","70.227","70.227","70.227","26.176","26.176","26.176"
"6235.268565539","69.197","69.197","69.197","26.176","26.176","26.176"
"6245.26642663","66.35","66.35","66.35","26.176","26.176","26.176"
"6255.267623485","68.849","68.849","68.849","26.176","26.176","26.176"
"6265.267818046","71.788","71.788","71.788","26.176","26.176","26.176"
"6275.26917742","71.442","71.442","71.442","26.176","26.176","26.176"
"6285.267225709","70.812","70.812","70.812","26.077","26.077","26.077"
"6295.272194858","76.227","76.227","76.227","26.176","26.176","26.176"
"6305.268300583","51.553","51.553","51.553","26.19","26.19","26.19"
"6315.268093415","55.506","55.506","55.506","26.176","26.176","26.176"
"6325.270108898","59.227","59.227","59.227","26.176","26.176","26.176"
"6335.265033828","69.002","69.002","69.002","26.176","26.176","26.176"
"6345.268498901","76.812","76.812","76.812","26.176","26.176","26.176"
"6355.266392848","67.97","67.97","67.97","26.176","26.176","26.176"
"6365.268633069","72.373","72.373","72.373","26.176","26.176","26.176"
"6375.267425707","67.189","67.189","67.189","26.176","26.176","26.176"
"6385.271801035","65.471","65.471","65.471","26.176","26.176","26.176"
"6395.271626093","68.123","68.123","68.123","26.176","26.176","26.176"
"6405.265698111","67.189","67.189","67.189","26.176","26.176","26.176"
"6415.27540635","63.458","63.458","63.458","26.176","26.176","26.176"
"6425.269061306","77.299","77.299","77.299","26.176","26.176","26.176"
"6435.267782121","68.709","68.709","68.709","26.176","26.176","26.176"
"6445.270612672","68.068","68.068","68.068","26.176","26.176","26.176"
"6455.267347696","62.969","62.969","62.969","26.176","26.176","26.176"
"6465.275207677","64.005","64.005","64.005","26.176","26.176","26.176"
"6475.274585848","69.49","69.49","69.49","26.176","26.176","26.176"
"6485.278296682","67.286","67.286","67.286","26.176","26.176","26.176"
"6495.269740958","68.904","68.904","68.904","26.176","26.176","26.176"
"6505.276111694","65.626","65.626","65.626","26.176","26.176","26.176"
"6515.268265732","67.579","67.579","67.579","26.176","26.176","26.176"
"6525.274278702","68.556","68.556","68.556","26.176","26.176","26.176"
"6535.270680161","64.396","64.396","64.396","26.176","26.176","26.176"
"6545.273087391","68.068","68.068","68.068","26.176","26.176","26.176"
"6555.277248723","63.849","63.849","63.849","26.176","26.176","26.176"
"6565.26728664","65.666","65.666","65.666","26.176","26.176","26.176"
"6575.268910592","67.579","67.579","67.579","26.176","26.176","26.176"
"6585.27318068","62.93","62.93","62.93","26.176","26.176","26.176"
"6595.266668499","36.187","36.187","36.187","26.162","26.162","26.162"
"6605.268957463","69.88","69.88","69.88","26.275","26.275","26.275"
"6615.266056867","68.556","68.556","68.556","26.176","26.176","26.176"
"6625.266957279","74.375","74.375","74.375","26.176","26.176","26.176"
"6635.265473202","63.516","63.516","63.516","26.176","26.176","26.176"
"6645.275069982","63.81","63.81","63.81","26.176","26.176","26.176"
"6655.266185363","51.553","51.553","51.553","26.176","26.176","26.176"
"6665.272476164","65.373","65.373","65.373","26.275","26.275","26.275"
"6675.27379124","65.528","65.528","65.528","26.176","26.176","26.176"
"6685.265847748","69.044","69.044","69.044","26.176","26.176","26.176"
"6695.267210123","65.178","65.178","65.178","26.176","26.176","26.176"
"6705.266051453","70.075","70.075","70.075","26.176","26.176","26.176"
"6715.266638701","64.982","64.982","64.982","26.176","26.176","26.176"
"6725.26536817","66.798","66.798","66.798","26.176","26.176","26.176"
"6735.266781159","54.918","54.918","54.918","26.176","26.176","26.176"
"6745.265794792","62.832","62.832","62.832","26.176","26.176","26.176"
"6755.265247524","68.458","68.458","68.458","26.176","26.176","26.176"
"6765.27254652","67.775","67.775","67.775","26.176","26.176","26.176"
"6775.274140466","65.919","65.919","65.919","26.176","26.176","26.176"
"6785.276503779","66.993","66.993","66.993","26.176","26.176","26.176"
"6795.267739525","66.896","66.896","66.896","26.176","26.176","26.176"
"6805.268997297","70.758","70.758","70.758","26.176","26.176","26.176"
"6815.266827316","69.49","69.49","69.49","26.176","26.176","26.176"
"6825.27073043","66.603","66.603","66.603","26.176","26.176","26.176"
"6835.266803449","71.495","71.495","71.495","26.176","26.176","26.176"
"6845.26717991","68.416","68.416","68.416","26.176","26.176","26.176"
"6855.265820758","65.275","65.275","65.275","26.176","26.176","26.176"
"6865.26973258","68.654","68.654","68.654","26.176","26.176","26.176"
"6875.271815064","67.719","67.719","67.719","26.19","26.19","26.19"
"6885.270234538","66.937","66.937","66.937","26.19","26.19","26.19"
"6895.271394991","66.937","66.937","66.937","26.205","26.205","26.205"
"6905.276211751","68.989","68.989","68.989","26.205","26.205","26.205"
"6915.271879911","70.802","70.802","70.802","26.19","26.19","26.19"
"6925.265851547","65.022","65.022","65.022","26.205","26.205","26.205"
"6935.270209841","66.391","66.391","66.391","26.19","26.19","26.19"
"6945.266836505","67.523","67.523","67.523","26.19","26.19","26.19"
"6955.281024488","66.098","66.098","66.098","26.19","26.19","26.19"
"6965.267114641","67.97","67.97","67.97","26.19","26.19","26.19"
"6975.269447562","68.012","68.012","68.012","26.19","26.19","26.19"
"6985.266076322","67.523","67.523","67.523","26.19","26.19","26.19"
"6995.268032843","70.412","70.412","70.412","26.19","26.19","26.19"
"7005.269211666","68.891","68.891","68.891","26.19","26.19","26.19"
"7015.275973268","63.986","63.986","63.986","26.19","26.19","26.19"
"7025.266663436","68.598","68.598","68.598","26.19","26.19","26.19"
"7035.275966887","83.822","83.822","83.822","26.19","26.19","26.19"
"7045.266856179","67.914","67.914","67.914","26.19","26.19","26.19"
"7055.273738355","50.045","50.045","50.045","26.19","26.19","26.19"
"7065.27536408","62.029","62.029","62.029","26.19","26.19","26.19"
"7075.270250738","65.96","65.96","65.96","26.19","26.19","26.19"
"7085.268842805","67.035","67.035","67.035","26.19","26.19","26.19"
"7095.27530527","67.76","67.76","67.76","26.19","26.19","26.19"
"7105.26739402","66","66","66","26.19","26.19","26.19"
"7115.269227128","65.862","65.862","65.862","26.19","26.19","26.19"
"7125.268434927","60.108","60.108","60.108","26.19","26.19","26.19"
"7135.267049822","71.93","71.93","71.93","26.19","26.19","26.19"
"7145.268309409","68.947","68.947","68.947","26.19","26.19","26.19"
"7155.271621196","67.523","67.523","67.523","26.092","26.092","26.092"
"7165.276411092","68.947","68.947","68.947","26.092","26.092","26.092"
"7175.27169243","48.965","48.965","48.965","26.092","26.092","26.092"
"7185.269609123","67.914","67.914","67.914","26.19","26.19","26.19"
"7195.267688967","72.32","72.32","72.32","26.19","26.19","26.19"
"7205.273443367","73.686","73.686","73.686","26.19","26.19","26.19"
"7215.268201523","67.23","67.23","67.23","26.092","26.092","26.092"
"7225.274729161","70.509","70.509","70.509","26.092","26.092","26.092"
"7235.267122906","66.839","66.839","66.839","26.092","26.092","26.092"
"7245.268250767","61.344","61.344","61.344","26.19","26.19","26.19"
"7255.266945083","50.505","50.505","50.505","26.092","26.092","26.092"
"7265.268025972","68.11","68.11","68.11","26.19","26.19","26.19"
"7275.266990506","69.435","69.435","69.435","26.19","26.19","26.19"
"7285.268288821","65.413","65.413","65.413","26.092","26.092","26.092"
"7295.271218815","59.165","59.165","59.165","26.092","26.092","26.092"
"7305.267316563","68.5","68.5","68.5","26.092","26.092","26.092"
"7315.275952994","62.126","62.126","62.126","26.19","26.19","26.19"
"7325.276754874","63.653","63.653","63.653","26.19","26.19","26.19"
"7335.26584027","66.644","66.644","66.644","26.19","26.19","26.19"
"7345.26973949","67.23","67.23","67.23","26.092","26.092","26.092"
"7355.267208853","68.403","68.403","68.403","26.092","26.092","26.092"
"7365.272405433","69.24","69.24","69.24","26.092","26.092","26.092"
"7375.267501486","66.937","66.937","66.937","26.092","26.092","26.092"
"7385.267184918","69.826","69.826","69.826","26.092","26.092","26.092"
"7395.268658993","68.556","68.556","68.556","26.092","26.092","26.092"
"7405.268187202","66.253","66.253","66.253","26.19","26.19","26.19"
"7415.271778622","65.902","65.902","65.902","26.092","26.092","26.092"
"7425.269521687","66.839","66.839","66.839","26.092","26.092","26.092"
"7435.267732106","66.253","66.253","66.253","26.092","26.092","26.092"
"7445.269841448","65.862","65.862","65.862","26.092","26.092","26.092"
"7455.268043542","67.719","67.719","67.719","26.19","26.19","26.19"
"7465.267290735","70.119","70.119","70.119","26.092","26.092","26.092"
"7475.265605866","68.012","68.012","68.012","26.092","26.092","26.092"
"7485.275522122","66.448","66.448","66.448","26.092","26.092","26.092"
"7495.267926875","77.981","77.981","77.981","26.092","26.092","26.092"
"7505.268156785","63.555","63.555","63.555","26.092","26.092","26.092"
"7515.267006019","64.924","64.924","64.924","26.092","26.092","26.092"
"7525.265817928","65.316","65.316","65.316","26.092","26.092","26.092"
"7535.269340155","72.32","72.32","72.32","26.092","26.092","26.092"
"7545.267848139","68.598","68.598","68.598","26.092","26.092","26.092"
"7555.26651911","73.003","73.003","73.003","26.092","26.092","26.092"
"7565.266729548","68.947","68.947","68.947","26.092","26.092","26.092"
"7575.268433576","72.462","72.462","72.462","26.092","26.092","26.092"
"7585.268014819","67.132","67.132","67.132","26.092","26.092","26.092"
"7595.266647835","72.125","72.125","72.125","26.092","26.092","26.092"
"7605.269019198","61.381","61.381","61.381","26.19","26.19","26.19"
"7615.275087414","64.435","64.435","64.435","26.092","26.092","26.092"
"7625.269495016","67.091","67.091","67.091","26.077","26.077","26.077"
"7635.266044262","68.458","68.458","68.458","26.092","26.092","26.092"
"7645.265143907","67.775","67.775","67.775","26.077","26.077","26.077"
"7655.277921309","64.161","64.161","64.161","26.092","26.092","26.092"
"7665.266522874","69.044","69.044","69.044","26.077","26.077","26.077"
"7675.267885473","71.539","71.539","71.539","26.176","26.176","26.176"
"7685.275161061","49.916","49.916","49.916","26.077","26.077","26.077"
"7695.271766802","66.839","66.839","66.839","26.092","26.092","26.092"
"7705.266417373","65.471","65.471","65.471","26.092","26.092","26.092"
"7715.275600026","77.835","77.835","77.835","26.077","26.077","26.077"
"7725.267828934","48.474","48.474","48.474","26.077","26.077","26.077"
"7735.266397064","66.212","66.212","66.212","26.077","26.077","26.077"
"7745.266627238","68.556","68.556","68.556","26.077","26.077","26.077"
"7755.267746496","67.97","67.97","67.97","26.092","26.092","26.092"
"7765.268902114","68.165","68.165","68.165","26.077","26.077","26.077"
"7775.275217284","68.361","68.361","68.361","26.077","26.077","26.077"
"7785.266388161","71.734","71.734","71.734","26.077","26.077","26.077"
"7795.275377311","61.795","61.795","61.795","26.092","26.092","26.092"
"7805.268452872","57.107","57.107","57.107","26.092","26.092","26.092"
"7815.267062358","54.495","54.495","54.495","26.092","26.092","26.092"
"7825.266807005","68.263","68.263","68.263","26.092","26.092","26.092"
"7835.265294444","69.435","69.435","69.435","26.092","26.092","26.092"
"7845.267664299","65.12","65.12","65.12","26.092","26.092","26.092"
"7855.272770023","67.384","67.384","67.384","26.092","26.092","26.092"
"7865.269935167","68.165","68.165","68.165","26.092","26.092","26.092"
"7875.266498156","69.337","69.337","69.337","26.092","26.092","26.092"
"7885.265273881","68.696","68.696","68.696","26.092","26.092","26.092"
"7895.27022877","68.947","68.947","68.947","26.092","26.092","26.092"
"7905.266345841","65.022","65.022","65.022","26.092","26.092","26.092"
"7915.276220111","65.96","65.96","65.96","26.092","26.092","26.092"
"7925.272496546","68.5","68.5","68.5","26.19","26.19","26.19"
"7935.26792506","63.594","63.594","63.594","26.092","26.092","26.092"
"7945.272976741","66.937","66.937","66.937","26.092","26.092","26.092"
"7955.265820771","69.435","69.435","69.435","26.106","26.106","26.106"
"7965.268185421","62.42","62.42","62.42","26.092","26.092","26.092"
"7975.26763435","66.644","66.644","66.644","26.092","26.092","26.092"
"7985.267074625","67.677","67.677","67.677","26.092","26.092","26.092"
"7995.277509251","65.022","65.022","65.022","26.092","26.092","26.092"
"8005.266427183","67.467","67.467","67.467","26.092","26.092","26.092"
"8015.269814234","68.207","68.207","68.207","26.106","26.106","26.106"
"8025.27158616","66.253","66.253","66.253","26.092","26.092","26.092"
"8035.275325862","68.598","68.598","68.598","25.993","25.993","25.993"
"8045.268843485","67.76","67.76","67.76","26.092","26.092","26.092"
"8055.266481915","60.854","60.854","60.854","26.092","26.092","26.092"
"8065.267674196","78.274","78.274","78.274","26.077","26.077","26.077"
"8075.268127008","66.448","66.448","66.448","26.092","26.092","26.092"
"8085.266431397","68.751","68.751","68.751","26.077","26.077","26.077"
"8095.27480162","68.068","68.068","68.068","26.077","26.077","26.077"
"8105.273339241","51.945","51.945","51.945","26.092","26.092","26.092"
"8115.269563651","66.741","66.741","66.741","26.077","26.077","26.077"
"8125.267104395","68.263","68.263","68.263","26.077","26.077","26.077"
"8135.2686717","67.775","67.775","67.775","26.176","26.176","26.176"
"8145.269789294","68.556","68.556","68.556","26.077","26.077","26.077"
"8155.266340802","57.562","57.562","57.562","26.092","26.092","26.092"
"8165.267592278","66.155","66.155","66.155","26.077","26.077","26.077"
"8175.271068852","71.779","71.779","71.779","26.092","26.092","26.092"
"8185.276717066","67.286","67.286","67.286","26.176","26.176","26.176"
"8195.268802094","68.654","68.654","68.654","26.176","26.176","26.176"
"8205.267729504","75.591","75.591","75.591","26.19","26.19","26.19"
"8215.268193634","67.189","67.189","67.189","26.077","26.077","26.077"
"8225.270518576","65.919","65.919","65.919","26.176","26.176","26.176"
"8235.267365274","73.887","73.887","73.887","26.077","26.077","26.077"
"8245.274156326","70.075","70.075","70.075","26.077","26.077","26.077"
"8255.273009137","68.514","68.514","68.514","26.176","26.176","26.176"
"8265.274999011","69.587","69.587","69.587","26.176","26.176","26.176"
"8275.265605066","66.017","66.017","66.017","26.176","26.176","26.176"
"8285.268252333","65.04","65.04","65.04","26.176","26.176","26.176"
"8295.269829436","61.502","61.502","61.502","26.077","26.077","26.077"
"8305.266998827","73.205","73.205","73.205","26.077","26.077","26.077"
"8315.265139827","66.505","66.505","66.505","26.176","26.176","26.176"
"8325.269405514","64.747","64.747","64.747","26.176","26.176","26.176"
"8335.274539372","66.993","66.993","66.993","26.176","26.176","26.176"
"8345.265611752","71.885","71.885","71.885","26.176","26.176","26.176"
"8355.267793384","62.382","62.382","62.382","26.176","26.176","26.176"
"8365.268409953","64.2","64.2","64.2","26.077","26.077","26.077"
"8375.276332272","70.368","70.368","70.368","26.176","26.176","26.176"
"8385.266576488","66.854","66.854","66.854","26.176","26.176","26.176"
"8395.266200728","85.564","85.564","85.564","26.176","26.176","26.176"
"8405.268607634","67.091","67.091","67.091","26.176","26.176","26.176"
"8415.276418391","50.603","50.603","50.603","26.176","26.176","26.176"
"8425.265950247","68.123","68.123","68.123","26.176","26.176","26.176"
"8435.272815348","69.685","69.685","69.685","26.176","26.176","26.176"
"8445.270626781","70.129","70.129","70.129","26.176","26.176","26.176"
"8455.267598784","68.318","68.318","68.318","26.176","26.176","26.176"
"8465.266206648","69.392","69.392","69.392","26.176","26.176","26.176"
"8475.268470184","64.494","64.494","64.494","26.176","26.176","26.176"
"8485.266612965","68.709","68.709","68.709","26.176","26.176","26.176"
"8495.26869236","71.007","71.007","71.007","26.176","26.176","26.176"
"8505.268440931","62.871","62.871","62.871","26.176","26.176","26.176"
"8515.27836093","68.221","68.221","68.221","26.176","26.176","26.176"
"8525.269459114","67.872","67.872","67.872","26.176","26.176","26.176"
"8535.267885106","66.7","66.7","66.7","26.176","26.176","26.176"
"8545.267454357","50.965","50.965","50.965","26.176","26.176","26.176"
"8555.26898574","64.982","64.982","64.982","26.176","26.176","26.176"
"8565.267413992","59.778","59.778","59.778","26.176","26.176","26.176"
"8575.276947969","67.97","67.97","67.97","26.176","26.176","26.176"
"8585.26742504","68.068","68.068","68.068","26.176","26.176","26.176"
"8595.267452625","69.099","69.099","69.099","26.176","26.176","26.176"
"8605.26826857","66.603","66.603","66.603","26.176","26.176","26.176"
"8615.265246389","70.52","70.52","70.52","26.176","26.176","26.176"
"8625.267366157","68.806","68.806","68.806","26.176","26.176","26.176"
"8635.265257041","67.872","67.872","67.872","26.176","26.176","26.176"
"8645.26585124","68.263","68.263","68.263","26.176","26.176","26.176"
"8655.273018165","65.431","65.431","65.431","26.176","26.176","26.176"
"8665.271073848","67.482","67.482","67.482","26.176","26.176","26.176"
"8675.268754561","76.472","76.472","76.472","26.176","26.176","26.176"
"8685.276414871","64.885","64.885","64.885","26.176","26.176","26.176"
"8695.268722379","67.482","67.482","67.482","26.176","26.176","26.176"
"8705.266311138","66.896","66.896","66.896","26.176","26.176","26.176"
"8715.276038951","67.677","67.677","67.677","26.176","26.176","26.176"
"8725.273343637","66.798","66.798","66.798","26.176","26.176","26.176"
"8735.265695031","48.15","48.15","48.15","26.176","26.176","26.176"
"8745.267935587","66.31","66.31","66.31","26.176","26.176","26.176"
"8755.269133347","68.026","68.026","68.026","26.176","26.176","26.176"
"8765.2715031","69.685","69.685","69.685","26.176","26.176","26.176"
"8775.270426213","67.091","67.091","67.091","26.176","26.176","26.176"
"8785.268191937","74.862","74.862","74.862","26.176","26.176","26.176"
"8795.265617615","60.817","60.817","60.817","26.275","26.275","26.275"
"8805.267776307","64.005","64.005","64.005","26.275","26.275","26.275"
"8815.274644143","50.181","50.181","50.181","26.176","26.176","26.176"
"8825.274660978","68.556","68.556","68.556","26.176","26.176","26.176"
"8835.278396458","73.153","73.153","73.153","26.176","26.176","26.176"
"8845.2654304","65.724","65.724","65.724","26.176","26.176","26.176"
"8855.267890467","70.466","70.466","70.466","26.176","26.176","26.176"
"8865.266228091","66.993","66.993","66.993","26.275","26.275","26.275"
"8875.269123862","67.635","67.635","67.635","26.176","26.176","26.176"
"8885.269069715","55.31","55.31","55.31","26.176","26.176","26.176"
"8895.267536322","67.286","67.286","67.286","26.176","26.176","26.176"
"8905.265244871","67.147","67.147","67.147","26.176","26.176","26.176"
"8915.271250323","66.017","66.017","66.017","26.176","26.176","26.176"
"8925.276096093","68.709","68.709","68.709","26.176","26.176","26.176"
"8935.276339074","67.286","67.286","67.286","26.176","26.176","26.176"
"8945.272748088","69.685","69.685","69.685","26.176","26.176","26.176"
"8955.269456822","66.896","66.896","66.896","26.176","26.176","26.176"
"8965.265281538","66.798","66.798","66.798","26.176","26.176","26.176"
"8975.271515029","63.516","63.516","63.516","26.176","26.176","26.176"
"8985.269014141","69.49","69.49","69.49","26.176","26.176","26.176"
"8995.265411324","65.373","65.373","65.373","26.176","26.176","26.176"
"9005.268323305","69.49","69.49","69.49","26.275","26.275","26.275"
"9015.265721188","62.382","62.382","62.382","26.176","26.176","26.176"
"9025.268935439","67.775","67.775","67.775","26.176","26.176","26.176"
"9035.266917739","59.386","59.386","59.386","26.176","26.176","26.176"
"9045.2719885","71.495","71.495","71.495","26.162","26.162","26.162"
"9055.274689111","73.543","73.543","73.543","26.19","26.19","26.19"
