"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.1.pcieLinkGen","StudyAbroadGPT-7B-continued - system/gpu.1.pcieLinkGen__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.pcieLinkGen__MAX"
"9965.268176628","3","3","3"
"9975.27028202","3","3","3"
"9985.275231515","3","3","3"
"9995.26710852","3","3","3"
"10005.266592913","3","3","3"
"10015.265942395","3","3","3"
"10025.266882367","3","3","3"
"10035.274240376","3","3","3"
"10045.266489421","3","3","3"
"10055.265271964","3","3","3"
"10065.266477145","3","3","3"
"10075.274032717","3","3","3"
"10085.270606121","3","3","3"
"10095.26805613","3","3","3"
"10105.266613224","3","3","3"
"10115.27366137","3","3","3"
"10125.267492647","3","3","3"
"10135.26632014","3","3","3"
"10145.275637772","3","3","3"
"10155.274389073","3","3","3"
"10165.271681037","3","3","3"
"10175.266929476","3","3","3"
"10185.27601364","3","3","3"
"10195.273921894","3","3","3"
"10205.266713278","3","3","3"
"10215.267529133","3","3","3"
"10225.267328462","3","3","3"
"10235.27131089","3","3","3"
"10245.273430352","3","3","3"
"10255.267188324","3","3","3"
"10265.270369132","3","3","3"
"10275.270676559","3","3","3"
"10285.268403167","3","3","3"
"10295.265949616","3","3","3"
"10305.268664659","3","3","3"
"10315.276636771","3","3","3"
"10325.265237176","3","3","3"
"10335.266270359","3","3","3"
"10345.266861708","3","3","3"
"10355.267100542","3","3","3"
"10365.275138559","3","3","3"
"10375.268321371","3","3","3"
"10385.272617733","3","3","3"
"10395.269447646","3","3","3"
"10405.268120934","3","3","3"
"10415.266327655","3","3","3"
"10425.268122194","3","3","3"
"10435.265821154","3","3","3"
"10445.268195629","3","3","3"
"10455.268367537","3","3","3"
"10465.273575112","3","3","3"
"10475.270161828","3","3","3"
"10485.268941863","3","3","3"
"10495.270851705","3","3","3"
"10505.267744754","3","3","3"
"10515.266745681","3","3","3"
"10525.27314148","3","3","3"
"10535.272423582","3","3","3"
"10545.277069862","3","3","3"
"10555.266217128","3","3","3"
"10565.267360402","3","3","3"
"10575.269752817","3","3","3"
"10585.26718195","3","3","3"
"10595.271510357","3","3","3"
"10605.270729018","3","3","3"
"10615.268672148","3","3","3"
"10625.269184481","3","3","3"
"10635.2742625","3","3","3"
"10645.268982781","3","3","3"
"10655.267762667","3","3","3"
"10665.266145121","3","3","3"
"10675.269845119","3","3","3"
"10685.267648117","3","3","3"
"10695.265595034","3","3","3"
"10705.267160422","3","3","3"
"10715.277297908","3","3","3"
"10725.269593704","3","3","3"
"10735.265542756","3","3","3"
"10745.275053239","3","3","3"
"10755.266120147","3","3","3"
"10765.266424015","3","3","3"
"10775.269341847","3","3","3"
"10785.26654148","3","3","3"
"10795.267407098","3","3","3"
"10805.268069518","3","3","3"
"10815.275896005","3","3","3"
"10825.27051549","3","3","3"
"10835.267405828","3","3","3"
"10845.268449971","3","3","3"
"10855.266159456","3","3","3"
"10865.267026153","3","3","3"
"10875.269204538","3","3","3"
"10885.267271872","3","3","3"
"10895.268760155","3","3","3"
"10905.266133112","3","3","3"
"10915.266576658","3","3","3"
"10925.273243576","3","3","3"
"10935.276969204","3","3","3"
"10945.269022399","3","3","3"
"10955.265258336","3","3","3"
"10965.267129206","3","3","3"
"10975.265564529","3","3","3"
"10985.270181721","3","3","3"
"10995.267611034","3","3","3"
"11005.271347643","3","3","3"
"11015.265777065","3","3","3"
"11025.267009504","3","3","3"
"11035.268057168","3","3","3"
"11045.271569455","3","3","3"
"11055.266576665","3","3","3"
"11065.266721744","3","3","3"
"11075.265969225","3","3","3"
"11085.268079755","3","3","3"
"11095.267429576","3","3","3"
"11105.269010686","3","3","3"
"11115.265910048","3","3","3"
"11125.268098988","3","3","3"
"11135.265105005","3","3","3"
"11145.281379656","3","3","3"
"11155.267441517","3","3","3"
"11165.267428142","3","3","3"
"11175.268502918","3","3","3"
"11185.265655758","3","3","3"
"11195.267227589","3","3","3"
"11205.270754276","3","3","3"
"11215.270189063","3","3","3"
"11225.266849414","3","3","3"
"11235.269388101","3","3","3"
"11245.269857195","3","3","3"
"11255.266106521","3","3","3"
"11265.269849527","3","3","3"
"11275.265838888","3","3","3"
"11285.279343117","3","3","3"
"11295.266258346","3","3","3"
"11305.274984812","3","3","3"
"11315.269899843","3","3","3"
"11325.266134502","3","3","3"
"11335.269309369","3","3","3"
"11345.268794346","3","3","3"
"11355.268207606","3","3","3"
"11365.276864589","3","3","3"
"11375.267108886","3","3","3"
"11385.26631145","3","3","3"
"11395.265792404","3","3","3"
"11405.26562448","3","3","3"
"11415.269370685","3","3","3"
"11425.266978692","3","3","3"
"11435.268469647","3","3","3"
"11445.269196826","3","3","3"
"11455.26861219","3","3","3"
"11465.269520704","3","3","3"
"11475.271248197","3","3","3"
"11485.271791869","3","3","3"
"11495.270200963","3","3","3"
"11505.275170661","3","3","3"
"11515.275757952","3","3","3"
"11525.27374778","3","3","3"
"11535.271108855","3","3","3"
"11545.275835937","3","3","3"
"11555.272683491","3","3","3"
"11565.275117109","3","3","3"
"11575.265494234","3","3","3"
"11585.265688503","3","3","3"
"11595.275947864","3","3","3"
"11605.276168739","3","3","3"
"11615.266974412","3","3","3"
"11625.269454221","3","3","3"
"11635.267408474","3","3","3"
"11645.271363075","3","3","3"
"11655.271374483","3","3","3"
"11665.265630965","3","3","3"
"11675.274043697","3","3","3"
"11685.269174239","3","3","3"
"11695.2754325","3","3","3"
"11705.270687622","3","3","3"
"11715.268272857","3","3","3"
"11725.266327501","3","3","3"
"11735.267466078","3","3","3"
"11745.266788337","3","3","3"
"11755.269390328","3","3","3"
"11765.268177158","3","3","3"
"11775.268597701","3","3","3"
"11785.269040545","3","3","3"
"11795.265701444","3","3","3"
"11805.267634503","3","3","3"
"11815.267393265","3","3","3"
"11825.265837074","3","3","3"
"11835.266121312","3","3","3"
"11845.27008683","3","3","3"
"11855.267172017","3","3","3"
"11865.269616657","3","3","3"
"11875.267773727","3","3","3"
"11885.274528276","3","3","3"
"11895.273283695","3","3","3"
"11905.267725231","3","3","3"
"11915.271377549","3","3","3"
"11925.273590003","3","3","3"
"11935.271757615","3","3","3"
"11945.267005046","3","3","3"
"11955.268064745","3","3","3"
"11965.275713815","3","3","3"
"11975.270746359","3","3","3"
"11985.266436403","3","3","3"
"11995.275325648","3","3","3"
"12005.266862467","3","3","3"
"12015.267884114","3","3","3"
"12025.27071965","3","3","3"
"12035.265251765","3","3","3"
"12045.269853346","3","3","3"
"12055.267491079","3","3","3"
"12065.267327754","3","3","3"
"12075.274363218","3","3","3"
"12085.268323544","3","3","3"
"12095.271937996","3","3","3"
"12105.271363841","3","3","3"
"12115.267397436","3","3","3"
"12125.274496153","3","3","3"
"12135.267907072","3","3","3"
"12145.267700611","3","3","3"
"12155.266227418","3","3","3"
"12165.266290599","3","3","3"
"12175.265630587","3","3","3"
"12185.266845295","3","3","3"
"12195.274661728","3","3","3"
"12205.271740414","3","3","3"
"12215.271000064","3","3","3"
"12225.276562369","3","3","3"
"12235.265264339","3","3","3"
"12245.266400752","3","3","3"
"12255.269627388","3","3","3"
"12265.272898991","3","3","3"
"12275.272731171","3","3","3"
"12285.272573181","3","3","3"
"12295.266767254","3","3","3"
"12305.267928064","3","3","3"
"12315.266969221","3","3","3"
"12325.268725579","3","3","3"
"12335.268846955","3","3","3"
"12345.265592148","3","3","3"
"12355.269216502","3","3","3"
"12365.272045079","3","3","3"
"12375.269285387","3","3","3"
"12385.272099657","3","3","3"
"12395.280495319","3","3","3"
"12405.267933802","3","3","3"
"12415.267278289","3","3","3"
"12425.266731581","3","3","3"
"12435.279259321","3","3","3"
"12445.272354694","3","3","3"
"12455.265696145","3","3","3"
"12465.274214987","3","3","3"
"12475.268474355","3","3","3"
"12485.26626747","3","3","3"
"12495.266951018","3","3","3"
"12505.268865841","3","3","3"
"12515.265760342","3","3","3"
"12525.26939346","3","3","3"
"12535.276647872","3","3","3"
"12545.267361241","3","3","3"
"12555.266749886","3","3","3"
"12565.276502009","3","3","3"
"12575.266539019","3","3","3"
"12585.269629984","3","3","3"
"12595.27073349","3","3","3"
"12605.274351484","3","3","3"
"12615.268866744","3","3","3"
"12625.265510852","3","3","3"
"12635.266951617","3","3","3"
"12645.269524736","3","3","3"
"12655.266093784","3","3","3"
"12665.267245065","3","3","3"
"12675.273632815","3","3","3"
"12685.266992428","3","3","3"
"12695.26689422","3","3","3"
"12705.268311872","3","3","3"
"12715.265901968","3","3","3"
"12725.265735418","3","3","3"
"12735.268173582","3","3","3"
"12745.265150377","3","3","3"
"12755.265354609","3","3","3"
"12765.266105652","3","3","3"
"12775.271698672","3","3","3"
"12785.265342144","3","3","3"
"12795.270426017","3","3","3"
"12805.269276446","3","3","3"
"12815.267384355","3","3","3"
"12825.269622485","3","3","3"
"12835.276390595","3","3","3"
"12845.269732581","3","3","3"
"12855.269584015","3","3","3"
"12865.269063744","3","3","3"
"12875.268205567","3","3","3"
"12885.266551482","3","3","3"
"12895.268356317","3","3","3"
"12905.267753647","3","3","3"
"12915.276278731","3","3","3"
"12925.266310371","3","3","3"
"12935.269160322","3","3","3"
"12945.272159906","3","3","3"
"12955.275733197","3","3","3"
"12965.270380553","3","3","3"
"12975.271294877","3","3","3"
"12985.267631093","3","3","3"
"12995.26563779","3","3","3"
"13005.266320517","3","3","3"
"13015.267496005","3","3","3"
"13025.275591635","3","3","3"
"13035.268013426","3","3","3"
"13045.2736964","3","3","3"
"13055.267475757","3","3","3"
"13065.266218994","3","3","3"
"13075.269669946","3","3","3"
"13085.268362479","3","3","3"
"13095.266070308","3","3","3"
"13105.269353336","3","3","3"
"13115.277540591","3","3","3"
"13125.277641284","3","3","3"
"13135.267784994","3","3","3"
"13145.276122155","3","3","3"
"13155.27359626","3","3","3"
"13165.26846478","3","3","3"
"13175.268964853","3","3","3"
"13185.277128387","3","3","3"
"13195.267379563","3","3","3"
"13205.265400955","3","3","3"
"13215.26740156","3","3","3"
"13225.267285194","3","3","3"
"13235.268127691","3","3","3"
"13245.266620334","3","3","3"
"13255.272848807","3","3","3"
"13265.26826921","3","3","3"
"13275.280801906","3","3","3"
"13285.268534915","3","3","3"
"13295.269740741","3","3","3"
"13305.269088486","3","3","3"
"13315.267522259","3","3","3"
"13325.267215017","3","3","3"
"13335.268073319","3","3","3"
"13345.26564311","3","3","3"
"13355.272553054","3","3","3"
"13365.266792107","3","3","3"
"13375.273049343","3","3","3"
"13385.267999428","3","3","3"
"13395.267425644","3","3","3"
"13405.267124142","3","3","3"
"13415.265516166","3","3","3"
"13425.271498278","3","3","3"
"13435.273240948","3","3","3"
"13445.276299375","3","3","3"
"13455.270926914","3","3","3"
"13465.269596076","3","3","3"
"13475.277436541","3","3","3"
"13485.269702326","3","3","3"
"13495.26575536","3","3","3"
"13505.26765581","3","3","3"
"13515.276295325","3","3","3"
"13525.276022136","3","3","3"
"13535.27627935","3","3","3"
"13545.267688516","3","3","3"
"13555.266298328","3","3","3"
"13565.276373667","3","3","3"
"13575.266317798","3","3","3"
"13585.265857983","3","3","3"
"13595.271291391","3","3","3"
"13605.269277043","3","3","3"
"13615.270262396","3","3","3"
"13625.273849432","3","3","3"
"13635.267313588","3","3","3"
"13645.266825115","3","3","3"
"13655.265170602","3","3","3"
"13665.266173332","3","3","3"
"13675.267185317","3","3","3"
"13685.266664427","3","3","3"
"13695.269700089","3","3","3"
"13705.272052584","3","3","3"
"13715.266624303","3","3","3"
"13725.266326191","3","3","3"
"13735.268025369","3","3","3"
"13745.27085077","3","3","3"
"13755.271365516","3","3","3"
"13765.276503647","3","3","3"
"13775.268787699","3","3","3"
"13785.265842741","3","3","3"
"13795.265196294","3","3","3"
"13805.26651527","3","3","3"
"13815.265840167","3","3","3"
"13825.266013531","3","3","3"
"13835.270484096","3","3","3"
"13845.269808457","3","3","3"
"13855.268822154","3","3","3"
"13865.267711011","3","3","3"
"13875.269110898","3","3","3"
"13885.268493689","3","3","3"
"13895.267771328","3","3","3"
"13905.267700194","3","3","3"
"13915.275521495","3","3","3"
"13925.267300761","3","3","3"
"13935.267302446","3","3","3"
"13945.267001672","3","3","3"
"13955.265188173","3","3","3"
"13965.270215628","3","3","3"
"13975.265990456","3","3","3"
"13985.265504628","3","3","3"
"13995.267852072","3","3","3"
"14005.272851055","3","3","3"
"14015.280789529","3","3","3"
"14025.268132628","3","3","3"
"14035.268329493","3","3","3"
"14045.271255687","3","3","3"
"14055.283387048","3","3","3"
"14065.268166009","3","3","3"
"14075.27799069","3","3","3"
"14085.270883463","3","3","3"
"14095.266368827","3","3","3"
"14105.266394786","3","3","3"
"14115.26843246","3","3","3"
"14125.265740162","3","3","3"
"14135.269055079","3","3","3"
"14145.26730688","3","3","3"
"14155.270968103","3","3","3"
"14165.269838095","3","3","3"
"14175.267936164","3","3","3"
"14185.27483906","3","3","3"
"14195.266114426","3","3","3"
"14205.270091246","3","3","3"
"14215.266579938","3","3","3"
"14225.270122539","3","3","3"
"14235.266055328","3","3","3"
"14245.274256541","3","3","3"
"14255.267119151","3","3","3"
"14265.266301658","3","3","3"
"14275.265623413","3","3","3"
"14285.271538621","3","3","3"
"14295.285433962","3","3","3"
"14305.278564321","3","3","3"
"14315.265603642","3","3","3"
"14325.267814348","3","3","3"
"14335.267961075","3","3","3"
"14345.265742273","3","3","3"
"14355.270102395","3","3","3"
"14365.266115105","3","3","3"
"14375.270732565","3","3","3"
"14385.27568783","3","3","3"
"14395.266652234","3","3","3"
"14405.275039852","3","3","3"
"14415.266643388","3","3","3"
"14425.265899921","3","3","3"
"14435.267525062","3","3","3"
"14445.272019727","3","3","3"
"14455.269457223","3","3","3"
"14465.274536939","3","3","3"
"14475.265473467","3","3","3"
"14485.26520935","3","3","3"
"14495.267797593","3","3","3"
"14505.268631443","3","3","3"
"14515.269797401","3","3","3"
"14525.267247547","3","3","3"
"14535.267057434","3","3","3"
"14545.268232064","3","3","3"
"14555.268497093","3","3","3"
"14565.278783151","3","3","3"
"14575.26933475","3","3","3"
"14585.268153618","3","3","3"
"14595.270702146","3","3","3"
"14605.265022005","3","3","3"
"14615.266524231","3","3","3"
"14625.268044768","3","3","3"
"14635.268742676","3","3","3"
"14645.273750457","3","3","3"
"14655.267652631","3","3","3"
"14665.268010571","3","3","3"
"14675.265590035","3","3","3"
"14685.272265332","3","3","3"
"14695.266147858","3","3","3"
"14705.266365829","3","3","3"
"14715.268837929","3","3","3"
"14725.268356439","3","3","3"
"14735.266944043","3","3","3"
"14745.276647089","3","3","3"
"14755.267330248","3","3","3"
"14765.266156141","3","3","3"
"14775.267663537","3","3","3"
"14785.270430042","3","3","3"
"14795.269586772","3","3","3"
"14805.267986548","3","3","3"
"14815.267440146","3","3","3"
"14825.270575942","3","3","3"
"14835.278815471","3","3","3"
"14845.270363798","3","3","3"
"14855.265987438","3","3","3"
"14865.275627417","3","3","3"
"14875.272344081","3","3","3"
"14885.269759778","3","3","3"
"14895.272780099","3","3","3"
"14905.27677227","3","3","3"
"14915.2682258","3","3","3"
"14925.268442494","3","3","3"
"14935.277036265","3","3","3"
"14945.267431979","3","3","3"
"14955.267197981","3","3","3"
"14965.265526825","3","3","3"
"14975.265472468","3","3","3"
"14985.267234722","3","3","3"
"14995.267517258","3","3","3"
"15005.266545503","3","3","3"
"15015.268323536","3","3","3"
"15025.266187","3","3","3"
"15035.268180459","3","3","3"
"15045.268422305","3","3","3"
"15055.273708669","3","3","3"
"15065.27484945","3","3","3"
"15075.275100741","3","3","3"
"15085.269355434","3","3","3"
"15095.267858538","3","3","3"
"15105.266941493","3","3","3"
"15115.265485707","3","3","3"
"15125.266802243","3","3","3"
"15135.266220885","3","3","3"
"15145.267124144","3","3","3"
"15155.271248864","3","3","3"
"15165.265461368","3","3","3"
"15175.275123767","3","3","3"
"15185.26810798","3","3","3"
"15195.266092617","3","3","3"
"15205.272033522","3","3","3"
"15215.271160934","3","3","3"
"15225.273208284","3","3","3"
"15235.273439707","3","3","3"
"15245.26710676","3","3","3"
"15255.268912026","3","3","3"
"15265.266160236","3","3","3"
"15275.269300646","3","3","3"
"15285.269497969","3","3","3"
"15295.275518919","3","3","3"
"15305.270763321","3","3","3"
"15315.266282112","3","3","3"
"15325.2650208","3","3","3"
"15335.273612786","3","3","3"
"15345.275816906","3","3","3"
"15355.267806282","3","3","3"
"15365.267858398","3","3","3"
"15375.267756093","3","3","3"
"15385.267136701","3","3","3"
"15395.277738152","3","3","3"
"15405.28034082","3","3","3"
"15415.275969129","3","3","3"
"15425.267067124","3","3","3"
"15435.265565009","3","3","3"
"15445.27005325","3","3","3"
"15455.266626205","3","3","3"
"15465.268288629","3","3","3"
"15475.272493022","3","3","3"
"15485.266259897","3","3","3"
"15495.268494652","3","3","3"
"15505.267718332","3","3","3"
"15515.26601148","3","3","3"
"15525.270340627","3","3","3"
"15535.2670479","3","3","3"
"15545.265635858","3","3","3"
"15555.273283609","3","3","3"
"15565.267248421","3","3","3"
"15575.266355113","3","3","3"
"15585.269938082","3","3","3"
"15595.278816598","3","3","3"
"15605.267089317","3","3","3"
"15615.270279286","3","3","3"
"15625.267941521","3","3","3"
"15635.27343026","3","3","3"
"15645.26837953","3","3","3"
"15655.27648345","3","3","3"
"15665.270236393","3","3","3"
"15675.270094647","3","3","3"
"15685.266787609","3","3","3"
"15695.268563569","3","3","3"
"15705.267664861","3","3","3"
"15715.278308602","3","3","3"
"15725.268727632","3","3","3"
"15735.271632743","3","3","3"
"15745.264856407","3","3","3"
"15755.268171439","3","3","3"
"15765.265691571","3","3","3"
"15775.269479389","3","3","3"
"15785.272183351","3","3","3"
"15795.269957938","3","3","3"
"15805.270164704","3","3","3"
"15815.267438706","3","3","3"
"15825.267091052","3","3","3"
"15835.268344722","3","3","3"
"15845.266382565","3","3","3"
"15855.26780523","3","3","3"
"15865.269361553","3","3","3"
"15875.26684416","3","3","3"
"15885.26819769","3","3","3"
"15895.267574888","3","3","3"
"15905.269667757","3","3","3"
"15915.270914582","3","3","3"
"15925.267816206","3","3","3"
"15935.268415561","3","3","3"
"15945.267000972","3","3","3"
"15955.266347742","3","3","3"
"15965.268086898","3","3","3"
"15975.267104798","3","3","3"
"15985.268400497","3","3","3"
"15995.276855766","3","3","3"
"16005.266809427","3","3","3"
"16015.267629075","3","3","3"
"16025.26533252","3","3","3"
"16035.270016975","3","3","3"
"16045.266977528","3","3","3"
"16055.267819803","3","3","3"
"16065.267149459","3","3","3"
"16075.266827419","3","3","3"
"16085.265455251","3","3","3"
"16095.269731301","3","3","3"
"16105.269101191","3","3","3"
"16115.268168675","3","3","3"
"16125.26904326","3","3","3"
"16135.270340154","3","3","3"
"16145.267500972","3","3","3"
"16155.26879724","3","3","3"
"16165.265410686","3","3","3"
"16175.268066374","3","3","3"
"16185.26931498","3","3","3"
"16195.266075711","3","3","3"
"16205.269393219","3","3","3"
"16215.271060782","3","3","3"
"16225.270780227","3","3","3"
"16235.267777123","3","3","3"
"16245.272170641","3","3","3"
"16255.267573451","3","3","3"
"16265.265327896","3","3","3"
"16275.268042279","3","3","3"
"16285.267229413","3","3","3"
"16295.276866746","3","3","3"
"16305.27506272","3","3","3"
"16315.266550279","3","3","3"
"16325.267828065","3","3","3"
"16335.270663444","3","3","3"
"16345.266907607","3","3","3"
"16355.26758267","3","3","3"
"16365.26790762","3","3","3"
"16375.270842069","3","3","3"
"16385.269269743","3","3","3"
"16395.276909449","3","3","3"
"16405.273405023","3","3","3"
"16415.278377172","3","3","3"
"16425.276114448","3","3","3"
"16435.266764401","3","3","3"
"16445.267026031","3","3","3"
"16455.266670442","3","3","3"
"16465.266630345","3","3","3"
"16475.274845752","3","3","3"
"16485.268300032","3","3","3"
"16495.268309289","3","3","3"
"16505.271673358","3","3","3"
"16515.274677258","3","3","3"
"16525.277882634","3","3","3"
"16535.26763649","3","3","3"
"16545.26851679","3","3","3"
"16555.266225545","3","3","3"
"16565.274232234","3","3","3"
"16575.274600319","3","3","3"
"16585.267648908","3","3","3"
"16595.268079939","3","3","3"
"16605.271912356","3","3","3"
"16615.278343979","3","3","3"
"16625.266007832","3","3","3"
"16635.268516869","3","3","3"
"16645.265275281","3","3","3"
"16655.271711917","3","3","3"
"16665.271796875","3","3","3"
"16675.267635438","3","3","3"
"16685.267859044","3","3","3"
"16695.266222829","3","3","3"
"16705.267630082","3","3","3"
"16715.265913333","3","3","3"
"16725.267712214","3","3","3"
"16735.277437782","3","3","3"
"16745.268086755","3","3","3"
"16755.267429573","3","3","3"
"16765.267705101","3","3","3"
"16775.274730936","3","3","3"
"16785.277513281","3","3","3"
"16795.266815992","3","3","3"
"16805.26791484","3","3","3"
"16815.271266225","3","3","3"
"16825.271361966","3","3","3"
"16835.266624054","3","3","3"
"16845.26810389","3","3","3"
"16855.267465426","3","3","3"
"16865.267116266","3","3","3"
"16875.268396428","3","3","3"
"16885.266113919","3","3","3"
"16895.266856584","3","3","3"
"16905.267199516","3","3","3"
"16915.277479899","3","3","3"
"16925.266418879","3","3","3"
"16935.270480032","3","3","3"
"16945.265988632","3","3","3"
"16955.276396878","3","3","3"
"16965.275233045","3","3","3"
"16975.273733658","3","3","3"
"16985.270988757","3","3","3"
"16995.27041825","3","3","3"
"17005.266365269","3","3","3"
"17015.265749854","3","3","3"
"17025.26652776","3","3","3"
"17035.271809925","3","3","3"
"17045.267520505","3","3","3"
"17055.267542232","3","3","3"
"17065.266381814","3","3","3"
"17075.265854354","3","3","3"
"17085.26764254","3","3","3"
"17095.266886506","3","3","3"
"17105.268292629","3","3","3"
"17115.267400394","3","3","3"
"17125.273721878","3","3","3"
"17135.269207574","3","3","3"
"17145.266985293","3","3","3"
"17155.266730958","3","3","3"
"17165.27448226","3","3","3"
"17175.272359785","3","3","3"
"17185.269398818","3","3","3"
"17195.271419732","3","3","3"
"17205.27161842","3","3","3"
"17215.265827659","3","3","3"
"17225.266828393","3","3","3"
"17235.26744937","3","3","3"
"17245.272881689","3","3","3"
"17255.267158734","3","3","3"
"17265.265956664","3","3","3"
"17275.26617967","3","3","3"
"17285.26778534","3","3","3"
"17295.27063506","3","3","3"
"17305.267730595","3","3","3"
"17315.267349426","3","3","3"
"17325.268378118","3","3","3"
"17335.267402136","3","3","3"
"17345.266780663","3","3","3"
"17355.270233454","3","3","3"
"17365.265643144","3","3","3"
"17375.271250894","3","3","3"
"17385.272061748","3","3","3"
"17395.268697767","3","3","3"
"17405.269637208","3","3","3"
"17415.277929885","3","3","3"
"17425.268160463","3","3","3"
"17435.268400166","3","3","3"
"17445.267440765","3","3","3"
"17455.27121072","3","3","3"
"17465.267162014","3","3","3"
"17475.268585868","3","3","3"
"17485.282270923","3","3","3"
"17495.273576078","3","3","3"
"17505.268171168","3","3","3"
"17515.26515908","3","3","3"
"17525.268951401","3","3","3"
"17535.269452793","3","3","3"
"17545.266533594","3","3","3"
"17555.275919265","3","3","3"
"17565.268650228","3","3","3"
"17575.272761354","3","3","3"
"17585.268196801","3","3","3"
"17595.274957016","3","3","3"
"17605.266960683","3","3","3"
"17615.274020368","3","3","3"
"17625.269712483","3","3","3"
"17635.27506175","3","3","3"
"17645.265432946","3","3","3"
"17655.266257626","3","3","3"
"17665.270654035","3","3","3"
"17675.273184513","3","3","3"
"17685.267795064","3","3","3"
"17695.269475745","3","3","3"
"17705.269087141","3","3","3"
"17715.2678203","3","3","3"
"17725.266156326","3","3","3"
"17735.266457633","3","3","3"
"17745.27004891","3","3","3"
"17755.266823324","3","3","3"
"17765.277649124","3","3","3"
"17775.278195545","3","3","3"
"17785.266930754","3","3","3"
"17795.267971756","3","3","3"
"17805.279514047","3","3","3"
"17815.269591019","3","3","3"
"17825.270061996","3","3","3"
"17835.271824163","3","3","3"
"17845.26803061","3","3","3"
"17855.267670073","3","3","3"
"17865.269790215","3","3","3"
"17875.26741898","3","3","3"
"17885.273603884","3","3","3"
"17895.268801065","3","3","3"
"17905.267190954","3","3","3"
"17915.266183838","3","3","3"
"17925.273795371","3","3","3"
"17935.272437891","3","3","3"
"17945.267300383","3","3","3"
"17955.267904232","3","3","3"
"17965.269052908","3","3","3"
"17975.266330067","3","3","3"
"17985.269110924","3","3","3"
"17995.266145279","3","3","3"
"18005.273910511","3","3","3"
"18015.271839535","3","3","3"
"18025.266356255","3","3","3"
"18035.265080369","3","3","3"
"18045.273935694","3","3","3"
"18055.266782883","3","3","3"
"18065.27586016","3","3","3"
"18075.270207904","3","3","3"
"18085.265237079","3","3","3"
"18095.274436704","3","3","3"
"18105.28035631","3","3","3"
"18115.266027006","3","3","3"
"18125.270061676","3","3","3"
"18135.272021064","3","3","3"
"18145.279368302","3","3","3"
"18155.26698681","3","3","3"
"18165.267423983","3","3","3"
"18175.270756687","3","3","3"
"18185.267282018","3","3","3"
"18195.266100812","3","3","3"
"18205.26701551","3","3","3"
"18215.271504333","3","3","3"
"18225.267486552","3","3","3"
"18235.265482844","3","3","3"
"18245.266710183","3","3","3"
"18255.267767778","3","3","3"
"18265.267328932","3","3","3"
"18275.266077447","3","3","3"
"18285.276480207","3","3","3"
"18295.271579858","3","3","3"
"18305.266790475","3","3","3"
"18315.267231524","3","3","3"
"18325.271618059","3","3","3"
"18335.277495081","3","3","3"
"18345.27480356","3","3","3"
"18355.276915403","3","3","3"
"18365.274037109","3","3","3"
"18375.269240431","3","3","3"
"18385.273895017","3","3","3"
"18395.272742187","3","3","3"
"18405.276071668","3","3","3"
"18415.266060888","3","3","3"
"18425.268418275","3","3","3"
"18435.270287948","3","3","3"
"18445.27354475","3","3","3"
"18455.267122418","3","3","3"
"18465.271811288","3","3","3"
"18475.27081905","3","3","3"
"18485.26541244","3","3","3"
"18495.271555324","3","3","3"
"18505.267832353","3","3","3"
"18515.266732412","3","3","3"
"18525.266355675","3","3","3"
"18535.270500174","3","3","3"
"18545.273563592","3","3","3"
"18555.269769418","3","3","3"
"18565.267785226","3","3","3"
"18575.267475876","3","3","3"
"18585.275880229","3","3","3"
"18595.269194884","3","3","3"
"18605.266042408","3","3","3"
"18615.27605467","3","3","3"
"18625.268696211","3","3","3"
"18635.273787376","3","3","3"
"18645.268659872","3","3","3"
"18655.269623654","3","3","3"
"18665.266096033","3","3","3"
"18675.268245932","3","3","3"
"18685.267688686","3","3","3"
"18695.268959173","3","3","3"
"18705.267492369","3","3","3"
"18715.273139311","3","3","3"
"18725.267585609","3","3","3"
"18735.268802949","3","3","3"
"18745.266922048","3","3","3"
"18755.266907934","3","3","3"
"18765.272459815","3","3","3"
"18775.269118368","3","3","3"
"18785.277821136","3","3","3"
"18795.273333176","3","3","3"
"18805.267034245","3","3","3"
"18815.271389003","3","3","3"
"18825.267896317","3","3","3"
"18835.266384935","3","3","3"
"18845.271046046","3","3","3"
"18855.267490844","3","3","3"
"18865.266265951","3","3","3"
"18875.266054863","3","3","3"
"18885.268327089","3","3","3"
"18895.268509146","3","3","3"
"18905.267378832","3","3","3"
"18915.273659872","3","3","3"
"18925.266288228","3","3","3"
"18935.266467973","3","3","3"
"18945.267974705","3","3","3"
"18955.265913147","3","3","3"
"18965.266265118","3","3","3"
"18975.275199161","3","3","3"
"18985.275328832","3","3","3"
"18995.269108308","3","3","3"
"19005.266414887","3","3","3"
"19015.267211739","3","3","3"
"19025.276098937","3","3","3"
"19035.26585234","3","3","3"
"19045.269912025","3","3","3"
"19055.28117832","3","3","3"
"19065.267851011","3","3","3"
"19075.267422994","3","3","3"
"19085.269721692","3","3","3"
"19095.271279965","3","3","3"
"19105.268389166","3","3","3"
"19115.268018127","3","3","3"
"19125.269935355","3","3","3"
"19135.267790748","3","3","3"
"19145.267543858","3","3","3"
"19155.269145969","3","3","3"
"19165.270048711","3","3","3"
"19175.267828042","3","3","3"
"19185.268115385","3","3","3"
"19195.267564221","3","3","3"
"19205.267801383","3","3","3"
