"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/disk./.usageGB","StudyAbroadGPT-7B-continued - system/disk./.usageGB__MIN","StudyAbroadGPT-7B-continued - system/disk./.usageGB__MAX"
"4935.257576025","6183.611331939697","6183.611331939697","6183.611331939697"
"4945.256163461","6183.6113357543945","6183.6113357543945","6183.6113357543945"
"4955.256218643","6183.6113357543945","6183.6113357543945","6183.6113357543945"
"4965.256967164","6183.6113357543945","6183.6113357543945","6183.6113357543945"
"4975.256243614","6183.611339569092","6183.611339569092","6183.611339569092"
"4985.256051045","6183.611339569092","6183.611339569092","6183.611339569092"
"4995.257216084","6183.611339569092","6183.611339569092","6183.611339569092"
"5005.256617388","6183.611343383789","6183.611343383789","6183.611343383789"
"5015.256296461","6183.611343383789","6183.611343383789","6183.611343383789"
"5025.256810881","6183.611343383789","6183.611343383789","6183.611343383789"
"5035.25646975","6183.611343383789","6183.611343383789","6183.611343383789"
"5045.256972752","6183.611347198486","6183.611347198486","6183.611347198486"
"5055.256952329","6183.611347198486","6183.611347198486","6183.611347198486"
"5065.256773586","6183.611347198486","6183.611347198486","6183.611347198486"
"5075.257064662","6183.611351013184","6183.611351013184","6183.611351013184"
"5085.256618886","6183.611351013184","6183.611351013184","6183.611351013184"
"5095.256330677","6183.611351013184","6183.611351013184","6183.611351013184"
"5105.257189095","6183.611351013184","6183.611351013184","6183.611351013184"
"5115.256642596","6183.611354827881","6183.611354827881","6183.611354827881"
"5125.257000145","6183.611354827881","6183.611354827881","6183.611354827881"
"5135.260214391","6183.611358642578","6183.611358642578","6183.611358642578"
"5145.256160263","6183.611358642578","6183.611358642578","6183.611358642578"
"5155.25649072","6183.611358642578","6183.611358642578","6183.611358642578"
"5165.256828152","6183.611358642578","6183.611358642578","6183.611358642578"
"5175.257016024","6183.611362457275","6183.611362457275","6183.611362457275"
"5185.256820938","6183.611362457275","6183.611362457275","6183.611362457275"
"5195.256163762","6183.611362457275","6183.611362457275","6183.611362457275"
"5205.256917986","6183.611362457275","6183.611362457275","6183.611362457275"
"5215.256633519","6183.611366271973","6183.611366271973","6183.611366271973"
"5225.256258961","6183.611366271973","6183.611366271973","6183.611366271973"
"5235.256222195","6183.611366271973","6183.611366271973","6183.611366271973"
"5245.256705237","6183.61137008667","6183.61137008667","6183.61137008667"
"5255.256257708","6183.61137008667","6183.61137008667","6183.61137008667"
"5265.256618842","6183.61137008667","6183.61137008667","6183.61137008667"
"5275.256559594","6183.611373901367","6183.611373901367","6183.611373901367"
"5285.256403149","6183.611373901367","6183.611373901367","6183.611373901367"
"5295.257292737","6183.611373901367","6183.611373901367","6183.611373901367"
"5305.256385102","6183.611373901367","6183.611373901367","6183.611373901367"
"5315.256187867","6183.611377716064","6183.611377716064","6183.611377716064"
"5325.257224506","6183.611377716064","6183.611377716064","6183.611377716064"
"5335.256512024","6183.611377716064","6183.611377716064","6183.611377716064"
"5345.256172957","6183.611377716064","6183.611377716064","6183.611377716064"
"5355.256753483","6183.611381530762","6183.611381530762","6183.611381530762"
"5365.25672825","6183.611381530762","6183.611381530762","6183.611381530762"
"5375.256677434","6183.611381530762","6183.611381530762","6183.611381530762"
"5385.25640943","6183.611385345459","6183.611385345459","6183.611385345459"
"5395.256774135","6183.611385345459","6183.611385345459","6183.611385345459"
"5405.256804188","6183.611385345459","6183.611385345459","6183.611385345459"
"5415.256446739","6183.611389160156","6183.611389160156","6183.611389160156"
"5425.256646806","6183.611389160156","6183.611389160156","6183.611389160156"
"5435.256093393","6183.611389160156","6183.611389160156","6183.611389160156"
"5445.256143802","6183.611389160156","6183.611389160156","6183.611389160156"
"5455.25672486","6183.6113929748535","6183.6113929748535","6183.6113929748535"
"5465.25677912","6183.6113929748535","6183.6113929748535","6183.6113929748535"
"5475.257191255","6183.6113929748535","6183.6113929748535","6183.6113929748535"
"5485.25664839","6183.611396789551","6183.611396789551","6183.611396789551"
"5495.256538467","6183.611396789551","6183.611396789551","6183.611396789551"
"5505.256295141","6183.611396789551","6183.611396789551","6183.611396789551"
"5515.256170761","6183.611400604248","6183.611400604248","6183.611400604248"
"5525.256755834","6183.611400604248","6183.611400604248","6183.611400604248"
"5535.256907724","6183.611400604248","6183.611400604248","6183.611400604248"
"5545.256676796","6183.611400604248","6183.611400604248","6183.611400604248"
"5555.256312341","6183.611404418945","6183.611404418945","6183.611404418945"
"5565.25690172","6183.611404418945","6183.611404418945","6183.611404418945"
"5575.258574319","6183.611404418945","6183.611404418945","6183.611404418945"
"5585.256343071","6183.611408233643","6183.611408233643","6183.611408233643"
"5595.25634783","6183.611408233643","6183.611408233643","6183.611408233643"
"5605.256544734","6183.611408233643","6183.611408233643","6183.611408233643"
"5615.257001913","6183.611408233643","6183.611408233643","6183.611408233643"
"5625.257352631","6183.61141204834","6183.61141204834","6183.61141204834"
"5635.256398995","6183.61141204834","6183.61141204834","6183.61141204834"
"5645.256717948","6183.61141204834","6183.61141204834","6183.61141204834"
"5655.256372354","6183.611415863037","6183.611415863037","6183.611415863037"
"5665.256093545","6183.611419677734","6183.611419677734","6183.611419677734"
"5675.257023676","6183.611423492432","6183.611423492432","6183.611423492432"
"5685.256607916","6183.611423492432","6183.611423492432","6183.611423492432"
"5695.256743775","6183.611427307129","6183.611427307129","6183.611427307129"
"5705.2570921","6183.611427307129","6183.611427307129","6183.611427307129"
"5715.257537213","6183.611431121826","6183.611431121826","6183.611431121826"
"5725.256935448","6183.611431121826","6183.611431121826","6183.611431121826"
"5735.25663364","6183.611434936523","6183.611434936523","6183.611434936523"
"5745.257041024","6183.611434936523","6183.611434936523","6183.611434936523"
"5755.25689921","6183.611438751221","6183.611438751221","6183.611438751221"
"5765.256676442","6183.611438751221","6183.611438751221","6183.611438751221"
"5775.257376179","6183.611442565918","6183.611442565918","6183.611442565918"
"5785.256739463","6183.611442565918","6183.611442565918","6183.611442565918"
"5795.256108166","6183.611442565918","6183.611442565918","6183.611442565918"
"5805.256492733","6183.611446380615","6183.611446380615","6183.611446380615"
"5815.257124713","6183.611446380615","6183.611446380615","6183.611446380615"
"5825.25627161","6183.6114501953125","6183.6114501953125","6183.6114501953125"
"5835.256710734","6183.6114501953125","6183.6114501953125","6183.6114501953125"
"5845.256932041","6183.6114501953125","6183.6114501953125","6183.6114501953125"
"5855.257194039","6183.6114501953125","6183.6114501953125","6183.6114501953125"
"5865.256168676","6183.61145401001","6183.61145401001","6183.61145401001"
"5875.257226469","6183.61145401001","6183.61145401001","6183.61145401001"
"5885.256196617","6183.61145401001","6183.61145401001","6183.61145401001"
"5895.256581817","6183.611457824707","6183.611457824707","6183.611457824707"
"5905.256142145","6183.611457824707","6183.611457824707","6183.611457824707"
"5915.256828074","6183.611457824707","6183.611457824707","6183.611457824707"
"5925.256101811","6183.611457824707","6183.611457824707","6183.611457824707"
"5935.256414525","6183.611461639404","6183.611461639404","6183.611461639404"
"5945.25646581","6183.611461639404","6183.611461639404","6183.611461639404"
"5955.257414234","6183.611461639404","6183.611461639404","6183.611461639404"
"5965.256590377","6183.611465454102","6183.611465454102","6183.611465454102"
"5975.256248802","6183.611465454102","6183.611465454102","6183.611465454102"
"5985.25713325","6183.611469268799","6183.611469268799","6183.611469268799"
"5995.25654478","6183.611473083496","6183.611473083496","6183.611473083496"
"6005.25622546","6183.611473083496","6183.611473083496","6183.611473083496"
"6015.256419582","6183.611476898193","6183.611476898193","6183.611476898193"
"6025.256262613","6183.611476898193","6183.611476898193","6183.611476898193"
"6035.257084853","6183.611476898193","6183.611476898193","6183.611476898193"
"6045.256709861","6183.611476898193","6183.611476898193","6183.611476898193"
"6055.256627113","6183.611476898193","6183.611476898193","6183.611476898193"
"6065.25713615","6183.611480712891","6183.611480712891","6183.611480712891"
"6075.256611595","6183.611480712891","6183.611480712891","6183.611480712891"
"6085.25613511","6183.611480712891","6183.611480712891","6183.611480712891"
"6095.256085137","6183.611480712891","6183.611480712891","6183.611480712891"
"6105.256754264","6183.611484527588","6183.611484527588","6183.611484527588"
"6115.25653844","6183.611484527588","6183.611484527588","6183.611484527588"
"6125.257161561","6183.611484527588","6183.611484527588","6183.611484527588"
"6135.257226929","6183.611488342285","6183.611488342285","6183.611488342285"
"6145.256441924","6183.611488342285","6183.611488342285","6183.611488342285"
"6155.256963663","6183.611488342285","6183.611488342285","6183.611488342285"
"6165.256439849","6183.611488342285","6183.611488342285","6183.611488342285"
"6175.256718957","6183.611492156982","6183.611492156982","6183.611492156982"
"6185.256830454","6183.611492156982","6183.611492156982","6183.611492156982"
"6195.256830158","6183.611492156982","6183.611492156982","6183.611492156982"
"6205.256414162","6183.61149597168","6183.61149597168","6183.61149597168"
"6215.256510415","6183.61149597168","6183.61149597168","6183.61149597168"
"6225.256474399","6183.61149597168","6183.61149597168","6183.61149597168"
"6235.256775826","6183.611499786377","6183.611499786377","6183.611499786377"
"6245.256759901","6183.611499786377","6183.611499786377","6183.611499786377"
"6255.256673213","6183.611499786377","6183.611499786377","6183.611499786377"
"6265.255961252","6183.611503601074","6183.611503601074","6183.611503601074"
"6275.256283481","6183.611503601074","6183.611503601074","6183.611503601074"
"6285.256537299","6183.611503601074","6183.611503601074","6183.611503601074"
"6295.256778695","6183.611503601074","6183.611503601074","6183.611503601074"
"6305.256796052","6183.611503601074","6183.611503601074","6183.611503601074"
"6315.256196801","6183.6115074157715","6183.6115074157715","6183.6115074157715"
"6325.256448876","6183.6115074157715","6183.6115074157715","6183.6115074157715"
"6335.256294767","6183.611511230469","6183.611511230469","6183.611511230469"
"6345.256602236","6183.611511230469","6183.611511230469","6183.611511230469"
"6355.257001092","6183.611511230469","6183.611511230469","6183.611511230469"
"6365.256505092","6183.611511230469","6183.611511230469","6183.611511230469"
"6375.2563309","6183.611515045166","6183.611515045166","6183.611515045166"
"6385.25712159","6183.611515045166","6183.611515045166","6183.611515045166"
"6395.256790958","6183.611515045166","6183.611515045166","6183.611515045166"
"6405.256262307","6183.611518859863","6183.611518859863","6183.611518859863"
"6415.256041572","6183.611518859863","6183.611518859863","6183.611518859863"
"6425.256801912","6183.611518859863","6183.611518859863","6183.611518859863"
"6435.257168963","6183.611522674561","6183.611522674561","6183.611522674561"
"6445.256580681","6183.611522674561","6183.611522674561","6183.611522674561"
"6455.256549633","6183.611522674561","6183.611522674561","6183.611522674561"
"6465.256278893","6183.611522674561","6183.611522674561","6183.611522674561"
"6475.256966399","6183.611526489258","6183.611526489258","6183.611526489258"
"6485.258309667","6183.611526489258","6183.611526489258","6183.611526489258"
"6495.25703329","6183.611526489258","6183.611526489258","6183.611526489258"
"6505.256262837","6183.611530303955","6183.611530303955","6183.611530303955"
"6515.256820008","6183.611530303955","6183.611530303955","6183.611530303955"
"6525.257335249","6183.611530303955","6183.611530303955","6183.611530303955"
"6535.256666925","6183.611530303955","6183.611530303955","6183.611530303955"
"6545.256768527","6183.611534118652","6183.611534118652","6183.611534118652"
"6555.256610635","6183.611534118652","6183.611534118652","6183.611534118652"
"6565.256868207","6183.611534118652","6183.611534118652","6183.611534118652"
"6575.256545073","6183.61153793335","6183.61153793335","6183.61153793335"
"6585.257376099","6183.61153793335","6183.61153793335","6183.61153793335"
"6595.25665077","6183.61153793335","6183.61153793335","6183.61153793335"
"6605.256819147","6183.61153793335","6183.61153793335","6183.61153793335"
"6615.256409235","6183.611541748047","6183.611541748047","6183.611541748047"
"6625.256967669","6183.611541748047","6183.611541748047","6183.611541748047"
"6635.256482109","6183.611541748047","6183.611541748047","6183.611541748047"
"6645.256163004","6183.611545562744","6183.611545562744","6183.611545562744"
"6655.256299545","6183.611545562744","6183.611545562744","6183.611545562744"
"6665.257254847","6183.611545562744","6183.611545562744","6183.611545562744"
"6675.257373864","6183.611549377441","6183.611549377441","6183.611549377441"
"6685.257359826","6183.611549377441","6183.611549377441","6183.611549377441"
"6695.256406919","6183.611549377441","6183.611549377441","6183.611549377441"
"6705.256755471","6183.611549377441","6183.611549377441","6183.611549377441"
"6715.256156231","6183.611549377441","6183.611549377441","6183.611549377441"
"6725.25690446","6183.611553192139","6183.611553192139","6183.611553192139"
"6735.256133199","6183.611553192139","6183.611553192139","6183.611553192139"
"6745.256895447","6183.611557006836","6183.611557006836","6183.611557006836"
"6755.256361342","6183.611557006836","6183.611557006836","6183.611557006836"
"6765.257237632","6183.611557006836","6183.611557006836","6183.611557006836"
"6775.256994187","6183.611557006836","6183.611557006836","6183.611557006836"
"6785.256665299","6183.611560821533","6183.611560821533","6183.611560821533"
"6795.257440667","6183.611560821533","6183.611560821533","6183.611560821533"
"6805.256966208","6183.611560821533","6183.611560821533","6183.611560821533"
"6815.256475847","6183.611560821533","6183.611560821533","6183.611560821533"
"6825.256703531","6183.6115646362305","6183.6115646362305","6183.6115646362305"
"6835.256301221","6183.6115646362305","6183.6115646362305","6183.6115646362305"
"6845.256487611","6183.6115646362305","6183.6115646362305","6183.6115646362305"
"6855.25679885","6183.611568450928","6183.611568450928","6183.611568450928"
"6865.257105611","6183.611568450928","6183.611568450928","6183.611568450928"
"6875.256531711","6183.611568450928","6183.611568450928","6183.611568450928"
"6885.256162863","6183.611572265625","6183.611572265625","6183.611572265625"
"6895.257214397","6183.611572265625","6183.611572265625","6183.611572265625"
"6905.256522559","6183.611576080322","6183.611576080322","6183.611576080322"
"6915.256985471","6183.6115798950195","6183.6115798950195","6183.6115798950195"
"6925.257309089","6183.6115798950195","6183.6115798950195","6183.6115798950195"
"6935.256927237","6183.6115798950195","6183.6115798950195","6183.6115798950195"
"6945.256246762","6183.611583709717","6183.611583709717","6183.611583709717"
"6955.256861448","6183.611583709717","6183.611583709717","6183.611583709717"
"6965.256845031","6183.611587524414","6183.611587524414","6183.611587524414"
"6975.257086016","6183.611587524414","6183.611587524414","6183.611587524414"
"6985.257100755","6183.611591339111","6183.611591339111","6183.611591339111"
"6995.256698392","6183.611595153809","6183.611595153809","6183.611595153809"
"7005.256506989","6183.611595153809","6183.611595153809","6183.611595153809"
"7015.256588757","6183.611598968506","6183.611598968506","6183.611598968506"
"7025.25682761","6183.611602783203","6183.611602783203","6183.611602783203"
"7035.256088424","6183.611602783203","6183.611602783203","6183.611602783203"
"7045.256713224","6183.6116065979","6183.6116065979","6183.6116065979"
"7055.256487217","6183.6116065979","6183.6116065979","6183.6116065979"
"7065.25629433","6183.611610412598","6183.611610412598","6183.611610412598"
"7075.256139385","6183.611610412598","6183.611610412598","6183.611610412598"
"7085.256341266","6183.611614227295","6183.611614227295","6183.611614227295"
"7095.256352439","6183.611614227295","6183.611614227295","6183.611614227295"
"7105.256551914","6183.611614227295","6183.611614227295","6183.611614227295"
"7115.256033731","6183.611618041992","6183.611618041992","6183.611618041992"
"7125.256432884","6183.611621856689","6183.611621856689","6183.611621856689"
"7135.257004482","6183.611621856689","6183.611621856689","6183.611621856689"
"7145.257019529","6183.611621856689","6183.611621856689","6183.611621856689"
"7155.256747043","6183.611625671387","6183.611625671387","6183.611625671387"
"7165.256838861","6183.611625671387","6183.611625671387","6183.611625671387"
"7175.256453453","6183.611629486084","6183.611629486084","6183.611629486084"
"7185.256858439","6183.611629486084","6183.611629486084","6183.611629486084"
"7195.257254519","6183.611629486084","6183.611629486084","6183.611629486084"
"7205.256988803","6183.611633300781","6183.611633300781","6183.611633300781"
"7215.256109073","6183.611633300781","6183.611633300781","6183.611633300781"
"7225.256514271","6183.6116371154785","6183.6116371154785","6183.6116371154785"
"7235.256758406","6183.6116371154785","6183.6116371154785","6183.6116371154785"
"7245.257364227","6183.611640930176","6183.611640930176","6183.611640930176"
"7255.257122871","6183.611640930176","6183.611640930176","6183.611640930176"
"7265.256383488","6183.611644744873","6183.611644744873","6183.611644744873"
"7275.256946141","6183.611644744873","6183.611644744873","6183.611644744873"
"7285.256401238","6183.61164855957","6183.61164855957","6183.61164855957"
"7295.25767101","6183.61164855957","6183.61164855957","6183.61164855957"
"7305.257049597","6183.611652374268","6183.611652374268","6183.611652374268"
"7315.256410281","6183.611652374268","6183.611652374268","6183.611652374268"
"7325.2569915","6183.611656188965","6183.611656188965","6183.611656188965"
"7335.256708065","6183.611656188965","6183.611656188965","6183.611656188965"
"7345.256606654","6183.611656188965","6183.611656188965","6183.611656188965"
"7355.256444515","6183.611660003662","6183.611660003662","6183.611660003662"
"7365.256813111","6183.611660003662","6183.611660003662","6183.611660003662"
"7375.25690772","6183.611663818359","6183.611663818359","6183.611663818359"
"7385.257074723","6183.611667633057","6183.611667633057","6183.611667633057"
"7395.256845698","6183.611667633057","6183.611667633057","6183.611667633057"
"7405.256916869","6183.611667633057","6183.611667633057","6183.611667633057"
"7415.256553963","6183.611671447754","6183.611671447754","6183.611671447754"
"7425.256508913","6183.611675262451","6183.611675262451","6183.611675262451"
"7435.256459196","6183.611675262451","6183.611675262451","6183.611675262451"
"7445.256317337","6183.611675262451","6183.611675262451","6183.611675262451"
"7455.256674516","6183.611679077148","6183.611679077148","6183.611679077148"
"7465.257197005","6183.611679077148","6183.611679077148","6183.611679077148"
"7475.256829593","6183.611682891846","6183.611682891846","6183.611682891846"
"7485.257258837","6183.611682891846","6183.611682891846","6183.611682891846"
"7495.256600016","6183.611686706543","6183.611686706543","6183.611686706543"
"7505.257123825","6183.611686706543","6183.611686706543","6183.611686706543"
"7515.256670649","6183.61169052124","6183.61169052124","6183.61169052124"
"7525.256211281","6183.61169052124","6183.61169052124","6183.61169052124"
"7535.256947908","6183.6116943359375","6183.6116943359375","6183.6116943359375"
"7545.257308962","6183.6116943359375","6183.6116943359375","6183.6116943359375"
"7555.257262829","6183.611698150635","6183.611698150635","6183.611698150635"
"7565.256283078","6183.611698150635","6183.611698150635","6183.611698150635"
"7575.256350485","6183.611701965332","6183.611701965332","6183.611701965332"
"7585.257127362","6183.611701965332","6183.611701965332","6183.611701965332"
"7595.257121542","6183.611705780029","6183.611705780029","6183.611705780029"
"7605.256189134","6183.611705780029","6183.611705780029","6183.611705780029"
"7615.256266327","6183.611709594727","6183.611709594727","6183.611709594727"
"7625.256148198","6183.611709594727","6183.611709594727","6183.611709594727"
"7635.256207573","6183.611709594727","6183.611709594727","6183.611709594727"
"7645.256332584","6183.611713409424","6183.611713409424","6183.611713409424"
"7655.257294989","6183.611713409424","6183.611713409424","6183.611713409424"
"7665.256681539","6183.611717224121","6183.611717224121","6183.611717224121"
"7675.256649037","6183.611717224121","6183.611717224121","6183.611717224121"
"7685.256930129","6183.611721038818","6183.611721038818","6183.611721038818"
"7695.257115639","6183.611721038818","6183.611721038818","6183.611721038818"
"7705.25665386","6183.611724853516","6183.611724853516","6183.611724853516"
"7715.256139488","6183.611724853516","6183.611724853516","6183.611724853516"
"7725.256857043","6183.611724853516","6183.611724853516","6183.611724853516"
"7735.256577953","6183.611728668213","6183.611728668213","6183.611728668213"
"7745.256949813","6183.61173248291","6183.61173248291","6183.61173248291"
"7755.256823543","6183.61173248291","6183.61173248291","6183.61173248291"
"7765.257049695","6183.611736297607","6183.611736297607","6183.611736297607"
"7775.256672309","6183.611736297607","6183.611736297607","6183.611736297607"
"7785.256194394","6183.611736297607","6183.611736297607","6183.611736297607"
"7795.256951428","6183.611740112305","6183.611740112305","6183.611740112305"
"7805.257283038","6183.611740112305","6183.611740112305","6183.611740112305"
"7815.256355315","6183.611743927002","6183.611743927002","6183.611743927002"
"7825.256551025","6183.611743927002","6183.611743927002","6183.611743927002"
"7835.256339829","6183.611743927002","6183.611743927002","6183.611743927002"
"7845.257032329","6183.611747741699","6183.611747741699","6183.611747741699"
"7855.256486246","6183.6117515563965","6183.6117515563965","6183.6117515563965"
"7865.256297972","6183.611755371094","6183.611755371094","6183.611755371094"
"7875.256449725","6183.611755371094","6183.611755371094","6183.611755371094"
"7885.256383593","6183.611759185791","6183.611759185791","6183.611759185791"
"7895.256429768","6183.611759185791","6183.611759185791","6183.611759185791"
"7905.257293359","6183.611759185791","6183.611759185791","6183.611759185791"
"7915.257007199","6183.611763000488","6183.611763000488","6183.611763000488"
"7925.25602875","6183.611766815186","6183.611766815186","6183.611766815186"
"7935.256464732","6183.611766815186","6183.611766815186","6183.611766815186"
"7945.256961692","6183.611770629883","6183.611770629883","6183.611770629883"
"7955.25644222","6183.611770629883","6183.611770629883","6183.611770629883"
"7965.256298046","6183.611770629883","6183.611770629883","6183.611770629883"
"7975.256095045","6183.61177444458","6183.61177444458","6183.61177444458"
"7985.256533768","6183.61177444458","6183.61177444458","6183.61177444458"
"7995.25695765","6183.611778259277","6183.611778259277","6183.611778259277"
"8005.256993556","6183.611778259277","6183.611778259277","6183.611778259277"
"8015.257109256","6183.611782073975","6183.611782073975","6183.611782073975"
"8025.256850751","6183.611782073975","6183.611782073975","6183.611782073975"
"8035.25655188","6183.611785888672","6183.611785888672","6183.611785888672"
"8045.256650069","6183.611785888672","6183.611785888672","6183.611785888672"
"8055.257173029","6183.611789703369","6183.611789703369","6183.611789703369"
"8065.257064893","6183.611789703369","6183.611789703369","6183.611789703369"
"8075.256827389","6183.611793518066","6183.611793518066","6183.611793518066"
"8085.256441517","6183.611793518066","6183.611793518066","6183.611793518066"
"8095.256528747","6183.611793518066","6183.611793518066","6183.611793518066"
"8105.256534984","6183.611797332764","6183.611797332764","6183.611797332764"
"8115.257163725","6183.611797332764","6183.611797332764","6183.611797332764"
"8125.256745612","6183.611801147461","6183.611801147461","6183.611801147461"
"8135.256290518","6183.611801147461","6183.611801147461","6183.611801147461"
"8145.258400532","6183.611804962158","6183.611804962158","6183.611804962158"
"8155.256433831","6183.611804962158","6183.611804962158","6183.611804962158"
"8165.256398272","6183.6118087768555","6183.6118087768555","6183.6118087768555"
"8175.257155909","6183.6118087768555","6183.6118087768555","6183.6118087768555"
"8185.256408874","6183.611812591553","6183.611812591553","6183.611812591553"
"8195.256397182","6183.611812591553","6183.611812591553","6183.611812591553"
"8205.256805568","6183.61181640625","6183.61181640625","6183.61181640625"
"8215.25681967","6183.61181640625","6183.61181640625","6183.61181640625"
"8225.256531386","6183.611820220947","6183.611820220947","6183.611820220947"
"8235.257301949","6183.611820220947","6183.611820220947","6183.611820220947"
"8245.256596356","6183.6118240356445","6183.6118240356445","6183.6118240356445"
"8255.256792852","6183.6118240356445","6183.6118240356445","6183.6118240356445"
"8265.256649506","6183.611827850342","6183.611827850342","6183.611827850342"
"8275.256753166","6183.611827850342","6183.611827850342","6183.611827850342"
"8285.256619097","6183.611831665039","6183.611831665039","6183.611831665039"
"8295.256477884","6183.611831665039","6183.611831665039","6183.611831665039"
"8305.256858105","6183.611835479736","6183.611835479736","6183.611835479736"
"8315.256318485","6183.611835479736","6183.611835479736","6183.611835479736"
"8325.256584151","6183.611839294434","6183.611839294434","6183.611839294434"
"8335.256942232","6183.611839294434","6183.611839294434","6183.611839294434"
"8345.256643073","6183.611843109131","6183.611843109131","6183.611843109131"
"8355.257345168","6183.611846923828","6183.611846923828","6183.611846923828"
"8365.25616577","6183.611846923828","6183.611846923828","6183.611846923828"
"8375.256689305","6183.611846923828","6183.611846923828","6183.611846923828"
"8385.257279406","6183.611850738525","6183.611850738525","6183.611850738525"
"8395.256841172","6183.611850738525","6183.611850738525","6183.611850738525"
"8405.257053555","6183.611854553223","6183.611854553223","6183.611854553223"
"8415.256952387","6183.611854553223","6183.611854553223","6183.611854553223"
"8425.257349379","6183.611854553223","6183.611854553223","6183.611854553223"
"8435.257041094","6183.61185836792","6183.61185836792","6183.61185836792"
"8445.256987656","6183.61185836792","6183.61185836792","6183.61185836792"
"8455.25622795","6183.61185836792","6183.61185836792","6183.61185836792"
"8465.257087709","6183.611862182617","6183.611862182617","6183.611862182617"
"8475.256153667","6183.611862182617","6183.611862182617","6183.611862182617"
"8485.256247828","6183.611862182617","6183.611862182617","6183.611862182617"
"8495.256712262","6183.611865997314","6183.611865997314","6183.611865997314"
"8505.257720455","6183.611865997314","6183.611865997314","6183.611865997314"
"8515.256523895","6183.611865997314","6183.611865997314","6183.611865997314"
"8525.256139577","6183.611865997314","6183.611865997314","6183.611865997314"
"8535.256839098","6183.611869812012","6183.611869812012","6183.611869812012"
"8545.256808753","6183.611869812012","6183.611869812012","6183.611869812012"
"8555.256966959","6183.611869812012","6183.611869812012","6183.611869812012"
"8565.256288415","6183.611869812012","6183.611869812012","6183.611869812012"
"8575.256895394","6183.611873626709","6183.611873626709","6183.611873626709"
"8585.257410355","6183.611873626709","6183.611873626709","6183.611873626709"
"8595.257040173","6183.611873626709","6183.611873626709","6183.611873626709"
"8605.256341604","6183.611877441406","6183.611877441406","6183.611877441406"
"8615.256482554","6183.611877441406","6183.611877441406","6183.611877441406"
"8625.25713835","6183.611877441406","6183.611877441406","6183.611877441406"
"8635.256434225","6183.611877441406","6183.611877441406","6183.611877441406"
"8645.257098036","6183.6118812561035","6183.6118812561035","6183.6118812561035"
"8655.257367834","6183.6118812561035","6183.6118812561035","6183.6118812561035"
"8665.256325128","6183.6118812561035","6183.6118812561035","6183.6118812561035"
"8675.256199924","6183.611885070801","6183.611885070801","6183.611885070801"
"8685.256975543","6183.611885070801","6183.611885070801","6183.611885070801"
"8695.25645931","6183.611885070801","6183.611885070801","6183.611885070801"
"8705.257003583","6183.611885070801","6183.611885070801","6183.611885070801"
"8715.256865608","6183.611888885498","6183.611888885498","6183.611888885498"
"8725.256762957","6183.611888885498","6183.611888885498","6183.611888885498"
"8735.256723198","6183.611888885498","6183.611888885498","6183.611888885498"
"8745.256310021","6183.611892700195","6183.611892700195","6183.611892700195"
"8755.256740522","6183.611892700195","6183.611892700195","6183.611892700195"
"8765.256518411","6183.611892700195","6183.611892700195","6183.611892700195"
"8775.256571876","6183.611896514893","6183.611896514893","6183.611896514893"
"8785.256482239","6183.611896514893","6183.611896514893","6183.611896514893"
"8795.256418864","6183.61190032959","6183.61190032959","6183.61190032959"
"8805.256832902","6183.61190032959","6183.61190032959","6183.61190032959"
"8815.257153967","6183.611904144287","6183.611904144287","6183.611904144287"
"8825.257066142","6183.611904144287","6183.611904144287","6183.611904144287"
"8835.256853707","6183.611907958984","6183.611907958984","6183.611907958984"
"8845.256477425","6183.611907958984","6183.611907958984","6183.611907958984"
"8855.256940192","6183.611911773682","6183.611911773682","6183.611911773682"
"8865.257281123","6183.611911773682","6183.611911773682","6183.611911773682"
"8875.25703435","6183.611915588379","6183.611915588379","6183.611915588379"
"8885.256679247","6183.611915588379","6183.611915588379","6183.611915588379"
"8895.256658375","6183.611915588379","6183.611915588379","6183.611915588379"
"8905.25676578","6183.611919403076","6183.611919403076","6183.611919403076"
"8915.256278042","6183.611919403076","6183.611919403076","6183.611919403076"
"8925.256586088","6183.611923217773","6183.611923217773","6183.611923217773"
"8935.256813269","6183.611923217773","6183.611923217773","6183.611923217773"
"8945.256194903","6183.611927032471","6183.611927032471","6183.611927032471"
"8955.256562868","6183.611927032471","6183.611927032471","6183.611927032471"
"8965.256665105","6183.611930847168","6183.611930847168","6183.611930847168"
"8975.256570818","6183.611930847168","6183.611930847168","6183.611930847168"
"8985.257118108","6183.611934661865","6183.611934661865","6183.611934661865"
"8995.256355595","6183.6119384765625","6183.6119384765625","6183.6119384765625"
"9005.25618342","6183.61194229126","6183.61194229126","6183.61194229126"
"9015.256164831","6183.611946105957","6183.611946105957","6183.611946105957"
"9025.25667796","6183.611949920654","6183.611949920654","6183.611949920654"
"9035.256837261","6183.611949920654","6183.611949920654","6183.611949920654"
"9045.257038664","6183.611949920654","6183.611949920654","6183.611949920654"
"9055.257180951","6183.611953735352","6183.611953735352","6183.611953735352"
"9065.256954633","6183.611957550049","6183.611957550049","6183.611957550049"
"9075.256271374","6183.611957550049","6183.611957550049","6183.611957550049"
"9085.25730621","6183.611961364746","6183.611961364746","6183.611961364746"
"9095.256469226","6183.611965179443","6183.611965179443","6183.611965179443"
"9105.256966973","6183.611965179443","6183.611965179443","6183.611965179443"
