"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.smClock","StudyAbroadGPT-7B-continued - system/gpu.0.smClock__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.smClock__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.smClock","StudyAbroadGPT-7B-continued - system/gpu.1.smClock__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.smClock__MAX"
"7245.268250767","675","675","675","585","585","585"
"7255.266945083","840","840","840","585","585","585"
"7265.268025972","615","615","615","585","585","585"
"7275.266990506","525","525","525","585","585","585"
"7285.268288821","840","840","840","585","585","585"
"7295.271218815","615","615","615","585","585","585"
"7305.267316563","615","615","615","585","585","585"
"7315.275952994","510","510","510","585","585","585"
"7325.276754874","465","465","465","585","585","585"
"7335.26584027","705","705","705","585","585","585"
"7345.26973949","600","600","600","585","585","585"
"7355.267208853","525","525","525","585","585","585"
"7365.272405433","525","525","525","585","585","585"
"7375.267501486","660","660","660","585","585","585"
"7385.267184918","495","495","495","585","585","585"
"7395.268658993","690","690","690","585","585","585"
"7405.268187202","630","630","630","585","585","585"
"7415.271778622","540","540","540","585","585","585"
"7425.269521687","570","570","570","585","585","585"
"7435.267732106","555","555","555","585","585","585"
"7445.269841448","615","615","615","585","585","585"
"7455.268043542","585","585","585","585","585","585"
"7465.267290735","615","615","615","585","585","585"
"7475.265605866","600","600","600","585","585","585"
"7485.275522122","525","525","525","585","585","585"
"7495.267926875","870","870","870","585","585","585"
"7505.268156785","720","720","720","585","585","585"
"7515.267006019","540","540","540","585","585","585"
"7525.265817928","585","585","585","585","585","585"
"7535.269340155","780","780","780","585","585","585"
"7545.267848139","660","660","660","585","585","585"
"7555.26651911","615","615","615","585","585","585"
"7565.266729548","645","645","645","585","585","585"
"7575.268433576","765","765","765","585","585","585"
"7585.268014819","675","675","675","585","585","585"
"7595.266647835","555","555","555","585","585","585"
"7605.269019198","615","615","615","585","585","585"
"7615.275087414","540","540","540","585","585","585"
"7625.269495016","840","840","840","585","585","585"
"7635.266044262","615","615","615","585","585","585"
"7645.265143907","645","645","645","585","585","585"
"7655.277921309","600","600","600","585","585","585"
"7665.266522874","540","540","540","585","585","585"
"7675.267885473","615","615","615","585","585","585"
"7685.275161061","945","945","945","585","585","585"
"7695.271766802","615","615","615","585","585","585"
"7705.266417373","615","615","615","585","585","585"
"7715.275600026","510","510","510","585","585","585"
"7725.267828934","780","780","780","585","585","585"
"7735.266397064","465","465","465","585","585","585"
"7745.266627238","570","570","570","585","585","585"
"7755.267746496","600","600","600","585","585","585"
"7765.268902114","600","600","600","585","585","585"
"7775.275217284","675","675","675","585","585","585"
"7785.266388161","555","555","555","585","585","585"
"7795.275377311","525","525","525","585","585","585"
"7805.268452872","570","570","570","585","585","585"
"7815.267062358","885","885","885","585","585","585"
"7825.266807005","615","615","615","585","585","585"
"7835.265294444","510","510","510","585","585","585"
"7845.267664299","585","585","585","585","585","585"
"7855.272770023","540","540","540","585","585","585"
"7865.269935167","570","570","570","585","585","585"
"7875.266498156","585","585","585","585","585","585"
"7885.265273881","570","570","570","585","585","585"
"7895.27022877","945","945","945","585","585","585"
"7905.266345841","915","915","915","585","585","585"
"7915.276220111","555","555","555","585","585","585"
"7925.272496546","585","585","585","585","585","585"
"7935.26792506","435","435","435","585","585","585"
"7945.272976741","600","600","600","585","585","585"
"7955.265820771","585","585","585","585","585","585"
"7965.268185421","495","495","495","585","585","585"
"7975.26763435","570","570","570","585","585","585"
"7985.267074625","615","615","615","585","585","585"
"7995.277509251","600","600","600","585","585","585"
"8005.266427183","630","630","630","585","585","585"
"8015.269814234","825","825","825","585","585","585"
"8025.27158616","465","465","465","585","585","585"
"8035.275325862","585","585","585","585","585","585"
"8045.268843485","465","465","465","585","585","585"
"8055.266481915","600","600","600","585","585","585"
"8065.267674196","435","435","435","585","585","585"
"8075.268127008","615","615","615","585","585","585"
"8085.266431397","585","585","585","585","585","585"
"8095.27480162","495","495","495","585","585","585"
"8105.273339241","765","765","765","585","585","585"
"8115.269563651","585","585","585","585","585","585"
"8125.267104395","615","615","615","585","585","585"
"8135.2686717","495","495","495","585","585","585"
"8145.269789294","645","645","645","585","585","585"
"8155.266340802","900","900","900","585","585","585"
"8165.267592278","645","645","645","585","585","585"
"8175.271068852","585","585","585","585","585","585"
"8185.276717066","435","435","435","585","585","585"
"8195.268802094","615","615","615","585","585","585"
"8205.267729504","615","615","615","585","585","585"
"8215.268193634","495","495","495","585","585","585"
"8225.270518576","555","555","555","585","585","585"
"8235.267365274","495","495","495","585","585","585"
"8245.274156326","495","495","495","585","585","585"
"8255.273009137","495","495","495","585","585","585"
"8265.274999011","600","600","600","585","585","585"
"8275.265605066","480","480","480","585","585","585"
"8285.268252333","510","510","510","585","585","585"
"8295.269829436","510","510","510","585","585","585"
"8305.266998827","465","465","465","585","585","585"
"8315.265139827","600","600","600","585","585","585"
"8325.269405514","600","600","600","585","585","585"
"8335.274539372","810","810","810","585","585","585"
"8345.265611752","630","630","630","585","585","585"
"8355.267793384","585","585","585","585","585","585"
"8365.268409953","630","630","630","585","585","585"
"8375.276332272","510","510","510","585","585","585"
"8385.266576488","630","630","630","585","585","585"
"8395.266200728","570","570","570","585","585","585"
"8405.268607634","600","600","600","585","585","585"
"8415.276418391","930","930","930","585","585","585"
"8425.265950247","600","600","600","585","585","585"
"8435.272815348","555","555","555","585","585","585"
"8445.270626781","600","600","600","585","585","585"
"8455.267598784","585","585","585","585","585","585"
"8465.266206648","540","540","540","585","585","585"
"8475.268470184","555","555","555","585","585","585"
"8485.266612965","630","630","630","585","585","585"
"8495.26869236","480","480","480","585","585","585"
"8505.268440931","660","660","660","585","585","585"
"8515.27836093","615","615","615","585","585","585"
"8525.269459114","510","510","510","585","585","585"
"8535.267885106","570","570","570","585","585","585"
"8545.267454357","735","735","735","585","585","585"
"8555.26898574","615","615","615","585","585","585"
"8565.267413992","615","615","615","585","585","585"
"8575.276947969","510","510","510","585","585","585"
"8585.26742504","720","720","720","585","585","585"
"8595.267452625","585","585","585","585","585","585"
"8605.26826857","570","570","570","585","585","585"
"8615.265246389","555","555","555","585","585","585"
"8625.267366157","570","570","570","585","585","585"
"8635.265257041","555","555","555","585","585","585"
"8645.26585124","525","525","525","585","585","585"
"8655.273018165","540","540","540","585","585","585"
"8665.271073848","585","585","585","585","585","585"
"8675.268754561","735","735","735","585","585","585"
"8685.276414871","525","525","525","585","585","585"
"8695.268722379","645","645","645","585","585","585"
"8705.266311138","615","615","615","585","585","585"
"8715.276038951","600","600","600","585","585","585"
"8725.273343637","645","645","645","585","585","585"
"8735.265695031","675","675","675","585","585","585"
"8745.267935587","705","705","705","585","585","585"
"8755.269133347","795","795","795","585","585","585"
"8765.2715031","600","600","600","585","585","585"
"8775.270426213","480","480","480","585","585","585"
"8785.268191937","615","615","615","585","585","585"
"8795.265617615","600","600","600","585","585","585"
"8805.267776307","855","855","855","585","585","585"
"8815.274644143","945","945","945","585","585","585"
"8825.274660978","675","675","675","585","585","585"
"8835.278396458","480","480","480","585","585","585"
"8845.2654304","585","585","585","585","585","585"
"8855.267890467","840","840","840","585","585","585"
"8865.266228091","600","600","600","585","585","585"
"8875.269123862","510","510","510","585","585","585"
"8885.269069715","660","660","660","585","585","585"
"8895.267536322","615","615","615","585","585","585"
"8905.265244871","615","615","615","585","585","585"
"8915.271250323","585","585","585","585","585","585"
"8925.276096093","810","810","810","585","585","585"
"8935.276339074","555","555","555","585","585","585"
"8945.272748088","585","585","585","585","585","585"
"8955.269456822","525","525","525","585","585","585"
"8965.265281538","495","495","495","585","585","585"
"8975.271515029","450","450","450","585","585","585"
"8985.269014141","615","615","615","585","585","585"
"8995.265411324","615","615","615","585","585","585"
"9005.268323305","615","615","615","585","585","585"
"9015.265721188","600","600","600","585","585","585"
"9025.268935439","585","585","585","585","585","585"
"9035.266917739","870","870","870","585","585","585"
"9045.2719885","615","615","615","585","585","585"
"9055.274689111","600","600","600","585","585","585"
"9065.266909936","510","510","510","585","585","585"
"9075.270381377","600","600","600","585","585","585"
"9085.273346033","495","495","495","585","585","585"
"9095.269162505","615","615","615","585","585","585"
"9105.277780919","735","735","735","585","585","585"
"9115.277108299","555","555","555","585","585","585"
"9125.274484144","525","525","525","585","585","585"
"9135.271302515","945","945","945","585","585","585"
"9145.267071038","915","915","915","585","585","585"
"9155.266665828","615","615","615","585","585","585"
"9165.27909498","570","570","570","585","585","585"
"9175.266830065","690","690","690","585","585","585"
"9185.265888464","435","435","435","585","585","585"
"9195.274581797","615","615","615","585","585","585"
"9205.26662533","600","600","600","585","585","585"
"9215.267609008","705","705","705","585","585","585"
"9225.267113125","600","600","600","585","585","585"
"9235.26572732","555","555","555","585","585","585"
"9245.267498435","600","600","600","585","585","585"
"9255.26835974","885","885","885","585","585","585"
"9265.268277893","615","615","615","585","585","585"
"9275.270864159","510","510","510","585","585","585"
"9285.266752477","600","600","600","585","585","585"
"9295.273911527","510","510","510","585","585","585"
"9305.278531191","765","765","765","585","585","585"
"9315.270658917","615","615","615","585","585","585"
"9325.269537607","630","630","630","585","585","585"
"9335.265170431","465","465","465","585","585","585"
"9345.266301986","450","450","450","585","585","585"
"9355.266016364","885","885","885","585","585","585"
"9365.269590554","570","570","570","585","585","585"
"9375.267738864","600","600","600","585","585","585"
"9385.265588342","600","600","600","585","585","585"
"9395.265890702","615","615","615","585","585","585"
"9405.265575858","525","525","525","585","585","585"
"9415.267240293","900","900","900","585","585","585"
"9425.266128459","600","600","600","585","585","585"
"9435.268379195","600","600","600","585","585","585"
"9445.271881495","840","840","840","585","585","585"
"9455.266401686","555","555","555","585","585","585"
"9465.267981138","480","480","480","585","585","585"
"9475.273011463","450","450","450","585","585","585"
"9485.266715943","600","600","600","585","585","585"
"9495.269697907","615","615","615","585","585","585"
"9505.265893114","615","615","615","585","585","585"
"9515.272278192","615","615","615","585","585","585"
"9525.270337106","615","615","615","585","585","585"
"9535.268401599","645","645","645","585","585","585"
"9545.265462722","465","465","465","585","585","585"
"9555.267834371","630","630","630","585","585","585"
"9565.267606317","585","585","585","585","585","585"
"9575.267019192","615","615","615","585","585","585"
"9585.270231227","600","600","600","585","585","585"
"9595.26696636","810","810","810","585","585","585"
"9605.265903156","600","600","600","585","585","585"
"9615.26774542","540","540","540","585","585","585"
"9625.269185254","555","555","555","585","585","585"
"9635.267727176","465","465","465","585","585","585"
"9645.266396759","600","600","600","585","585","585"
"9655.272515105","960","960","960","585","585","585"
"9665.268029718","600","600","600","585","585","585"
"9675.269545992","615","615","615","585","585","585"
"9685.266314763","630","630","630","585","585","585"
"9695.269770489","660","660","660","585","585","585"
"9705.273319382","540","540","540","585","585","585"
"9715.275284489","570","570","570","585","585","585"
"9725.275064875","525","525","525","585","585","585"
"9735.26697469","600","600","600","585","585","585"
"9745.26799186","615","615","615","585","585","585"
"9755.26767202","585","585","585","585","585","585"
"9765.268969869","450","450","450","585","585","585"
"9775.269105248","525","525","525","585","585","585"
"9785.26546911","480","480","480","585","585","585"
"9795.267035891","600","600","600","585","585","585"
"9805.267757588","630","630","630","585","585","585"
"9815.267301091","450","450","450","585","585","585"
"9825.268523093","540","540","540","585","585","585"
"9835.266586706","540","540","540","585","585","585"
"9845.267572181","600","600","600","585","585","585"
"9855.269326867","570","570","570","585","585","585"
"9865.26583842","570","570","570","585","585","585"
"9875.2674505","615","615","615","585","585","585"
"9885.277146634","510","510","510","585","585","585"
"9895.276915435","600","600","600","585","585","585"
"9905.268414401","525","525","525","585","585","585"
"9915.268494173","495","495","495","585","585","585"
"9925.268094982","585","585","585","585","585","585"
"9935.267883178","510","510","510","585","585","585"
"9945.267173253","555","555","555","585","585","585"
"9955.266417081","540","540","540","585","585","585"
"9965.268176628","1005","1005","1005","585","585","585"
"9975.27028202","495","495","495","585","585","585"
"9985.275231515","555","555","555","585","585","585"
"9995.26710852","630","630","630","585","585","585"
"10005.266592913","510","510","510","585","585","585"
"10015.265942395","630","630","630","585","585","585"
"10025.266882367","555","555","555","585","585","585"
"10035.274240376","600","600","600","585","585","585"
"10045.266489421","510","510","510","585","585","585"
"10055.265271964","525","525","525","585","585","585"
"10065.266477145","510","510","510","585","585","585"
"10075.274032717","450","450","450","585","585","585"
"10085.270606121","1005","1005","1005","585","585","585"
"10095.26805613","960","960","960","585","585","585"
"10105.266613224","600","600","600","585","585","585"
"10115.27366137","750","750","750","585","585","585"
"10125.267492647","600","600","600","585","585","585"
"10135.26632014","585","585","585","585","585","585"
"10145.275637772","870","870","870","585","585","585"
"10155.274389073","720","720","720","585","585","585"
"10165.271681037","420","420","420","585","585","585"
"10175.266929476","975","975","975","585","585","585"
"10185.27601364","870","870","870","585","585","585"
"10195.273921894","555","555","555","585","585","585"
"10205.266713278","690","690","690","585","585","585"
"10215.267529133","615","615","615","585","585","585"
"10225.267328462","690","690","690","585","585","585"
"10235.27131089","450","450","450","585","585","585"
"10245.273430352","510","510","510","585","585","585"
"10255.267188324","660","660","660","585","585","585"
"10265.270369132","600","600","600","585","585","585"
"10275.270676559","675","675","675","585","585","585"
"10285.268403167","480","480","480","585","585","585"
"10295.265949616","600","600","600","585","585","585"
"10305.268664659","615","615","615","585","585","585"
"10315.276636771","600","600","600","585","585","585"
"10325.265237176","600","600","600","585","585","585"
"10335.266270359","570","570","570","585","585","585"
"10345.266861708","615","615","615","585","585","585"
"10355.267100542","780","780","780","585","585","585"
"10365.275138559","585","585","585","585","585","585"
"10375.268321371","585","585","585","585","585","585"
"10385.272617733","600","600","600","585","585","585"
"10395.269447646","690","690","690","585","585","585"
"10405.268120934","495","495","495","585","585","585"
"10415.266327655","585","585","585","585","585","585"
"10425.268122194","645","645","645","585","585","585"
"10435.265821154","495","495","495","585","585","585"
"10445.268195629","480","480","480","585","585","585"
"10455.268367537","840","840","840","585","585","585"
"10465.273575112","510","510","510","585","585","585"
"10475.270161828","600","600","600","585","585","585"
"10485.268941863","540","540","540","585","585","585"
"10495.270851705","615","615","615","585","585","585"
"10505.267744754","570","570","570","585","585","585"
"10515.266745681","615","615","615","585","585","585"
"10525.27314148","750","750","750","585","585","585"
"10535.272423582","930","930","930","585","585","585"
"10545.277069862","615","615","615","585","585","585"
"10555.266217128","600","600","600","585","585","585"
"10565.267360402","915","915","915","585","585","585"
"10575.269752817","630","630","630","585","585","585"
"10585.26718195","570","570","570","585","585","585"
"10595.271510357","525","525","525","585","585","585"
"10605.270729018","600","600","600","585","585","585"
"10615.268672148","600","600","600","585","585","585"
"10625.269184481","630","630","630","585","585","585"
"10635.2742625","645","645","645","585","585","585"
"10645.268982781","510","510","510","585","585","585"
"10655.267762667","600","600","600","585","585","585"
"10665.266145121","480","480","480","585","585","585"
"10675.269845119","660","660","660","585","585","585"
"10685.267648117","885","885","885","585","585","585"
"10695.265595034","600","600","600","585","585","585"
"10705.267160422","615","615","615","585","585","585"
"10715.277297908","510","510","510","585","585","585"
"10725.269593704","615","615","615","585","585","585"
"10735.265542756","915","915","915","585","585","585"
"10745.275053239","750","750","750","585","585","585"
"10755.266120147","600","600","600","585","585","585"
"10765.266424015","465","465","465","585","585","585"
"10775.269341847","570","570","570","585","585","585"
"10785.26654148","615","615","615","585","585","585"
"10795.267407098","495","495","495","585","585","585"
"10805.268069518","1005","1005","1005","585","585","585"
"10815.275896005","735","735","735","585","585","585"
"10825.27051549","570","570","570","585","585","585"
"10835.267405828","555","555","555","585","585","585"
"10845.268449971","675","675","675","585","585","585"
"10855.266159456","600","600","600","585","585","585"
"10865.267026153","900","900","900","585","585","585"
"10875.269204538","555","555","555","585","585","585"
"10885.267271872","585","585","585","585","585","585"
"10895.268760155","930","930","930","585","585","585"
"10905.266133112","555","555","555","585","585","585"
"10915.266576658","825","825","825","585","585","585"
"10925.273243576","600","600","600","585","585","585"
"10935.276969204","615","615","615","585","585","585"
"10945.269022399","480","480","480","585","585","585"
"10955.265258336","630","630","630","585","585","585"
"10965.267129206","540","540","540","585","585","585"
"10975.265564529","555","555","555","585","585","585"
"10985.270181721","630","630","630","585","585","585"
"10995.267611034","840","840","840","585","585","585"
"11005.271347643","630","630","630","585","585","585"
"11015.265777065","525","525","525","585","585","585"
"11025.267009504","555","555","555","585","585","585"
"11035.268057168","675","675","675","585","585","585"
"11045.271569455","765","765","765","585","585","585"
"11055.266576665","585","585","585","585","585","585"
"11065.266721744","630","630","630","585","585","585"
"11075.265969225","600","600","600","585","585","585"
"11085.268079755","600","600","600","585","585","585"
"11095.267429576","630","630","630","585","585","585"
"11105.269010686","630","630","630","585","585","585"
"11115.265910048","630","630","630","585","585","585"
"11125.268098988","930","930","930","585","585","585"
"11135.265105005","690","690","690","585","585","585"
"11145.281379656","735","735","735","585","585","585"
"11155.267441517","420","420","420","585","585","585"
"11165.267428142","570","570","570","585","585","585"
"11175.268502918","705","705","705","585","585","585"
"11185.265655758","645","645","645","585","585","585"
"11195.267227589","750","750","750","585","585","585"
"11205.270754276","600","600","600","585","585","585"
"11215.270189063","795","795","795","585","585","585"
"11225.266849414","870","870","870","585","585","585"
"11235.269388101","585","585","585","585","585","585"
"11245.269857195","750","750","750","585","585","585"
"11255.266106521","540","540","540","585","585","585"
"11265.269849527","660","660","660","585","585","585"
"11275.265838888","600","600","600","585","585","585"
"11285.279343117","780","780","780","585","585","585"
"11295.266258346","570","570","570","585","585","585"
"11305.274984812","465","465","465","585","585","585"
"11315.269899843","630","630","630","585","585","585"
"11325.266134502","795","795","795","585","585","585"
"11335.269309369","600","600","600","585","585","585"
"11345.268794346","615","615","615","585","585","585"
"11355.268207606","555","555","555","585","585","585"
"11365.276864589","705","705","705","585","585","585"
"11375.267108886","525","525","525","585","585","585"
"11385.26631145","615","615","615","585","585","585"
"11395.265792404","540","540","540","585","585","585"
"11405.26562448","480","480","480","585","585","585"
"11415.269370685","615","615","615","585","585","585"
"11425.266978692","510","510","510","585","585","585"
"11435.268469647","465","465","465","585","585","585"
"11445.269196826","600","600","600","585","585","585"
"11455.26861219","600","600","600","585","585","585"
"11465.269520704","660","660","660","585","585","585"
"11475.271248197","495","495","495","585","585","585"
"11485.271791869","480","480","480","585","585","585"
"11495.270200963","810","810","810","585","585","585"
"11505.275170661","525","525","525","585","585","585"
"11515.275757952","495","495","495","585","585","585"
"11525.27374778","570","570","570","585","585","585"
"11535.271108855","585","585","585","585","585","585"
"11545.275835937","555","555","555","585","585","585"
"11555.272683491","750","750","750","585","585","585"
"11565.275117109","510","510","510","585","585","585"
"11575.265494234","735","735","735","585","585","585"
"11585.265688503","615","615","615","585","585","585"
"11595.275947864","465","465","465","585","585","585"
"11605.276168739","900","900","900","585","585","585"
"11615.266974412","615","615","615","585","585","585"
"11625.269454221","750","750","750","585","585","585"
"11635.267408474","585","585","585","585","585","585"
"11645.271363075","975","975","975","585","585","585"
"11655.271374483","465","465","465","585","585","585"
"11665.265630965","645","645","645","585","585","585"
"11675.274043697","1020","1020","1020","585","585","585"
"11685.269174239","570","570","570","585","585","585"
"11695.2754325","585","585","585","585","585","585"
"11705.270687622","870","870","870","585","585","585"
"11715.268272857","585","585","585","585","585","585"
"11725.266327501","720","720","720","585","585","585"
"11735.267466078","615","615","615","585","585","585"
"11745.266788337","435","435","435","585","585","585"
"11755.269390328","600","600","600","585","585","585"
"11765.268177158","570","570","570","585","585","585"
"11775.268597701","720","720","720","585","585","585"
"11785.269040545","615","615","615","585","585","585"
"11795.265701444","570","570","570","585","585","585"
"11805.267634503","600","600","600","585","585","585"
"11815.267393265","660","660","660","585","585","585"
"11825.265837074","615","615","615","585","585","585"
"11835.266121312","600","600","600","585","585","585"
"11845.27008683","570","570","570","585","585","585"
"11855.267172017","960","960","960","585","585","585"
"11865.269616657","615","615","615","585","585","585"
"11875.267773727","525","525","525","585","585","585"
"11885.274528276","840","840","840","585","585","585"
"11895.273283695","600","600","600","585","585","585"
"11905.267725231","495","495","495","585","585","585"
"11915.271377549","645","645","645","585","585","585"
"11925.273590003","540","540","540","585","585","585"
"11935.271757615","570","570","570","585","585","585"
"11945.267005046","615","615","615","585","585","585"
"11955.268064745","705","705","705","585","585","585"
"11965.275713815","705","705","705","585","585","585"
"11975.270746359","870","870","870","585","585","585"
"11985.266436403","600","600","600","585","585","585"
"11995.275325648","690","690","690","585","585","585"
"12005.266862467","630","630","630","585","585","585"
"12015.267884114","615","615","615","585","585","585"
"12025.27071965","615","615","615","585","585","585"
"12035.265251765","510","510","510","585","585","585"
"12045.269853346","615","615","615","585","585","585"
"12055.267491079","600","600","600","585","585","585"
"12065.267327754","615","615","615","585","585","585"
"12075.274363218","600","600","600","585","585","585"
"12085.268323544","600","600","600","585","585","585"
"12095.271937996","705","705","705","585","585","585"
"12105.271363841","525","525","525","585","585","585"
"12115.267397436","585","585","585","585","585","585"
"12125.274496153","705","705","705","585","585","585"
"12135.267907072","570","570","570","585","585","585"
"12145.267700611","615","615","615","585","585","585"
"12155.266227418","615","615","615","585","585","585"
"12165.266290599","645","645","645","585","585","585"
"12175.265630587","435","435","435","585","585","585"
"12185.266845295","600","600","600","585","585","585"
"12195.274661728","450","450","450","585","585","585"
"12205.271740414","510","510","510","585","585","585"
"12215.271000064","675","675","675","585","585","585"
"12225.276562369","645","645","645","585","585","585"
"12235.265264339","630","630","630","585","585","585"
"12245.266400752","495","495","495","585","585","585"
"12255.269627388","720","720","720","585","585","585"
"12265.272898991","675","675","675","585","585","585"
"12275.272731171","480","480","480","585","585","585"
"12285.272573181","420","420","420","585","585","585"
"12295.266767254","600","600","600","585","585","585"
"12305.267928064","735","735","735","585","585","585"
"12315.266969221","600","600","600","585","585","585"
"12325.268725579","615","615","615","585","585","585"
"12335.268846955","585","585","585","585","585","585"
"12345.265592148","660","660","660","585","585","585"
"12355.269216502","525","525","525","585","585","585"
"12365.272045079","495","495","495","585","585","585"
"12375.269285387","630","630","630","585","585","585"
"12385.272099657","600","600","600","585","585","585"
"12395.280495319","840","840","840","585","585","585"
"12405.267933802","690","690","690","585","585","585"
"12415.267278289","600","600","600","585","585","585"
"12425.266731581","570","570","570","585","585","585"
"12435.279259321","750","750","750","585","585","585"
"12445.272354694","615","615","615","585","585","585"
"12455.265696145","435","435","435","585","585","585"
"12465.274214987","555","555","555","585","585","585"
"12475.268474355","945","945","945","585","585","585"
"12485.26626747","630","630","630","585","585","585"
"12495.266951018","570","570","570","585","585","585"
"12505.268865841","585","585","585","585","585","585"
"12515.265760342","600","600","600","585","585","585"
"12525.26939346","615","615","615","585","585","585"
"12535.276647872","840","840","840","585","585","585"
"12545.267361241","510","510","510","585","585","585"
"12555.266749886","450","450","450","585","585","585"
"12565.276502009","495","495","495","585","585","585"
"12575.266539019","600","600","600","585","585","585"
"12585.269629984","630","630","630","585","585","585"
"12595.27073349","615","615","615","585","585","585"
"12605.274351484","495","495","495","585","585","585"
"12615.268866744","615","615","615","585","585","585"
"12625.265510852","465","465","465","585","585","585"
"12635.266951617","615","615","615","585","585","585"
"12645.269524736","630","630","630","585","585","585"
"12655.266093784","600","600","600","585","585","585"
"12665.267245065","600","600","600","585","585","585"
"12675.273632815","600","600","600","585","585","585"
"12685.266992428","615","615","615","585","585","585"
"12695.26689422","570","570","570","585","585","585"
"12705.268311872","480","480","480","585","585","585"
"12715.265901968","675","675","675","585","585","585"
"12725.265735418","870","870","870","585","585","585"
"12735.268173582","495","495","495","585","585","585"
"12745.265150377","510","510","510","585","585","585"
"12755.265354609","960","960","960","585","585","585"
"12765.266105652","990","990","990","585","585","585"
"12775.271698672","510","510","510","585","585","585"
"12785.265342144","630","630","630","585","585","585"
"12795.270426017","1050","1050","1050","585","585","585"
"12805.269276446","615","615","615","585","585","585"
"12815.267384355","960","960","960","585","585","585"
"12825.269622485","765","765","765","585","585","585"
"12835.276390595","510","510","510","585","585","585"
"12845.269732581","540","540","540","585","585","585"
"12855.269584015","615","615","615","585","585","585"
"12865.269063744","750","750","750","585","585","585"
"12875.268205567","840","840","840","585","585","585"
"12885.266551482","720","720","720","585","585","585"
"12895.268356317","720","720","720","585","585","585"
"12905.267753647","630","630","630","585","585","585"
"12915.276278731","585","585","585","585","585","585"
"12925.266310371","675","675","675","585","585","585"
"12935.269160322","525","525","525","585","585","585"
"12945.272159906","630","630","630","585","585","585"
"12955.275733197","615","615","615","585","585","585"
"12965.270380553","735","735","735","585","585","585"
"12975.271294877","600","600","600","585","585","585"
"12985.267631093","525","525","525","585","585","585"
"12995.26563779","615","615","615","585","585","585"
"13005.266320517","630","630","630","585","585","585"
"13015.267496005","615","615","615","585","585","585"
"13025.275591635","765","765","765","585","585","585"
"13035.268013426","600","600","600","585","585","585"
"13045.2736964","555","555","555","585","585","585"
"13055.267475757","675","675","675","585","585","585"
"13065.266218994","735","735","735","585","585","585"
"13075.269669946","480","480","480","585","585","585"
"13085.268362479","465","465","465","585","585","585"
"13095.266070308","525","525","525","585","585","585"
"13105.269353336","990","990","990","585","585","585"
"13115.277540591","810","810","810","585","585","585"
"13125.277641284","615","615","615","585","585","585"
"13135.267784994","570","570","570","585","585","585"
"13145.276122155","765","765","765","585","585","585"
"13155.27359626","780","780","780","585","585","585"
"13165.26846478","585","585","585","585","585","585"
"13175.268964853","525","525","525","585","585","585"
"13185.277128387","750","750","750","585","585","585"
"13195.267379563","555","555","555","585","585","585"
"13205.265400955","705","705","705","585","585","585"
"13215.26740156","585","585","585","585","585","585"
"13225.267285194","630","630","630","585","585","585"
"13235.268127691","600","600","600","585","585","585"
"13245.266620334","960","960","960","585","585","585"
"13255.272848807","915","915","915","585","585","585"
"13265.26826921","615","615","615","585","585","585"
"13275.280801906","855","855","855","585","585","585"
"13285.268534915","600","600","600","585","585","585"
"13295.269740741","570","570","570","585","585","585"
"13305.269088486","735","735","735","585","585","585"
"13315.267522259","615","615","615","585","585","585"
"13325.267215017","510","510","510","585","585","585"
"13335.268073319","765","765","765","585","585","585"
"13345.26564311","600","600","600","585","585","585"
"13355.272553054","525","525","525","585","585","585"
"13365.266792107","570","570","570","585","585","585"
"13375.273049343","735","735","735","585","585","585"
"13385.267999428","615","615","615","585","585","585"
"13395.267425644","780","780","780","585","585","585"
"13405.267124142","525","525","525","585","585","585"
"13415.265516166","585","585","585","585","585","585"
"13425.271498278","600","600","600","585","585","585"
"13435.273240948","570","570","570","585","585","585"
"13445.276299375","480","480","480","585","585","585"
"13455.270926914","930","930","930","585","585","585"
"13465.269596076","615","615","615","585","585","585"
"13475.277436541","720","720","720","585","585","585"
"13485.269702326","615","615","615","585","585","585"
"13495.26575536","615","615","615","585","585","585"
"13505.26765581","600","600","600","585","585","585"
"13515.276295325","465","465","465","585","585","585"
"13525.276022136","540","540","540","585","585","585"
"13535.27627935","675","675","675","585","585","585"
"13545.267688516","570","570","570","585","585","585"
"13555.266298328","600","600","600","585","585","585"
"13565.276373667","870","870","870","585","585","585"
"13575.266317798","615","615","615","585","585","585"
"13585.265857983","555","555","555","585","585","585"
"13595.271291391","510","510","510","585","585","585"
"13605.269277043","525","525","525","585","585","585"
"13615.270262396","585","585","585","585","585","585"
"13625.273849432","630","630","630","585","585","585"
"13635.267313588","945","945","945","585","585","585"
"13645.266825115","630","630","630","585","585","585"
"13655.265170602","615","615","615","585","585","585"
"13665.266173332","540","540","540","585","585","585"
"13675.267185317","465","465","465","585","585","585"
"13685.266664427","615","615","615","585","585","585"
"13695.269700089","675","675","675","585","585","585"
"13705.272052584","525","525","525","585","585","585"
"13715.266624303","615","615","615","585","585","585"
"13725.266326191","645","645","645","585","585","585"
"13735.268025369","630","630","630","585","585","585"
"13745.27085077","630","630","630","585","585","585"
"13755.271365516","615","615","615","585","585","585"
"13765.276503647","900","900","900","585","585","585"
"13775.268787699","495","495","495","585","585","585"
"13785.265842741","645","645","645","585","585","585"
"13795.265196294","555","555","555","585","585","585"
