"Relative Time (Process)","StudyAbroadGPT-7B - system/cpu","StudyAbroadGPT-7B - system/cpu__MIN","StudyAbroadGPT-7B - system/cpu__MAX"
"5805.407346504","22.014097572319386","22.014097572319386","22.014097572319386"
"5815.40756142","22.018643608694784","22.018643608694784","22.018643608694784"
"5825.407528805","22.02317638935983","22.02317638935983","22.02317638935983"
"5835.407741384","22.027732963181105","22.027732963181105","22.027732963181105"
"5845.40690195","22.03224087320416","22.03224087320416","22.03224087320416"
"5855.406988063","22.036732219797905","22.036732219797905","22.036732219797905"
"5865.407541694","22.041246308928375","22.041246308928375","22.041246308928375"
"5875.408076696","22.04574680173824","22.04574680173824","22.04574680173824"
"5885.406918772","22.05020159716071","22.05020159716071","22.05020159716071"
"5895.407041452","22.05467659551182","22.05467659551182","22.05467659551182"
"5905.406826568","22.059139215292333","22.059139215292333","22.059139215292333"
"5915.406969148","22.063586939006417","22.063586939006417","22.063586939006417"
"5925.407121752","22.068021743198464","22.068021743198464","22.068021743198464"
"5935.406502866","22.072445385692816","22.072445385692816","22.072445385692816"
"5945.407011792","22.076852767936817","22.076852767936817","22.076852767936817"
"5955.407188231","22.08121020087843","22.08121020087843","22.08121020087843"
"5965.407434567","22.085628736246637","22.085628736246637","22.085628736246637"
"5975.406746717","22.090000459992645","22.090000459992645","22.090000459992645"
"5985.406990287","22.094318945219847","22.094318945219847","22.094318945219847"
"5995.407102474","22.098662372282348","22.098662372282348","22.098662372282348"
"6005.407504597","22.102991391854285","22.102991391854285","22.102991391854285"
"6015.40773248","22.10727171230267","22.10727171230267","22.10727171230267"
"6025.406959318","22.111579337989745","22.111579337989745","22.111579337989745"
"6035.407361971","22.11587064540015","22.11587064540015","22.11587064540015"
"6045.406724146","22.120115627561965","22.120115627561965","22.120115627561965"
"6055.407539526","22.124417113296026","22.124417113296026","22.124417113296026"
"6065.407207118","22.128636414159804","22.128636414159804","22.128636414159804"
"6075.406729591","22.13288020643366","22.13288020643366","22.13288020643366"
"6085.406936524","22.137109750975082","22.137109750975082","22.137109750975082"
"6095.407416076","22.141289154650295","22.141289154650295","22.141289154650295"
"6105.406978849","22.145496077500635","22.145496077500635","22.145496077500635"
"6115.407285355","22.149688442626207","22.149688442626207","22.149688442626207"
"6125.406757862","22.15387058281761","22.15387058281761","22.15387058281761"
"6135.407291039","22.158001533056154","22.158001533056154","22.158001533056154"
"6145.407216117","22.162194825226365","22.162194825226365","22.162194825226365"
"6155.407645077","22.166301881947884","22.166301881947884","22.166301881947884"
"6165.407348855","22.170435475294312","22.170435475294312","22.170435475294312"
"6175.407736063","22.174518981192353","22.174518981192353","22.174518981192353"
"6185.407837563","22.17862756691674","22.17862756691674","22.17862756691674"
"6195.407226082","22.182726568490697","22.182726568490697","22.182726568490697"
"6205.406884835","22.18677725234039","22.18677725234039","22.18677725234039"
"6215.406953089","22.190850465784248","22.190850465784248","22.190850465784248"
"6225.407400912","22.19487519254695","22.19487519254695","22.19487519254695"
"6235.408294785","22.19892320874934","22.19892320874934","22.19892320874934"
"6245.407295129","22.202929270488536","22.202929270488536","22.202929270488536"
"6255.407255766","22.206920992690137","22.206920992690137","22.206920992690137"
"6265.407497516","22.210900643360855","22.210900643360855","22.210900643360855"
"6275.406833228","22.214871592425542","22.214871592425542","22.214871592425542"
"6285.407470819","22.218862739381038","22.218862739381038","22.218862739381038"
"6295.407369301","22.22280973984188","22.22280973984188","22.22280973984188"
"6305.407235923","22.226780679874995","22.226780679874995","22.226780679874995"
"6315.407532407","22.230739267698205","22.230739267698205","22.230739267698205"
"6325.407121427","22.234688882997535","22.234688882997535","22.234688882997535"
"6335.407307983","22.238625209268616","22.238625209268616","22.238625209268616"
"6345.407186577","22.242516573145615","22.242516573145615","22.242516573145615"
"6355.407138044","22.24643191932074","22.24643191932074","22.24643191932074"
"6365.406678926","22.250301958274584","22.250301958274584","22.250301958274584"
"6375.407203426","22.254158182638033","22.254158182638033","22.254158182638033"
"6385.407653306","22.258039006519617","22.258039006519617","22.258039006519617"
"6395.40727124","22.261911606672086","22.261911606672086","22.261911606672086"
"6405.407121083","22.265737763888787","22.265737763888787","22.265737763888787"
"6415.407478697","22.269586322485726","22.269586322485726","22.269586322485726"
"6425.406730675","22.273392954270527","22.273392954270527","22.273392954270527"
"6435.406825537","22.277255922584317","22.277255922584317","22.277255922584317"
"6445.406638184","22.28103950132156","22.28103950132156","22.28103950132156"
"6455.407248728","22.284810283998326","22.284810283998326","22.284810283998326"
"6465.407414209","22.288641379133907","22.288641379133907","22.288641379133907"
"6475.407387083","22.292427520087426","22.292427520087426","22.292427520087426"
"6485.406843326","22.296170190603668","22.296170190603668","22.296170190603668"
"6495.407232694","22.299934350504884","22.299934350504884","22.299934350504884"
"6505.40715509","22.303689549778543","22.303689549778543","22.303689549778543"
"6515.407357982","22.30736472976419","22.30736472976419","22.30736472976419"
"6525.408031411","22.31109843582865","22.31109843582865","22.31109843582865"
"6535.407029928","22.314824376851007","22.314824376851007","22.314824376851007"
"6545.407503355","22.318502649394205","22.318502649394205","22.318502649394205"
"6555.407873133","22.322171064300413","22.322171064300413","22.322171064300413"
"6565.406595623","22.32586882577574","22.32586882577574","22.32586882577574"
"6575.407436755","22.32955026879871","22.32955026879871","22.32955026879871"
"6585.407509114","22.33318937542839","22.33318937542839","22.33318937542839"
"6595.406780555","22.33685540372422","22.33685540372422","22.33685540372422"
"6605.407396499","22.340473229095835","22.340473229095835","22.340473229095835"
"6615.407441521","22.344116886750225","22.344116886750225","22.344116886750225"
"6625.407250841","22.347751852862974","22.347751852862974","22.347751852862974"
"6635.407138333","22.351342435919047","22.351342435919047","22.351342435919047"
"6645.406529295","22.354992101289255","22.354992101289255","22.354992101289255"
"6655.407193917","22.35859479855332","22.35859479855332","22.35859479855332"
"6665.407535228","22.362154828399678","22.362154828399678","22.362154828399678"
"6675.407459291","22.365740386460732","22.365740386460732","22.365740386460732"
"6685.40698284","22.36928372246293","22.36928372246293","22.36928372246293"
"6695.407661409","22.37281440614507","22.37281440614507","22.37281440614507"
"6705.406922456","22.376373008395174","22.376373008395174","22.376373008395174"
"6715.40732092","22.379918975952307","22.379918975952307","22.379918975952307"
"6725.407475279","22.38342258222267","22.38342258222267","22.38342258222267"
"6735.406766073","22.386952670284522","22.386952670284522","22.386952670284522"
"6745.407050258","22.390470444616668","22.390470444616668","22.390470444616668"
"6755.406926824","22.393946874077997","22.393946874077997","22.393946874077997"
"6765.407014275","22.397446826148077","22.397446826148077","22.397446826148077"
"6775.406636674","22.400872103996214","22.400872103996214","22.400872103996214"
"6785.407295127","22.404385093965708","22.404385093965708","22.404385093965708"
"6795.407003875","22.407857979017344","22.407857979017344","22.407857979017344"
"6805.407018043","22.411287901549535","22.411287901549535","22.411287901549535"
"6815.407153586","22.414741847908385","22.414741847908385","22.414741847908385"
"6825.407605966","22.418152089981884","22.418152089981884","22.418152089981884"
"6835.407318547","22.421556798571242","22.421556798571242","22.421556798571242"
"6845.406718971","22.42501736543937","22.42501736543937","22.42501736543937"
"6855.406857631","22.428401860638143","22.428401860638143","22.428401860638143"
"6865.407111405","22.431809973691887","22.431809973691887","22.431809973691887"
"6875.407314513","22.435176734255517","22.435176734255517","22.435176734255517"
"6885.407352027","22.438567505868726","22.438567505868726","22.438567505868726"
"6895.407400015","22.441916710145275","22.441916710145275","22.441916710145275"
"6905.407694476","22.445289299489463","22.445289299489463","22.445289299489463"
"6915.406994619","22.44862332331212","22.44862332331212","22.44862332331212"
"6925.406725184","22.451979946032246","22.451979946032246","22.451979946032246"
"6935.408150819","22.45529048600724","22.45529048600724","22.45529048600724"
"6945.407493836","22.45863084008705","22.45863084008705","22.45863084008705"
"6955.407271131","22.461961585920026","22.461961585920026","22.461961585920026"
"6965.407739965","22.465250170295494","22.465250170295494","22.465250170295494"
"6975.407516679","22.468562175963637","22.468562175963637","22.468562175963637"
"6985.407168073","22.471834845886175","22.471834845886175","22.471834845886175"
"6995.406535971","22.47513222315979","22.47513222315979","22.47513222315979"
"7005.407406059","22.47841688773175","22.47841688773175","22.47841688773175"
"7015.406989942","22.481664557827663","22.481664557827663","22.481664557827663"
"7025.406916973","22.484902762653363","22.484902762653363","22.484902762653363"
"7035.407460266","22.488163217882615","22.488163217882615","22.488163217882615"
"7045.407121719","22.49141760515495","22.49141760515495","22.49141760515495"
"7055.407575222","22.494629380941404","22.494629380941404","22.494629380941404"
"7065.407393573","22.497834952427038","22.497834952427038","22.497834952427038"
"7075.407108521","22.501064431117996","22.501064431117996","22.501064431117996"
"7085.407387228","22.50428391699654","22.50428391699654","22.50428391699654"
"7095.406994009","22.507465760801818","22.507465760801818","22.507465760801818"
"7105.406640207","22.510670581727112","22.510670581727112","22.510670581727112"
"7115.406900325","22.5138340055666","22.5138340055666","22.5138340055666"
"7125.407026456","22.517021559237673","22.517021559237673","22.517021559237673"
"7135.407280254","22.520168965257586","22.520168965257586","22.520168965257586"
"7145.406988456","22.52334150329022","22.52334150329022","22.52334150329022"
"7155.407619665","22.526471967520067","22.526471967520067","22.526471967520067"
"7165.407397955","22.52962844946432","22.52962844946432","22.52962844946432"
"7175.406684365","22.53277827131904","22.53277827131904","22.53277827131904"
"7185.407733491","22.53588360692171","22.53588360692171","22.53588360692171"
"7195.407404187","22.539016788317905","22.539016788317905","22.539016788317905"
"7205.407721923","22.542139850601178","22.542139850601178","22.542139850601178"
"7215.407152121","22.54525801281555","22.54525801281555","22.54525801281555"
"7225.406704356","22.548336298057162","22.548336298057162","22.548336298057162"
"7235.407565164","22.551466031997723","22.551466031997723","22.551466031997723"
"7245.406737113","22.554530216202902","22.554530216202902","22.554530216202902"
"7255.407272389","22.55755153724956","22.55755153724956","22.55755153724956"
"7265.407354587","22.560628894275286","22.560628894275286","22.560628894275286"
"7275.406900288","22.56370030177065","22.56370030177065","22.56370030177065"
"7285.407576343","22.56672949179672","22.56672949179672","22.56672949179672"
"7295.407737868","22.569784031920786","22.569784031920786","22.569784031920786"
"7305.406836063","22.572802600281605","22.572802600281605","22.572802600281605"
"7315.406948772","22.57584207271975","22.57584207271975","22.57584207271975"
"7325.406776216","22.578843687520816","22.578843687520816","22.578843687520816"
"7335.40755261","22.581867222788517","22.581867222788517","22.581867222788517"
"7345.407521223","22.584852656845904","22.584852656845904","22.584852656845904"
"7355.407084357","22.587832947501838","22.587832947501838","22.587832947501838"
"7365.407011903","22.590866294015065","22.590866294015065","22.590866294015065"
"7375.407205924","22.59383015305977","22.59383015305977","22.59383015305977"
"7385.407369986","22.596817400094263","22.596817400094263","22.596817400094263"
"7395.407511682","22.599797349441182","22.599797349441182","22.599797349441182"
"7405.407431246","22.60277062022558","22.60277062022558","22.60277062022558"
"7415.406582968","22.605738742886384","22.605738742886384","22.605738742886384"
"7425.407010317","22.60866552256595","22.60866552256595","22.60866552256595"
"7435.407263855","22.61161630782558","22.61161630782558","22.61161630782558"
"7445.407098586","22.61453031294573","22.61453031294573","22.61453031294573"
"7455.407015876","22.617437044675604","22.617437044675604","22.617437044675604"
"7465.407491769","22.62039603457658","22.62039603457658","22.62039603457658"
"7475.407256467","22.62328908311301","22.62328908311301","22.62328908311301"
"7485.407085154","22.62617488822766","22.62617488822766","22.62617488822766"
"7495.407037836","22.629053298535112","22.629053298535112","22.629053298535112"
"7505.407291035","22.63195431845865","22.63195431845865","22.63195431845865"
"7515.407230895","22.634849125388545","22.634849125388545","22.634849125388545"
"7525.4071764","22.637737010549337","22.637737010549337","22.637737010549337"
"7535.407147522","22.64061761041388","22.64061761041388","22.64061761041388"
"7545.406890951","22.64346199981448","22.64346199981448","22.64346199981448"
"7555.407812657","22.64629758455977","22.64629758455977","22.64629758455977"
"7565.408368781","22.64912539163699","22.64912539163699","22.64912539163699"
"7575.4071473","22.6520110162804","22.6520110162804","22.6520110162804"
"7585.406587071","22.654828814347535","22.654828814347535","22.654828814347535"
"7595.407033913","22.657667061476857","22.657667061476857","22.657667061476857"
"7605.407033469","22.660499600364215","22.660499600364215","22.660499600364215"
"7615.407994514","22.66332394399298","22.66332394399298","22.66332394399298"
"7625.40703839","22.666144739110845","22.666144739110845","22.666144739110845"
"7635.406697342","22.668928255080324","22.668928255080324","22.668928255080324"
"7645.407404045","22.671702907170364","22.671702907170364","22.671702907170364"
"7655.408567795","22.674502444942995","22.674502444942995","22.674502444942995"
"7665.406688637","22.677266364301364","22.677266364301364","22.677266364301364"
"7675.406628196","22.680052340635044","22.680052340635044","22.680052340635044"
"7685.407122176","22.68280071741629","22.68280071741629","22.68280071741629"
"7695.40742466","22.685543056272515","22.685543056272515","22.685543056272515"
"7705.406604293","22.68831133155561","22.68831133155561","22.68831133155561"
"7715.407215638","22.691099170355532","22.691099170355532","22.691099170355532"
"7725.407681653","22.69382227130233","22.69382227130233","22.69382227130233"
"7735.407511265","22.696568477192184","22.696568477192184","22.696568477192184"
"7745.407414151","22.699279493106562","22.699279493106562","22.699279493106562"
"7755.407479385","22.70201334574502","22.70201334574502","22.70201334574502"
"7765.407364496","22.704711539998662","22.704711539998662","22.704711539998662"
"7775.407752501","22.707460992366265","22.707460992366265","22.707460992366265"
"7785.407660007","22.710146440294352","22.710146440294352","22.710146440294352"
"7795.407553381","22.712825654350855","22.712825654350855","22.712825654350855"
"7805.407442831","22.715528293466818","22.715528293466818","22.715528293466818"
"7815.40687403","22.718225464339856","22.718225464339856","22.718225464339856"
"7825.407489786","22.720884057954997","22.720884057954997","22.720884057954997"
"7835.407408234","22.723567398978503","22.723567398978503","22.723567398978503"
"7845.407482869","22.72624403779927","22.72624403779927","22.72624403779927"
"7855.406857948","22.728916643206833","22.728916643206833","22.728916643206833"
"7865.407268423","22.731580012489086","22.731580012489086","22.731580012489086"
"7875.407114862","22.73421002154103","22.73421002154103","22.73421002154103"
"7885.406720898","22.7368918762206","22.7368918762206","22.7368918762206"
"7895.406850088","22.73950872810902","22.73950872810902","22.73950872810902"
"7905.40752913","22.742146879141394","22.742146879141394","22.742146879141394"
"7915.406659046","22.744783123921685","22.744783123921685","22.744783123921685"
"7925.407239811","22.747380627534582","22.747380627534582","22.747380627534582"
"7935.407375786","22.750002024080374","22.750002024080374","22.750002024080374"
"7945.406864261","22.752590356190996","22.752590356190996","22.752590356190996"
"7955.407600846","22.75519872706272","22.75519872706272","22.75519872706272"
"7965.406856039","22.757804005889344","22.757804005889344","22.757804005889344"
"7975.406911852","22.76040170154255","22.76040170154255","22.76040170154255"
"7985.407539419","22.762991964007096","22.762991964007096","22.762991964007096"
"7995.407129907","22.765579241529082","22.765579241529082","22.765579241529082"
"8005.406490897","22.76816066010587","22.76816066010587","22.76816066010587"
"8015.406932384","22.770705375371897","22.770705375371897","22.770705375371897"
"8025.406751803","22.77324555577454","22.77324555577454","22.77324555577454"
"8035.407711686","22.775805710644402","22.775805710644402","22.775805710644402"
"8045.407287427","22.778363437119978","22.778363437119978","22.778363437119978"
"8055.407358348","22.780914828040927","22.780914828040927","22.780914828040927"
"8065.407060112","22.783460103715623","22.783460103715623","22.783460103715623"
"8075.406961003","22.785971430276703","22.785971430276703","22.785971430276703"
"8085.407179846","22.788504369124077","22.788504369124077","22.788504369124077"
"8095.407165194","22.79100406914899","22.79100406914899","22.79100406914899"
"8105.407224848","22.793526184749993","22.793526184749993","22.793526184749993"
"8115.407049705","22.796043073909754","22.796043073909754","22.796043073909754"
"8125.407456112","22.7985246934357","22.7985246934357","22.7985246934357"
"8135.406495807","22.80103245610289","22.80103245610289","22.80103245610289"
"8145.407146795","22.803530543295874","22.803530543295874","22.803530543295874"
"8155.407482114","22.806023679731453","22.806023679731453","22.806023679731453"
"8165.407019734","22.80848528450897","22.80848528450897","22.80848528450897"
"8175.40752647","22.810966689108483","22.810966689108483","22.810966689108483"
"8185.406590877","22.813418417272224","22.813418417272224","22.813418417272224"
"8195.407725385","22.81591533448818","22.81591533448818","22.81591533448818"
"8205.406662037","22.818356358831277","22.818356358831277","22.818356358831277"
"8215.406906956","22.820816496054167","22.820816496054167","22.820816496054167"
"8225.406788695","22.823272139397396","22.823272139397396","22.823272139397396"
"8235.407558273","22.825720174121162","22.825720174121162","22.825720174121162"
"8245.408377376","22.828162187956284","22.828162187956284","22.828162187956284"
"8255.408040256","22.83057461096377","22.83057461096377","22.83057461096377"
"8265.406816441","22.832983358671353","22.832983358671353","22.832983358671353"
"8275.407413348","22.835410203916577","22.835410203916577","22.835410203916577"
"8285.407152816","22.83783381721416","22.83783381721416","22.83783381721416"
"8295.406920407","22.840251812259627","22.840251812259627","22.840251812259627"
"8305.407620851","22.842662241429775","22.842662241429775","22.842662241429775"
"8315.407794039","22.845041070556064","22.845041070556064","22.845041070556064"
"8325.407121647","22.847416711445195","22.847416711445195","22.847416711445195"
"8335.406888173","22.849840985084153","22.849840985084153","22.849840985084153"
"8345.407366746","22.85220347240917","22.85220347240917","22.85220347240917"
"8355.407113907","22.854589845623277","22.854589845623277","22.854589845623277"
"8365.407267048","22.856942761852938","22.856942761852938","22.856942761852938"
"8375.407886593","22.859317811909985","22.859317811909985","22.859317811909985"
"8385.407289347","22.861660769751342","22.861660769751342","22.861660769751342"
"8395.407208519","22.863998675719458","22.863998675719458","22.863998675719458"
"8405.407270723","22.866358499723017","22.866358499723017","22.866358499723017"
"8415.406767664","22.86865970223476","22.86865970223476","22.86865970223476"
"8425.407114387","22.871008588201175","22.871008588201175","22.871008588201175"
"8435.407179594","22.873352918735428","22.873352918735428","22.873352918735428"
"8445.406735425","22.87569352241621","22.87569352241621","22.87569352241621"
"8455.406729591","22.878000693334197","22.878000693334197","22.878000693334197"
"8465.406808337","22.88032985493283","22.88032985493283","22.88032985493283"
"8475.406745079","22.88262721642847","22.88262721642847","22.88262721642847"
"8485.406800642","22.884973462182167","22.884973462182167","22.884973462182167"
"8495.407735811","22.887258285539986","22.887258285539986","22.887258285539986"
"8505.407565821","22.889568161990564","22.889568161990564","22.889568161990564"
"8515.407287136","22.89187311211517","22.89187311211517","22.89187311211517"
"8525.406748812","22.89414665301569","22.89414665301569","22.89414665301569"
"8535.407272864","22.896439816311553","22.896439816311553","22.896439816311553"
"8545.407336088","22.898702233714527","22.898702233714527","22.898702233714527"
"8555.406805446","22.900988048135655","22.900988048135655","22.900988048135655"
"8565.407185403","22.903266824618935","22.903266824618935","22.903266824618935"
"8575.407110128","22.905514949337825","22.905514949337825","22.905514949337825"
"8585.407136407","22.9077849488793","22.9077849488793","22.9077849488793"
"8595.407255514","22.910022839130477","22.910022839130477","22.910022839130477"
"8605.406984242","22.912283736761033","22.912283736761033","22.912283736761033"
"8615.406587435","22.91454015790288","22.91454015790288","22.91454015790288"
"8625.407357438","22.916788908412357","22.916788908412357","22.916788908412357"
"8635.406726927","22.919009899887737","22.919009899887737","22.919009899887737"
"8645.40694925","22.92125032100941","22.92125032100941","22.92125032100941"
"8655.406935884","22.92348650407658","22.92348650407658","22.92348650407658"
"8665.407864533","22.92568923453968","22.92568923453968","22.92568923453968"
"8675.407455321","22.927917085147836","22.927917085147836","22.927917085147836"
"8685.406711781","22.93014103386313","22.93014103386313","22.93014103386313"
"8695.407489796","22.93233007418259","22.93233007418259","22.93233007418259"
"8705.407433897","22.93451663575049","22.93451663575049","22.93451663575049"
"8715.407461424","22.936698226281706","22.936698226281706","22.936698226281706"
"8725.407214755","22.938876069285968","22.938876069285968","22.938876069285968"
"8735.407744779","22.941100066857786","22.941100066857786","22.941100066857786"
"8745.407757649","22.94329411497037","22.94329411497037","22.94329411497037"
"8755.407289851","22.94548497874769","22.94548497874769","22.94548497874769"
"8765.406916754","22.94764459678663","22.94764459678663","22.94764459678663"
"8775.406978806","22.949824788351386","22.949824788351386","22.949824788351386"
"8785.40688111","22.951974660820202","22.951974660820202","22.951974660820202"
"8795.407083771","22.954145570056998","22.954145570056998","22.954145570056998"
"8805.407559214","22.956285142010373","22.956285142010373","22.956285142010373"
"8815.4072957","22.958421814480534","22.958421814480534","22.958421814480534"
"8825.407282921","22.96057984590666","22.96057984590666","22.96057984590666"
"8835.407689853","22.962731927725844","22.962731927725844","22.962731927725844"
"8845.407248474","22.964881876019067","22.964881876019067","22.964881876019067"
"8855.40695053","22.966974892307846","22.966974892307846","22.966974892307846"
"8865.407112803","22.969114502846978","22.969114502846978","22.969114502846978"
"8875.407512906","22.97122308889522","22.97122308889522","22.97122308889522"
"8885.407442977","22.973354417218264","22.973354417218264","22.973354417218264"
"8895.406709344","22.975482637542846","22.975482637542846","22.975482637542846"
"8905.407494972","22.97757709420127","22.97757709420127","22.97757709420127"
"8915.407084104","22.979696064506793","22.979696064506793","22.979696064506793"
"8925.407850841","22.98180808736183","22.98180808736183","22.98180808736183"
"8935.406964135","22.983893148804686","22.983893148804686","22.983893148804686"
"8945.406951261","22.985998078014646","22.985998078014646","22.985998078014646"
"8955.407684602","22.988096795079972","22.988096795079972","22.988096795079972"
"8965.406749649","22.990143678344126","22.990143678344126","22.990143678344126"
"8975.407204499","22.992260374241205","22.992260374241205","22.992260374241205"
"8985.407205476","22.99432223111496","22.99432223111496","22.99432223111496"
"8995.407590301","22.996404872304595","22.996404872304595","22.996404872304595"
"9005.406921993","22.998459827624647","22.998459827624647","22.998459827624647"
"9015.406962277","23.00053440346424","23.00053440346424","23.00053440346424"
"9025.407359443","23.00257859337033","23.00257859337033","23.00257859337033"
"9035.406660324","23.004646516843433","23.004646516843433","23.004646516843433"
"9045.406977364","23.006708071179833","23.006708071179833","23.006708071179833"
"9055.407343654","23.008765085942148","23.008765085942148","23.008765085942148"
"9065.407366696","23.01076789476634","23.01076789476634","23.01076789476634"
"9075.407394383","23.01281735250336","23.01281735250336","23.01281735250336"
"9085.407010109","23.014863878099405","23.014863878099405","23.014863878099405"
"9095.407266845","23.016904703518215","23.016904703518215","23.016904703518215"
"9105.4072645","23.018891017526826","23.018891017526826","23.018891017526826"
"9115.407209956","23.02092434119268","23.02092434119268","23.02092434119268"
"9125.407088871","23.022953776260884","23.022953776260884","23.022953776260884"
"9135.407025107","23.02497864659805","23.02497864659805","23.02497864659805"
"9145.40749276","23.026998128553714","23.026998128553714","23.026998128553714"
"9155.407135797","23.028990635061355","23.028990635061355","23.028990635061355"
"9165.407164705","23.030977973561537","23.030977973561537","23.030977973561537"
"9175.406737099","23.032987506504394","23.032987506504394","23.032987506504394"
"9185.40718798","23.03499122960948","23.03499122960948","23.03499122960948"
"9195.406627347","23.036967786453882","23.036967786453882","23.036967786453882"
"9205.407087267","23.03893839008971","23.03893839008971","23.03893839008971"
"9215.407467342","23.040929890420102","23.040929890420102","23.040929890420102"
"9225.407415078","23.04291864829649","23.04291864829649","23.04291864829649"
"9235.407237907","23.044903777861983","23.044903777861983","23.044903777861983"
"9245.407616459","23.046858561843802","23.046858561843802","23.046858561843802"
"9255.406931098","23.04886168340737","23.04886168340737","23.04886168340737"
"9265.40757763","23.050783004029046","23.050783004029046","23.050783004029046"
"9275.407501947","23.052752070430987","23.052752070430987","23.052752070430987"
"9285.406909748","23.054718312973343","23.054718312973343","23.054718312973343"
"9295.406968765","23.056679229705328","23.056679229705328","23.056679229705328"
"9305.407135501","23.058611485508592","23.058611485508592","23.058611485508592"
"9315.407539058","23.06053854583855","23.06053854583855","23.06053854583855"
"9325.407192725","23.06248902703695","23.06248902703695","23.06248902703695"
"9335.406898764","23.06441028265101","23.06441028265101","23.06441028265101"
"9345.407205217","23.066376057234297","23.066376057234297","23.066376057234297"
"9355.407747381","23.068288115399437","23.068288115399437","23.068288115399437"
"9365.407398163","23.070222648636616","23.070222648636616","23.070222648636616"
"9375.407100697","23.072128949378214","23.072128949378214","23.072128949378214"
"9385.406646256","23.074056387050838","23.074056387050838","23.074056387050838"
"9395.407614392","23.07597696108421","23.07597696108421","23.07597696108421"
"9405.407712426","23.07789565887687","23.07789565887687","23.07789565887687"
"9415.407373055","23.07978697579219","23.07978697579219","23.07978697579219"
"9425.407453038","23.081698086207947","23.081698086207947","23.081698086207947"
"9435.407143112","23.083606172379735","23.083606172379735","23.083606172379735"
"9445.407413649","23.08548505006569","23.08548505006569","23.08548505006569"
"9455.407166039","23.087385631474078","23.087385631474078","23.087385631474078"
"9465.407234785","23.0892818576967","23.0892818576967","23.0892818576967"
"9475.406791416","23.09117565952078","23.09117565952078","23.09117565952078"
"9485.407192638","23.093039210935796","23.093039210935796","23.093039210935796"
"9495.407691922","23.09489922597593","23.09489922597593","23.09489922597593"
"9505.407709372","23.096780660813955","23.096780660813955","23.096780660813955"
"9515.408048277","23.09865965829199","23.09865965829199","23.09865965829199"
"9525.407677967","23.10053370690356","23.10053370690356","23.10053370690356"
"9535.407198894","23.10240503530498","23.10240503530498","23.10240503530498"
"9545.407506575","23.10424740001713","23.10424740001713","23.10424740001713"
"9555.407124331","23.106111661449038","23.106111661449038","23.106111661449038"
"9565.406805054","23.10794784247988","23.10794784247988","23.10794784247988"
"9575.407152181","23.109803681974185","23.109803681974185","23.109803681974185"
"9585.407766539","23.11163057687963","23.11163057687963","23.11163057687963"
"9595.407278564","23.11348095415987","23.11348095415987","23.11348095415987"
"9605.407796526","23.115325241507108","23.115325241507108","23.115325241507108"
"9615.407002653","23.117169229821336","23.117169229821336","23.117169229821336"
"9625.407043201","23.119007561428802","23.119007561428802","23.119007561428802"
"9635.407572398","23.120817155261467","23.120817155261467","23.120817155261467"
"9645.407747297","23.122648181388065","23.122648181388065","23.122648181388065"
"9655.407504751","23.124476599588405","23.124476599588405","23.124476599588405"
"9665.407641593","23.126300759442497","23.126300759442497","23.126300759442497"
"9675.406639446","23.12809989736701","23.12809989736701","23.12809989736701"
"9685.406922001","23.12989274767928","23.12989274767928","23.12989274767928"
"9695.406534373","23.131731516526738","23.131731516526738","23.131731516526738"
"9705.407482029","23.133516016868864","23.133516016868864","23.133516016868864"
"9715.407613282","23.135322888983275","23.135322888983275","23.135322888983275"
"9725.406698782","23.137104517818386","23.137104517818386","23.137104517818386"
"9735.406822787","23.138904480204612","23.138904480204612","23.138904480204612"
"9745.407003562","23.14067692562926","23.14067692562926","23.14067692562926"
"9755.407454059","23.14246968805476","23.14246968805476","23.14246968805476"
"9765.406801517","23.14423693871175","23.14423693871175","23.14423693871175"
"9775.40718151","23.145998935282037","23.145998935282037","23.145998935282037"
"9785.407481365","23.147757755213554","23.147757755213554","23.147757755213554"
"9795.407218487","23.149538169515782","23.149538169515782","23.149538169515782"
"9805.406860413","23.15131542317071","23.15131542317071","23.15131542317071"
"9815.406847916","23.1530650024276","23.1530650024276","23.1530650024276"
"9825.406571385","23.154835233957172","23.154835233957172","23.154835233957172"
"9835.406877372","23.15660115037019","23.15660115037019","23.15660115037019"
"9845.407439648","23.158363098065333","23.158363098065333","23.158363098065333"
"9855.407135857","23.16009981262519","23.16009981262519","23.16009981262519"
"9865.406982603","23.161881134411388","23.161881134411388","23.161881134411388"
"9875.407139356","23.163609475895434","23.163609475895434","23.163609475895434"
"9885.406823652","23.165336536770816","23.165336536770816","23.165336536770816"
"9895.407112153","23.167082588158543","23.167082588158543","23.167082588158543"
"9905.407363252","23.16880186975244","23.16880186975244","23.16880186975244"
"9915.407549772","23.170541469186713","23.170541469186713","23.170541469186713"
"9925.4069139","23.172279925428125","23.172279925428125","23.172279925428125"
"9935.407409077","23.174035805140438","23.174035805140438","23.174035805140438"
"9945.407010101","23.175743466600164","23.175743466600164","23.175743466600164"
"9955.407414756","23.177469811809768","23.177469811809768","23.177469811809768"
"9965.407208496","23.17917084228608","23.17917084228608","23.17917084228608"
"9975.407144815","23.180891544555998","23.180891544555998","23.180891544555998"
"9985.407075786","23.18260916318536","23.18260916318536","23.18260916318536"
"9995.407348603","23.184323089830364","23.184323089830364","23.184323089830364"
"10005.406787636","23.18603518880948","23.18603518880948","23.18603518880948"
