"Relative Time (Process)","StudyAbroadGPT-7B - system/proc.memory.rssMB","StudyAbroadGPT-7B - system/proc.memory.rssMB__MIN","StudyAbroadGPT-7B - system/proc.memory.rssMB__MAX"
"4695.406394698","3654.8671875","3654.8671875","3654.8671875"
"4705.406521133","3654.8671875","3654.8671875","3654.8671875"
"4715.406938539","3654.8671875","3654.8671875","3654.8671875"
"4725.407473358","3654.8671875","3654.8671875","3654.8671875"
"4735.406506593","3654.8671875","3654.8671875","3654.8671875"
"4745.407193573","3654.8671875","3654.8671875","3654.8671875"
"4755.406809056","3654.8671875","3654.8671875","3654.8671875"
"4765.407829608","3654.8671875","3654.8671875","3654.8671875"
"4775.407159308","3654.8671875","3654.8671875","3654.8671875"
"4785.407283284","3654.8671875","3654.8671875","3654.8671875"
"4795.406441162","3654.8671875","3654.8671875","3654.8671875"
"4805.406260486","3654.8671875","3654.8671875","3654.8671875"
"4815.406415879","3654.8671875","3654.8671875","3654.8671875"
"4825.406897808","3654.8671875","3654.8671875","3654.8671875"
"4835.407644905","3654.8671875","3654.8671875","3654.8671875"
"4845.406693042","3654.8671875","3654.8671875","3654.8671875"
"4855.406954293","3654.8671875","3654.8671875","3654.8671875"
"4865.406184759","3654.8671875","3654.8671875","3654.8671875"
"4875.406634826","3654.8671875","3654.8671875","3654.8671875"
"4885.407017898","3654.8671875","3654.8671875","3654.8671875"
"4895.407015971","3654.8671875","3654.8671875","3654.8671875"
"4905.406508089","3654.8671875","3654.8671875","3654.8671875"
"4915.407022142","3654.8671875","3654.8671875","3654.8671875"
"4925.407724762","3654.8671875","3654.8671875","3654.8671875"
"4935.406225491","3654.9921875","3654.9921875","3654.9921875"
"4945.406597973","3654.9921875","3654.9921875","3654.9921875"
"4955.406421792","3654.9921875","3654.9921875","3654.9921875"
"4965.40723562","3654.9921875","3654.9921875","3654.9921875"
"4975.406964007","3654.9921875","3654.9921875","3654.9921875"
"4985.407106154","3654.9921875","3654.9921875","3654.9921875"
"4995.40618696","3654.9921875","3654.9921875","3654.9921875"
"5005.406856135","3654.9921875","3654.9921875","3654.9921875"
"5015.406727124","3655.1171875","3655.1171875","3655.1171875"
"5025.406980233","3655.1171875","3655.1171875","3655.1171875"
"5035.40754386","3655.1171875","3655.1171875","3655.1171875"
"5045.406377514","3655.1171875","3655.1171875","3655.1171875"
"5055.406990129","3655.1171875","3655.1171875","3655.1171875"
"5065.407239098","3655.1171875","3655.1171875","3655.1171875"
"5075.407031074","3655.1171875","3655.1171875","3655.1171875"
"5085.406895322","3655.1171875","3655.1171875","3655.1171875"
"5095.406912437","3655.2421875","3655.2421875","3655.2421875"
"5105.406600394","3655.2421875","3655.2421875","3655.2421875"
"5115.408148232","3655.2421875","3655.2421875","3655.2421875"
"5125.406984356","3655.2421875","3655.2421875","3655.2421875"
"5135.407158898","3655.2421875","3655.2421875","3655.2421875"
"5145.406765022","3655.2421875","3655.2421875","3655.2421875"
"5155.40699403","3655.2421875","3655.2421875","3655.2421875"
"5165.406276723","3655.2421875","3655.2421875","3655.2421875"
"5175.406858882","3655.2421875","3655.2421875","3655.2421875"
"5185.407115612","3655.2421875","3655.2421875","3655.2421875"
"5195.407247711","3655.2421875","3655.2421875","3655.2421875"
"5205.406997116","3655.2421875","3655.2421875","3655.2421875"
"5215.406215403","3655.2421875","3655.2421875","3655.2421875"
"5225.408165882","3655.2421875","3655.2421875","3655.2421875"
"5235.40711105","3655.2421875","3655.2421875","3655.2421875"
"5245.40747357","3655.2421875","3655.2421875","3655.2421875"
"5255.4064107","3655.2421875","3655.2421875","3655.2421875"
"5265.406208208","3655.2421875","3655.2421875","3655.2421875"
"5275.406801062","3655.2421875","3655.2421875","3655.2421875"
"5285.406910513","3655.2421875","3655.2421875","3655.2421875"
"5295.407161529","3655.2421875","3655.2421875","3655.2421875"
"5305.406542726","3655.2421875","3655.2421875","3655.2421875"
"5315.406985826","3655.2421875","3655.2421875","3655.2421875"
"5325.406902154","3655.2421875","3655.2421875","3655.2421875"
"5335.40724535","3655.3671875","3655.3671875","3655.3671875"
"5345.406968103","3655.3671875","3655.3671875","3655.3671875"
"5355.406867344","3655.3671875","3655.3671875","3655.3671875"
"5365.406965981","3655.3671875","3655.3671875","3655.3671875"
"5375.406878708","3655.3671875","3655.3671875","3655.3671875"
"5385.410115246","3655.3671875","3655.3671875","3655.3671875"
"5395.406636093","3655.3671875","3655.3671875","3655.3671875"
"5405.407486798","3655.3671875","3655.3671875","3655.3671875"
"5415.407180262","3655.3671875","3655.3671875","3655.3671875"
"5425.40648079","3655.3671875","3655.3671875","3655.3671875"
"5435.406584058","3655.3671875","3655.3671875","3655.3671875"
"5445.406118367","3655.3671875","3655.3671875","3655.3671875"
"5455.406468751","3655.3671875","3655.3671875","3655.3671875"
"5465.406887631","3655.3671875","3655.3671875","3655.3671875"
"5475.407575315","3655.3671875","3655.3671875","3655.3671875"
"5485.406790401","3655.3671875","3655.3671875","3655.3671875"
"5495.406393485","3655.3671875","3655.3671875","3655.3671875"
"5505.406981494","3655.3671875","3655.3671875","3655.3671875"
"5515.406693235","3655.3671875","3655.3671875","3655.3671875"
"5525.406278436","3655.3671875","3655.3671875","3655.3671875"
"5535.407096405","3655.3671875","3655.3671875","3655.3671875"
"5545.406342324","3655.3671875","3655.3671875","3655.3671875"
"5555.406239598","3655.3671875","3655.3671875","3655.3671875"
"5565.406792809","3655.3671875","3655.3671875","3655.3671875"
"5575.407136589","3655.3671875","3655.3671875","3655.3671875"
"5585.40647284","3655.3671875","3655.3671875","3655.3671875"
"5595.406171904","3655.3671875","3655.3671875","3655.3671875"
"5605.406507028","3655.3671875","3655.3671875","3655.3671875"
"5615.407141215","3655.3671875","3655.3671875","3655.3671875"
"5625.407119557","3655.3671875","3655.3671875","3655.3671875"
"5635.406211436","3655.3671875","3655.3671875","3655.3671875"
"5645.406355901","3655.3671875","3655.3671875","3655.3671875"
"5655.407116443","3655.3671875","3655.3671875","3655.3671875"
"5665.406442262","3655.3671875","3655.3671875","3655.3671875"
"5675.406927625","3655.3671875","3655.3671875","3655.3671875"
"5685.406605588","3655.3671875","3655.3671875","3655.3671875"
"5695.40641898","3655.3671875","3655.3671875","3655.3671875"
"5705.407217078","3655.3671875","3655.3671875","3655.3671875"
"5715.407190008","3655.3671875","3655.3671875","3655.3671875"
"5725.406644312","3655.3671875","3655.3671875","3655.3671875"
"5735.406487471","3655.3671875","3655.3671875","3655.3671875"
"5745.406995773","3655.3671875","3655.3671875","3655.3671875"
"5755.407046296","3655.3671875","3655.3671875","3655.3671875"
"5765.406767498","3655.3671875","3655.3671875","3655.3671875"
"5775.407123242","3655.3671875","3655.3671875","3655.3671875"
"5785.407142386","3655.3671875","3655.3671875","3655.3671875"
"5795.406441664","3655.3671875","3655.3671875","3655.3671875"
"5805.406964532","3655.3671875","3655.3671875","3655.3671875"
"5815.40687866","3655.3671875","3655.3671875","3655.3671875"
"5825.407006218","3655.3671875","3655.3671875","3655.3671875"
"5835.407882633","3655.3671875","3655.3671875","3655.3671875"
"5845.406570035","3655.3671875","3655.3671875","3655.3671875"
"5855.406775649","3655.3671875","3655.3671875","3655.3671875"
"5865.406956366","3655.3671875","3655.3671875","3655.3671875"
"5875.407171656","3655.3671875","3655.3671875","3655.3671875"
"5885.40693469","3655.3671875","3655.3671875","3655.3671875"
"5895.4070201","3655.3671875","3655.3671875","3655.3671875"
"5905.406580866","3655.3671875","3655.3671875","3655.3671875"
"5915.40673187","3655.3671875","3655.3671875","3655.3671875"
"5925.406809228","3655.3671875","3655.3671875","3655.3671875"
"5935.406255281","3655.3671875","3655.3671875","3655.3671875"
"5945.406183795","3655.3671875","3655.3671875","3655.3671875"
"5955.40662785","3655.3671875","3655.3671875","3655.3671875"
"5965.407101098","3655.3671875","3655.3671875","3655.3671875"
"5975.406269354","3655.3671875","3655.3671875","3655.3671875"
"5985.406424467","3655.3671875","3655.3671875","3655.3671875"
"5995.410109116","3655.3671875","3655.3671875","3655.3671875"
"6005.407281241","3655.3671875","3655.3671875","3655.3671875"
"6015.40717083","3655.3671875","3655.3671875","3655.3671875"
"6025.406687941","3655.3671875","3655.3671875","3655.3671875"
"6035.406881348","3655.3671875","3655.3671875","3655.3671875"
"6045.406187192","3655.3671875","3655.3671875","3655.3671875"
"6055.407194572","3655.3671875","3655.3671875","3655.3671875"
"6065.406774528","3655.3671875","3655.3671875","3655.3671875"
"6075.406258966","3655.4921875","3655.4921875","3655.4921875"
"6085.406680847","3655.4921875","3655.4921875","3655.4921875"
"6095.407728687","3655.4921875","3655.4921875","3655.4921875"
"6105.406426989","3655.4921875","3655.4921875","3655.4921875"
"6115.406905529","3655.4921875","3655.4921875","3655.4921875"
"6125.407016401","3655.4921875","3655.4921875","3655.4921875"
"6135.406850728","3655.4921875","3655.4921875","3655.4921875"
"6145.406848846","3655.4921875","3655.4921875","3655.4921875"
"6155.407378755","3655.4921875","3655.4921875","3655.4921875"
"6165.407305298","3655.6171875","3655.6171875","3655.6171875"
"6175.407214101","3655.6171875","3655.6171875","3655.6171875"
"6185.407223771","3655.6171875","3655.6171875","3655.6171875"
"6195.406762266","3655.6171875","3655.6171875","3655.6171875"
"6205.406764931","3655.6171875","3655.6171875","3655.6171875"
"6215.406605833","3655.6171875","3655.6171875","3655.6171875"
"6225.407156821","3655.6171875","3655.6171875","3655.6171875"
"6235.408550968","3655.7421875","3655.7421875","3655.7421875"
"6245.406567783","3655.7421875","3655.7421875","3655.7421875"
"6255.406942254","3655.7421875","3655.7421875","3655.7421875"
"6265.407122565","3655.7421875","3655.7421875","3655.7421875"
"6275.406480712","3655.7421875","3655.7421875","3655.7421875"
"6285.407010721","3655.7421875","3655.7421875","3655.7421875"
"6295.406935529","3655.7421875","3655.7421875","3655.7421875"
"6305.406862679","3655.7421875","3655.7421875","3655.7421875"
"6315.406872075","3655.7421875","3655.7421875","3655.7421875"
"6325.40668035","3655.7421875","3655.7421875","3655.7421875"
"6335.406893221","3655.7421875","3655.7421875","3655.7421875"
"6345.406710738","3655.7421875","3655.7421875","3655.7421875"
"6355.40708267","3655.7421875","3655.7421875","3655.7421875"
"6365.406210558","3655.7421875","3655.7421875","3655.7421875"
"6375.407042399","3655.7421875","3655.7421875","3655.7421875"
"6385.407213201","3655.7421875","3655.7421875","3655.7421875"
"6395.406632587","3655.7421875","3655.7421875","3655.7421875"
"6405.406791361","3655.7421875","3655.7421875","3655.7421875"
"6415.407423003","3655.7421875","3655.7421875","3655.7421875"
"6425.406590825","3655.7421875","3655.7421875","3655.7421875"
"6435.406618461","3655.7421875","3655.7421875","3655.7421875"
"6445.406407641","3655.7421875","3655.7421875","3655.7421875"
"6455.406748341","3655.7421875","3655.7421875","3655.7421875"
"6465.406848356","3655.7421875","3655.7421875","3655.7421875"
"6475.407239862","3655.7421875","3655.7421875","3655.7421875"
"6485.406599603","3655.7421875","3655.7421875","3655.7421875"
"6495.406929468","3655.7421875","3655.7421875","3655.7421875"
"6505.40674547","3655.7421875","3655.7421875","3655.7421875"
"6515.407099897","3655.7421875","3655.7421875","3655.7421875"
"6525.407157538","3655.7421875","3655.7421875","3655.7421875"
"6535.406404076","3655.7421875","3655.7421875","3655.7421875"
"6545.407422212","3655.8671875","3655.8671875","3655.8671875"
"6555.406970347","3655.8671875","3655.8671875","3655.8671875"
"6565.406252266","3655.8671875","3655.8671875","3655.8671875"
"6575.406694194","3655.8671875","3655.8671875","3655.8671875"
"6585.407500495","3655.8671875","3655.8671875","3655.8671875"
"6595.406195516","3655.8671875","3655.8671875","3655.8671875"
"6605.40701034","3655.8671875","3655.8671875","3655.8671875"
"6615.407177277","3655.8671875","3655.8671875","3655.8671875"
"6625.407014641","3655.8671875","3655.8671875","3655.8671875"
"6635.406812002","3655.8671875","3655.8671875","3655.8671875"
"6645.406229377","3655.8671875","3655.8671875","3655.8671875"
"6655.40910646","3655.8671875","3655.8671875","3655.8671875"
"6665.407210162","3655.8671875","3655.8671875","3655.8671875"
"6675.40707572","3655.8671875","3655.8671875","3655.8671875"
"6685.407316596","3655.8671875","3655.8671875","3655.8671875"
"6695.407007654","3655.8671875","3655.8671875","3655.8671875"
"6705.40656571","3655.8671875","3655.8671875","3655.8671875"
"6715.406987637","3655.8671875","3655.8671875","3655.8671875"
"6725.407252558","3655.8671875","3655.8671875","3655.8671875"
"6735.406427709","3655.8671875","3655.8671875","3655.8671875"
"6745.406613968","3655.8671875","3655.8671875","3655.8671875"
"6755.406611331","3655.8671875","3655.8671875","3655.8671875"
"6765.406748878","3655.8671875","3655.8671875","3655.8671875"
"6775.406324408","3655.8671875","3655.8671875","3655.8671875"
"6785.406674299","3655.8671875","3655.8671875","3655.8671875"
"6795.406805012","3655.8671875","3655.8671875","3655.8671875"
"6805.406890332","3655.8671875","3655.8671875","3655.8671875"
"6815.406699975","3655.8671875","3655.8671875","3655.8671875"
"6825.40712697","3655.8671875","3655.8671875","3655.8671875"
"6835.406512763","3655.8671875","3655.8671875","3655.8671875"
"6845.406519254","3655.8671875","3655.8671875","3655.8671875"
"6855.407154751","3655.8671875","3655.8671875","3655.8671875"
"6865.406683101","3655.8671875","3655.8671875","3655.8671875"
"6875.406769104","3655.8671875","3655.8671875","3655.8671875"
"6885.407233963","3655.8671875","3655.8671875","3655.8671875"
"6895.407044522","3655.8671875","3655.8671875","3655.8671875"
"6905.40711324","3655.8671875","3655.8671875","3655.8671875"
"6915.406726299","3655.8671875","3655.8671875","3655.8671875"
"6925.40622059","3655.8671875","3655.8671875","3655.8671875"
"6935.407235713","3655.8671875","3655.8671875","3655.8671875"
"6945.407155861","3655.8671875","3655.8671875","3655.8671875"
"6955.40673381","3655.8671875","3655.8671875","3655.8671875"
"6965.40682941","3655.8671875","3655.8671875","3655.8671875"
"6975.407345683","3655.8671875","3655.8671875","3655.8671875"
"6985.406913807","3655.8671875","3655.8671875","3655.8671875"
"6995.406332056","3655.8671875","3655.8671875","3655.8671875"
"7005.407125439","3655.8671875","3655.8671875","3655.8671875"
"7015.406887756","3655.8671875","3655.8671875","3655.8671875"
"7025.406739759","3655.8671875","3655.8671875","3655.8671875"
"7035.407018621","3655.8671875","3655.8671875","3655.8671875"
"7045.406655937","3655.8671875","3655.8671875","3655.8671875"
"7055.407251247","3655.8671875","3655.8671875","3655.8671875"
"7065.407377156","3655.8671875","3655.8671875","3655.8671875"
"7075.406765838","3655.8671875","3655.8671875","3655.8671875"
"7085.406740396","3655.8671875","3655.8671875","3655.8671875"
"7095.406555203","3655.8671875","3655.8671875","3655.8671875"
"7105.406516284","3655.8671875","3655.8671875","3655.8671875"
"7115.406771316","3655.8671875","3655.8671875","3655.8671875"
"7125.406708162","3655.8671875","3655.8671875","3655.8671875"
"7135.406982845","3655.8671875","3655.8671875","3655.8671875"
"7145.40698527","3655.8671875","3655.8671875","3655.8671875"
"7155.407132325","3655.8671875","3655.8671875","3655.8671875"
"7165.406940853","3655.8671875","3655.8671875","3655.8671875"
"7175.406321212","3655.8671875","3655.8671875","3655.8671875"
"7185.407225165","3655.8671875","3655.8671875","3655.8671875"
"7195.406998942","3655.8671875","3655.8671875","3655.8671875"
"7205.407192903","3655.8671875","3655.8671875","3655.8671875"
"7215.406792013","3655.8671875","3655.8671875","3655.8671875"
"7225.406565836","3655.8671875","3655.8671875","3655.8671875"
"7235.407339497","3655.8671875","3655.8671875","3655.8671875"
"7245.406216111","3655.8671875","3655.8671875","3655.8671875"
"7255.406696511","3655.8671875","3655.8671875","3655.8671875"
"7265.407017244","3655.8671875","3655.8671875","3655.8671875"
"7275.406216609","3655.8671875","3655.8671875","3655.8671875"
"7285.406994215","3655.8671875","3655.8671875","3655.8671875"
"7295.407158707","3655.8671875","3655.8671875","3655.8671875"
"7305.406429323","3655.8671875","3655.8671875","3655.8671875"
"7315.406726486","3655.8671875","3655.8671875","3655.8671875"
"7325.406691094","3655.8671875","3655.8671875","3655.8671875"
"7335.407175573","3655.8671875","3655.8671875","3655.8671875"
"7345.407206971","3655.8671875","3655.8671875","3655.8671875"
"7355.406488463","3655.8671875","3655.8671875","3655.8671875"
"7365.406770573","3655.8671875","3655.8671875","3655.8671875"
"7375.406651514","3655.8671875","3655.8671875","3655.8671875"
"7385.406884246","3655.8671875","3655.8671875","3655.8671875"
"7395.407267883","3655.8671875","3655.8671875","3655.8671875"
"7405.407100456","3655.8671875","3655.8671875","3655.8671875"
"7415.40649699","3655.8671875","3655.8671875","3655.8671875"
"7425.406658","3655.8671875","3655.8671875","3655.8671875"
"7435.406623704","3655.8671875","3655.8671875","3655.8671875"
"7445.406782694","3655.8671875","3655.8671875","3655.8671875"
"7455.406645138","3655.8671875","3655.8671875","3655.8671875"
"7465.407113503","3655.8671875","3655.8671875","3655.8671875"
"7475.406788332","3655.8671875","3655.8671875","3655.8671875"
"7485.406549547","3655.8671875","3655.8671875","3655.8671875"
"7495.406887775","3655.8671875","3655.8671875","3655.8671875"
"7505.406906197","3655.8671875","3655.8671875","3655.8671875"
"7515.408160501","3655.8671875","3655.8671875","3655.8671875"
"7525.406549801","3655.8671875","3655.8671875","3655.8671875"
"7535.406842442","3655.8671875","3655.8671875","3655.8671875"
"7545.406483699","3655.8671875","3655.8671875","3655.8671875"
"7555.406884627","3655.8671875","3655.8671875","3655.8671875"
"7565.407132374","3655.8671875","3655.8671875","3655.8671875"
"7575.406445304","3655.8671875","3655.8671875","3655.8671875"
"7585.406424022","3655.8671875","3655.8671875","3655.8671875"
"7595.406651968","3655.8671875","3655.8671875","3655.8671875"
"7605.40643362","3655.8671875","3655.8671875","3655.8671875"
"7615.407729332","3655.8671875","3655.8671875","3655.8671875"
"7625.406812555","3655.8671875","3655.8671875","3655.8671875"
"7635.406575819","3655.8671875","3655.8671875","3655.8671875"
"7645.406401039","3655.8671875","3655.8671875","3655.8671875"
"7655.40723139","3655.8671875","3655.8671875","3655.8671875"
"7665.406236044","3655.8671875","3655.8671875","3655.8671875"
"7675.406313535","3655.8671875","3655.8671875","3655.8671875"
"7685.406643396","3655.8671875","3655.8671875","3655.8671875"
"7695.406851833","3655.8671875","3655.8671875","3655.8671875"
"7705.406213628","3655.8671875","3655.8671875","3655.8671875"
"7715.406900346","3655.8671875","3655.8671875","3655.8671875"
"7725.406516554","3655.8671875","3655.8671875","3655.8671875"
"7735.40734564","3655.8671875","3655.8671875","3655.8671875"
"7745.407302212","3655.8671875","3655.8671875","3655.8671875"
"7755.407242698","3655.8671875","3655.8671875","3655.8671875"
"7765.407324875","3655.8671875","3655.8671875","3655.8671875"
"7775.407313853","3655.8671875","3655.8671875","3655.8671875"
"7785.407215102","3655.8671875","3655.8671875","3655.8671875"
"7795.407042134","3655.8671875","3655.8671875","3655.8671875"
"7805.406977417","3655.8671875","3655.8671875","3655.8671875"
"7815.406631744","3655.8671875","3655.8671875","3655.8671875"
"7825.407027522","3655.8671875","3655.8671875","3655.8671875"
"7835.406848817","3655.8671875","3655.8671875","3655.8671875"
"7845.407613524","3655.8671875","3655.8671875","3655.8671875"
"7855.40655357","3655.8671875","3655.8671875","3655.8671875"
"7865.406925135","3655.8671875","3655.8671875","3655.8671875"
"7875.40651172","3655.8671875","3655.8671875","3655.8671875"
"7885.406581123","3655.8671875","3655.8671875","3655.8671875"
"7895.406560908","3655.8671875","3655.8671875","3655.8671875"
"7905.407201318","3655.8671875","3655.8671875","3655.8671875"
"7915.406312265","3655.8671875","3655.8671875","3655.8671875"
"7925.406805188","3655.8671875","3655.8671875","3655.8671875"
"7935.407247829","3655.8671875","3655.8671875","3655.8671875"
"7945.406782018","3655.8671875","3655.8671875","3655.8671875"
"7955.407024972","3655.8671875","3655.8671875","3655.8671875"
"7965.406449934","3655.8671875","3655.8671875","3655.8671875"
"7975.406800604","3655.8671875","3655.8671875","3655.8671875"
"7985.407204533","3655.8671875","3655.8671875","3655.8671875"
"7995.406391018","3655.8671875","3655.8671875","3655.8671875"
"8005.406169536","3655.8671875","3655.8671875","3655.8671875"
"8015.406442856","3655.8671875","3655.8671875","3655.8671875"
"8025.406215827","3655.8671875","3655.8671875","3655.8671875"
"8035.407166512","3655.8671875","3655.8671875","3655.8671875"
"8045.40724034","3655.8671875","3655.8671875","3655.8671875"
"8055.407238303","3655.8671875","3655.8671875","3655.8671875"
"8065.406631722","3655.9921875","3655.9921875","3655.9921875"
"8075.40651836","3655.9921875","3655.9921875","3655.9921875"
"8085.406978978","3655.9921875","3655.9921875","3655.9921875"
"8095.406722152","3655.9921875","3655.9921875","3655.9921875"
"8105.406602588","3655.9921875","3655.9921875","3655.9921875"
"8115.406893261","3655.9921875","3655.9921875","3655.9921875"
"8125.407168027","3655.9921875","3655.9921875","3655.9921875"
"8135.40621138","3655.9921875","3655.9921875","3655.9921875"
"8145.406872625","3655.9921875","3655.9921875","3655.9921875"
"8155.40744511","3655.9921875","3655.9921875","3655.9921875"
"8165.40686141","3655.9921875","3655.9921875","3655.9921875"
"8175.407453346","3655.9921875","3655.9921875","3655.9921875"
"8185.406549687","3655.9921875","3655.9921875","3655.9921875"
"8195.407150732","3655.9921875","3655.9921875","3655.9921875"
"8205.406163726","3655.9921875","3655.9921875","3655.9921875"
"8215.406670252","3655.9921875","3655.9921875","3655.9921875"
"8225.406522727","3655.9921875","3655.9921875","3655.9921875"
"8235.407303034","3655.9921875","3655.9921875","3655.9921875"
"8245.406891667","3655.9921875","3655.9921875","3655.9921875"
"8255.407373686","3655.9921875","3655.9921875","3655.9921875"
"8265.406572172","3655.9921875","3655.9921875","3655.9921875"
"8275.406791848","3655.9921875","3655.9921875","3655.9921875"
"8285.406808956","3655.9921875","3655.9921875","3655.9921875"
"8295.406606097","3655.9921875","3655.9921875","3655.9921875"
"8305.407335737","3655.9921875","3655.9921875","3655.9921875"
"8315.407255138","3655.9921875","3655.9921875","3655.9921875"
"8325.406671834","3655.9921875","3655.9921875","3655.9921875"
"8335.406541072","3655.9921875","3655.9921875","3655.9921875"
"8345.407075086","3655.9921875","3655.9921875","3655.9921875"
"8355.406664456","3655.9921875","3655.9921875","3655.9921875"
"8365.406957283","3655.9921875","3655.9921875","3655.9921875"
"8375.407236276","3655.9921875","3655.9921875","3655.9921875"
"8385.407145279","3655.9921875","3655.9921875","3655.9921875"
"8395.407034652","3655.9921875","3655.9921875","3655.9921875"
"8405.406576044","3655.9921875","3655.9921875","3655.9921875"
"8415.406520461","3655.9921875","3655.9921875","3655.9921875"
"8425.406514843","3655.9921875","3655.9921875","3655.9921875"
"8435.406650712","3655.9921875","3655.9921875","3655.9921875"
"8445.406593603","3655.9921875","3655.9921875","3655.9921875"
"8455.40645618","3655.9921875","3655.9921875","3655.9921875"
"8465.406453159","3655.9921875","3655.9921875","3655.9921875"
"8475.406357931","3655.9921875","3655.9921875","3655.9921875"
"8485.406361956","3655.9921875","3655.9921875","3655.9921875"
"8495.407081038","3655.9921875","3655.9921875","3655.9921875"
"8505.407452177","3655.9921875","3655.9921875","3655.9921875"
"8515.407173095","3655.9921875","3655.9921875","3655.9921875"
"8525.406230055","3655.9921875","3655.9921875","3655.9921875"
"8535.40692882","3655.9921875","3655.9921875","3655.9921875"
"8545.406818496","3655.9921875","3655.9921875","3655.9921875"
"8555.406375047","3655.9921875","3655.9921875","3655.9921875"
"8565.407097583","3655.9921875","3655.9921875","3655.9921875"
"8575.406515018","3655.9921875","3655.9921875","3655.9921875"
"8585.406953003","3655.9921875","3655.9921875","3655.9921875"
"8595.406904132","3655.9921875","3655.9921875","3655.9921875"
"8605.406624669","3655.9921875","3655.9921875","3655.9921875"
"8615.406898079","3655.9921875","3655.9921875","3655.9921875"
"8625.406830266","3655.9921875","3655.9921875","3655.9921875"
"8635.406527298","3655.9921875","3655.9921875","3655.9921875"
"8645.406284024","3655.9921875","3655.9921875","3655.9921875"
"8655.406254807","3655.9921875","3655.9921875","3655.9921875"
"8665.407040143","3655.9921875","3655.9921875","3655.9921875"
"8675.40704725","3655.9921875","3655.9921875","3655.9921875"
"8685.406613169","3655.9921875","3655.9921875","3655.9921875"
"8695.407173365","3655.9921875","3655.9921875","3655.9921875"
"8705.406756572","3655.9921875","3655.9921875","3655.9921875"
"8715.407111055","3655.9921875","3655.9921875","3655.9921875"
"8725.40662824","3655.9921875","3655.9921875","3655.9921875"
"8735.407217165","3655.9921875","3655.9921875","3655.9921875"
"8745.407232561","3655.9921875","3655.9921875","3655.9921875"
"8755.407050321","3655.9921875","3655.9921875","3655.9921875"
"8765.406479319","3655.9921875","3655.9921875","3655.9921875"
"8775.406486008","3655.9921875","3655.9921875","3655.9921875"
"8785.4062945","3655.9921875","3655.9921875","3655.9921875"
"8795.406447501","3655.9921875","3655.9921875","3655.9921875"
"8805.407019247","3655.9921875","3655.9921875","3655.9921875"
"8815.407021412","3655.9921875","3655.9921875","3655.9921875"
"8825.406652765","3655.9921875","3655.9921875","3655.9921875"
"8835.407115067","3655.9921875","3655.9921875","3655.9921875"
"8845.406887128","3655.9921875","3655.9921875","3655.9921875"
"8855.407224049","3655.9921875","3655.9921875","3655.9921875"
"8865.406949387","3655.9921875","3655.9921875","3655.9921875"
"8875.407294652","3655.9921875","3655.9921875","3655.9921875"
"8885.406685678","3655.9921875","3655.9921875","3655.9921875"
"8895.406560639","3655.9921875","3655.9921875","3655.9921875"
"8905.4073003","3655.9921875","3655.9921875","3655.9921875"
"8915.406925937","3655.9921875","3655.9921875","3655.9921875"
"8925.407264555","3655.9921875","3655.9921875","3655.9921875"
"8935.406427201","3655.9921875","3655.9921875","3655.9921875"
"8945.406419251","3655.9921875","3655.9921875","3655.9921875"
"8955.407185498","3655.9921875","3655.9921875","3655.9921875"
"8965.406382416","3655.9921875","3655.9921875","3655.9921875"
"8975.407015474","3655.9921875","3655.9921875","3655.9921875"
"8985.407245729","3655.9921875","3655.9921875","3655.9921875"
"8995.407270855","3655.9921875","3655.9921875","3655.9921875"
"9005.406221831","3655.9921875","3655.9921875","3655.9921875"
"9015.406889699","3655.9921875","3655.9921875","3655.9921875"
"9025.406967337","3655.9921875","3655.9921875","3655.9921875"
"9035.406496382","3655.9921875","3655.9921875","3655.9921875"
"9045.406740708","3655.9921875","3655.9921875","3655.9921875"
"9055.406818352","3655.9921875","3655.9921875","3655.9921875"
"9065.407317873","3655.9921875","3655.9921875","3655.9921875"
"9075.406719645","3655.9921875","3655.9921875","3655.9921875"
"9085.406484102","3655.9921875","3655.9921875","3655.9921875"
"9095.406450409","3655.9921875","3655.9921875","3655.9921875"
"9105.406911024","3655.9921875","3655.9921875","3655.9921875"
"9115.407094285","3655.9921875","3655.9921875","3655.9921875"
"9125.406642821","3655.9921875","3655.9921875","3655.9921875"
"9135.406451252","3655.9921875","3655.9921875","3655.9921875"
"9145.407383984","3655.9921875","3655.9921875","3655.9921875"
"9155.406673676","3655.9921875","3655.9921875","3655.9921875"
"9165.406695577","3655.9921875","3655.9921875","3655.9921875"
"9175.40634601","3655.9921875","3655.9921875","3655.9921875"
"9185.406516914","3655.9921875","3655.9921875","3655.9921875"
"9195.406485291","3655.9921875","3655.9921875","3655.9921875"
"9205.406488005","3655.9921875","3655.9921875","3655.9921875"
"9215.407078537","3655.9921875","3655.9921875","3655.9921875"
"9225.406858048","3655.9921875","3655.9921875","3655.9921875"
"9235.406708301","3655.9921875","3655.9921875","3655.9921875"
"9245.407133975","3655.9921875","3655.9921875","3655.9921875"
"9255.406575084","3655.9921875","3655.9921875","3655.9921875"
"9265.407005478","3655.9921875","3655.9921875","3655.9921875"
"9275.407008215","3655.9921875","3655.9921875","3655.9921875"
"9285.406652988","3655.9921875","3655.9921875","3655.9921875"
"9295.406756273","3655.9921875","3655.9921875","3655.9921875"
"9305.406314322","3655.9921875","3655.9921875","3655.9921875"
"9315.407015355","3655.9921875","3655.9921875","3655.9921875"
