"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.powerWatts","StudyAbroadGPT-7B - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B - system/gpu.0.powerWatts__MAX"
"6675.417607684","238.056","238.056","238.056"
"6685.41166645","211.546","211.546","211.546"
"6695.411712261","219.608","219.608","219.608"
"6705.411005731","161.048","161.048","161.048"
"6715.412565232","219.489","219.489","219.489"
"6725.412787554","157.005","157.005","157.005"
"6735.416417804","254.388","254.388","254.388"
"6745.415216505","160.348","160.348","160.348"
"6755.411204199","215.228","215.228","215.228"
"6765.411202966","232.878","232.878","232.878"
"6775.411068108","179.38","179.38","179.38"
"6785.411322115","197.157","197.157","197.157"
"6795.411360875","236.699","236.699","236.699"
"6805.411529686","222.331","222.331","222.331"
"6815.414144215","181.471","181.471","181.471"
"6825.411785617","256.053","256.053","256.053"
"6835.412175223","176.054","176.054","176.054"
"6845.415324455","233.043","233.043","233.043"
"6855.411459023","186.964","186.964","186.964"
"6865.411381799","177.293","177.293","177.293"
"6875.411450242","230.131","230.131","230.131"
"6885.411733604","148.439","148.439","148.439"
"6895.413631836","182.273","182.273","182.273"
"6905.41220331","242.78","242.78","242.78"
"6915.411367127","125.665","125.665","125.665"
"6925.410833943","235.544","235.544","235.544"
"6935.41803182","165.483","165.483","165.483"
"6945.412048688","193.842","193.842","193.842"
"6955.411623089","211.78","211.78","211.78"
"6965.413185372","181.007","181.007","181.007"
"6975.412107328","177.885","177.885","177.885"
"6985.411434455","234.818","234.818","234.818"
"6995.410864401","184.055","184.055","184.055"
"7005.412443357","161.127","161.127","161.127"
"7015.411427426","155.042","155.042","155.042"
"7025.41210309","180.952","180.952","180.952"
"7035.419625844","254.581","254.581","254.581"
"7045.411399343","185.141","185.141","185.141"
"7055.415930159","192.592","192.592","192.592"
"7065.41183735","235.099","235.099","235.099"
"7075.411509628","164.606","164.606","164.606"
"7085.411428785","184.771","184.771","184.771"
"7095.411191609","186.489","186.489","186.489"
"7105.41104051","165.084","165.084","165.084"
"7115.41147993","190.657","190.657","190.657"
"7125.411825987","168.794","168.794","168.794"
"7135.411696187","192.869","192.869","192.869"
"7145.411368681","176.875","176.875","176.875"
"7155.4117383","175.401","175.401","175.401"
"7165.411690041","185.032","185.032","185.032"
"7175.416513409","235.363","235.363","235.363"
"7185.411794059","229.98","229.98","229.98"
"7195.412335592","190.906","190.906","190.906"
"7205.411831509","244.608","244.608","244.608"
"7215.412346908","194.206","194.206","194.206"
"7225.415303533","239.12","239.12","239.12"
"7235.412866385","160.452","160.452","160.452"
"7245.412006662","235.634","235.634","235.634"
"7255.411298817","229.135","229.135","229.135"
"7265.4117241","161.399","161.399","161.399"
"7275.410917156","220.377","220.377","220.377"
"7285.412436295","185.02","185.02","185.02"
"7295.411912065","172.993","172.993","172.993"
"7305.411876876","178.386","178.386","178.386"
"7315.411560071","242.141","242.141","242.141"
"7325.411895999","193.961","193.961","193.961"
"7335.411633473","226.955","226.955","226.955"
"7345.412173522","185.356","185.356","185.356"
"7355.411106465","167.472","167.472","167.472"
"7365.411327138","168.331","168.331","168.331"
"7375.413843476","219.263","219.263","219.263"
"7385.411946143","241.191","241.191","241.191"
"7395.412888164","138.851","138.851","138.851"
"7405.412625601","155.52","155.52","155.52"
"7415.412719441","186.95","186.95","186.95"
"7425.411336143","247.599","247.599","247.599"
"7435.413130826","208.399","208.399","208.399"
"7445.411457531","203.379","203.379","203.379"
"7455.411512456","211.334","211.334","211.334"
"7465.414218143","257.835","257.835","257.835"
"7475.411607068","244.151","244.151","244.151"
"7485.411280781","224.982","224.982","224.982"
"7495.411382658","192.268","192.268","192.268"
"7505.411700461","197.505","197.505","197.505"
"7515.412408728","170.89","170.89","170.89"
"7525.411258861","222.149","222.149","222.149"
"7535.411417441","237.187","237.187","237.187"
"7545.411048589","176.774","176.774","176.774"
"7555.412241979","161.819","161.819","161.819"
"7565.412256608","176.443","176.443","176.443"
"7575.411906601","185.389","185.389","185.389"
"7585.412449584","101.188","101.188","101.188"
"7595.411447388","178.479","178.479","178.479"
"7605.414672165","161.539","161.539","161.539"
"7615.413399657","188.604","188.604","188.604"
"7625.412545189","196.986","196.986","196.986"
"7635.41557482","226.403","226.403","226.403"
"7645.414348086","190.532","190.532","190.532"
"7655.413136764","162.541","162.541","162.541"
"7665.410798322","183.924","183.924","183.924"
"7675.410886306","186.843","186.843","186.843"
"7685.416125315","164.502","164.502","164.502"
"7695.412294658","188.175","188.175","188.175"
"7705.410853312","200.083","200.083","200.083"
"7715.41142571","192.215","192.215","192.215"
"7725.413213106","231.333","231.333","231.333"
"7735.411717404","236.122","236.122","236.122"
"7745.411833064","111.803","111.803","111.803"
"7755.411779191","156.078","156.078","156.078"
"7765.41184969","187.93","187.93","187.93"
"7775.413807674","173.351","173.351","173.351"
"7785.411687533","184.169","184.169","184.169"
"7795.412236667","218.16","218.16","218.16"
"7805.41168768","245.972","245.972","245.972"
"7815.415570248","214.112","214.112","214.112"
"7825.413615468","237.987","237.987","237.987"
"7835.411497063","189.292","189.292","189.292"
"7845.412361314","170.45","170.45","170.45"
"7855.411014664","242.789","242.789","242.789"
"7865.412445862","167.852","167.852","167.852"
"7875.411252928","194.721","194.721","194.721"
"7885.410986581","178.013","178.013","178.013"
"7895.414295333","174.699","174.699","174.699"
"7905.414170497","254.826","254.826","254.826"
"7915.41139238","188.191","188.191","188.191"
"7925.416415274","113.178","113.178","113.178"
"7935.411765366","171.626","171.626","171.626"
"7945.414294694","155.143","155.143","155.143"
"7955.414652241","185.528","185.528","185.528"
"7965.411041643","219.726","219.726","219.726"
"7975.411325222","168.766","168.766","168.766"
"7985.416624729","222.539","222.539","222.539"
"7995.414535419","235.126","235.126","235.126"
"8005.411576351","226.318","226.318","226.318"
"8015.413032309","241.824","241.824","241.824"
"8025.411588827","218.04","218.04","218.04"
"8035.416859308","204.73","204.73","204.73"
"8045.411701037","172.004","172.004","172.004"
"8055.412420561","223.028","223.028","223.028"
"8065.412158941","198.239","198.239","198.239"
"8075.412423025","178.13","178.13","178.13"
"8085.418446892","226.485","226.485","226.485"
"8095.411314387","237.343","237.343","237.343"
"8105.4155639","187.44","187.44","187.44"
"8115.414093514","189.782","189.782","189.782"
"8125.411886567","159.821","159.821","159.821"
"8135.410859157","176.775","176.775","176.775"
"8145.415673522","196.774","196.774","196.774"
"8155.412759315","207.746","207.746","207.746"
"8165.411234652","173.337","173.337","173.337"
"8175.411925313","166.491","166.491","166.491"
"8185.413569796","234.747","234.747","234.747"
"8195.411776841","245.952","245.952","245.952"
"8205.416342219","257.589","257.589","257.589"
"8215.411248706","157.312","157.312","157.312"
"8225.411947861","200.572","200.572","200.572"
"8235.411797533","231.182","231.182","231.182"
"8245.412213082","241.507","241.507","241.507"
"8255.412224219","237.056","237.056","237.056"
"8265.411098695","203.263","203.263","203.263"
"8275.411443934","214.269","214.269","214.269"
"8285.412239287","200.181","200.181","200.181"
"8295.412050465","176.054","176.054","176.054"
"8305.411856865","182.8","182.8","182.8"
"8315.416549274","215.755","215.755","215.755"
"8325.412105997","164.963","164.963","164.963"
"8335.411138065","243.024","243.024","243.024"
"8345.411598525","242.035","242.035","242.035"
"8355.411294741","190.058","190.058","190.058"
"8365.411464787","197.389","197.389","197.389"
"8375.413021901","153.413","153.413","153.413"
"8385.411708713","151.707","151.707","151.707"
"8395.411462211","139.758","139.758","139.758"
"8405.417415513","201.8","201.8","201.8"
"8415.413142439","179.757","179.757","179.757"
"8425.411938471","233.283","233.283","233.283"
"8435.414227643","180.477","180.477","180.477"
"8445.411174097","180.232","180.232","180.232"
"8455.419267463","244.348","244.348","244.348"
"8465.411260479","193.234","193.234","193.234"
"8475.411243994","103.463","103.463","103.463"
"8485.411709332","186.124","186.124","186.124"
"8495.419633624","246.46","246.46","246.46"
"8505.411948464","156.603","156.603","156.603"
"8515.411644413","189.289","189.289","189.289"
"8525.411198213","156.443","156.443","156.443"
"8535.411918489","235.132","235.132","235.132"
"8545.412198099","237.032","237.032","237.032"
"8555.413325685","152.514","152.514","152.514"
"8565.411727634","105.766","105.766","105.766"
"8575.411193578","190.501","190.501","190.501"
"8585.411909355","193.961","193.961","193.961"
"8595.415168248","190.536","190.536","190.536"
"8605.411580904","208.752","208.752","208.752"
"8615.410890485","160.246","160.246","160.246"
"8625.411589935","203.863","203.863","203.863"
"8635.410986092","227.183","227.183","227.183"
"8645.410963826","229.867","229.867","229.867"
"8655.415330927","165.251","165.251","165.251"
"8665.412265789","190.221","190.221","190.221"
"8675.415963643","245.24","245.24","245.24"
"8685.411135643","171.514","171.514","171.514"
"8695.411977163","213.43","213.43","213.43"
"8705.411701469","234.212","234.212","234.212"
"8715.414989032","240.096","240.096","240.096"
"8725.413671391","215.717","215.717","215.717"
"8735.411950973","191.038","191.038","191.038"
"8745.420402003","253.614","253.614","253.614"
"8755.412885201","184.395","184.395","184.395"
"8765.4110916","205.74","205.74","205.74"
"8775.411341589","192.007","192.007","192.007"
"8785.410864959","242.536","242.536","242.536"
"8795.416774009","188.419","188.419","188.419"
"8805.4116846","171.283","171.283","171.283"
"8815.411653838","185.247","185.247","185.247"
"8825.411435601","211.196","211.196","211.196"
"8835.412579621","188.083","188.083","188.083"
"8845.411558524","132.945","132.945","132.945"
"8855.414882364","237.568","237.568","237.568"
"8865.415814538","157.222","157.222","157.222"
"8875.41196801","156.54","156.54","156.54"
"8885.411297795","219.55","219.55","219.55"
"8895.413409901","169.457","169.457","169.457"
"8905.411681586","241.388","241.388","241.388"
"8915.411824869","233.924","233.924","233.924"
"8925.41188914","198.844","198.844","198.844"
"8935.411015052","186.002","186.002","186.002"
"8945.411812489","187.96","187.96","187.96"
"8955.41542505","181.456","181.456","181.456"
"8965.414522883","159.599","159.599","159.599"
"8975.411463876","205.203","205.203","205.203"
"8985.412053437","201.534","201.534","201.534"
"8995.412824909","207.648","207.648","207.648"
"9005.41178688","212.086","212.086","212.086"
"9015.412437497","188.45","188.45","188.45"
"9025.411839677","189.047","189.047","189.047"
"9035.410909569","214.949","214.949","214.949"
"9045.411417581","159.226","159.226","159.226"
"9055.412315899","232.334","232.334","232.334"
"9065.419968982","223.681","223.681","223.681"
"9075.417759846","226.666","226.666","226.666"
"9085.411040067","235.948","235.948","235.948"
"9095.411957167","225.996","225.996","225.996"
"9105.412312482","254.785","254.785","254.785"
"9115.412670115","202.413","202.413","202.413"
"9125.411352784","200.59","200.59","200.59"
"9135.4111428","207.665","207.665","207.665"
"9145.412128087","197.424","197.424","197.424"
"9155.411491496","196.153","196.153","196.153"
"9165.411540977","161.048","161.048","161.048"
"9175.41341153","234.61","234.61","234.61"
"9185.418483039","255.321","255.321","255.321"
"9195.410967492","188.083","188.083","188.083"
"9205.411211147","176.803","176.803","176.803"
"9215.41552917","219.626","219.626","219.626"
"9225.414264696","179.6","179.6","179.6"
"9235.412021879","240.242","240.242","240.242"
"9245.411822092","138.764","138.764","138.764"
"9255.413920857","186.859","186.859","186.859"
"9265.412511333","147.671","147.671","147.671"
"9275.412396718","204.258","204.258","204.258"
"9285.411278201","162.143","162.143","162.143"
"9295.415848517","186.489","186.489","186.489"
"9305.410961338","235.145","235.145","235.145"
"9315.414792759","215.352","215.352","215.352"
"9325.411575976","159.794","159.794","159.794"
"9335.411493905","207.11","207.11","207.11"
"9345.412135457","235.145","235.145","235.145"
"9355.411739228","228.928","228.928","228.928"
"9365.411520523","219.97","219.97","219.97"
"9375.412434257","170.904","170.904","170.904"
"9385.411740795","158.348","158.348","158.348"
"9395.413397261","243.54","243.54","243.54"
"9405.411853568","171.136","171.136","171.136"
"9415.416343248","251.742","251.742","251.742"
"9425.411692852","236.3","236.3","236.3"
"9435.412738042","231.819","231.819","231.819"
"9445.411544223","231.8","231.8","231.8"
"9455.412603446","189.537","189.537","189.537"
"9465.411458015","247.64","247.64","247.64"
"9475.413944247","239.07","239.07","239.07"
"9485.412220502","186.46","186.46","186.46"
"9495.411876868","223.028","223.028","223.028"
"9505.411735335","203.457","203.457","203.457"
"9515.413351091","228.797","228.797","228.797"
"9525.413980204","191.6","191.6","191.6"
"9535.411357884","253.468","253.468","253.468"
"9545.411828414","175.794","175.794","175.794"
"9555.415567845","184.549","184.549","184.549"
"9565.411942131","192.989","192.989","192.989"
"9575.411520012","186.122","186.122","186.122"
"9585.413928662","190.306","190.306","190.306"
"9595.41644865","174.323","174.323","174.323"
"9605.411824638","178.231","178.231","178.231"
"9615.411106633","250.688","250.688","250.688"
"9625.411227322","232.421","232.421","232.421"
"9635.414800986","199.724","199.724","199.724"
"9645.411925331","234.753","234.753","234.753"
"9655.411893869","248.697","248.697","248.697"
"9665.415911562","187.349","187.349","187.349"
"9675.415139869","218.081","218.081","218.081"
"9685.413179519","123.782","123.782","123.782"
"9695.411113059","244.745","244.745","244.745"
"9705.419333847","249.629","249.629","249.629"
"9715.414174309","229.453","229.453","229.453"
"9725.411747687","152.336","152.336","152.336"
"9735.411996849","223.907","223.907","223.907"
"9745.413598405","188.053","188.053","188.053"
"9755.411573072","198.322","198.322","198.322"
"9765.411014431","255.154","255.154","255.154"
"9775.411439138","231.952","231.952","231.952"
"9785.411877847","178.171","178.171","178.171"
"9795.411573961","206.67","206.67","206.67"
"9805.412863962","236.455","236.455","236.455"
"9815.412022469","178.984","178.984","178.984"
"9825.411475212","155.689","155.689","155.689"
"9835.41192085","198.371","198.371","198.371"
"9845.411710799","157.025","157.025","157.025"
"9855.411417228","242.641","242.641","242.641"
"9865.411919018","230.243","230.243","230.243"
"9875.411482605","233.123","233.123","233.123"
"9885.414977426","163.981","163.981","163.981"
"9895.412788114","242.725","242.725","242.725"
"9905.416602883","234.149","234.149","234.149"
"9915.411612635","180.972","180.972","180.972"
"9925.411038782","171.612","171.612","171.612"
"9935.416323601","239.033","239.033","239.033"
"9945.412322514","246.055","246.055","246.055"
"9955.411516272","195.462","195.462","195.462"
"9965.41188992","204.268","204.268","204.268"
"9975.411433873","187.701","187.701","187.701"
"9985.411440342","191.392","191.392","191.392"
"9995.411557189","191.387","191.387","191.387"
"10005.41497429","208.553","208.553","208.553"
"10015.413472695","236.966","236.966","236.966"
"10025.415502334","192.343","192.343","192.343"
"10035.411100009","203.138","203.138","203.138"
"10045.411791741","195.531","195.531","195.531"
"10055.412251889","214.562","214.562","214.562"
"10065.411713313","234.862","234.862","234.862"
"10075.411662917","179.972","179.972","179.972"
"10085.411802445","235.569","235.569","235.569"
"10095.411518025","238.075","238.075","238.075"
"10105.411019772","183.905","183.905","183.905"
"10115.412121134","156.113","156.113","156.113"
"10125.411660218","246.278","246.278","246.278"
"10135.411407263","192.698","192.698","192.698"
"10145.41764225","224.835","224.835","224.835"
"10155.416434492","175.694","175.694","175.694"
"10165.415733484","191.642","191.642","191.642"
"10175.41237326","163.673","163.673","163.673"
"10185.411201846","194.914","194.914","194.914"
"10195.412034","184.06","184.06","184.06"
"10205.411608996","175.287","175.287","175.287"
"10215.412889079","203.64","203.64","203.64"
"10225.414468489","244","244","244"
"10235.411350868","171.247","171.247","171.247"
"10245.411872358","237.168","237.168","237.168"
"10255.410888814","232.948","232.948","232.948"
"10265.411602472","193.116","193.116","193.116"
"10275.41429325","178.62","178.62","178.62"
"10285.411732181","236.064","236.064","236.064"
"10295.411158918","184.902","184.902","184.902"
"10305.411473582","224.493","224.493","224.493"
"10315.411353641","204.352","204.352","204.352"
"10325.411306633","154.041","154.041","154.041"
"10335.414227834","166.831","166.831","166.831"
"10345.412219529","235.723","235.723","235.723"
"10355.411589748","251.742","251.742","251.742"
"10365.411577788","241.263","241.263","241.263"
"10375.411048922","237.79","237.79","237.79"
"10385.410940941","245.723","245.723","245.723"
"10395.413496121","179.23","179.23","179.23"
"10405.412670575","208.58","208.58","208.58"
"10415.4118349","190.676","190.676","190.676"
"10425.411512607","241.811","241.811","241.811"
"10435.411977136","138.242","138.242","138.242"
"10445.411938515","185.507","185.507","185.507"
"10455.414731835","237.211","237.211","237.211"
"10465.411931301","170.329","170.329","170.329"
"10475.413109947","191.151","191.151","191.151"
"10485.411158019","237.39","237.39","237.39"
"10495.418882854","264.002","264.002","264.002"
"10505.41143518","236.342","236.342","236.342"
"10515.411007857","186.593","186.593","186.593"
"10525.412104487","237.79","237.79","237.79"
"10535.418389249","178.017","178.017","178.017"
"10545.412021829","175.878","175.878","175.878"
"10555.413159223","237.301","237.301","237.301"
"10565.411697707","242.544","242.544","242.544"
"10575.412230851","232.315","232.315","232.315"
"10585.411871941","137.078","137.078","137.078"
"10595.412833172","179.086","179.086","179.086"
"10605.411677812","184.044","184.044","184.044"
"10615.411744091","237.876","237.876","237.876"
"10625.410916154","189.68","189.68","189.68"
"10635.414267995","206.499","206.499","206.499"
"10645.411265685","164.807","164.807","164.807"
"10655.411359603","180.447","180.447","180.447"
"10665.411166761","139.306","139.306","139.306"
"10675.411731404","248.165","248.165","248.165"
"10685.41223705","195.823","195.823","195.823"
"10695.411625838","230.073","230.073","230.073"
"10705.412120439","170.575","170.575","170.575"
"10715.412341459","216.706","216.706","216.706"
"10725.411776606","231.28","231.28","231.28"
"10735.416916819","185.624","185.624","185.624"
"10745.411335014","135.619","135.619","135.619"
"10755.411686724","170.329","170.329","170.329"
"10765.413301716","184.134","184.134","184.134"
"10775.411569438","232.506","232.506","232.506"
"10785.411029332","218.758","218.758","218.758"
"10795.413426805","235.56","235.56","235.56"
"10805.410921191","176.628","176.628","176.628"
"10815.417175335","189.804","189.804","189.804"
"10825.414135193","191.279","191.279","191.279"
"10835.414944075","181.302","181.302","181.302"
"10845.412162128","193.873","193.873","193.873"
"10855.413933298","206.533","206.533","206.533"
"10865.4109623","205.897","205.897","205.897"
"10875.412397348","206.025","206.025","206.025"
"10885.412677909","219.914","219.914","219.914"
"10895.421042681","184.977","184.977","184.977"
"10905.411742305","231.299","231.299","231.299"
"10915.411797077","160.328","160.328","160.328"
"10925.41144593","214.865","214.865","214.865"
"10935.413415778","196.806","196.806","196.806"
"10945.411746102","189.051","189.051","189.051"
"10955.411949694","147.864","147.864","147.864"
"10965.411224206","220.86","220.86","220.86"
"10975.413087847","210.445","210.445","210.445"
"10985.410801581","203.818","203.818","203.818"
"10995.414729985","192.263","192.263","192.263"
"11005.411699617","190.28","190.28","190.28"
"11015.411012922","242.179","242.179","242.179"
"11025.411205973","187.345","187.345","187.345"
"11035.414558836","191.033","191.033","191.033"
"11045.413600007","183.009","183.009","183.009"
"11055.413049688","246.346","246.346","246.346"
"11065.412674818","241.178","241.178","241.178"
"11075.411084045","256.858","256.858","256.858"
"11085.410843959","170.821","170.821","170.821"
"11095.413044334","189.312","189.312","189.312"
"11105.41240184","249.88","249.88","249.88"
"11115.411901975","204.914","204.914","204.914"
"11125.411345163","242.669","242.669","242.669"
"11135.414510556","185.87","185.87","185.87"
"11145.411611429","241.688","241.688","241.688"
"11155.411140066","158.371","158.371","158.371"
"11165.41634564","194.721","194.721","194.721"
"11175.415983425","247.081","247.081","247.081"
"11185.411646053","201.72","201.72","201.72"
"11195.411436011","207.498","207.498","207.498"
"11205.411527159","201.965","201.965","201.965"
"11215.41156479","207.515","207.515","207.515"
"11225.411169588","186.838","186.838","186.838"
"11235.41064321","208.726","208.726","208.726"
"11245.411682144","177.872","177.872","177.872"
"11255.412230613","172.052","172.052","172.052"
"11265.41203481","206.879","206.879","206.879"
"11275.411246063","190.05","190.05","190.05"
"11285.412556145","146.62","146.62","146.62"
"11295.411892367","176.874","176.874","176.874"
"11305.411187851","237.541","237.541","237.541"
"11315.413968415","193.722","193.722","193.722"
"11325.410849662","181.637","181.637","181.637"
"11335.411278914","184.5","184.5","184.5"
"11345.411558051","182.778","182.778","182.778"
"11355.411353889","233.261","233.261","233.261"
"11365.411534218","207.371","207.371","207.371"
"11375.412252958","206.142","206.142","206.142"
"11385.413301833","194.475","194.475","194.475"
"11395.41241853","145.482","145.482","145.482"
"11405.411302055","200.737","200.737","200.737"
"11415.419275469","230.79","230.79","230.79"
"11425.411262523","194.229","194.229","194.229"
"11435.411646802","231.544","231.544","231.544"
"11445.411414863","158.941","158.941","158.941"
"11455.411597042","253.554","253.554","253.554"
"11465.411272806","195.459","195.459","195.459"
"11475.41175865","169.687","169.687","169.687"
"11485.412340491","253.554","253.554","253.554"
"11495.41750397","254.289","254.289","254.289"
"11505.412180197","198.787","198.787","198.787"
"11515.412408937","238.766","238.766","238.766"
"11525.411070445","241.463","241.463","241.463"
"11535.410871737","201.228","201.228","201.228"
"11545.413106512","190.526","190.526","190.526"
"11555.411597142","186.453","186.453","186.453"
"11565.411590392","186.207","186.207","186.207"
"11575.411504354","236.07","236.07","236.07"
"11585.416489106","223.559","223.559","223.559"
"11595.412025994","230.677","230.677","230.677"
"11605.412595358","242.052","242.052","242.052"
"11615.411677729","152.288","152.288","152.288"
"11625.41097465","197.313","197.313","197.313"
"11635.411443459","232.997","232.997","232.997"
"11645.410634247","161.313","161.313","161.313"
"11655.412638387","196.33","196.33","196.33"
"11665.41179934","192.508","192.508","192.508"
"11675.4118183","169.494","169.494","169.494"
"11685.411333374","253.064","253.064","253.064"
"11695.412166093","194.951","194.951","194.951"
"11705.411651329","181.287","181.287","181.287"
"11715.414618222","102.819","102.819","102.819"
"11725.411733376","180.81","180.81","180.81"
"11735.411420389","165.393","165.393","165.393"
"11745.412574193","163.191","163.191","163.191"
"11755.412325205","240.708","240.708","240.708"
"11765.412268177","234.09","234.09","234.09"
"11775.411222619","244.98","244.98","244.98"
"11785.411332948","233.959","233.959","233.959"
"11795.414849294","235.56","235.56","235.56"
"11805.412749306","185.715","185.715","185.715"
"11815.410985546","243.424","243.424","243.424"
"11825.410824394","250.615","250.615","250.615"
"11835.412277461","180.579","180.579","180.579"
"11845.411427993","256.613","256.613","256.613"
"11855.41244567","230.299","230.299","230.299"
"11865.412430048","189.297","189.297","189.297"
"11875.411640663","232.997","232.997","232.997"
"11885.412587152","238.766","238.766","238.766"
"11895.411188356","238.521","238.521","238.521"
"11905.411630995","195.689","195.689","195.689"
"11915.41366728","186.945","186.945","186.945"
"11925.411495113","188.836","188.836","188.836"
"11935.410658871","193.722","193.722","193.722"
"11945.412170248","228.337","228.337","228.337"
"11955.4170121","199.033","199.033","199.033"
"11965.411603741","201.212","201.212","201.212"
"11975.416717935","239.148","239.148","239.148"
"11985.415629573","194.705","194.705","194.705"
"11995.411719891","241.953","241.953","241.953"
"12005.410830456","242.443","242.443","242.443"
"12015.41598256","244.49","244.49","244.49"
"12025.414809515","235.959","235.959","235.959"
"12035.411194352","179.103","179.103","179.103"
"12045.411678725","231.79","231.79","231.79"
"12055.41170128","247.43","247.43","247.43"
"12065.410938775","173.936","173.936","173.936"
"12075.413659741","192.508","192.508","192.508"
"12085.411263359","250.125","250.125","250.125"
"12095.411788135","186.838","186.838","186.838"
"12105.41463963","245.365","245.365","245.365"
"12115.412228011","189.558","189.558","189.558"
"12125.411978399","224.296","224.296","224.296"
"12135.412438506","185.469","185.469","185.469"
"12145.411624558","179.58","179.58","179.58"
"12155.412788265","183.501","183.501","183.501"
"12165.411264308","234.561","234.561","234.561"
"12175.416789726","184.887","184.887","184.887"
"12185.412524708","227.583","227.583","227.583"
"12195.415173386","244.225","244.225","244.225"
"12205.411706571","167.129","167.129","167.129"
"12215.411422914","210.936","210.936","210.936"
"12225.411328874","237.031","237.031","237.031"
"12235.415335318","183.024","183.024","183.024"
"12245.411344528","249.042","249.042","249.042"
"12255.411789578","245.225","245.225","245.225"
"12265.411033273","218.548","218.548","218.548"
"12275.411137328","237.786","237.786","237.786"
"12285.41138343","181.041","181.041","181.041"
"12295.413727305","258.285","258.285","258.285"
"12305.411136438","184.731","184.731","184.731"
"12315.413542365","231.544","231.544","231.544"
"12325.413046811","246.94","246.94","246.94"
"12335.410938779","183.747","183.747","183.747"
"12345.411466449","189.051","189.051","189.051"
"12355.416674525","209.217","209.217","209.217"
"12365.412097766","171.067","171.067","171.067"
"12375.411881532","238.031","238.031","238.031"
"12385.411308335","195.95","195.95","195.95"
"12395.415215525","223.45","223.45","223.45"
"12405.412571883","170.179","170.179","170.179"
"12415.41097255","235.695","235.695","235.695"
"12425.412050208","180.825","180.825","180.825"
"12435.411324969","193.246","193.246","193.246"
"12445.411418236","242.424","242.424","242.424"
"12455.417842019","160.095","160.095","160.095"
"12465.41253231","155.516","155.516","155.516"
"12475.411356277","187.576","187.576","187.576"
"12485.411429084","235.959","235.959","235.959"
"12495.414772009","197.313","197.313","197.313"
"12505.410964365","178.857","178.857","178.857"
"12515.413021697","155.984","155.984","155.984"
"12525.411388611","192.493","192.493","192.493"
"12535.410867256","186.453","186.453","186.453"
"12545.411731349","224.186","224.186","224.186"
"12555.411525398","182.517","182.517","182.517"
"12565.411458025","245.12","245.12","245.12"
"12575.411011446","197.426","197.426","197.426"
"12585.412027474","255.514","255.514","255.514"
"12595.416759559","191.279","191.279","191.279"
"12605.41321051","189.558","189.558","189.558"
"12615.411675921","183.024","183.024","183.024"
"12625.412473837","165.487","165.487","165.487"
"12635.416724396","191.755","191.755","191.755"
"12645.412299778","182.182","182.182","182.182"
"12655.411460146","179.826","179.826","179.826"
"12665.411726708","177.236","177.236","177.236"
"12675.412662889","241.373","241.373","241.373"
"12685.415454782","173.809","173.809","173.809"
"12695.411563748","167.253","167.253","167.253"
"12705.413091546","181.169","181.169","181.169"
"12715.416708171","232.448","232.448","232.448"
"12725.414656464","232.619","232.619","232.619"
"12735.410855684","160.328","160.328","160.328"
"12745.413684032","203.175","203.175","203.175"
"12755.411805631","153.638","153.638","153.638"
"12765.411412727","217.159","217.159","217.159"
"12775.412176554","249.146","249.146","249.146"
"12785.411161239","174.546","174.546","174.546"
"12795.411888749","162.5","162.5","162.5"
"12805.411561272","191.4","191.4","191.4"
"12815.411217408","237.631","237.631","237.631"
"12825.41200372","116.869","116.869","116.869"
"12835.411754687","190.921","190.921","190.921"
"12845.411609044","183.664","183.664","183.664"
"12855.416045738","214.095","214.095","214.095"
"12865.411490944","251.591","251.591","251.591"
"12875.41143739","167.991","167.991","167.991"
"12885.41626405","241.373","241.373","241.373"
"12895.410908279","192.367","192.367","192.367"
"12905.411355699","192.242","192.242","192.242"
"12915.413852081","158.89","158.89","158.89"
"12925.411887113","189.066","189.066","189.066"
"12935.411543478","241.06","241.06","241.06"
"12945.4115625","222.288","222.288","222.288"
"12955.412200175","186.486","186.486","186.486"
"12965.411435311","187.347","187.347","187.347"
"12975.41250896","197.253","197.253","197.253"
"12985.410914598","234.691","234.691","234.691"
"12995.410957068","143.242","143.242","143.242"
"13005.413022291","236.702","236.702","236.702"
"13015.411809145","175.907","175.907","175.907"
"13025.411447649","206.737","206.737","206.737"
"13035.411588795","243.926","243.926","243.926"
"13045.412180444","172.713","172.713","172.713"
"13055.411791451","174.419","174.419","174.419"
"13065.413841696","160.47","160.47","160.47"
"13075.415812464","243.159","243.159","243.159"
"13085.411040457","193.738","193.738","193.738"
"13095.411397598","235.805","235.805","235.805"
"13105.410853034","179.984","179.984","179.984"
"13115.416479185","187.099","187.099","187.099"
"13125.411215967","191.033","191.033","191.033"
"13135.4142032","177.352","177.352","177.352"
"13145.413608465","186.347","186.347","186.347"
"13155.411138778","135.443","135.443","135.443"
"13165.412081757","185.874","185.874","185.874"
"13175.411070815","175.416","175.416","175.416"
"13185.413125497","232.6","232.6","232.6"
"13195.411359027","201.473","201.473","201.473"
"13205.41231487","177.728","177.728","177.728"
"13215.412345184","185.594","185.594","185.594"
"13225.412695365","247.023","247.023","247.023"
"13235.411611046","136.921","136.921","136.921"
"13245.411153191","194.563","194.563","194.563"
"13255.411400816","148.818","148.818","148.818"
"13265.411458829","167.799","167.799","167.799"
"13275.41268247","147.588","147.588","147.588"
"13285.411977","162.826","162.826","162.826"
