"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.smClock","StudyAbroadGPT-7B - system/gpu.0.smClock__MIN","StudyAbroadGPT-7B - system/gpu.0.smClock__MAX"
"7785.411687533","1303","1303","1303"
"7795.412236667","1278","1278","1278"
"7805.41168768","1290","1290","1290"
"7815.415570248","1278","1278","1278"
"7825.413615468","1278","1278","1278"
"7835.411497063","1278","1278","1278"
"7845.412361314","1303","1303","1303"
"7855.411014664","1278","1278","1278"
"7865.412445862","1316","1316","1316"
"7875.411252928","1278","1278","1278"
"7885.410986581","1316","1316","1316"
"7895.414295333","1278","1278","1278"
"7905.414170497","1290","1290","1290"
"7915.41139238","1278","1278","1278"
"7925.416415274","1328","1328","1328"
"7935.411765366","1278","1278","1278"
"7945.414294694","1316","1316","1316"
"7955.414652241","1278","1278","1278"
"7965.411041643","1278","1278","1278"
"7975.411325222","1316","1316","1316"
"7985.416624729","1265","1265","1265"
"7995.414535419","1278","1278","1278"
"8005.411576351","1278","1278","1278"
"8015.413032309","1278","1278","1278"
"8025.411588827","1303","1303","1303"
"8035.416859308","1290","1290","1290"
"8045.411701037","1278","1278","1278"
"8055.412420561","1278","1278","1278"
"8065.412158941","1328","1328","1328"
"8075.412423025","1265","1265","1265"
"8085.418446892","1303","1303","1303"
"8095.411314387","1278","1278","1278"
"8105.4155639","1278","1278","1278"
"8115.414093514","1278","1278","1278"
"8125.411886567","1290","1290","1290"
"8135.410859157","1265","1265","1265"
"8145.415673522","1303","1303","1303"
"8155.412759315","1328","1328","1328"
"8165.411234652","1328","1328","1328"
"8175.411925313","1278","1278","1278"
"8185.413569796","1278","1278","1278"
"8195.411776841","1290","1290","1290"
"8205.416342219","1290","1290","1290"
"8215.411248706","1303","1303","1303"
"8225.411947861","1278","1278","1278"
"8235.411797533","1278","1278","1278"
"8245.412213082","1278","1278","1278"
"8255.412224219","1278","1278","1278"
"8265.411098695","1328","1328","1328"
"8275.411443934","1328","1328","1328"
"8285.412239287","1278","1278","1278"
"8295.412050465","1278","1278","1278"
"8305.411856865","1265","1265","1265"
"8315.416549274","1316","1316","1316"
"8325.412105997","1316","1316","1316"
"8335.411138065","1278","1278","1278"
"8345.411598525","1278","1278","1278"
"8355.411294741","1290","1290","1290"
"8365.411464787","1316","1316","1316"
"8375.413021901","1328","1328","1328"
"8385.411708713","1316","1316","1316"
"8395.411462211","1328","1328","1328"
"8405.417415513","1278","1278","1278"
"8415.413142439","1278","1278","1278"
"8425.411938471","1328","1328","1328"
"8435.414227643","1303","1303","1303"
"8445.411174097","1278","1278","1278"
"8455.419267463","1278","1278","1278"
"8465.411260479","1316","1316","1316"
"8475.411243994","1316","1316","1316"
"8485.411709332","1278","1278","1278"
"8495.419633624","1303","1303","1303"
"8505.411948464","1328","1328","1328"
"8515.411644413","1278","1278","1278"
"8525.411198213","1316","1316","1316"
"8535.411918489","1290","1290","1290"
"8545.412198099","1278","1278","1278"
"8555.413325685","1265","1265","1265"
"8565.411727634","1328","1328","1328"
"8575.411193578","1328","1328","1328"
"8585.411909355","1278","1278","1278"
"8595.415168248","1278","1278","1278"
"8605.411580904","1328","1328","1328"
"8615.410890485","1328","1328","1328"
"8625.411589935","1328","1328","1328"
"8635.410986092","1278","1278","1278"
"8645.410963826","1278","1278","1278"
"8655.415330927","1278","1278","1278"
"8665.412265789","1328","1328","1328"
"8675.415963643","1252","1252","1252"
"8685.411135643","1290","1290","1290"
"8695.411977163","1278","1278","1278"
"8705.411701469","1290","1290","1290"
"8715.414989032","1316","1316","1316"
"8725.413671391","1278","1278","1278"
"8735.411950973","1303","1303","1303"
"8745.420402003","1278","1278","1278"
"8755.412885201","1278","1278","1278"
"8765.4110916","1328","1328","1328"
"8775.411341589","1328","1328","1328"
"8785.410864959","1316","1316","1316"
"8795.416774009","1278","1278","1278"
"8805.4116846","1290","1290","1290"
"8815.411653838","1278","1278","1278"
"8825.411435601","1328","1328","1328"
"8835.412579621","1316","1316","1316"
"8845.411558524","1303","1303","1303"
"8855.414882364","1328","1328","1328"
"8865.415814538","1278","1278","1278"
"8875.41196801","1316","1316","1316"
"8885.411297795","1278","1278","1278"
"8895.413409901","1328","1328","1328"
"8905.411681586","1316","1316","1316"
"8915.411824869","1278","1278","1278"
"8925.41188914","1278","1278","1278"
"8935.411015052","1278","1278","1278"
"8945.411812489","1278","1278","1278"
"8955.41542505","1278","1278","1278"
"8965.414522883","1290","1290","1290"
"8975.411463876","1328","1328","1328"
"8985.412053437","1328","1328","1328"
"8995.412824909","1328","1328","1328"
"9005.41178688","1278","1278","1278"
"9015.412437497","1278","1278","1278"
"9025.411839677","1278","1278","1278"
"9035.410909569","1316","1316","1316"
"9045.411417581","1290","1290","1290"
"9055.412315899","1278","1278","1278"
"9065.419968982","1290","1290","1290"
"9075.417759846","1278","1278","1278"
"9085.411040067","1278","1278","1278"
"9095.411957167","1278","1278","1278"
"9105.412312482","1328","1328","1328"
"9115.412670115","1328","1328","1328"
"9125.411352784","1328","1328","1328"
"9135.4111428","1328","1328","1328"
"9145.412128087","1328","1328","1328"
"9155.411491496","1278","1278","1278"
"9165.411540977","1316","1316","1316"
"9175.41341153","1278","1278","1278"
"9185.418483039","1290","1290","1290"
"9195.410967492","1303","1303","1303"
"9205.411211147","1278","1278","1278"
"9215.41552917","1278","1278","1278"
"9225.414264696","1278","1278","1278"
"9235.412021879","1316","1316","1316"
"9245.411822092","1278","1278","1278"
"9255.413920857","1278","1278","1278"
"9265.412511333","1290","1290","1290"
"9275.412396718","1278","1278","1278"
"9285.411278201","1278","1278","1278"
"9295.415848517","1265","1265","1265"
"9305.410961338","1278","1278","1278"
"9315.414792759","1316","1316","1316"
"9325.411575976","1278","1278","1278"
"9335.411493905","1328","1328","1328"
"9345.412135457","1278","1278","1278"
"9355.411739228","1316","1316","1316"
"9365.411520523","1278","1278","1278"
"9375.412434257","1278","1278","1278"
"9385.411740795","1328","1328","1328"
"9395.413397261","1278","1278","1278"
"9405.411853568","1316","1316","1316"
"9415.416343248","1290","1290","1290"
"9425.411692852","1278","1278","1278"
"9435.412738042","1265","1265","1265"
"9445.411544223","1278","1278","1278"
"9455.412603446","1316","1316","1316"
"9465.411458015","1278","1278","1278"
"9475.413944247","1316","1316","1316"
"9485.412220502","1278","1278","1278"
"9495.411876868","1278","1278","1278"
"9505.411735335","1316","1316","1316"
"9515.413351091","1316","1316","1316"
"9525.413980204","1278","1278","1278"
"9535.411357884","1290","1290","1290"
"9545.411828414","1278","1278","1278"
"9555.415567845","1316","1316","1316"
"9565.411942131","1278","1278","1278"
"9575.411520012","1316","1316","1316"
"9585.413928662","1303","1303","1303"
"9595.41644865","1316","1316","1316"
"9605.411824638","1316","1316","1316"
"9615.411106633","1303","1303","1303"
"9625.411227322","1316","1316","1316"
"9635.414800986","1278","1278","1278"
"9645.411925331","1278","1278","1278"
"9655.411893869","1290","1290","1290"
"9665.415911562","1328","1328","1328"
"9675.415139869","1278","1278","1278"
"9685.413179519","1316","1316","1316"
"9695.411113059","1316","1316","1316"
"9705.419333847","1278","1278","1278"
"9715.414174309","1278","1278","1278"
"9725.411747687","1316","1316","1316"
"9735.411996849","1265","1265","1265"
"9745.413598405","1328","1328","1328"
"9755.411573072","1278","1278","1278"
"9765.411014431","1303","1303","1303"
"9775.411439138","1278","1278","1278"
"9785.411877847","1278","1278","1278"
"9795.411573961","1328","1328","1328"
"9805.412863962","1278","1278","1278"
"9815.412022469","1290","1290","1290"
"9825.411475212","1290","1290","1290"
"9835.41192085","1316","1316","1316"
"9845.411710799","1316","1316","1316"
"9855.411417228","1290","1290","1290"
"9865.411919018","1278","1278","1278"
"9875.411482605","1265","1265","1265"
"9885.414977426","1278","1278","1278"
"9895.412788114","1328","1328","1328"
"9905.416602883","1278","1278","1278"
"9915.411612635","1278","1278","1278"
"9925.411038782","1303","1303","1303"
"9935.416323601","1278","1278","1278"
"9945.412322514","1316","1316","1316"
"9955.411516272","1328","1328","1328"
"9965.41188992","1328","1328","1328"
"9975.411433873","1328","1328","1328"
"9985.411440342","1278","1278","1278"
"9995.411557189","1316","1316","1316"
"10005.41497429","1328","1328","1328"
"10015.413472695","1278","1278","1278"
"10025.415502334","1290","1290","1290"
"10035.411100009","1278","1278","1278"
"10045.411791741","1278","1278","1278"
"10055.412251889","1303","1303","1303"
"10065.411713313","1328","1328","1328"
"10075.411662917","1265","1265","1265"
"10085.411802445","1278","1278","1278"
"10095.411518025","1316","1316","1316"
"10105.411019772","1316","1316","1316"
"10115.412121134","1328","1328","1328"
"10125.411660218","1290","1290","1290"
"10135.411407263","1328","1328","1328"
"10145.41764225","1265","1265","1265"
"10155.416434492","1290","1290","1290"
"10165.415733484","1316","1316","1316"
"10175.41237326","1328","1328","1328"
"10185.411201846","1278","1278","1278"
"10195.412034","1252","1252","1252"
"10205.411608996","1328","1328","1328"
"10215.412889079","1328","1328","1328"
"10225.414468489","1290","1290","1290"
"10235.411350868","1316","1316","1316"
"10245.411872358","1278","1278","1278"
"10255.410888814","1303","1303","1303"
"10265.411602472","1278","1278","1278"
"10275.41429325","1290","1290","1290"
"10285.411732181","1278","1278","1278"
"10295.411158918","1290","1290","1290"
"10305.411473582","1278","1278","1278"
"10315.411353641","1290","1290","1290"
"10325.411306633","1290","1290","1290"
"10335.414227834","1316","1316","1316"
"10345.412219529","1278","1278","1278"
"10355.411589748","1290","1290","1290"
"10365.411577788","1278","1278","1278"
"10375.411048922","1278","1278","1278"
"10385.410940941","1290","1290","1290"
"10395.413496121","1303","1303","1303"
"10405.412670575","1278","1278","1278"
"10415.4118349","1316","1316","1316"
"10425.411512607","1278","1278","1278"
"10435.411977136","1328","1328","1328"
"10445.411938515","1278","1278","1278"
"10455.414731835","1278","1278","1278"
"10465.411931301","1316","1316","1316"
"10475.413109947","1278","1278","1278"
"10485.411158019","1278","1278","1278"
"10495.418882854","1278","1278","1278"
"10505.41143518","1278","1278","1278"
"10515.411007857","1290","1290","1290"
"10525.412104487","1316","1316","1316"
"10535.418389249","1278","1278","1278"
"10545.412021829","1328","1328","1328"
"10555.413159223","1278","1278","1278"
"10565.411697707","1328","1328","1328"
"10575.412230851","1278","1278","1278"
"10585.411871941","1316","1316","1316"
"10595.412833172","1290","1290","1290"
"10605.411677812","1328","1328","1328"
"10615.411744091","1278","1278","1278"
"10625.410916154","1278","1278","1278"
"10635.414267995","1316","1316","1316"
"10645.411265685","1328","1328","1328"
"10655.411359603","1278","1278","1278"
"10665.411166761","1316","1316","1316"
"10675.411731404","1290","1290","1290"
"10685.41223705","1328","1328","1328"
"10695.411625838","1278","1278","1278"
"10705.412120439","1328","1328","1328"
"10715.412341459","1328","1328","1328"
"10725.411776606","1278","1278","1278"
"10735.416916819","1316","1316","1316"
"10745.411335014","1316","1316","1316"
"10755.411686724","1278","1278","1278"
"10765.413301716","1303","1303","1303"
"10775.411569438","1278","1278","1278"
"10785.411029332","1278","1278","1278"
"10795.413426805","1278","1278","1278"
"10805.410921191","1316","1316","1316"
"10815.417175335","1278","1278","1278"
"10825.414135193","1278","1278","1278"
"10835.414944075","1278","1278","1278"
"10845.412162128","1278","1278","1278"
"10855.413933298","1328","1328","1328"
"10865.4109623","1328","1328","1328"
"10875.412397348","1278","1278","1278"
"10885.412677909","1303","1303","1303"
"10895.421042681","1316","1316","1316"
"10905.411742305","1290","1290","1290"
"10915.411797077","1316","1316","1316"
"10925.41144593","1252","1252","1252"
"10935.413415778","1278","1278","1278"
"10945.411746102","1278","1278","1278"
"10955.411949694","1316","1316","1316"
"10965.411224206","1316","1316","1316"
"10975.413087847","1278","1278","1278"
"10985.410801581","1328","1328","1328"
"10995.414729985","1278","1278","1278"
"11005.411699617","1316","1316","1316"
"11015.411012922","1290","1290","1290"
"11025.411205973","1278","1278","1278"
"11035.414558836","1328","1328","1328"
"11045.413600007","1316","1316","1316"
"11055.413049688","1278","1278","1278"
"11065.412674818","1290","1290","1290"
"11075.411084045","1303","1303","1303"
"11085.410843959","1328","1328","1328"
"11095.413044334","1278","1278","1278"
"11105.41240184","1328","1328","1328"
"11115.411901975","1328","1328","1328"
"11125.411345163","1290","1290","1290"
"11135.414510556","1278","1278","1278"
"11145.411611429","1290","1290","1290"
"11155.411140066","1316","1316","1316"
"11165.41634564","1303","1303","1303"
"11175.415983425","1278","1278","1278"
"11185.411646053","1328","1328","1328"
"11195.411436011","1328","1328","1328"
"11205.411527159","1328","1328","1328"
"11215.41156479","1328","1328","1328"
"11225.411169588","1278","1278","1278"
"11235.41064321","1278","1278","1278"
"11245.411682144","1328","1328","1328"
"11255.412230613","1328","1328","1328"
"11265.41203481","1252","1252","1252"
"11275.411246063","1328","1328","1328"
"11285.412556145","1328","1328","1328"
"11295.411892367","1316","1316","1316"
"11305.411187851","1278","1278","1278"
"11315.413968415","1290","1290","1290"
"11325.410849662","1316","1316","1316"
"11335.411278914","1278","1278","1278"
"11345.411558051","1278","1278","1278"
"11355.411353889","1278","1278","1278"
"11365.411534218","1328","1328","1328"
"11375.412252958","1328","1328","1328"
"11385.413301833","1328","1328","1328"
"11395.41241853","1328","1328","1328"
"11405.411302055","1328","1328","1328"
"11415.419275469","1278","1278","1278"
"11425.411262523","1328","1328","1328"
"11435.411646802","1278","1278","1278"
"11445.411414863","1290","1290","1290"
"11455.411597042","1316","1316","1316"
"11465.411272806","1328","1328","1328"
"11475.41175865","1278","1278","1278"
"11485.412340491","1328","1328","1328"
"11495.41750397","1303","1303","1303"
"11505.412180197","1316","1316","1316"
"11515.412408937","1278","1278","1278"
"11525.411070445","1278","1278","1278"
"11535.410871737","1328","1328","1328"
"11545.413106512","1303","1303","1303"
"11555.411597142","1265","1265","1265"
"11565.411590392","1265","1265","1265"
"11575.411504354","1278","1278","1278"
"11585.416489106","1290","1290","1290"
"11595.412025994","1278","1278","1278"
"11605.412595358","1290","1290","1290"
"11615.411677729","1328","1328","1328"
"11625.41097465","1328","1328","1328"
"11635.411443459","1278","1278","1278"
"11645.410634247","1316","1316","1316"
"11655.412638387","1265","1265","1265"
"11665.41179934","1316","1316","1316"
"11675.4118183","1316","1316","1316"
"11685.411333374","1290","1290","1290"
"11695.412166093","1316","1316","1316"
"11705.411651329","1328","1328","1328"
"11715.414618222","1278","1278","1278"
"11725.411733376","1252","1252","1252"
"11735.411420389","1316","1316","1316"
"11745.412574193","1328","1328","1328"
"11755.412325205","1278","1278","1278"
"11765.412268177","1278","1278","1278"
"11775.411222619","1290","1290","1290"
"11785.411332948","1303","1303","1303"
"11795.414849294","1278","1278","1278"
"11805.412749306","1278","1278","1278"
"11815.410985546","1278","1278","1278"
"11825.410824394","1328","1328","1328"
"11835.412277461","1278","1278","1278"
"11845.411427993","1328","1328","1328"
"11855.41244567","1303","1303","1303"
"11865.412430048","1303","1303","1303"
"11875.411640663","1265","1265","1265"
"11885.412587152","1278","1278","1278"
"11895.411188356","1278","1278","1278"
"11905.411630995","1278","1278","1278"
"11915.41366728","1278","1278","1278"
"11925.411495113","1328","1328","1328"
"11935.410658871","1316","1316","1316"
"11945.412170248","1316","1316","1316"
"11955.4170121","1278","1278","1278"
"11965.411603741","1278","1278","1278"
"11975.416717935","1278","1278","1278"
"11985.415629573","1316","1316","1316"
"11995.411719891","1278","1278","1278"
"12005.410830456","1290","1290","1290"
"12015.41598256","1316","1316","1316"
"12025.414809515","1278","1278","1278"
"12035.411194352","1265","1265","1265"
"12045.411678725","1278","1278","1278"
"12055.41170128","1290","1290","1290"
"12065.410938775","1278","1278","1278"
"12075.413659741","1278","1278","1278"
"12085.411263359","1290","1290","1290"
"12095.411788135","1290","1290","1290"
"12105.41463963","1278","1278","1278"
"12115.412228011","1278","1278","1278"
"12125.411978399","1278","1278","1278"
"12135.412438506","1278","1278","1278"
"12145.411624558","1265","1265","1265"
"12155.412788265","1290","1290","1290"
"12165.411264308","1278","1278","1278"
"12175.416789726","1290","1290","1290"
"12185.412524708","1278","1278","1278"
"12195.415173386","1278","1278","1278"
"12205.411706571","1265","1265","1265"
"12215.411422914","1278","1278","1278"
"12225.411328874","1278","1278","1278"
"12235.415335318","1278","1278","1278"
"12245.411344528","1278","1278","1278"
"12255.411789578","1290","1290","1290"
"12265.411033273","1278","1278","1278"
"12275.411137328","1316","1316","1316"
"12285.41138343","1328","1328","1328"
"12295.413727305","1290","1290","1290"
"12305.411136438","1278","1278","1278"
"12315.413542365","1290","1290","1290"
"12325.413046811","1278","1278","1278"
"12335.410938779","1290","1290","1290"
"12345.411466449","1278","1278","1278"
"12355.416674525","1278","1278","1278"
"12365.412097766","1316","1316","1316"
"12375.411881532","1278","1278","1278"
"12385.411308335","1328","1328","1328"
"12395.415215525","1303","1303","1303"
"12405.412571883","1328","1328","1328"
"12415.41097255","1265","1265","1265"
"12425.412050208","1303","1303","1303"
"12435.411324969","1328","1328","1328"
"12445.411418236","1278","1278","1278"
"12455.417842019","1328","1328","1328"
"12465.41253231","1316","1316","1316"
"12475.411356277","1278","1278","1278"
"12485.411429084","1265","1265","1265"
"12495.414772009","1278","1278","1278"
"12505.410964365","1316","1316","1316"
"12515.413021697","1278","1278","1278"
"12525.411388611","1316","1316","1316"
"12535.410867256","1278","1278","1278"
"12545.411731349","1316","1316","1316"
"12555.411525398","1316","1316","1316"
"12565.411458025","1328","1328","1328"
"12575.411011446","1316","1316","1316"
"12585.412027474","1290","1290","1290"
"12595.416759559","1303","1303","1303"
"12605.41321051","1316","1316","1316"
"12615.411675921","1278","1278","1278"
"12625.412473837","1278","1278","1278"
"12635.416724396","1290","1290","1290"
"12645.412299778","1316","1316","1316"
"12655.411460146","1278","1278","1278"
"12665.411726708","1265","1265","1265"
"12675.412662889","1303","1303","1303"
"12685.415454782","1303","1303","1303"
"12695.411563748","1278","1278","1278"
"12705.413091546","1328","1328","1328"
"12715.416708171","1278","1278","1278"
"12725.414656464","1316","1316","1316"
"12735.410855684","1316","1316","1316"
"12745.413684032","1278","1278","1278"
"12755.411805631","1328","1328","1328"
"12765.411412727","1278","1278","1278"
"12775.412176554","1303","1303","1303"
"12785.411161239","1303","1303","1303"
"12795.411888749","1328","1328","1328"
"12805.411561272","1303","1303","1303"
"12815.411217408","1278","1278","1278"
"12825.41200372","1328","1328","1328"
"12835.411754687","1328","1328","1328"
"12845.411609044","1328","1328","1328"
"12855.416045738","1290","1290","1290"
"12865.411490944","1290","1290","1290"
"12875.41143739","1278","1278","1278"
"12885.41626405","1278","1278","1278"
"12895.410908279","1316","1316","1316"
"12905.411355699","1316","1316","1316"
"12915.413852081","1303","1303","1303"
"12925.411887113","1328","1328","1328"
"12935.411543478","1316","1316","1316"
"12945.4115625","1316","1316","1316"
"12955.412200175","1278","1278","1278"
"12965.411435311","1316","1316","1316"
"12975.41250896","1328","1328","1328"
"12985.410914598","1290","1290","1290"
"12995.410957068","1290","1290","1290"
"13005.413022291","1278","1278","1278"
"13015.411809145","1316","1316","1316"
"13025.411447649","1328","1328","1328"
"13035.411588795","1278","1278","1278"
"13045.412180444","1290","1290","1290"
"13055.411791451","1278","1278","1278"
"13065.413841696","1316","1316","1316"
"13075.415812464","1278","1278","1278"
"13085.411040457","1328","1328","1328"
"13095.411397598","1290","1290","1290"
"13105.410853034","1328","1328","1328"
"13115.416479185","1278","1278","1278"
"13125.411215967","1328","1328","1328"
"13135.4142032","1316","1316","1316"
"13145.413608465","1278","1278","1278"
"13155.411138778","1278","1278","1278"
"13165.412081757","1290","1290","1290"
"13175.411070815","1303","1303","1303"
"13185.413125497","1265","1265","1265"
"13195.411359027","1278","1278","1278"
"13205.41231487","1278","1278","1278"
"13215.412345184","1303","1303","1303"
"13225.412695365","1328","1328","1328"
"13235.411611046","1303","1303","1303"
"13245.411153191","1278","1278","1278"
"13255.411400816","1278","1278","1278"
"13265.411458829","1316","1316","1316"
"13275.41268247","1303","1303","1303"
"13285.411977","1290","1290","1290"
"13295.411385853","1316","1316","1316"
"13305.413094623","1278","1278","1278"
"13315.412438333","1316","1316","1316"
"13325.411588357","1278","1278","1278"
"13335.41113007","1328","1328","1328"
"13345.421094375","1290","1290","1290"
"13355.411930153","1303","1303","1303"
"13365.411707562","1278","1278","1278"
"13375.410937384","1328","1328","1328"
"13385.412345287","1278","1278","1278"
"13395.413128831","1278","1278","1278"
"13405.411863551","1328","1328","1328"
"13415.411707576","1252","1252","1252"
"13425.41166484","1328","1328","1328"
"13435.412871235","1278","1278","1278"
"13445.411216997","1278","1278","1278"
"13455.411175096","1328","1328","1328"
"13465.412607914","1328","1328","1328"
"13475.411292781","1316","1316","1316"
"13485.4142939","1278","1278","1278"
"13495.411709542","1328","1328","1328"
"13505.411722204","1316","1316","1316"
"13515.41111739","1278","1278","1278"
"13525.411960703","1328","1328","1328"
"13535.411678603","1328","1328","1328"
"13545.412026936","1328","1328","1328"
"13555.41312175","1278","1278","1278"
"13565.41140249","1290","1290","1290"
"13575.41181931","1278","1278","1278"
"13585.416221719","1303","1303","1303"
"13595.410840598","1290","1290","1290"
"13605.411432195","1278","1278","1278"
"13615.41087375","1328","1328","1328"
"13625.410957829","1278","1278","1278"
"13635.41199417","1316","1316","1316"
"13645.411105529","1278","1278","1278"
"13655.412128124","1278","1278","1278"
"13665.411863077","1278","1278","1278"
"13675.411874043","1328","1328","1328"
"13685.417331012","1265","1265","1265"
"13695.411337938","1316","1316","1316"
"13705.412835169","1328","1328","1328"
"13715.415327904","1278","1278","1278"
"13725.41447303","1252","1252","1252"
"13735.411371927","1328","1328","1328"
"13745.412270156","1278","1278","1278"
"13755.411011842","1278","1278","1278"
"13765.411424392","1278","1278","1278"
"13775.414950122","1265","1265","1265"
"13785.415884233","1328","1328","1328"
"13795.411002003","1252","1252","1252"
"13805.412268388","1316","1316","1316"
"13815.41187251","1328","1328","1328"
"13825.411632698","1328","1328","1328"
"13835.412011056","1265","1265","1265"
"13845.412608983","1316","1316","1316"
"13855.413473192","1316","1316","1316"
"13865.412021948","1328","1328","1328"
"13875.411269547","1278","1278","1278"
"13885.411922994","1316","1316","1316"
"13895.411902691","1316","1316","1316"
"13905.412019522","1316","1316","1316"
"13915.412511352","1316","1316","1316"
"13925.412737548","1278","1278","1278"
"13935.413683178","1328","1328","1328"
"13945.418038512","1278","1278","1278"
"13955.413428355","1278","1278","1278"
"13965.41123403","1303","1303","1303"
"13975.411438774","1278","1278","1278"
"13985.414997204","1303","1303","1303"
"13995.41222087","1328","1328","1328"
"14005.411996701","1265","1265","1265"
"14015.410927875","1278","1278","1278"
"14025.411592438","1316","1316","1316"
"14035.417840077","1316","1316","1316"
"14045.411269262","1278","1278","1278"
"14055.412179805","1290","1290","1290"
"14065.418432933","1278","1278","1278"
"14075.411269932","1278","1278","1278"
"14085.411850326","1278","1278","1278"
"14095.411524697","1290","1290","1290"
"14105.415134634","1316","1316","1316"
"14115.41613984","1278","1278","1278"
"14125.412029787","1328","1328","1328"
"14135.415035861","1278","1278","1278"
"14145.412026888","1316","1316","1316"
"14155.411825102","1328","1328","1328"
"14165.413269422","1265","1265","1265"
"14175.412694031","1290","1290","1290"
"14185.411565871","1278","1278","1278"
"14195.412714951","1290","1290","1290"
"14205.414093358","1278","1278","1278"
"14215.411419181","1303","1303","1303"
"14225.412341364","1328","1328","1328"
"14235.414595666","1328","1328","1328"
"14245.418117596","1316","1316","1316"
"14255.411151511","1316","1316","1316"
"14265.411447243","1290","1290","1290"
"14275.411159009","1265","1265","1265"
"14285.411457995","1278","1278","1278"
"14295.412089119","1278","1278","1278"
"14305.411823837","1278","1278","1278"
"14315.413251808","1328","1328","1328"
"14325.414696334","1278","1278","1278"
"14335.411281874","1278","1278","1278"
"14345.411417716","1278","1278","1278"
"14355.411534337","1316","1316","1316"
"14365.414306623","1278","1278","1278"
"14375.410952553","1303","1303","1303"
"14385.411453061","1278","1278","1278"
"14395.414106955","1278","1278","1278"
"14405.412000258","1316","1316","1316"
"14415.411951147","1328","1328","1328"
"14425.410880642","1303","1303","1303"
"14435.411776019","1278","1278","1278"
"14445.413878881","1278","1278","1278"
"14455.411598466","1328","1328","1328"
"14465.41167202","1328","1328","1328"
"14475.41226575","1278","1278","1278"
"14485.411202983","1290","1290","1290"
"14495.411965442","1278","1278","1278"
"14505.412461166","1328","1328","1328"
"14515.411731838","1278","1278","1278"
"14525.411315438","1316","1316","1316"
"14535.416245179","1290","1290","1290"
"14545.41405029","1278","1278","1278"
"14555.411637723","1328","1328","1328"
"14565.411277298","1328","1328","1328"
"14575.414582041","1290","1290","1290"
"14585.411440629","1316","1316","1316"
"14595.411666161","1328","1328","1328"
"14605.411902854","1278","1278","1278"
"14615.411270198","1328","1328","1328"
"14625.411368652","1278","1278","1278"
"14635.412309791","1328","1328","1328"
"14645.41146079","1278","1278","1278"
"14655.4122431","1278","1278","1278"
"14665.411979518","1328","1328","1328"
"14675.411691755","1328","1328","1328"
"14685.412905332","1316","1316","1316"
"14695.411994773","1278","1278","1278"
"14705.411711681","1278","1278","1278"
"14715.411436298","1290","1290","1290"
"14725.414082399","1328","1328","1328"
"14735.411369312","1278","1278","1278"
"14745.414872325","1278","1278","1278"
"14755.411704676","1303","1303","1303"
"14765.411151285","1278","1278","1278"
"14775.411097679","1328","1328","1328"
"14785.41170766","1316","1316","1316"
"14795.411845455","1328","1328","1328"
"14805.411227646","1316","1316","1316"
"14815.414618673","1328","1328","1328"
"14825.41290328","1328","1328","1328"
"14835.414611578","1316","1316","1316"
"14845.416576392","1290","1290","1290"
"14855.411187383","1278","1278","1278"
"14865.41579597","1303","1303","1303"
"14875.412451235","1328","1328","1328"
"14885.411412778","1328","1328","1328"
"14895.415977967","1278","1278","1278"
"14905.412525403","1252","1252","1252"
"14915.41193132","1290","1290","1290"
"14925.41123794","1328","1328","1328"
"14935.414516192","1316","1316","1316"
"14945.411585967","1278","1278","1278"
"14955.411238352","1278","1278","1278"
"14965.411029574","1316","1316","1316"
"14975.411535619","1278","1278","1278"
"14985.415129716","1316","1316","1316"
"14995.411206449","1278","1278","1278"
"15005.411222091","1316","1316","1316"
"15015.412164964","1278","1278","1278"
"15025.414369494","1278","1278","1278"
"15035.413321621","1328","1328","1328"
"15045.411696579","1278","1278","1278"
"15055.412436901","1316","1316","1316"
"15065.412003113","1316","1316","1316"
"15075.410980392","1316","1316","1316"
"15085.413852314","1303","1303","1303"
"15095.411857564","1278","1278","1278"
"15105.41117416","1316","1316","1316"
"15115.411249659","1252","1252","1252"
"15125.41672082","1278","1278","1278"
"15135.415228059","1278","1278","1278"
"15145.411176723","1278","1278","1278"
"15155.411729769","1265","1265","1265"
"15165.413360727","1328","1328","1328"
"15175.410812727","1278","1278","1278"
"15185.411942164","1316","1316","1316"
"15195.411973417","1278","1278","1278"
"15205.411867284","1278","1278","1278"
"15215.411350429","1316","1316","1316"
"15225.417541196","1303","1303","1303"
"15235.414914398","1278","1278","1278"
"15245.411623677","1265","1265","1265"
"15255.415206611","1265","1265","1265"
"15265.414017487","1316","1316","1316"
"15275.411513892","1278","1278","1278"
"15285.411969837","1278","1278","1278"
"15295.411841214","1328","1328","1328"
"15305.412121217","1278","1278","1278"
"15315.411538617","1278","1278","1278"
"15325.410999965","1278","1278","1278"
"15335.41716732","1278","1278","1278"
"15345.410940977","1278","1278","1278"
"15355.412259862","1303","1303","1303"
"15365.415205916","1265","1265","1265"
"15375.411162648","1328","1328","1328"
"15385.413192088","1278","1278","1278"
"15395.411710031","1328","1328","1328"
"15405.411386136","1328","1328","1328"
"15415.416440351","1316","1316","1316"
"15425.415540426","1328","1328","1328"
"15435.417433668","1278","1278","1278"
"15445.411884161","1278","1278","1278"
"15455.414609053","1265","1265","1265"
"15465.414566273","1290","1290","1290"
"15475.41128586","1303","1303","1303"
"15485.411308863","1316","1316","1316"
"15495.415678946","1316","1316","1316"
