"Relative Time (Process)","StudyAbroadGPT-7B - system/disk./.usageGB","StudyAbroadGPT-7B - system/disk./.usageGB__MIN","StudyAbroadGPT-7B - system/disk./.usageGB__MAX"
"4245.407641902","6181.852451324463","6181.852451324463","6181.852451324463"
"4255.407424574","6181.852451324463","6181.852451324463","6181.852451324463"
"4265.406983425","6181.85245513916","6181.85245513916","6181.85245513916"
"4275.407204619","6181.85245513916","6181.85245513916","6181.85245513916"
"4285.407925237","6181.85245513916","6181.85245513916","6181.85245513916"
"4295.407716264","6181.85245513916","6181.85245513916","6181.85245513916"
"4305.407323906","6181.85245513916","6181.85245513916","6181.85245513916"
"4315.406918726","6181.852458953857","6181.852458953857","6181.852458953857"
"4325.406815343","6181.852458953857","6181.852458953857","6181.852458953857"
"4335.406906114","6181.852458953857","6181.852458953857","6181.852458953857"
"4345.406972924","6181.852458953857","6181.852458953857","6181.852458953857"
"4355.407588365","6181.852462768555","6181.852462768555","6181.852462768555"
"4365.406692325","6181.852462768555","6181.852462768555","6181.852462768555"
"4375.407228298","6181.852462768555","6181.852462768555","6181.852462768555"
"4385.406633185","6181.852462768555","6181.852462768555","6181.852462768555"
"4395.407336562","6181.852462768555","6181.852462768555","6181.852462768555"
"4405.406678073","6181.852466583252","6181.852466583252","6181.852466583252"
"4415.407425873","6181.852466583252","6181.852466583252","6181.852466583252"
"4425.407500191","6181.852466583252","6181.852466583252","6181.852466583252"
"4435.406891198","6181.852466583252","6181.852466583252","6181.852466583252"
"4445.407244748","6181.852466583252","6181.852466583252","6181.852466583252"
"4455.40687577","6181.852470397949","6181.852470397949","6181.852470397949"
"4465.407797974","6181.852470397949","6181.852470397949","6181.852470397949"
"4475.407225112","6181.852470397949","6181.852470397949","6181.852470397949"
"4485.406898784","6181.852470397949","6181.852470397949","6181.852470397949"
"4495.40727642","6181.852470397949","6181.852470397949","6181.852470397949"
"4505.40763945","6181.8524742126465","6181.8524742126465","6181.8524742126465"
"4515.407771842","6181.853038787842","6181.853038787842","6181.853038787842"
"4525.407650864","6181.853038787842","6181.853038787842","6181.853038787842"
"4535.407018827","6181.853042602539","6181.853042602539","6181.853042602539"
"4545.407103289","6181.853042602539","6181.853042602539","6181.853042602539"
"4555.4071808","6181.853042602539","6181.853042602539","6181.853042602539"
"4565.407468446","6181.853042602539","6181.853042602539","6181.853042602539"
"4575.406639904","6181.853042602539","6181.853042602539","6181.853042602539"
"4585.407138976","6181.853046417236","6181.853046417236","6181.853046417236"
"4595.406683959","6181.853046417236","6181.853046417236","6181.853046417236"
"4605.407407477","6181.853046417236","6181.853046417236","6181.853046417236"
"4615.407149995","6181.853046417236","6181.853046417236","6181.853046417236"
"4625.406711903","6181.853050231934","6181.853050231934","6181.853050231934"
"4635.406903059","6181.853050231934","6181.853050231934","6181.853050231934"
"4645.407484346","6181.853050231934","6181.853050231934","6181.853050231934"
"4655.407171367","6181.853050231934","6181.853050231934","6181.853050231934"
"4665.407095128","6181.853050231934","6181.853050231934","6181.853050231934"
"4675.407212249","6181.853054046631","6181.853054046631","6181.853054046631"
"4685.408228325","6181.853054046631","6181.853054046631","6181.853054046631"
"4695.406913934","6181.853054046631","6181.853054046631","6181.853054046631"
"4705.406913755","6181.853054046631","6181.853054046631","6181.853054046631"
"4715.407233969","6181.853054046631","6181.853054046631","6181.853054046631"
"4725.407584104","6181.853057861328","6181.853057861328","6181.853057861328"
"4735.407007258","6181.853057861328","6181.853057861328","6181.853057861328"
"4745.407759439","6181.853057861328","6181.853057861328","6181.853057861328"
"4755.407334333","6181.853057861328","6181.853057861328","6181.853057861328"
"4765.407899478","6181.853057861328","6181.853057861328","6181.853057861328"
"4775.407421497","6181.853061676025","6181.853061676025","6181.853061676025"
"4785.407822504","6181.853061676025","6181.853061676025","6181.853061676025"
"4795.407037632","6181.853061676025","6181.853061676025","6181.853061676025"
"4805.406681349","6181.853061676025","6181.853061676025","6181.853061676025"
"4815.407174374","6181.853065490723","6181.853065490723","6181.853065490723"
"4825.408126301","6181.853065490723","6181.853065490723","6181.853065490723"
"4835.408009396","6181.853065490723","6181.853065490723","6181.853065490723"
"4845.407362016","6181.853065490723","6181.853065490723","6181.853065490723"
"4855.407161555","6181.853065490723","6181.853065490723","6181.853065490723"
"4865.406793282","6181.853065490723","6181.853065490723","6181.853065490723"
"4875.407372169","6181.85306930542","6181.85306930542","6181.85306930542"
"4885.407336324","6181.85306930542","6181.85306930542","6181.85306930542"
"4895.407698444","6181.85306930542","6181.85306930542","6181.85306930542"
"4905.407224748","6181.85306930542","6181.85306930542","6181.85306930542"
"4915.407569082","6181.85306930542","6181.85306930542","6181.85306930542"
"4925.407718927","6181.853073120117","6181.853073120117","6181.853073120117"
"4935.407044257","6181.853073120117","6181.853073120117","6181.853073120117"
"4945.40697372","6181.853073120117","6181.853073120117","6181.853073120117"
"4955.407045792","6181.853073120117","6181.853073120117","6181.853073120117"
"4965.407878236","6181.853073120117","6181.853073120117","6181.853073120117"
"4975.407620529","6181.853076934814","6181.853076934814","6181.853076934814"
"4985.407136634","6181.853076934814","6181.853076934814","6181.853076934814"
"4995.406630159","6181.853076934814","6181.853076934814","6181.853076934814"
"5005.407310506","6181.853076934814","6181.853076934814","6181.853076934814"
"5015.40721003","6181.853080749512","6181.853080749512","6181.853080749512"
"5025.407705051","6181.853080749512","6181.853080749512","6181.853080749512"
"5035.407495507","6181.853080749512","6181.853080749512","6181.853080749512"
"5045.406921577","6181.853080749512","6181.853080749512","6181.853080749512"
"5055.407797895","6181.853080749512","6181.853080749512","6181.853080749512"
"5065.40761255","6181.853080749512","6181.853080749512","6181.853080749512"
"5075.407752475","6181.853084564209","6181.853084564209","6181.853084564209"
"5085.407359069","6181.853084564209","6181.853084564209","6181.853084564209"
"5095.407087552","6181.853084564209","6181.853084564209","6181.853084564209"
"5105.40690041","6181.853084564209","6181.853084564209","6181.853084564209"
"5115.407822156","6181.853084564209","6181.853084564209","6181.853084564209"
"5125.407880313","6181.853088378906","6181.853088378906","6181.853088378906"
"5135.407531163","6181.853088378906","6181.853088378906","6181.853088378906"
"5145.407209698","6181.853088378906","6181.853088378906","6181.853088378906"
"5155.407446693","6181.853088378906","6181.853088378906","6181.853088378906"
"5165.406653908","6181.8530921936035","6181.8530921936035","6181.8530921936035"
"5175.407623454","6181.8530921936035","6181.8530921936035","6181.8530921936035"
"5185.407723493","6181.8530921936035","6181.8530921936035","6181.8530921936035"
"5195.407726157","6181.8530921936035","6181.8530921936035","6181.8530921936035"
"5205.40745849","6181.8530921936035","6181.8530921936035","6181.8530921936035"
"5215.40664973","6181.8530921936035","6181.8530921936035","6181.8530921936035"
"5225.407968935","6181.853096008301","6181.853096008301","6181.853096008301"
"5235.407521858","6181.853096008301","6181.853096008301","6181.853096008301"
"5245.407412198","6181.853096008301","6181.853096008301","6181.853096008301"
"5255.406719982","6181.853096008301","6181.853096008301","6181.853096008301"
"5265.406632257","6181.853099822998","6181.853099822998","6181.853099822998"
"5275.407318428","6181.853099822998","6181.853099822998","6181.853099822998"
"5285.407274518","6181.853099822998","6181.853099822998","6181.853099822998"
"5295.407850656","6181.853099822998","6181.853099822998","6181.853099822998"
"5305.407597997","6181.853099822998","6181.853099822998","6181.853099822998"
"5315.407234559","6181.853103637695","6181.853103637695","6181.853103637695"
"5325.407350677","6181.853103637695","6181.853103637695","6181.853103637695"
"5335.407552773","6181.853103637695","6181.853103637695","6181.853103637695"
"5345.407300844","6181.853103637695","6181.853103637695","6181.853103637695"
"5355.407456923","6181.853107452393","6181.853107452393","6181.853107452393"
"5365.407752137","6181.853107452393","6181.853107452393","6181.853107452393"
"5375.407310068","6181.853107452393","6181.853107452393","6181.853107452393"
"5385.407251799","6181.85311126709","6181.85311126709","6181.85311126709"
"5395.406798562","6181.85311126709","6181.85311126709","6181.85311126709"
"5405.407449601","6181.85311126709","6181.85311126709","6181.85311126709"
"5415.407639777","6181.85311126709","6181.85311126709","6181.85311126709"
"5425.407078216","6181.85311126709","6181.85311126709","6181.85311126709"
"5435.406662035","6181.853115081787","6181.853115081787","6181.853115081787"
"5445.406833508","6181.853115081787","6181.853115081787","6181.853115081787"
"5455.406952881","6181.853115081787","6181.853115081787","6181.853115081787"
"5465.407117615","6181.853115081787","6181.853115081787","6181.853115081787"
"5475.407572001","6181.853118896484","6181.853118896484","6181.853118896484"
"5485.407514435","6181.853118896484","6181.853118896484","6181.853118896484"
"5495.406875809","6181.853118896484","6181.853118896484","6181.853118896484"
"5505.40734345","6181.853122711182","6181.853122711182","6181.853122711182"
"5515.407160412","6181.853126525879","6181.853126525879","6181.853126525879"
"5525.406715996","6181.853126525879","6181.853126525879","6181.853126525879"
"5535.407890375","6181.853130340576","6181.853130340576","6181.853130340576"
"5545.406894899","6181.853130340576","6181.853130340576","6181.853130340576"
"5555.406932473","6181.853134155273","6181.853134155273","6181.853134155273"
"5565.407268124","6181.853134155273","6181.853134155273","6181.853134155273"
"5575.407872522","6181.853134155273","6181.853134155273","6181.853134155273"
"5585.40712031","6181.853134155273","6181.853134155273","6181.853134155273"
"5595.407018552","6181.853137969971","6181.853137969971","6181.853137969971"
"5605.40696046","6181.853137969971","6181.853137969971","6181.853137969971"
"5615.407594337","6181.853137969971","6181.853137969971","6181.853137969971"
"5625.407863129","6181.853137969971","6181.853137969971","6181.853137969971"
"5635.406766326","6181.853141784668","6181.853141784668","6181.853141784668"
"5645.406831004","6181.853141784668","6181.853141784668","6181.853141784668"
"5655.407208401","6181.853141784668","6181.853141784668","6181.853141784668"
"5665.40712409","6181.853141784668","6181.853141784668","6181.853141784668"
"5675.407734727","6181.853141784668","6181.853141784668","6181.853141784668"
"5685.406871045","6181.853141784668","6181.853141784668","6181.853141784668"
"5695.406891521","6181.853145599365","6181.853145599365","6181.853145599365"
"5705.407572205","6181.853145599365","6181.853145599365","6181.853145599365"
"5715.407376751","6181.853145599365","6181.853145599365","6181.853145599365"
"5725.407170651","6181.8531494140625","6181.8531494140625","6181.8531494140625"
"5735.407230167","6181.8531494140625","6181.8531494140625","6181.8531494140625"
"5745.408343637","6181.8531494140625","6181.8531494140625","6181.8531494140625"
"5755.407517707","6181.8531494140625","6181.8531494140625","6181.8531494140625"
"5765.407253014","6181.8531494140625","6181.8531494140625","6181.8531494140625"
"5775.407901764","6181.8531494140625","6181.8531494140625","6181.8531494140625"
"5785.407375058","6181.85315322876","6181.85315322876","6181.85315322876"
"5795.407186909","6181.853157043457","6181.853157043457","6181.853157043457"
"5805.407599125","6181.853157043457","6181.853157043457","6181.853157043457"
"5815.407324354","6181.853157043457","6181.853157043457","6181.853157043457"
"5825.407387821","6181.853160858154","6181.853160858154","6181.853160858154"
"5835.408539071","6181.853160858154","6181.853160858154","6181.853160858154"
"5845.407227527","6181.853160858154","6181.853160858154","6181.853160858154"
"5855.407357092","6181.853160858154","6181.853160858154","6181.853160858154"
"5865.407384327","6181.853164672852","6181.853164672852","6181.853164672852"
"5875.40769641","6181.853164672852","6181.853164672852","6181.853164672852"
"5885.407309918","6181.853164672852","6181.853164672852","6181.853164672852"
"5895.407262792","6181.853164672852","6181.853164672852","6181.853164672852"
"5905.406749759","6181.853168487549","6181.853168487549","6181.853168487549"
"5915.406997108","6181.853168487549","6181.853168487549","6181.853168487549"
"5925.407303242","6181.853168487549","6181.853168487549","6181.853168487549"
"5935.406841717","6181.853168487549","6181.853168487549","6181.853168487549"
"5945.406851278","6181.853168487549","6181.853168487549","6181.853168487549"
"5955.407242811","6181.853168487549","6181.853168487549","6181.853168487549"
"5965.40780005","6181.853172302246","6181.853172302246","6181.853172302246"
"5975.406657056","6181.853172302246","6181.853172302246","6181.853172302246"
"5985.406976159","6181.853172302246","6181.853172302246","6181.853172302246"
"5995.407181166","6181.853172302246","6181.853172302246","6181.853172302246"
"6005.407918363","6181.853172302246","6181.853172302246","6181.853172302246"
"6015.407952776","6181.853176116943","6181.853176116943","6181.853176116943"
"6025.407238606","6181.853176116943","6181.853176116943","6181.853176116943"
"6035.407271332","6181.853176116943","6181.853176116943","6181.853176116943"
"6045.406611084","6181.853179931641","6181.853179931641","6181.853179931641"
"6055.407859526","6181.853179931641","6181.853179931641","6181.853179931641"
"6065.407491019","6181.853179931641","6181.853179931641","6181.853179931641"
"6075.406764417","6181.853179931641","6181.853179931641","6181.853179931641"
"6085.406909038","6181.853183746338","6181.853183746338","6181.853183746338"
"6095.407540029","6181.853183746338","6181.853183746338","6181.853183746338"
"6105.406684309","6181.853183746338","6181.853183746338","6181.853183746338"
"6115.407666523","6181.853183746338","6181.853183746338","6181.853183746338"
"6125.406976977","6181.853183746338","6181.853183746338","6181.853183746338"
"6135.407532671","6181.853187561035","6181.853187561035","6181.853187561035"
"6145.407315396","6181.853187561035","6181.853187561035","6181.853187561035"
"6155.407917783","6181.853187561035","6181.853187561035","6181.853187561035"
"6165.407497239","6181.853187561035","6181.853187561035","6181.853187561035"
"6175.407849572","6181.853187561035","6181.853187561035","6181.853187561035"
"6185.407659748","6181.853191375732","6181.853191375732","6181.853191375732"
"6195.406900426","6181.853191375732","6181.853191375732","6181.853191375732"
"6205.406954614","6181.85319519043","6181.85319519043","6181.85319519043"
"6215.407265367","6181.85319519043","6181.85319519043","6181.85319519043"
"6225.407735287","6181.85319519043","6181.85319519043","6181.85319519043"
"6235.408295082","6181.85319519043","6181.85319519043","6181.85319519043"
"6245.407192615","6181.853199005127","6181.853199005127","6181.853199005127"
"6255.407489849","6181.853199005127","6181.853199005127","6181.853199005127"
"6265.407382634","6181.853199005127","6181.853199005127","6181.853199005127"
"6275.407095313","6181.853199005127","6181.853199005127","6181.853199005127"
"6285.407858207","6181.853199005127","6181.853199005127","6181.853199005127"
"6295.407470408","6181.853202819824","6181.853202819824","6181.853202819824"
"6305.40708461","6181.853202819824","6181.853202819824","6181.853202819824"
"6315.407377628","6181.853202819824","6181.853202819824","6181.853202819824"
"6325.407147404","6181.8532066345215","6181.8532066345215","6181.8532066345215"
"6335.407516938","6181.8532066345215","6181.8532066345215","6181.8532066345215"
"6345.407353283","6181.8532066345215","6181.8532066345215","6181.8532066345215"
"6355.407154667","6181.8532066345215","6181.8532066345215","6181.8532066345215"
"6365.406835275","6181.8532066345215","6181.8532066345215","6181.8532066345215"
"6375.407465388","6181.853210449219","6181.853210449219","6181.853210449219"
"6385.407811864","6181.853210449219","6181.853210449219","6181.853210449219"
"6395.407044309","6181.853210449219","6181.853210449219","6181.853210449219"
"6405.407318131","6181.853210449219","6181.853210449219","6181.853210449219"
"6415.408082076","6181.853210449219","6181.853210449219","6181.853210449219"
"6425.406975697","6181.853214263916","6181.853214263916","6181.853214263916"
"6435.40712995","6181.853214263916","6181.853214263916","6181.853214263916"
"6445.406949322","6181.853214263916","6181.853214263916","6181.853214263916"
"6455.407330992","6181.853214263916","6181.853214263916","6181.853214263916"
"6465.407323206","6181.853218078613","6181.853218078613","6181.853218078613"
"6475.407453589","6181.853218078613","6181.853218078613","6181.853218078613"
"6485.406923478","6181.853218078613","6181.853218078613","6181.853218078613"
"6495.407462122","6181.853218078613","6181.853218078613","6181.853218078613"
"6505.407357047","6181.853218078613","6181.853218078613","6181.853218078613"
"6515.407723712","6181.853221893311","6181.853221893311","6181.853221893311"
"6525.407893922","6181.853221893311","6181.853221893311","6181.853221893311"
"6535.406802312","6181.853221893311","6181.853221893311","6181.853221893311"
"6545.407695519","6181.853221893311","6181.853221893311","6181.853221893311"
"6555.40738867","6181.853221893311","6181.853221893311","6181.853221893311"
"6565.406850977","6181.853225708008","6181.853225708008","6181.853225708008"
"6575.407142086","6181.853225708008","6181.853225708008","6181.853225708008"
"6585.407604463","6181.853225708008","6181.853225708008","6181.853225708008"
"6595.406701165","6181.853225708008","6181.853225708008","6181.853225708008"
"6605.407800799","6181.853225708008","6181.853225708008","6181.853225708008"
"6615.407708608","6181.853229522705","6181.853229522705","6181.853229522705"
"6625.407359074","6181.853229522705","6181.853229522705","6181.853229522705"
"6635.40722825","6181.853229522705","6181.853229522705","6181.853229522705"
"6645.407196794","6181.853229522705","6181.853229522705","6181.853229522705"
"6655.407384313","6181.853229522705","6181.853229522705","6181.853229522705"
"6665.407744928","6181.853233337402","6181.853233337402","6181.853233337402"
"6675.407832119","6181.853233337402","6181.853233337402","6181.853233337402"
"6685.407116244","6181.853233337402","6181.853233337402","6181.853233337402"
"6695.40755211","6181.8532371521","6181.8532371521","6181.8532371521"
"6705.407098001","6181.8532371521","6181.8532371521","6181.8532371521"
"6715.407595205","6181.8532371521","6181.8532371521","6181.8532371521"
"6725.407749398","6181.853240966797","6181.853240966797","6181.853240966797"
"6735.40700533","6181.853240966797","6181.853240966797","6181.853240966797"
"6745.407451279","6181.853240966797","6181.853240966797","6181.853240966797"
"6755.407415982","6181.853240966797","6181.853240966797","6181.853240966797"
"6765.407086154","6181.853240966797","6181.853240966797","6181.853240966797"
"6775.406793608","6181.853240966797","6181.853240966797","6181.853240966797"
"6785.407279586","6181.853244781494","6181.853244781494","6181.853244781494"
"6795.407600883","6181.853244781494","6181.853244781494","6181.853244781494"
"6805.407672443","6181.853244781494","6181.853244781494","6181.853244781494"
"6815.407344201","6181.853244781494","6181.853244781494","6181.853244781494"
"6825.408174933","6181.853248596191","6181.853248596191","6181.853248596191"
"6835.407281327","6181.853248596191","6181.853248596191","6181.853248596191"
"6845.406836929","6181.853248596191","6181.853248596191","6181.853248596191"
"6855.407412209","6181.853248596191","6181.853248596191","6181.853248596191"
"6865.407263724","6181.853248596191","6181.853248596191","6181.853248596191"
"6875.407423668","6181.853252410889","6181.853252410889","6181.853252410889"
"6885.407673077","6181.853252410889","6181.853252410889","6181.853252410889"
"6895.407913583","6181.853256225586","6181.853256225586","6181.853256225586"
"6905.407658971","6181.853256225586","6181.853256225586","6181.853256225586"
"6915.40741806","6181.853256225586","6181.853256225586","6181.853256225586"
"6925.406634491","6181.853256225586","6181.853256225586","6181.853256225586"
"6935.407601423","6181.853260040283","6181.853260040283","6181.853260040283"
"6945.407785869","6181.853260040283","6181.853260040283","6181.853260040283"
"6955.407556274","6181.853260040283","6181.853260040283","6181.853260040283"
"6965.407712345","6181.853260040283","6181.853260040283","6181.853260040283"
"6975.407751672","6181.853260040283","6181.853260040283","6181.853260040283"
"6985.40743715","6181.8532638549805","6181.8532638549805","6181.8532638549805"
"6995.406633978","6181.8532638549805","6181.8532638549805","6181.8532638549805"
"7005.40751102","6181.8532638549805","6181.8532638549805","6181.8532638549805"
"7015.407306457","6181.8532638549805","6181.8532638549805","6181.8532638549805"
"7025.4070128","6181.8532638549805","6181.8532638549805","6181.8532638549805"
"7035.407668558","6181.853267669678","6181.853267669678","6181.853267669678"
"7045.407489618","6181.853267669678","6181.853267669678","6181.853267669678"
"7055.408085796","6181.853267669678","6181.853267669678","6181.853267669678"
"7065.407463241","6181.853267669678","6181.853267669678","6181.853267669678"
"7075.407390697","6181.853267669678","6181.853267669678","6181.853267669678"
"7085.407246642","6181.853271484375","6181.853271484375","6181.853271484375"
"7095.407027553","6181.853271484375","6181.853271484375","6181.853271484375"
"7105.407097008","6181.853271484375","6181.853271484375","6181.853271484375"
"7115.407253242","6181.853271484375","6181.853271484375","6181.853271484375"
"7125.407199344","6181.853271484375","6181.853271484375","6181.853271484375"
"7135.407655842","6181.853275299072","6181.853275299072","6181.853275299072"
"7145.407000807","6181.853275299072","6181.853275299072","6181.853275299072"
"7155.407777041","6181.853275299072","6181.853275299072","6181.853275299072"
"7165.407519193","6181.853275299072","6181.853275299072","6181.853275299072"
"7175.407075325","6181.853275299072","6181.853275299072","6181.853275299072"
"7185.407663386","6181.8532791137695","6181.8532791137695","6181.8532791137695"
"7195.407691158","6181.8532791137695","6181.8532791137695","6181.8532791137695"
"7205.407666358","6181.8532791137695","6181.8532791137695","6181.8532791137695"
"7215.407456063","6181.8532791137695","6181.8532791137695","6181.8532791137695"
"7225.406833846","6181.8532791137695","6181.8532791137695","6181.8532791137695"
"7235.407697136","6181.853282928467","6181.853282928467","6181.853282928467"
"7245.407110946","6181.853282928467","6181.853282928467","6181.853282928467"
"7255.407316584","6181.853282928467","6181.853282928467","6181.853282928467"
"7265.407707393","6181.853282928467","6181.853282928467","6181.853282928467"
"7275.406846924","6181.853286743164","6181.853286743164","6181.853286743164"
"7285.407564117","6181.853286743164","6181.853286743164","6181.853286743164"
"7295.407527047","6181.853286743164","6181.853286743164","6181.853286743164"
"7305.406918926","6181.853286743164","6181.853286743164","6181.853286743164"
"7315.407233056","6181.853286743164","6181.853286743164","6181.853286743164"
"7325.40700506","6181.853290557861","6181.853290557861","6181.853290557861"
"7335.407321003","6181.853290557861","6181.853290557861","6181.853290557861"
"7345.407825593","6181.853290557861","6181.853290557861","6181.853290557861"
"7355.407164087","6181.853290557861","6181.853290557861","6181.853290557861"
"7365.407276246","6181.853290557861","6181.853290557861","6181.853290557861"
"7375.40736828","6181.853290557861","6181.853290557861","6181.853290557861"
"7385.407970017","6181.853294372559","6181.853294372559","6181.853294372559"
"7395.407678426","6181.853294372559","6181.853294372559","6181.853294372559"
"7405.407853046","6181.853294372559","6181.853294372559","6181.853294372559"
"7415.406926289","6181.853294372559","6181.853294372559","6181.853294372559"
"7425.407335666","6181.853294372559","6181.853294372559","6181.853294372559"
"7435.407429885","6181.853298187256","6181.853298187256","6181.853298187256"
"7445.407557697","6181.853298187256","6181.853298187256","6181.853298187256"
"7455.407351768","6181.853298187256","6181.853298187256","6181.853298187256"
"7465.408091086","6181.853298187256","6181.853298187256","6181.853298187256"
"7475.407418736","6181.853298187256","6181.853298187256","6181.853298187256"
"7485.407354156","6181.853302001953","6181.853302001953","6181.853302001953"
"7495.407324683","6181.853302001953","6181.853302001953","6181.853302001953"
"7505.407708207","6181.853302001953","6181.853302001953","6181.853302001953"
"7515.40735572","6181.853302001953","6181.853302001953","6181.853302001953"
"7525.407196858","6181.85330581665","6181.85330581665","6181.85330581665"
"7535.407214515","6181.85330581665","6181.85330581665","6181.85330581665"
"7545.406904784","6181.85330581665","6181.85330581665","6181.85330581665"
"7555.407498015","6181.85330581665","6181.85330581665","6181.85330581665"
"7565.407838724","6181.85330581665","6181.85330581665","6181.85330581665"
"7575.406940472","6181.85330581665","6181.85330581665","6181.85330581665"
"7585.406781461","6181.853309631348","6181.853309631348","6181.853309631348"
"7595.407489201","6181.853309631348","6181.853309631348","6181.853309631348"
"7605.407204805","6181.853309631348","6181.853309631348","6181.853309631348"
"7615.40756569","6181.853309631348","6181.853309631348","6181.853309631348"
"7625.407412213","6181.853313446045","6181.853313446045","6181.853313446045"
"7635.406989564","6181.853313446045","6181.853313446045","6181.853313446045"
"7645.407067949","6181.853313446045","6181.853313446045","6181.853313446045"
"7655.408118791","6181.853313446045","6181.853313446045","6181.853313446045"
"7665.406850877","6181.853317260742","6181.853317260742","6181.853317260742"
"7675.40714726","6181.853317260742","6181.853317260742","6181.853317260742"
"7685.407038662","6181.853317260742","6181.853317260742","6181.853317260742"
"7695.407335138","6181.853317260742","6181.853317260742","6181.853317260742"
"7705.406826765","6181.853321075439","6181.853321075439","6181.853321075439"
"7715.407347063","6181.853321075439","6181.853321075439","6181.853321075439"
"7725.40701857","6181.853321075439","6181.853321075439","6181.853321075439"
"7735.408201231","6181.853321075439","6181.853321075439","6181.853321075439"
"7745.40786303","6181.853321075439","6181.853321075439","6181.853321075439"
"7755.407645241","6181.853324890137","6181.853324890137","6181.853324890137"
"7765.407545514","6181.853324890137","6181.853324890137","6181.853324890137"
"7775.408165003","6181.853324890137","6181.853324890137","6181.853324890137"
"7785.407570935","6181.853324890137","6181.853324890137","6181.853324890137"
"7795.407959418","6181.853324890137","6181.853324890137","6181.853324890137"
"7805.407764175","6181.853328704834","6181.853328704834","6181.853328704834"
"7815.406984607","6181.853328704834","6181.853328704834","6181.853328704834"
"7825.40746662","6181.853328704834","6181.853328704834","6181.853328704834"
"7835.407289827","6181.853328704834","6181.853328704834","6181.853328704834"
"7845.408558621","6181.853332519531","6181.853332519531","6181.853332519531"
"7855.406724291","6181.853332519531","6181.853332519531","6181.853332519531"
"7865.407266738","6181.853332519531","6181.853332519531","6181.853332519531"
"7875.407205614","6181.853332519531","6181.853332519531","6181.853332519531"
"7885.406899608","6181.853332519531","6181.853332519531","6181.853332519531"
"7895.407052906","6181.8533363342285","6181.8533363342285","6181.8533363342285"
"7905.40827512","6181.8533363342285","6181.8533363342285","6181.8533363342285"
"7915.40694443","6181.8533363342285","6181.8533363342285","6181.8533363342285"
"7925.407392196","6181.8533363342285","6181.8533363342285","6181.8533363342285"
"7935.40760233","6181.853340148926","6181.853340148926","6181.853340148926"
"7945.407005102","6181.853340148926","6181.853340148926","6181.853340148926"
"7955.407741862","6181.853340148926","6181.853340148926","6181.853340148926"
"7965.407173571","6181.853340148926","6181.853340148926","6181.853340148926"
"7975.407231058","6181.853340148926","6181.853340148926","6181.853340148926"
"7985.407809307","6181.853343963623","6181.853343963623","6181.853343963623"
"7995.406930961","6181.853343963623","6181.853343963623","6181.853343963623"
"8005.406856675","6181.853343963623","6181.853343963623","6181.853343963623"
"8015.407233542","6181.853343963623","6181.853343963623","6181.853343963623"
"8025.406715373","6181.853343963623","6181.853343963623","6181.853343963623"
"8035.407870357","6181.853343963623","6181.853343963623","6181.853343963623"
"8045.407735426","6181.85334777832","6181.85334777832","6181.85334777832"
"8055.407282963","6181.85334777832","6181.85334777832","6181.85334777832"
"8065.410243206","6181.85334777832","6181.85334777832","6181.85334777832"
"8075.407276876","6181.853351593018","6181.853351593018","6181.853351593018"
"8085.407482154","6181.853351593018","6181.853351593018","6181.853351593018"
"8095.407364864","6181.853351593018","6181.853351593018","6181.853351593018"
"8105.407264345","6181.853351593018","6181.853351593018","6181.853351593018"
"8115.407229657","6181.853351593018","6181.853351593018","6181.853351593018"
"8125.407755556","6181.853355407715","6181.853355407715","6181.853355407715"
"8135.407031885","6181.853355407715","6181.853355407715","6181.853355407715"
"8145.407123337","6181.853355407715","6181.853355407715","6181.853355407715"
"8155.407538708","6181.853355407715","6181.853355407715","6181.853355407715"
"8165.406983723","6181.853359222412","6181.853359222412","6181.853359222412"
"8175.407653144","6181.853363037109","6181.853363037109","6181.853363037109"
"8185.406842525","6181.853363037109","6181.853363037109","6181.853363037109"
"8195.407879181","6181.853366851807","6181.853366851807","6181.853366851807"
"8205.406746067","6181.853366851807","6181.853366851807","6181.853366851807"
"8215.407141419","6181.853366851807","6181.853366851807","6181.853366851807"
"8225.407215602","6181.853366851807","6181.853366851807","6181.853366851807"
"8235.407474378","6181.853370666504","6181.853370666504","6181.853370666504"
"8245.407334062","6181.853370666504","6181.853370666504","6181.853370666504"
"8255.407504169","6181.853370666504","6181.853370666504","6181.853370666504"
"8265.406971112","6181.853370666504","6181.853370666504","6181.853370666504"
"8275.40730948","6181.853374481201","6181.853374481201","6181.853374481201"
"8285.40743947","6181.853374481201","6181.853374481201","6181.853374481201"
"8295.40723538","6181.853374481201","6181.853374481201","6181.853374481201"
"8305.407677969","6181.853374481201","6181.853374481201","6181.853374481201"
"8315.407624594","6181.853378295898","6181.853378295898","6181.853378295898"
"8325.407044164","6181.853378295898","6181.853378295898","6181.853378295898"
"8335.407477255","6181.853378295898","6181.853378295898","6181.853378295898"
"8345.407836207","6181.853378295898","6181.853378295898","6181.853378295898"
"8355.407367711","6181.853382110596","6181.853382110596","6181.853382110596"
"8365.40736545","6181.853382110596","6181.853382110596","6181.853382110596"
"8375.407483341","6181.853382110596","6181.853382110596","6181.853382110596"
"8385.40765575","6181.853382110596","6181.853382110596","6181.853382110596"
"8395.407423656","6181.853382110596","6181.853382110596","6181.853382110596"
"8405.407030273","6181.853382110596","6181.853382110596","6181.853382110596"
"8415.407136704","6181.853385925293","6181.853385925293","6181.853385925293"
