"Relative Time (Process)","StudyAbroadGPT-7B - system/proc.cpu.threads","StudyAbroadGPT-7B - system/proc.cpu.threads__MIN","StudyAbroadGPT-7B - system/proc.cpu.threads__MAX"
"9325.407192725","29","29","29"
"9335.406898764","29","29","29"
"9345.407205217","29","29","29"
"9355.407747381","29","29","29"
"9365.407398163","29","29","29"
"9375.407100697","29","29","29"
"9385.406646256","29","29","29"
"9395.407614392","29","29","29"
"9405.407712426","29","29","29"
"9415.407373055","29","29","29"
"9425.407453038","29","29","29"
"9435.407143112","29","29","29"
"9445.407413649","29","29","29"
"9455.407166039","29","29","29"
"9465.407234785","29","29","29"
"9475.406791416","29","29","29"
"9485.407192638","29","29","29"
"9495.407691922","29","29","29"
"9505.407709372","29","29","29"
"9515.408048277","29","29","29"
"9525.407677967","29","29","29"
"9535.407198894","29","29","29"
"9545.407506575","29","29","29"
"9555.407124331","29","29","29"
"9565.406805054","29","29","29"
"9575.407152181","29","29","29"
"9585.407766539","29","29","29"
"9595.407278564","29","29","29"
"9605.407796526","29","29","29"
"9615.407002653","29","29","29"
"9625.407043201","29","29","29"
"9635.407572398","29","29","29"
"9645.407747297","29","29","29"
"9655.407504751","29","29","29"
"9665.407641593","29","29","29"
"9675.406639446","29","29","29"
"9685.406922001","29","29","29"
"9695.406534373","29","29","29"
"9705.407482029","29","29","29"
"9715.407613282","29","29","29"
"9725.406698782","29","29","29"
"9735.406822787","29","29","29"
"9745.407003562","29","29","29"
"9755.407454059","29","29","29"
"9765.406801517","29","29","29"
"9775.40718151","29","29","29"
"9785.407481365","29","29","29"
"9795.407218487","29","29","29"
"9805.406860413","29","29","29"
"9815.406847916","29","29","29"
"9825.406571385","29","29","29"
"9835.406877372","29","29","29"
"9845.407439648","29","29","29"
"9855.407135857","29","29","29"
"9865.406982603","29","29","29"
"9875.407139356","29","29","29"
"9885.406823652","29","29","29"
"9895.407112153","29","29","29"
"9905.407363252","29","29","29"
"9915.407549772","29","29","29"
"9925.4069139","29","29","29"
"9935.407409077","29","29","29"
"9945.407010101","29","29","29"
"9955.407414756","29","29","29"
"9965.407208496","29","29","29"
"9975.407144815","29","29","29"
"9985.407075786","29","29","29"
"9995.407348603","29","29","29"
"10005.406787636","29","29","29"
"10015.407183798","29","29","29"
"10025.407322199","29","29","29"
"10035.406990991","29","29","29"
"10045.40752533","29","29","29"
"10055.407920172","29","29","29"
"10065.406603062","29","29","29"
"10075.408105174","29","29","29"
"10085.40747288","29","29","29"
"10095.407278316","29","29","29"
"10105.406590438","29","29","29"
"10115.406992347","29","29","29"
"10125.407170357","29","29","29"
"10135.407124123","29","29","29"
"10145.407500613","29","29","29"
"10155.407113891","29","29","29"
"10165.407761135","29","29","29"
"10175.407430965","29","29","29"
"10185.407007822","29","29","29"
"10195.407241408","29","29","29"
"10205.407430362","29","29","29"
"10215.407583688","29","29","29"
"10225.407329396","29","29","29"
"10235.406786367","29","29","29"
"10245.407454995","29","29","29"
"10255.406646173","29","29","29"
"10265.407309127","29","29","29"
"10275.407246074","29","29","29"
"10285.407598616","29","29","29"
"10295.406654169","29","29","29"
"10305.406841884","29","29","29"
"10315.407428829","29","29","29"
"10325.406977588","29","29","29"
"10335.407256311","29","29","29"
"10345.406967246","29","29","29"
"10355.407217842","29","29","29"
"10365.407451183","29","29","29"
"10375.406801796","29","29","29"
"10385.406913006","29","29","29"
"10395.406809185","29","29","29"
"10405.406735967","29","29","29"
"10415.406778115","29","29","29"
"10425.406956531","29","29","29"
"10435.407913731","29","29","29"
"10445.407490768","29","29","29"
"10455.406671836","29","29","29"
"10465.406984861","29","29","29"
"10475.407293223","29","29","29"
"10485.406856239","29","29","29"
"10495.406912949","29","29","29"
"10505.406999591","29","29","29"
"10515.406662775","29","29","29"
"10525.407536942","29","29","29"
"10535.406568138","29","29","29"
"10545.406800338","29","29","29"
"10555.407205701","29","29","29"
"10565.407567296","29","29","29"
"10575.406875954","29","29","29"
"10585.407051477","29","29","29"
"10595.407382","29","29","29"
"10605.407265523","29","29","29"
"10615.407673821","29","29","29"
"10625.406679608","29","29","29"
"10635.407009316","29","29","29"
"10645.407221403","29","29","29"
"10655.407130001","29","29","29"
"10665.406828829","29","29","29"
"10675.407467571","29","29","29"
"10685.407052103","29","29","29"
"10695.407620001","29","29","29"
"10705.406910491","29","29","29"
"10715.407615178","29","29","29"
"10725.406801066","29","29","29"
"10735.407827235","29","29","29"
"10745.406928615","29","29","29"
"10755.406936793","29","29","29"
"10765.407219098","29","29","29"
"10775.407281385","29","29","29"
"10785.406617964","29","29","29"
"10795.407122749","29","29","29"
"10805.406589579","29","29","29"
"10815.406856791","29","29","29"
"10825.407980508","29","29","29"
"10835.407323115","29","29","29"
"10845.407521148","29","29","29"
"10855.40717485","29","29","29"
"10865.406783994","29","29","29"
"10875.407670758","29","29","29"
"10885.407774003","29","29","29"
"10895.406842322","29","29","29"
"10905.407362199","29","29","29"
"10915.407513064","29","29","29"
"10925.407395872","29","29","29"
"10935.407231304","29","29","29"
"10945.407654343","29","29","29"
"10955.406859838","29","29","29"
"10965.407053598","29","29","29"
"10975.40739094","29","29","29"
"10985.406545094","29","29","29"
"10995.406647113","29","29","29"
"11005.40692953","29","29","29"
"11015.406769035","29","29","29"
"11025.40703467","29","29","29"
"11035.407203769","29","29","29"
"11045.40716364","29","29","29"
"11055.406857286","29","29","29"
"11065.407456502","29","29","29"
"11075.406739151","29","29","29"
"11085.406591226","29","29","29"
"11095.406771699","29","29","29"
"11105.406895488","29","29","29"
"11115.40679247","29","29","29"
"11125.406843228","29","29","29"
"11135.407588968","29","29","29"
"11145.407130694","29","29","29"
"11155.406908778","29","29","29"
"11165.407511343","29","29","29"
"11175.407616505","29","29","29"
"11185.407226421","29","29","29"
"11195.407477307","29","29","29"
"11205.40725467","29","29","29"
"11215.407043156","29","29","29"
"11225.407077565","29","29","29"
"11235.406694549","29","29","29"
"11245.407617384","29","29","29"
"11255.407843339","29","29","29"
"11265.407199605","29","29","29"
"11275.407184996","29","29","29"
"11285.407822232","29","29","29"
"11295.407540296","29","29","29"
"11305.406994399","29","29","29"
"11315.407144463","29","29","29"
"11325.406526842","29","29","29"
"11335.407050664","29","29","29"
"11345.407367125","29","29","29"
"11355.407317228","29","29","29"
"11365.407169881","29","29","29"
"11375.407038912","29","29","29"
"11385.406635663","29","29","29"
"11395.407286006","29","29","29"
"11405.407117723","29","29","29"
"11415.407305052","29","29","29"
"11425.407025556","29","29","29"
"11435.407265808","29","29","29"
"11445.407288758","29","29","29"
"11455.407350556","29","29","29"
"11465.407181946","29","29","29"
"11475.406709888","29","29","29"
"11485.407127616","29","29","29"
"11495.407582261","29","29","29"
"11505.407310397","29","29","29"
"11515.407759416","29","29","29"
"11525.406707355","29","29","29"
"11535.406647788","29","29","29"
"11545.40704488","29","29","29"
"11555.406837378","29","29","29"
"11565.406847714","29","29","29"
"11575.40734703","29","29","29"
"11585.407134646","29","29","29"
"11595.406784314","29","29","29"
"11605.407480281","29","29","29"
"11615.407356949","29","29","29"
"11625.406790452","29","29","29"
"11635.407017542","29","29","29"
"11645.40647539","29","29","29"
"11655.407411829","29","29","29"
"11665.406612908","29","29","29"
"11675.407699051","29","29","29"
"11685.406918513","29","29","29"
"11695.406560216","29","29","29"
"11705.407652609","29","29","29"
"11715.407173459","29","29","29"
"11725.406979882","29","29","29"
"11735.407336483","29","29","29"
"11745.406551209","29","29","29"
"11755.407151107","29","29","29"
"11765.407673562","29","29","29"
"11775.406813744","29","29","29"
"11785.407144484","29","29","29"
"11795.407254674","29","29","29"
"11805.406533531","29","29","29"
"11815.406938557","29","29","29"
"11825.406617236","29","29","29"
"11835.407401419","29","29","29"
"11845.406727823","29","29","29"
"11855.407084468","29","29","29"
"11865.407673336","29","29","29"
"11875.407268323","29","29","29"
"11885.407667908","29","29","29"
"11895.406516076","29","29","29"
"11905.407424443","29","29","29"
"11915.406488441","29","29","29"
"11925.407176244","29","29","29"
"11935.406678824","29","29","29"
"11945.407127354","29","29","29"
"11955.406749364","29","29","29"
"11965.407619898","29","29","29"
"11975.40661711","29","29","29"
"11985.407394435","29","29","29"
"11995.407569055","29","29","29"
"12005.406681124","29","29","29"
"12015.407588814","29","29","29"
"12025.407712929","29","29","29"
"12035.406640513","29","29","29"
"12045.407359775","29","29","29"
"12055.407366842","29","29","29"
"12065.406766989","29","29","29"
"12075.406527925","29","29","29"
"12085.407122711","29","29","29"
"12095.406569097","29","29","29"
"12105.409327806","29","29","29"
"12115.407254863","29","29","29"
"12125.407795625","29","29","29"
"12135.407026002","29","29","29"
"12145.407364756","29","29","29"
"12155.408223215","29","29","29"
"12165.406909997","29","29","29"
"12175.406958501","29","29","29"
"12185.407521815","29","29","29"
"12195.407051186","29","29","29"
"12205.407162727","29","29","29"
"12215.406980546","29","29","29"
"12225.407121367","29","29","29"
"12235.407659517","29","29","29"
"12245.406938018","29","29","29"
"12255.407186396","29","29","29"
"12265.407026563","29","29","29"
"12275.406770305","29","29","29"
"12285.407290767","29","29","29"
"12295.406669154","29","29","29"
"12305.406597577","29","29","29"
"12315.40699594","29","29","29"
"12325.40785788","29","29","29"
"12335.40697846","29","29","29"
"12345.407123515","29","29","29"
"12355.40658875","29","29","29"
"12365.407005502","29","29","29"
"12375.407595164","29","29","29"
"12385.406984277","29","29","29"
"12395.407324203","29","29","29"
"12405.406884436","29","29","29"
"12415.406664128","29","29","29"
"12425.407356813","29","29","29"
"12435.407285606","29","29","29"
"12445.407097563","29","29","29"
"12455.406483778","29","29","29"
"12465.406920115","29","29","29"
"12475.406869722","29","29","29"
"12485.406892062","29","29","29"
"12495.406787474","29","29","29"
"12505.407141597","29","29","29"
"12515.407910877","29","29","29"
"12525.407216885","29","29","29"
"12535.406644166","29","29","29"
"12545.407162125","29","29","29"
"12555.407271497","29","29","29"
"12565.407444912","29","29","29"
"12575.406842139","29","29","29"
"12585.406986009","29","29","29"
"12595.407199315","29","29","29"
"12605.406799657","29","29","29"
"12615.406958446","29","29","29"
"12625.407243676","29","29","29"
"12635.407254246","29","29","29"
"12645.407162979","29","29","29"
"12655.407309911","29","29","29"
"12665.407470581","29","29","29"
"12675.406895844","29","29","29"
"12685.407599438","29","29","29"
"12695.407352695","29","29","29"
"12705.407570151","29","29","29"
"12715.407514392","29","29","29"
"12725.40803143","29","29","29"
"12735.406818696","29","29","29"
"12745.407471652","29","29","29"
"12755.407404235","29","29","29"
"12765.406973275","29","29","29"
"12775.407611576","29","29","29"
"12785.406952993","29","29","29"
"12795.407402034","29","29","29"
"12805.407302254","29","29","29"
"12815.406747968","29","29","29"
"12825.407599824","29","29","29"
"12835.407700648","29","29","29"
"12845.407417936","29","29","29"
"12855.407542528","29","29","29"
"12865.407493212","29","29","29"
"12875.406862403","29","29","29"
"12885.407048832","29","29","29"
"12895.40699194","29","29","29"
"12905.406504043","29","29","29"
"12915.407763455","29","29","29"
"12925.407272003","29","29","29"
"12935.407032174","29","29","29"
"12945.407094587","29","29","29"
"12955.407623868","29","29","29"
"12965.407241527","29","29","29"
"12975.407500808","29","29","29"
"12985.406789608","29","29","29"
"12995.406680774","29","29","29"
"13005.407182436","29","29","29"
"13015.406843657","29","29","29"
"13025.407187258","29","29","29"
"13035.407235546","29","29","29"
"13045.407414202","29","29","29"
"13055.407260886","29","29","29"
"13065.407216784","29","29","29"
"13075.407523964","29","29","29"
"13085.406761952","29","29","29"
"13095.406709071","29","29","29"
"13105.406696703","29","29","29"
"13115.407927409","29","29","29"
"13125.406609942","29","29","29"
"13135.407054098","29","29","29"
"13145.407176486","29","29","29"
"13155.406764361","29","29","29"
"13165.407691535","29","29","29"
"13175.406744071","29","29","29"
"13185.40696878","29","29","29"
"13195.40687077","29","29","29"
"13205.406968559","29","29","29"
"13215.407053029","29","29","29"
"13225.40757987","29","29","29"
"13235.407480973","29","29","29"
"13245.406994573","29","29","29"
"13255.406760413","29","29","29"
"13265.407120355","29","29","29"
"13275.406945354","29","29","29"
"13285.407350587","29","29","29"
"13295.407000235","29","29","29"
"13305.408610751","29","29","29"
"13315.407412802","29","29","29"
"13325.407477939","29","29","29"
"13335.406887327","29","29","29"
"13345.40743668","29","29","29"
"13355.407196252","29","29","29"
"13365.407530801","29","29","29"
"13375.406852395","29","29","29"
"13385.407192625","29","29","29"
"13395.407799415","29","29","29"
"13405.406916399","29","29","29"
"13415.407120521","29","29","29"
"13425.407693969","29","29","29"
"13435.407509884","29","29","29"
"13445.407000532","29","29","29"
"13455.407240639","29","29","29"
"13465.407629151","29","29","29"
"13475.406918371","29","29","29"
"13485.406723368","29","29","29"
"13495.407587137","29","29","29"
"13505.407747458","29","29","29"
"13515.407035504","29","29","29"
"13525.406463151","29","29","29"
"13535.406663864","29","29","29"
"13545.406765942","29","29","29"
"13555.407137252","29","29","29"
"13565.407133696","29","29","29"
"13575.407780357","29","29","29"
"13585.406866424","29","29","29"
"13595.40669622","29","29","29"
"13605.407085979","29","29","29"
"13615.407014724","29","29","29"
"13625.406770796","29","29","29"
"13635.40751064","29","29","29"
"13645.406883137","29","29","29"
"13655.406942471","29","29","29"
"13665.407185454","29","29","29"
"13675.407722734","29","29","29"
"13685.407449514","29","29","29"
"13695.407416382","29","29","29"
"13705.407629401","29","29","29"
"13715.407649454","29","29","29"
"13725.407863301","29","29","29"
"13735.407034813","29","29","29"
"13745.407211074","29","29","29"
"13755.406803833","29","29","29"
"13765.407122868","29","29","29"
"13775.406844422","29","29","29"
"13785.407635136","29","29","29"
"13795.406692757","29","29","29"
"13805.407183198","29","29","29"
"13815.407604055","29","29","29"
"13825.407941757","29","29","29"
"13835.407805733","29","29","29"
"13845.407293512","29","29","29"
"13855.406498335","29","29","29"
"13865.406781638","29","29","29"
"13875.407219041","29","29","29"
"13885.407455617","29","29","29"
"13895.407197411","29","29","29"
"13905.407505148","29","29","29"
"13915.407520534","29","29","29"
"13925.406723756","29","29","29"
"13935.408038696","29","29","29"
"13945.407383431","29","29","29"
"13955.407514291","29","29","29"
"13965.406701607","29","29","29"
"13975.407284973","29","29","29"
"13985.40653469","29","29","29"
"13995.407420835","29","29","29"
"14005.40752138","29","29","29"
"14015.406508407","29","29","29"
"14025.407424092","29","29","29"
"14035.407577749","29","29","29"
"14045.407089926","29","29","29"
"14055.406941768","29","29","29"
"14065.40750402","29","29","29"
"14075.407163858","29","29","29"
"14085.407460254","29","29","29"
"14095.407169709","29","29","29"
"14105.406838675","29","29","29"
"14115.406752376","29","29","29"
"14125.406731288","29","29","29"
"14135.407521283","29","29","29"
"14145.408007777","29","29","29"
"14155.406570674","29","29","29"
"14165.406851034","29","29","29"
"14175.407228688","29","29","29"
"14185.407576624","29","29","29"
"14195.407684538","29","29","29"
"14205.406734552","29","29","29"
"14215.407361246","29","29","29"
"14225.406968171","29","29","29"
"14235.407085224","29","29","29"
"14245.407138931","29","29","29"
"14255.406866647","29","29","29"
"14265.407030592","29","29","29"
"14275.407239456","29","29","29"
"14285.407382049","29","29","29"
"14295.406991866","29","29","29"
"14305.407729707","29","29","29"
"14315.406946191","29","29","29"
"14325.406859749","29","29","29"
"14335.406872029","29","29","29"
"14345.406859252","29","29","29"
"14355.407004031","29","29","29"
"14365.40739789","29","29","29"
"14375.406574852","29","29","29"
"14385.407409849","29","29","29"
"14395.407446009","29","29","29"
"14405.407031338","29","29","29"
"14415.40726152","29","29","29"
"14425.406539854","29","29","29"
"14435.40729745","29","29","29"
"14445.406844323","29","29","29"
"14455.407590719","29","29","29"
"14465.407497874","29","29","29"
"14475.407204768","29","29","29"
"14485.406664011","29","29","29"
"14495.406988602","29","29","29"
"14505.406707338","29","29","29"
"14515.407730637","29","29","29"
"14525.40681056","29","29","29"
"14535.407099956","29","29","29"
"14545.406913566","29","29","29"
"14555.407286211","29","29","29"
"14565.406681717","29","29","29"
"14575.407754808","29","29","29"
"14585.407015121","29","29","29"
"14595.407960124","29","29","29"
"14605.407508129","29","29","29"
"14615.406998778","29","29","29"
"14625.40700623","29","29","29"
"14635.407036891","29","29","29"
"14645.407056868","29","29","29"
"14655.407561679","29","29","29"
"14665.407100568","29","29","29"
"14675.406800936","29","29","29"
"14685.406644761","29","29","29"
"14695.407023709","29","29","29"
"14705.407020622","29","29","29"
"14715.407192646","29","29","29"
"14725.407481133","29","29","29"
"14735.406812585","29","29","29"
"14745.40696254","29","29","29"
"14755.407444323","29","29","29"
"14765.406661223","29","29","29"
"14775.406963561","29","29","29"
"14785.406591046","29","29","29"
"14795.40779511","29","29","29"
"14805.406990855","29","29","29"
"14815.407031041","29","29","29"
"14825.407572908","29","29","29"
"14835.407867721","29","29","29"
"14845.407432515","29","29","29"
"14855.406985038","29","29","29"
"14865.407149216","29","29","29"
"14875.406677093","29","29","29"
"14885.406811617","29","29","29"
"14895.406835592","29","29","29"
"14905.407587814","29","29","29"
"14915.407516319","29","29","29"
"14925.406784077","29","29","29"
"14935.406577237","29","29","29"
"14945.406688091","29","29","29"
"14955.406876403","29","29","29"
"14965.406564989","29","29","29"
"14975.406907722","29","29","29"
"14985.407789675","29","29","29"
"14995.406904324","29","29","29"
"15005.406731497","29","29","29"
"15015.407457677","29","29","29"
"15025.406986086","29","29","29"
"15035.407387942","29","29","29"
"15045.407433665","29","29","29"
"15055.406604574","29","29","29"
"15065.407748517","29","29","29"
"15075.406695021","29","29","29"
"15085.406986192","29","29","29"
"15095.407595164","29","29","29"
"15105.40684797","29","29","29"
"15115.406965364","29","29","29"
"15125.406955097","29","29","29"
"15135.408271454","29","29","29"
"15145.407048127","29","29","29"
"15155.407681028","29","29","29"
"15165.407325529","29","29","29"
"15175.406691975","29","29","29"
"15185.406811783","29","29","29"
"15195.407369316","29","29","29"
"15205.407279117","29","29","29"
"15215.407111563","29","29","29"
"15225.407817302","29","29","29"
"15235.406721171","29","29","29"
"15245.407346582","29","29","29"
"15255.407525259","29","29","29"
"15265.406625886","29","29","29"
"15275.407206865","29","29","29"
"15285.407529066","29","29","29"
"15295.407854885","29","29","29"
"15305.407030355","29","29","29"
"15315.406961051","29","29","29"
"15325.406547586","29","29","29"
"15335.407386057","29","29","29"
"15345.406737204","29","29","29"
"15355.40808685","29","29","29"
"15365.407188166","29","29","29"
"15375.407034271","29","29","29"
"15385.407020564","29","29","29"
"15395.407228619","29","29","29"
"15405.406995075","29","29","29"
"15415.407179647","29","29","29"
"15425.407421472","29","29","29"
"15435.407124808","29","29","29"
"15445.406677344","29","29","29"
"15455.407605836","29","29","29"
"15465.406541525","29","29","29"
"15475.407297916","29","29","29"
"15485.406862502","29","29","29"
"15495.407593959","29","29","29"
"15505.406922644","29","29","29"
"15515.407019212","29","29","29"
"15525.406821253","29","29","29"
"15535.407687487","29","29","29"
"15545.407706839","29","29","29"
"15555.407295495","29","29","29"
"15565.407208165","29","29","29"
"15575.407433539","29","29","29"
"15585.407173439","29","29","29"
"15595.406883927","29","29","29"
"15605.407183606","29","29","29"
"15615.407807666","29","29","29"
"15625.407276376","29","29","29"
"15635.406856346","29","29","29"
"15645.407297242","29","29","29"
"15655.407111524","29","29","29"
"15665.406737879","29","29","29"
"15675.407386558","29","29","29"
"15685.40757205","29","29","29"
"15695.407346419","29","29","29"
"15705.406711907","29","29","29"
"15715.407611136","29","29","29"
"15725.406726888","29","29","29"
"15735.407290592","29","29","29"
"15745.407283032","29","29","29"
"15755.406983579","29","29","29"
"15765.407848977","29","29","29"
"15775.407244667","29","29","29"
"15785.407407004","29","29","29"
"15795.406786013","29","29","29"
"15805.406672211","29","29","29"
"15815.407250254","29","29","29"
"15825.407028649","29","29","29"
"15835.40720558","29","29","29"
"15845.406850949","29","29","29"
"15855.407034724","29","29","29"
"15865.40725805","29","29","29"
"15875.406820945","29","29","29"
"15885.407244887","29","29","29"
"15895.407591985","29","29","29"
"15905.407000799","29","29","29"
"15915.407294602","29","29","29"
"15925.406931084","29","29","29"
"15935.407670729","29","29","29"
"15945.407174447","29","29","29"
"15955.407625635","29","29","29"
"15965.407496273","29","29","29"
"15975.407994424","29","29","29"
"15985.406962816","29","29","29"
"15995.406857144","29","29","29"
"16005.408158412","29","29","29"
"16015.407036106","29","29","29"
"16025.40743646","29","29","29"
"16035.407232404","29","29","29"
"16045.406903515","29","29","29"
"16055.406634607","29","29","29"
"16065.407376027","29","29","29"
"16075.407152361","29","29","29"
"16085.4071657","29","29","29"
"16095.407461895","29","29","29"
"16105.407745573","29","29","29"
"16115.407040512","29","29","29"
"16125.406718722","29","29","29"
"16135.406607097","29","29","29"
"16145.407358454","29","29","29"
"16155.406702062","29","29","29"
"16165.40664486","29","29","29"
"16175.407746532","29","29","29"
"16185.406814712","29","29","29"
"16195.407185028","29","29","29"
"16205.40754041","29","29","29"
"16215.40732813","29","29","29"
"16225.407328929","29","29","29"
"16235.406899996","29","29","29"
"16245.40711625","29","29","29"
"16255.406938298","29","29","29"
"16265.406916823","29","29","29"
"16275.407045757","29","29","29"
"16285.406638583","29","29","29"
"16295.40663655","29","29","29"
"16305.406950004","29","29","29"
"16315.407424121","29","29","29"
"16325.4071942","29","29","29"
"16335.407110073","29","29","29"
"16345.407097498","29","29","29"
"16355.407362567","29","29","29"
"16365.407604109","29","29","29"
"16375.406759337","29","29","29"
"16385.407292558","29","29","29"
"16395.407855856","29","29","29"
"16405.407936164","29","29","29"
"16415.406987313","29","29","29"
"16425.406729956","29","29","29"
"16435.407802526","29","29","29"
"16445.406880126","29","29","29"
"16455.406661714","29","29","29"
"16465.407578511","29","29","29"
"16475.406916903","29","29","29"
"16485.406953255","29","29","29"
"16495.406867351","29","29","29"
"16505.4069981","29","29","29"
"16515.407124412","29","29","29"
"16525.407593391","29","29","29"
"16535.406864236","29","29","29"
"16545.407225427","29","29","29"
"16555.407585253","29","29","29"
"16565.407124729","29","29","29"
"16575.407209091","29","29","29"
"16585.407133302","29","29","29"
"16595.407683695","29","29","29"
"16605.407412905","29","29","29"
"16615.407589746","29","29","29"
"16625.407499008","29","29","29"
"16635.40748529","29","29","29"
"16645.407423242","29","29","29"
"16655.407027234","29","29","29"
"16665.40686687","29","29","29"
"16675.407550634","29","29","29"
"16685.407405769","29","29","29"
"16695.408310594","29","29","29"
"16705.406741133","29","29","29"
"16715.407538598","29","29","29"
"16725.406702541","29","29","29"
"16735.407396248","29","29","29"
"16745.407863849","29","29","29"
"16755.407369583","29","29","29"
"16765.407251312","29","29","29"
"16775.40676746","29","29","29"
"16785.408283476","29","29","29"
"16795.407311346","29","29","29"
"16805.40724973","29","29","29"
"16815.406617018","29","29","29"
"16825.407485364","29","29","29"
"16835.40663928","29","29","29"
"16845.407291344","29","29","29"
"16855.406989024","29","29","29"
"16865.406834855","29","29","29"
"16875.407480768","29","29","29"
"16885.406875538","29","29","29"
"16895.406683613","29","29","29"
"16905.406808879","29","29","29"
"16915.407354967","29","29","29"
"16925.406671679","29","29","29"
"16935.407412015","29","29","29"
"16945.407184191","29","29","29"
"16955.40749492","29","29","29"
"16965.408031101","29","29","29"
"16975.407374445","29","29","29"
"16985.406566659","29","29","29"
"16995.407155563","29","29","29"
"17005.406688738","29","29","29"
"17015.407546656","29","29","29"
"17025.407251243","29","29","29"
"17035.407303453","29","29","29"
"17045.407607988","29","29","29"
"17055.407423713","29","29","29"
"17065.407027893","29","29","29"
"17075.406972528","29","29","29"
"17085.407382517","29","29","29"
"17095.40703878","29","29","29"
"17105.40669919","29","29","29"
"17115.406805276","29","29","29"
"17125.406654322","29","29","29"
"17135.407725771","29","29","29"
"17145.407595722","29","29","29"
"17155.407387517","29","29","29"
"17165.407512637","29","29","29"
"17175.40676947","29","29","29"
"17185.407548304","29","29","29"
"17195.406620616","29","29","29"
"17205.406951247","29","29","29"
"17215.407750355","29","29","29"
"17225.406839029","29","29","29"
"17235.407571697","29","29","29"
"17245.406835412","29","29","29"
"17255.407450968","29","29","29"
"17265.406717189","29","29","29"
"17275.406986404","29","29","29"
"17285.406857345","29","29","29"
"17295.406996948","29","29","29"
"17305.406582253","29","29","29"
"17315.406567308","29","29","29"
"17325.406702485","29","29","29"
"17335.407496973","29","29","29"
"17345.406862494","29","29","29"
"17355.406713719","29","29","29"
"17365.407394745","29","29","29"
"17375.40734471","29","29","29"
"17385.407783028","29","29","29"
"17395.407269518","29","29","29"
"17405.407441192","29","29","29"
"17415.407020981","29","29","29"
"17425.407347573","29","29","29"
"17435.407105198","29","29","29"
"17445.407162948","29","29","29"
"17455.40757128","29","29","29"
"17465.406646689","29","29","29"
"17475.406938703","29","29","29"
"17485.406920182","29","29","29"
"17495.406899344","29","29","29"
"17505.406606956","29","29","29"
"17515.407616804","29","29","29"
"17525.407906402","29","29","29"
"17535.406963189","29","29","29"
"17545.407452381","29","29","29"
"17555.407238002","29","29","29"
"17565.407146887","29","29","29"
"17575.407289126","29","29","29"
"17585.407168548","29","29","29"
"17595.410739573","29","29","29"
"17605.407630697","29","29","29"
"17615.406676033","29","29","29"
"17625.406857767","29","29","29"
"17635.407291361","29","29","29"
"17645.407013261","29","29","29"
"17655.406604024","29","29","29"
"17665.40710489","29","29","29"
"17675.406654159","29","29","29"
"17685.406614708","29","29","29"
"17695.407213307","29","29","29"
"17705.406937198","29","29","29"
"17715.406530061","29","29","29"
"17725.407531099","29","29","29"
"17735.40692053","29","29","29"
"17745.407153412","29","29","29"
"17755.407086989","29","29","29"
"17765.407050864","29","29","29"
"17775.406614658","29","29","29"
"17785.406644939","29","29","29"
"17795.407392997","29","29","29"
"17805.407286047","29","29","29"
"17815.40771229","29","29","29"
"17825.406685919","29","29","29"
"17835.406970203","29","29","29"
"17845.407128382","29","29","29"
"17855.407191271","29","29","29"
"17865.406716485","29","29","29"
"17875.407182438","29","29","29"
"17885.407390116","29","29","29"
"17895.407169289","29","29","29"
"17905.406878041","29","29","29"
"17915.406994464","29","29","29"
"17925.407563805","29","29","29"
"17935.40719081","29","29","29"
"17945.407488409","29","29","29"
"17955.407357155","29","29","29"
"17965.407378651","29","29","29"
"17975.407136479","29","29","29"
"17985.406872627","29","29","29"
"17995.407325635","29","29","29"
"18005.406764275","29","29","29"
"18015.407454262","29","29","29"
"18025.407253312","29","29","29"
"18035.407448245","29","29","29"
"18045.407361902","29","29","29"
"18055.407248674","29","29","29"
"18065.406668839","29","29","29"
"18075.40695763","29","29","29"
"18085.407175208","29","29","29"
"18095.407101267","29","29","29"
"18105.407005218","29","29","29"
"18115.406954226","29","29","29"
"18125.406998178","29","29","29"
"18135.407147026","29","29","29"
"18145.406765005","29","29","29"
"18155.406923829","29","29","29"
"18165.407182418","29","29","29"
"18175.40718326","29","29","29"
"18185.40814152","29","29","29"
"18195.407170057","29","29","29"
"18205.406834692","29","29","29"
"18215.406718033","29","29","29"
"18225.407077522","29","29","29"
"18235.407630992","29","29","29"
"18245.408178596","29","29","29"
"18255.407241589","29","29","29"
"18265.406939118","29","29","29"
"18275.407148925","29","29","29"
"18285.407353981","29","29","29"
"18295.407608489","29","29","29"
"18305.407787793","29","29","29"
"18315.407490931","29","29","29"
"18325.406874642","29","29","29"
"18335.406681462","29","29","29"
"18345.406899629","29","29","29"
"18355.406703615","29","29","29"
"18365.407663633","29","29","29"
"18375.40731561","29","29","29"
"18385.407432051","29","29","29"
"18395.40683386","29","29","29"
"18405.407025601","29","29","29"
"18415.407139843","29","29","29"
"18425.40770226","29","29","29"
"18435.406989451","29","29","29"
"18445.407539839","29","29","29"
"18455.406558528","29","29","29"
"18465.407175241","29","29","29"
"18475.407119566","29","29","29"
"18485.406706981","29","29","29"
"18495.406601348","29","29","29"
"18505.406512259","29","29","29"
"18515.407254428","29","29","29"
"18525.407109432","29","29","29"
"18535.406863727","29","29","29"
"18545.407271667","29","29","29"
"18555.40689334","29","29","29"
"18565.407596576","29","29","29"
"18575.407453154","29","29","29"
