"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.gpu","StudyAbroadGPT-7B - system/gpu.0.gpu__MIN","StudyAbroadGPT-7B - system/gpu.0.gpu__MAX"
"9325.411575976","100","100","100"
"9335.411493905","100","100","100"
"9345.412135457","100","100","100"
"9355.411739228","100","100","100"
"9365.411520523","100","100","100"
"9375.412434257","100","100","100"
"9385.411740795","100","100","100"
"9395.413397261","100","100","100"
"9405.411853568","100","100","100"
"9415.416343248","100","100","100"
"9425.411692852","100","100","100"
"9435.412738042","100","100","100"
"9445.411544223","100","100","100"
"9455.412603446","100","100","100"
"9465.411458015","100","100","100"
"9475.413944247","100","100","100"
"9485.412220502","100","100","100"
"9495.411876868","100","100","100"
"9505.411735335","100","100","100"
"9515.413351091","100","100","100"
"9525.413980204","100","100","100"
"9535.411357884","100","100","100"
"9545.411828414","100","100","100"
"9555.415567845","100","100","100"
"9565.411942131","100","100","100"
"9575.411520012","100","100","100"
"9585.413928662","100","100","100"
"9595.41644865","100","100","100"
"9605.411824638","100","100","100"
"9615.411106633","100","100","100"
"9625.411227322","100","100","100"
"9635.414800986","100","100","100"
"9645.411925331","100","100","100"
"9655.411893869","100","100","100"
"9665.415911562","100","100","100"
"9675.415139869","100","100","100"
"9685.413179519","100","100","100"
"9695.411113059","100","100","100"
"9705.419333847","100","100","100"
"9715.414174309","100","100","100"
"9725.411747687","100","100","100"
"9735.411996849","100","100","100"
"9745.413598405","100","100","100"
"9755.411573072","100","100","100"
"9765.411014431","100","100","100"
"9775.411439138","100","100","100"
"9785.411877847","100","100","100"
"9795.411573961","100","100","100"
"9805.412863962","100","100","100"
"9815.412022469","100","100","100"
"9825.411475212","100","100","100"
"9835.41192085","100","100","100"
"9845.411710799","100","100","100"
"9855.411417228","100","100","100"
"9865.411919018","100","100","100"
"9875.411482605","100","100","100"
"9885.414977426","100","100","100"
"9895.412788114","100","100","100"
"9905.416602883","100","100","100"
"9915.411612635","100","100","100"
"9925.411038782","100","100","100"
"9935.416323601","100","100","100"
"9945.412322514","100","100","100"
"9955.411516272","100","100","100"
"9965.41188992","100","100","100"
"9975.411433873","100","100","100"
"9985.411440342","100","100","100"
"9995.411557189","100","100","100"
"10005.41497429","100","100","100"
"10015.413472695","100","100","100"
"10025.415502334","100","100","100"
"10035.411100009","100","100","100"
"10045.411791741","100","100","100"
"10055.412251889","100","100","100"
"10065.411713313","100","100","100"
"10075.411662917","100","100","100"
"10085.411802445","100","100","100"
"10095.411518025","100","100","100"
"10105.411019772","100","100","100"
"10115.412121134","100","100","100"
"10125.411660218","100","100","100"
"10135.411407263","100","100","100"
"10145.41764225","100","100","100"
"10155.416434492","100","100","100"
"10165.415733484","100","100","100"
"10175.41237326","100","100","100"
"10185.411201846","100","100","100"
"10195.412034","100","100","100"
"10205.411608996","100","100","100"
"10215.412889079","100","100","100"
"10225.414468489","100","100","100"
"10235.411350868","100","100","100"
"10245.411872358","100","100","100"
"10255.410888814","100","100","100"
"10265.411602472","100","100","100"
"10275.41429325","100","100","100"
"10285.411732181","100","100","100"
"10295.411158918","100","100","100"
"10305.411473582","100","100","100"
"10315.411353641","100","100","100"
"10325.411306633","100","100","100"
"10335.414227834","100","100","100"
"10345.412219529","100","100","100"
"10355.411589748","100","100","100"
"10365.411577788","100","100","100"
"10375.411048922","100","100","100"
"10385.410940941","100","100","100"
"10395.413496121","100","100","100"
"10405.412670575","100","100","100"
"10415.4118349","100","100","100"
"10425.411512607","100","100","100"
"10435.411977136","100","100","100"
"10445.411938515","100","100","100"
"10455.414731835","86","86","86"
"10465.411931301","100","100","100"
"10475.413109947","100","100","100"
"10485.411158019","100","100","100"
"10495.418882854","100","100","100"
"10505.41143518","100","100","100"
"10515.411007857","100","100","100"
"10525.412104487","100","100","100"
"10535.418389249","100","100","100"
"10545.412021829","100","100","100"
"10555.413159223","100","100","100"
"10565.411697707","100","100","100"
"10575.412230851","100","100","100"
"10585.411871941","100","100","100"
"10595.412833172","100","100","100"
"10605.411677812","100","100","100"
"10615.411744091","100","100","100"
"10625.410916154","100","100","100"
"10635.414267995","100","100","100"
"10645.411265685","100","100","100"
"10655.411359603","100","100","100"
"10665.411166761","100","100","100"
"10675.411731404","100","100","100"
"10685.41223705","100","100","100"
"10695.411625838","100","100","100"
"10705.412120439","100","100","100"
"10715.412341459","100","100","100"
"10725.411776606","100","100","100"
"10735.416916819","100","100","100"
"10745.411335014","100","100","100"
"10755.411686724","100","100","100"
"10765.413301716","100","100","100"
"10775.411569438","100","100","100"
"10785.411029332","100","100","100"
"10795.413426805","100","100","100"
"10805.410921191","100","100","100"
"10815.417175335","100","100","100"
"10825.414135193","100","100","100"
"10835.414944075","100","100","100"
"10845.412162128","100","100","100"
"10855.413933298","100","100","100"
"10865.4109623","100","100","100"
"10875.412397348","100","100","100"
"10885.412677909","100","100","100"
"10895.421042681","100","100","100"
"10905.411742305","100","100","100"
"10915.411797077","100","100","100"
"10925.41144593","100","100","100"
"10935.413415778","100","100","100"
"10945.411746102","100","100","100"
"10955.411949694","100","100","100"
"10965.411224206","100","100","100"
"10975.413087847","100","100","100"
"10985.410801581","100","100","100"
"10995.414729985","100","100","100"
"11005.411699617","100","100","100"
"11015.411012922","100","100","100"
"11025.411205973","100","100","100"
"11035.414558836","100","100","100"
"11045.413600007","100","100","100"
"11055.413049688","100","100","100"
"11065.412674818","100","100","100"
"11075.411084045","100","100","100"
"11085.410843959","100","100","100"
"11095.413044334","100","100","100"
"11105.41240184","100","100","100"
"11115.411901975","100","100","100"
"11125.411345163","100","100","100"
"11135.414510556","100","100","100"
"11145.411611429","100","100","100"
"11155.411140066","100","100","100"
"11165.41634564","100","100","100"
"11175.415983425","100","100","100"
"11185.411646053","100","100","100"
"11195.411436011","100","100","100"
"11205.411527159","100","100","100"
"11215.41156479","100","100","100"
"11225.411169588","100","100","100"
"11235.41064321","100","100","100"
"11245.411682144","100","100","100"
"11255.412230613","100","100","100"
"11265.41203481","100","100","100"
"11275.411246063","100","100","100"
"11285.412556145","100","100","100"
"11295.411892367","100","100","100"
"11305.411187851","100","100","100"
"11315.413968415","100","100","100"
"11325.410849662","100","100","100"
"11335.411278914","100","100","100"
"11345.411558051","100","100","100"
"11355.411353889","100","100","100"
"11365.411534218","100","100","100"
"11375.412252958","100","100","100"
"11385.413301833","100","100","100"
"11395.41241853","100","100","100"
"11405.411302055","100","100","100"
"11415.419275469","100","100","100"
"11425.411262523","100","100","100"
"11435.411646802","100","100","100"
"11445.411414863","100","100","100"
"11455.411597042","100","100","100"
"11465.411272806","100","100","100"
"11475.41175865","100","100","100"
"11485.412340491","100","100","100"
"11495.41750397","100","100","100"
"11505.412180197","100","100","100"
"11515.412408937","100","100","100"
"11525.411070445","100","100","100"
"11535.410871737","100","100","100"
"11545.413106512","100","100","100"
"11555.411597142","100","100","100"
"11565.411590392","100","100","100"
"11575.411504354","100","100","100"
"11585.416489106","100","100","100"
"11595.412025994","100","100","100"
"11605.412595358","100","100","100"
"11615.411677729","100","100","100"
"11625.41097465","100","100","100"
"11635.411443459","100","100","100"
"11645.410634247","100","100","100"
"11655.412638387","100","100","100"
"11665.41179934","100","100","100"
"11675.4118183","100","100","100"
"11685.411333374","100","100","100"
"11695.412166093","100","100","100"
"11705.411651329","100","100","100"
"11715.414618222","100","100","100"
"11725.411733376","100","100","100"
"11735.411420389","100","100","100"
"11745.412574193","100","100","100"
"11755.412325205","100","100","100"
"11765.412268177","100","100","100"
"11775.411222619","100","100","100"
"11785.411332948","100","100","100"
"11795.414849294","100","100","100"
"11805.412749306","100","100","100"
"11815.410985546","100","100","100"
"11825.410824394","100","100","100"
"11835.412277461","100","100","100"
"11845.411427993","100","100","100"
"11855.41244567","100","100","100"
"11865.412430048","100","100","100"
"11875.411640663","100","100","100"
"11885.412587152","100","100","100"
"11895.411188356","100","100","100"
"11905.411630995","100","100","100"
"11915.41366728","100","100","100"
"11925.411495113","100","100","100"
"11935.410658871","100","100","100"
"11945.412170248","100","100","100"
"11955.4170121","100","100","100"
"11965.411603741","100","100","100"
"11975.416717935","100","100","100"
"11985.415629573","100","100","100"
"11995.411719891","100","100","100"
"12005.410830456","100","100","100"
"12015.41598256","100","100","100"
"12025.414809515","100","100","100"
"12035.411194352","100","100","100"
"12045.411678725","100","100","100"
"12055.41170128","100","100","100"
"12065.410938775","100","100","100"
"12075.413659741","100","100","100"
"12085.411263359","100","100","100"
"12095.411788135","100","100","100"
"12105.41463963","100","100","100"
"12115.412228011","100","100","100"
"12125.411978399","100","100","100"
"12135.412438506","100","100","100"
"12145.411624558","100","100","100"
"12155.412788265","100","100","100"
"12165.411264308","100","100","100"
"12175.416789726","100","100","100"
"12185.412524708","100","100","100"
"12195.415173386","100","100","100"
"12205.411706571","100","100","100"
"12215.411422914","100","100","100"
"12225.411328874","100","100","100"
"12235.415335318","100","100","100"
"12245.411344528","100","100","100"
"12255.411789578","100","100","100"
"12265.411033273","100","100","100"
"12275.411137328","100","100","100"
"12285.41138343","100","100","100"
"12295.413727305","100","100","100"
"12305.411136438","100","100","100"
"12315.413542365","100","100","100"
"12325.413046811","100","100","100"
"12335.410938779","100","100","100"
"12345.411466449","100","100","100"
"12355.416674525","100","100","100"
"12365.412097766","100","100","100"
"12375.411881532","88","88","88"
"12385.411308335","100","100","100"
"12395.415215525","100","100","100"
"12405.412571883","100","100","100"
"12415.41097255","100","100","100"
"12425.412050208","100","100","100"
"12435.411324969","100","100","100"
"12445.411418236","100","100","100"
"12455.417842019","100","100","100"
"12465.41253231","100","100","100"
"12475.411356277","100","100","100"
"12485.411429084","100","100","100"
"12495.414772009","100","100","100"
"12505.410964365","100","100","100"
"12515.413021697","100","100","100"
"12525.411388611","100","100","100"
"12535.410867256","100","100","100"
"12545.411731349","100","100","100"
"12555.411525398","100","100","100"
"12565.411458025","100","100","100"
"12575.411011446","100","100","100"
"12585.412027474","100","100","100"
"12595.416759559","100","100","100"
"12605.41321051","100","100","100"
"12615.411675921","100","100","100"
"12625.412473837","89","89","89"
"12635.416724396","100","100","100"
"12645.412299778","100","100","100"
"12655.411460146","100","100","100"
"12665.411726708","100","100","100"
"12675.412662889","100","100","100"
"12685.415454782","100","100","100"
"12695.411563748","100","100","100"
"12705.413091546","100","100","100"
"12715.416708171","59","59","59"
"12725.414656464","100","100","100"
"12735.410855684","100","100","100"
"12745.413684032","100","100","100"
"12755.411805631","100","100","100"
"12765.411412727","100","100","100"
"12775.412176554","100","100","100"
"12785.411161239","100","100","100"
"12795.411888749","100","100","100"
"12805.411561272","100","100","100"
"12815.411217408","100","100","100"
"12825.41200372","100","100","100"
"12835.411754687","100","100","100"
"12845.411609044","100","100","100"
"12855.416045738","100","100","100"
"12865.411490944","100","100","100"
"12875.41143739","100","100","100"
"12885.41626405","100","100","100"
"12895.410908279","100","100","100"
"12905.411355699","100","100","100"
"12915.413852081","100","100","100"
"12925.411887113","100","100","100"
"12935.411543478","100","100","100"
"12945.4115625","100","100","100"
"12955.412200175","100","100","100"
"12965.411435311","100","100","100"
"12975.41250896","100","100","100"
"12985.410914598","100","100","100"
"12995.410957068","100","100","100"
"13005.413022291","100","100","100"
"13015.411809145","100","100","100"
"13025.411447649","100","100","100"
"13035.411588795","100","100","100"
"13045.412180444","100","100","100"
"13055.411791451","100","100","100"
"13065.413841696","100","100","100"
"13075.415812464","100","100","100"
"13085.411040457","100","100","100"
"13095.411397598","100","100","100"
"13105.410853034","100","100","100"
"13115.416479185","100","100","100"
"13125.411215967","100","100","100"
"13135.4142032","100","100","100"
"13145.413608465","100","100","100"
"13155.411138778","100","100","100"
"13165.412081757","100","100","100"
"13175.411070815","100","100","100"
"13185.413125497","100","100","100"
"13195.411359027","100","100","100"
"13205.41231487","100","100","100"
"13215.412345184","100","100","100"
"13225.412695365","100","100","100"
"13235.411611046","100","100","100"
"13245.411153191","60","60","60"
"13255.411400816","100","100","100"
"13265.411458829","100","100","100"
"13275.41268247","100","100","100"
"13285.411977","100","100","100"
"13295.411385853","100","100","100"
"13305.413094623","100","100","100"
"13315.412438333","100","100","100"
"13325.411588357","100","100","100"
"13335.41113007","100","100","100"
"13345.421094375","100","100","100"
"13355.411930153","100","100","100"
"13365.411707562","100","100","100"
"13375.410937384","100","100","100"
"13385.412345287","100","100","100"
"13395.413128831","100","100","100"
"13405.411863551","100","100","100"
"13415.411707576","100","100","100"
"13425.41166484","100","100","100"
"13435.412871235","100","100","100"
"13445.411216997","100","100","100"
"13455.411175096","100","100","100"
"13465.412607914","100","100","100"
"13475.411292781","100","100","100"
"13485.4142939","100","100","100"
"13495.411709542","100","100","100"
"13505.411722204","100","100","100"
"13515.41111739","100","100","100"
"13525.411960703","100","100","100"
"13535.411678603","100","100","100"
"13545.412026936","100","100","100"
"13555.41312175","100","100","100"
"13565.41140249","100","100","100"
"13575.41181931","100","100","100"
"13585.416221719","100","100","100"
"13595.410840598","100","100","100"
"13605.411432195","100","100","100"
"13615.41087375","100","100","100"
"13625.410957829","100","100","100"
"13635.41199417","100","100","100"
"13645.411105529","100","100","100"
"13655.412128124","100","100","100"
"13665.411863077","100","100","100"
"13675.411874043","100","100","100"
"13685.417331012","100","100","100"
"13695.411337938","100","100","100"
"13705.412835169","100","100","100"
"13715.415327904","100","100","100"
"13725.41447303","100","100","100"
"13735.411371927","100","100","100"
"13745.412270156","100","100","100"
"13755.411011842","100","100","100"
"13765.411424392","100","100","100"
"13775.414950122","100","100","100"
"13785.415884233","100","100","100"
"13795.411002003","100","100","100"
"13805.412268388","100","100","100"
"13815.41187251","100","100","100"
"13825.411632698","100","100","100"
"13835.412011056","100","100","100"
"13845.412608983","100","100","100"
"13855.413473192","100","100","100"
"13865.412021948","100","100","100"
"13875.411269547","100","100","100"
"13885.411922994","100","100","100"
"13895.411902691","100","100","100"
"13905.412019522","100","100","100"
"13915.412511352","100","100","100"
"13925.412737548","100","100","100"
"13935.413683178","100","100","100"
"13945.418038512","100","100","100"
"13955.413428355","100","100","100"
"13965.41123403","100","100","100"
"13975.411438774","100","100","100"
"13985.414997204","100","100","100"
"13995.41222087","100","100","100"
"14005.411996701","100","100","100"
"14015.410927875","100","100","100"
"14025.411592438","100","100","100"
"14035.417840077","100","100","100"
"14045.411269262","100","100","100"
"14055.412179805","100","100","100"
"14065.418432933","100","100","100"
"14075.411269932","100","100","100"
"14085.411850326","100","100","100"
"14095.411524697","100","100","100"
"14105.415134634","100","100","100"
"14115.41613984","100","100","100"
"14125.412029787","100","100","100"
"14135.415035861","100","100","100"
"14145.412026888","100","100","100"
"14155.411825102","100","100","100"
"14165.413269422","100","100","100"
"14175.412694031","100","100","100"
"14185.411565871","100","100","100"
"14195.412714951","100","100","100"
"14205.414093358","100","100","100"
"14215.411419181","100","100","100"
"14225.412341364","100","100","100"
"14235.414595666","100","100","100"
"14245.418117596","100","100","100"
"14255.411151511","100","100","100"
"14265.411447243","100","100","100"
"14275.411159009","100","100","100"
"14285.411457995","100","100","100"
"14295.412089119","100","100","100"
"14305.411823837","100","100","100"
"14315.413251808","100","100","100"
"14325.414696334","100","100","100"
"14335.411281874","100","100","100"
"14345.411417716","100","100","100"
"14355.411534337","100","100","100"
"14365.414306623","100","100","100"
"14375.410952553","100","100","100"
"14385.411453061","100","100","100"
"14395.414106955","100","100","100"
"14405.412000258","100","100","100"
"14415.411951147","100","100","100"
"14425.410880642","100","100","100"
"14435.411776019","100","100","100"
"14445.413878881","100","100","100"
"14455.411598466","100","100","100"
"14465.41167202","100","100","100"
"14475.41226575","100","100","100"
"14485.411202983","100","100","100"
"14495.411965442","100","100","100"
"14505.412461166","100","100","100"
"14515.411731838","89","89","89"
"14525.411315438","100","100","100"
"14535.416245179","100","100","100"
"14545.41405029","100","100","100"
"14555.411637723","100","100","100"
"14565.411277298","100","100","100"
"14575.414582041","100","100","100"
"14585.411440629","100","100","100"
"14595.411666161","100","100","100"
"14605.411902854","100","100","100"
"14615.411270198","100","100","100"
"14625.411368652","100","100","100"
"14635.412309791","100","100","100"
"14645.41146079","100","100","100"
"14655.4122431","100","100","100"
"14665.411979518","100","100","100"
"14675.411691755","100","100","100"
"14685.412905332","100","100","100"
"14695.411994773","100","100","100"
"14705.411711681","100","100","100"
"14715.411436298","100","100","100"
"14725.414082399","100","100","100"
"14735.411369312","100","100","100"
"14745.414872325","89","89","89"
"14755.411704676","100","100","100"
"14765.411151285","100","100","100"
"14775.411097679","100","100","100"
"14785.41170766","100","100","100"
"14795.411845455","100","100","100"
"14805.411227646","100","100","100"
"14815.414618673","100","100","100"
"14825.41290328","100","100","100"
"14835.414611578","100","100","100"
"14845.416576392","100","100","100"
"14855.411187383","100","100","100"
"14865.41579597","100","100","100"
"14875.412451235","100","100","100"
"14885.411412778","100","100","100"
"14895.415977967","100","100","100"
"14905.412525403","100","100","100"
"14915.41193132","100","100","100"
"14925.41123794","100","100","100"
"14935.414516192","100","100","100"
"14945.411585967","100","100","100"
"14955.411238352","100","100","100"
"14965.411029574","100","100","100"
"14975.411535619","100","100","100"
"14985.415129716","100","100","100"
"14995.411206449","100","100","100"
"15005.411222091","100","100","100"
"15015.412164964","100","100","100"
"15025.414369494","100","100","100"
"15035.413321621","100","100","100"
"15045.411696579","100","100","100"
"15055.412436901","100","100","100"
"15065.412003113","100","100","100"
"15075.410980392","100","100","100"
"15085.413852314","100","100","100"
"15095.411857564","100","100","100"
"15105.41117416","100","100","100"
"15115.411249659","100","100","100"
"15125.41672082","100","100","100"
"15135.415228059","100","100","100"
"15145.411176723","100","100","100"
"15155.411729769","100","100","100"
"15165.413360727","100","100","100"
"15175.410812727","100","100","100"
"15185.411942164","100","100","100"
"15195.411973417","100","100","100"
"15205.411867284","100","100","100"
"15215.411350429","100","100","100"
"15225.417541196","100","100","100"
"15235.414914398","100","100","100"
"15245.411623677","100","100","100"
"15255.415206611","100","100","100"
"15265.414017487","100","100","100"
"15275.411513892","100","100","100"
"15285.411969837","100","100","100"
"15295.411841214","100","100","100"
"15305.412121217","100","100","100"
"15315.411538617","100","100","100"
"15325.410999965","100","100","100"
"15335.41716732","100","100","100"
"15345.410940977","100","100","100"
"15355.412259862","100","100","100"
"15365.415205916","100","100","100"
"15375.411162648","100","100","100"
"15385.413192088","100","100","100"
"15395.411710031","100","100","100"
"15405.411386136","100","100","100"
"15415.416440351","100","100","100"
"15425.415540426","100","100","100"
"15435.417433668","100","100","100"
"15445.411884161","100","100","100"
"15455.414609053","100","100","100"
"15465.414566273","100","100","100"
"15475.41128586","100","100","100"
"15485.411308863","100","100","100"
"15495.415678946","100","100","100"
"15505.415253652","100","100","100"
"15515.411218755","100","100","100"
"15525.411013961","100","100","100"
"15535.414309967","100","100","100"
"15545.413009217","100","100","100"
"15555.411568636","100","100","100"
"15565.41149475","100","100","100"
"15575.412446627","100","100","100"
"15585.411410415","100","100","100"
"15595.411315349","100","100","100"
"15605.414564638","100","100","100"
"15615.413227602","100","100","100"
"15625.415995838","100","100","100"
"15635.411340892","100","100","100"
"15645.414447519","100","100","100"
"15655.411398083","100","100","100"
"15665.411733601","100","100","100"
"15675.411730814","100","100","100"
"15685.412562296","100","100","100"
"15695.415708579","100","100","100"
"15705.411120088","100","100","100"
"15715.41235391","100","100","100"
"15725.411741857","100","100","100"
"15735.411646958","100","100","100"
"15745.413192116","100","100","100"
"15755.411138971","100","100","100"
"15765.412686347","100","100","100"
"15775.413164323","100","100","100"
"15785.416848519","100","100","100"
"15795.41113365","100","100","100"
"15805.410865563","100","100","100"
"15815.41573461","100","100","100"
"15825.411095985","100","100","100"
"15835.411579241","100","100","100"
"15845.411427871","100","100","100"
"15855.411252492","100","100","100"
"15865.411277955","100","100","100"
"15875.410976627","100","100","100"
"15885.411688232","100","100","100"
"15895.418174209","100","100","100"
"15905.411205902","100","100","100"
"15915.41126283","100","100","100"
"15925.4131369","100","100","100"
"15935.41187201","100","100","100"
"15945.412220379","100","100","100"
"15955.41247029","100","100","100"
"15965.412502693","100","100","100"
"15975.419678438","100","100","100"
"15985.412209417","100","100","100"
"15995.411356281","100","100","100"
"16005.420297151","100","100","100"
"16015.41461106","100","100","100"
"16025.415185802","100","100","100"
"16035.412119891","100","100","100"
"16045.411009861","100","100","100"
"16055.410987097","100","100","100"
"16065.411703219","100","100","100"
"16075.41154775","100","100","100"
"16085.412764567","100","100","100"
"16095.411779951","100","100","100"
"16105.411579933","100","100","100"
"16115.412043851","100","100","100"
"16125.411290401","100","100","100"
"16135.41160907","100","100","100"
"16145.411507802","100","100","100"
"16155.413932798","100","100","100"
"16165.412116674","100","100","100"
"16175.41325895","100","100","100"
"16185.416793222","100","100","100"
"16195.412579377","100","100","100"
"16205.411569287","100","100","100"
"16215.411435628","100","100","100"
"16225.411516739","100","100","100"
"16235.411506437","100","100","100"
"16245.411878512","100","100","100"
"16255.411452305","100","100","100"
"16265.410952195","100","100","100"
"16275.414367298","100","100","100"
"16285.41338949","100","100","100"
"16295.411086767","100","100","100"
"16305.411863361","100","100","100"
"16315.411849125","100","100","100"
"16325.411346509","100","100","100"
"16335.414278841","100","100","100"
"16345.411165037","100","100","100"
"16355.413161757","100","100","100"
"16365.411182993","100","100","100"
"16375.411991954","100","100","100"
"16385.414040552","100","100","100"
"16395.414828545","100","100","100"
"16405.412473367","100","100","100"
"16415.411183225","100","100","100"
"16425.410967297","100","100","100"
"16435.418873709","100","100","100"
"16445.411260544","100","100","100"
"16455.411069457","100","100","100"
"16465.414052931","100","100","100"
"16475.411720659","100","100","100"
"16485.411528304","100","100","100"
"16495.412704558","100","100","100"
"16505.411389632","100","100","100"
"16515.411890958","100","100","100"
"16525.412789396","100","100","100"
"16535.412603164","100","100","100"
"16545.4122294","100","100","100"
"16555.411665097","100","100","100"
"16565.411768055","100","100","100"
"16575.412086041","100","100","100"
"16585.411528418","100","100","100"
"16595.412360592","100","100","100"
"16605.412549215","100","100","100"
"16615.412316564","100","100","100"
"16625.411450121","100","100","100"
"16635.411722008","100","100","100"
"16645.412085111","100","100","100"
"16655.411345897","100","100","100"
"16665.412177693","100","100","100"
"16675.412422763","100","100","100"
"16685.411541434","100","100","100"
"16695.411735329","100","100","100"
"16705.410925661","100","100","100"
"16715.413026897","100","100","100"
"16725.411703539","100","100","100"
"16735.417109808","100","100","100"
"16745.411806843","100","100","100"
"16755.411424655","100","100","100"
"16765.411584571","100","100","100"
"16775.413770942","100","100","100"
"16785.413139985","100","100","100"
"16795.411604733","100","100","100"
"16805.411205363","100","100","100"
"16815.414737276","100","100","100"
"16825.41155854","100","100","100"
"16835.411025773","100","100","100"
"16845.411913702","100","100","100"
"16855.411421998","100","100","100"
"16865.410919466","100","100","100"
"16875.412388529","100","100","100"
"16885.411220052","100","100","100"
"16895.410953839","100","100","100"
"16905.411163155","100","100","100"
"16915.412411194","100","100","100"
"16925.411439862","100","100","100"
"16935.412305253","100","100","100"
"16945.412024813","100","100","100"
"16955.412293367","100","100","100"
"16965.416906348","100","100","100"
"16975.41639745","100","100","100"
"16985.411087936","100","100","100"
"16995.418844262","100","100","100"
"17005.411002284","100","100","100"
"17015.411433585","100","100","100"
"17025.416205959","100","100","100"
"17035.413623555","100","100","100"
"17045.412886008","100","100","100"
"17055.415457861","100","100","100"
"17065.411144614","100","100","100"
"17075.422205086","100","100","100"
"17085.415441127","100","100","100"
"17095.415527053","100","100","100"
"17105.410959575","100","100","100"
"17115.417015602","100","100","100"
"17125.412598467","100","100","100"
"17135.415765473","100","100","100"
"17145.411648351","100","100","100"
"17155.415783059","100","100","100"
"17165.415492692","100","100","100"
"17175.411016628","100","100","100"
"17185.412176223","100","100","100"
"17195.411863744","100","100","100"
"17205.411277024","100","100","100"
"17215.411776228","100","100","100"
"17225.414702742","100","100","100"
"17235.412717337","100","100","100"
"17245.411469857","100","100","100"
"17255.411664709","100","100","100"
"17265.411755402","100","100","100"
"17275.411315296","100","100","100"
"17285.411651735","100","100","100"
"17295.411496768","100","100","100"
"17305.414526704","100","100","100"
"17315.414795574","100","100","100"
"17325.412884664","100","100","100"
"17335.411854237","100","100","100"
"17345.410899099","100","100","100"
"17355.410881324","100","100","100"
"17365.411553281","100","100","100"
"17375.415279109","100","100","100"
"17385.413181137","100","100","100"
"17395.412397113","100","100","100"
"17405.41192163","100","100","100"
"17415.41327304","100","100","100"
"17425.415445775","100","100","100"
"17435.411658329","100","100","100"
"17445.411331354","100","100","100"
"17455.411478077","100","100","100"
"17465.411039266","100","100","100"
"17475.414749461","100","100","100"
"17485.412078142","100","100","100"
"17495.41156014","100","100","100"
"17505.415433692","100","100","100"
"17515.413709523","100","100","100"
"17525.411817504","100","100","100"
"17535.411616286","100","100","100"
"17545.4125467","100","100","100"
"17555.41143363","100","100","100"
"17565.411328914","100","100","100"
"17575.41246371","100","100","100"
"17585.414201662","100","100","100"
"17595.419076207","100","100","100"
"17605.411766236","100","100","100"
"17615.411264976","100","100","100"
"17625.411184759","100","100","100"
"17635.411902861","100","100","100"
"17645.411371383","100","100","100"
"17655.410928919","100","100","100"
"17665.412037337","100","100","100"
"17675.412934846","100","100","100"
"17685.410911133","100","100","100"
"17695.411186295","100","100","100"
"17705.418137232","100","100","100"
"17715.413100252","100","100","100"
"17725.412194179","100","100","100"
"17735.415641859","100","100","100"
"17745.41266363","100","100","100"
"17755.411442736","100","100","100"
"17765.412080062","100","100","100"
"17775.413860412","100","100","100"
"17785.4118634","100","100","100"
"17795.411809385","100","100","100"
"17805.411413798","100","100","100"
"17815.413402252","100","100","100"
"17825.410840576","100","100","100"
"17835.412168478","100","100","100"
"17845.411432367","100","100","100"
"17855.411676856","100","100","100"
"17865.410988497","100","100","100"
"17875.411851972","100","100","100"
"17885.414596553","100","100","100"
"17895.411929844","100","100","100"
"17905.411838415","100","100","100"
"17915.411644422","100","100","100"
"17925.41201219","100","100","100"
"17935.411466531","100","100","100"
"17945.411935088","100","100","100"
"17955.411665603","100","100","100"
"17965.415940901","100","100","100"
"17975.412212719","100","100","100"
"17985.410907908","100","100","100"
"17995.412164785","100","100","100"
"18005.411715474","100","100","100"
"18015.412579927","100","100","100"
"18025.414366235","100","100","100"
"18035.411745261","100","100","100"
"18045.411449953","100","100","100"
"18055.412268778","100","100","100"
"18065.415591221","100","100","100"
"18075.414728955","100","100","100"
"18085.411641915","100","100","100"
"18095.411459766","100","100","100"
"18105.412263263","100","100","100"
"18115.411198578","100","100","100"
"18125.413680857","100","100","100"
"18135.413168418","100","100","100"
"18145.411144881","100","100","100"
"18155.411293803","100","100","100"
"18165.412387127","100","100","100"
"18175.412662875","100","100","100"
"18185.411628242","100","100","100"
"18195.412041299","100","100","100"
"18205.411281048","100","100","100"
"18215.413684928","100","100","100"
"18225.411252903","100","100","100"
"18235.41170825","100","100","100"
"18245.412167197","100","100","100"
"18255.417327407","100","100","100"
"18265.4115229","100","100","100"
"18275.411458114","100","100","100"
"18285.420706364","100","100","100"
"18295.414613042","100","100","100"
"18305.415027125","100","100","100"
"18315.414121931","100","100","100"
"18325.413005741","100","100","100"
"18335.413969824","100","100","100"
"18345.41137197","100","100","100"
"18355.411023364","100","100","100"
"18365.411676087","100","100","100"
"18375.413764493","100","100","100"
"18385.412553814","100","100","100"
"18395.411870042","100","100","100"
"18405.418608965","100","100","100"
"18415.415793535","100","100","100"
"18425.413494124","100","100","100"
"18435.411182109","100","100","100"
"18445.411589932","100","100","100"
"18455.411733169","100","100","100"
"18465.411442565","100","100","100"
"18475.414434277","100","100","100"
"18485.410825606","100","100","100"
"18495.410996249","100","100","100"
"18505.411746515","100","100","100"
"18515.411600669","100","100","100"
"18525.411507637","100","100","100"
"18535.411049068","100","100","100"
"18545.411533541","100","100","100"
"18555.418513696","100","100","100"
"18565.413694354","100","100","100"
"18575.410858969","100","100","100"
